'Time','II','ABP','PLETH'
'[16:06:57.560]',0.531,78.906,0.482
'[16:06:57.568]',0.547,78.906,0.482
'[16:06:57.576]',0.562,78.125,0.482
'[16:06:57.584]',0.570,78.125,0.482
'[16:06:57.592]',0.586,77.344,0.482
'[16:06:57.600]',0.586,77.344,0.482
'[16:06:57.608]',0.586,76.562,0.482
'[16:06:57.616]',0.570,76.562,0.482
'[16:06:57.624]',0.562,76.562,0.478
'[16:06:57.632]',0.547,77.344,0.478
'[16:06:57.640]',0.531,78.125,0.478
'[16:06:57.648]',0.523,81.250,0.475
'[16:06:57.656]',0.500,85.156,0.475
'[16:06:57.664]',0.492,91.406,0.471
'[16:06:57.672]',0.477,100.000,0.471
'[16:06:57.680]',0.453,108.594,0.471
'[16:06:57.688]',0.453,118.750,0.467
'[16:06:57.696]',0.438,128.125,0.463
'[16:06:57.704]',0.438,136.719,0.463
'[16:06:57.712]',0.438,144.531,0.459
'[16:06:57.720]',0.438,150.781,0.459
'[16:06:57.728]',0.438,154.688,0.455
'[16:06:57.736]',0.438,157.031,0.455
'[16:06:57.744]',0.438,157.031,0.451
'[16:06:57.752]',0.445,155.469,0.451
'[16:06:57.760]',0.445,153.125,0.451
'[16:06:57.768]',0.453,149.219,0.447
'[16:06:57.776]',0.453,145.312,0.447
'[16:06:57.784]',0.461,141.406,0.447
'[16:06:57.792]',0.461,137.500,0.447
'[16:06:57.800]',0.469,134.375,0.447
'[16:06:57.808]',0.477,130.469,0.447
'[16:06:57.816]',0.500,128.125,0.447
'[16:06:57.824]',0.516,125.000,0.447
'[16:06:57.832]',0.523,122.656,0.447
'[16:06:57.840]',0.531,120.312,0.447
'[16:06:57.848]',0.547,118.750,0.443
'[16:06:57.856]',0.547,116.406,0.439
'[16:06:57.864]',0.578,114.844,0.439
'[16:06:57.872]',0.594,112.500,0.439
'[16:06:57.880]',0.602,110.938,0.439
'[16:06:57.888]',0.586,108.594,0.439
'[16:06:57.896]',0.555,106.250,0.443
'[16:06:57.904]',0.516,103.125,0.447
'[16:06:57.912]',0.469,100.781,0.451
'[16:06:57.920]',0.430,97.656,0.459
'[16:06:57.928]',0.391,95.312,0.471
'[16:06:57.936]',0.391,93.750,0.486
'[16:06:57.944]',0.383,92.188,0.498
'[16:06:57.952]',0.391,91.406,0.510
'[16:06:57.960]',0.391,90.625,0.525
'[16:06:57.968]',0.391,90.625,0.537
'[16:06:57.976]',0.383,90.625,0.549
'[16:06:57.984]',0.391,90.625,0.561
'[16:06:57.992]',0.398,90.625,0.565
'[16:06:58.000]',0.406,91.406,0.569
'[16:06:58.008]',0.398,91.406,0.573
'[16:06:58.016]',0.398,92.188,0.573
'[16:06:58.024]',0.398,92.969,0.573
'[16:06:58.032]',0.391,93.750,0.569
'[16:06:58.040]',0.406,94.531,0.569
'[16:06:58.048]',0.484,94.531,0.565
'[16:06:58.056]',0.617,94.531,0.561
'[16:06:58.064]',0.703,94.531,0.557
'[16:06:58.072]',0.727,93.750,0.553
'[16:06:58.080]',0.758,93.750,0.549
'[16:06:58.088]',0.250,92.969,0.545
'[16:06:58.096]',-0.148,92.188,0.541
'[16:06:58.104]',-0.188,91.406,0.537
'[16:06:58.112]',0.102,90.625,0.537
'[16:06:58.120]',0.312,89.844,0.533
'[16:06:58.128]',0.391,89.062,0.529
'[16:06:58.136]',0.414,88.281,0.522
'[16:06:58.144]',0.438,87.500,0.518
'[16:06:58.152]',0.453,86.719,0.514
'[16:06:58.160]',0.461,85.938,0.510
'[16:06:58.168]',0.461,84.375,0.502
'[16:06:58.176]',0.477,83.594,0.494
'[16:06:58.184]',0.477,82.812,0.486
'[16:06:58.192]',0.477,82.031,0.482
'[16:06:58.200]',0.484,81.250,0.475
'[16:06:58.208]',0.500,80.469,0.467
'[16:06:58.216]',0.500,79.688,0.463
'[16:06:58.224]',0.508,78.906,0.459
'[16:06:58.232]',0.516,78.906,0.455
'[16:06:58.240]',0.531,78.125,0.451
'[16:06:58.248]',0.547,77.344,0.447
'[16:06:58.256]',0.547,77.344,0.447
'[16:06:58.264]',0.562,76.562,0.443
'[16:06:58.272]',0.578,76.562,0.443
'[16:06:58.280]',0.586,75.781,0.443
'[16:06:58.288]',0.578,75.781,0.443
'[16:06:58.296]',0.578,75.000,0.447
'[16:06:58.304]',0.570,75.000,0.447
'[16:06:58.312]',0.555,75.000,0.447
'[16:06:58.320]',0.539,75.000,0.447
'[16:06:58.328]',0.531,76.562,0.447
'[16:06:58.336]',0.516,78.906,0.447
'[16:06:58.344]',0.492,83.594,0.447
'[16:06:58.352]',0.477,90.625,0.447
'[16:06:58.360]',0.461,98.438,0.447
'[16:06:58.368]',0.445,107.812,0.447
'[16:06:58.376]',0.445,117.188,0.443
'[16:06:58.384]',0.438,126.562,0.443
'[16:06:58.392]',0.438,135.156,0.443
'[16:06:58.400]',0.445,142.188,0.443
'[16:06:58.408]',0.438,148.438,0.439
'[16:06:58.416]',0.430,151.562,0.439
'[16:06:58.424]',0.438,153.906,0.439
'[16:06:58.432]',0.438,153.906,0.435
'[16:06:58.440]',0.438,151.562,0.435
'[16:06:58.448]',0.438,149.219,0.435
'[16:06:58.456]',0.438,145.312,0.435
'[16:06:58.464]',0.438,141.406,0.431
'[16:06:58.472]',0.445,137.500,0.431
'[16:06:58.480]',0.445,133.594,0.431
'[16:06:58.488]',0.445,130.469,0.427
'[16:06:58.496]',0.461,126.562,0.427
'[16:06:58.504]',0.484,124.219,0.424
'[16:06:58.512]',0.500,121.094,0.424
'[16:06:58.520]',0.500,118.750,0.424
'[16:06:58.528]',0.516,116.406,0.424
'[16:06:58.536]',0.523,114.844,0.424
'[16:06:58.544]',0.531,113.281,0.424
'[16:06:58.552]',0.547,110.938,0.424
'[16:06:58.560]',0.570,109.375,0.424
'[16:06:58.568]',0.586,107.031,0.427
'[16:06:58.576]',0.570,104.688,0.427
'[16:06:58.584]',0.539,101.562,0.431
'[16:06:58.592]',0.500,98.438,0.435
'[16:06:58.600]',0.461,95.312,0.443
'[16:06:58.608]',0.422,92.969,0.451
'[16:06:58.616]',0.391,91.406,0.463
'[16:06:58.624]',0.383,89.844,0.475
'[16:06:58.632]',0.383,88.281,0.490
'[16:06:58.640]',0.391,88.281,0.502
'[16:06:58.648]',0.391,87.500,0.514
'[16:06:58.656]',0.398,88.281,0.525
'[16:06:58.664]',0.406,89.062,0.537
'[16:06:58.672]',0.406,89.844,0.545
'[16:06:58.680]',0.406,90.625,0.553
'[16:06:58.688]',0.406,91.406,0.557
'[16:06:58.696]',0.406,91.406,0.557
'[16:06:58.704]',0.414,92.188,0.557
'[16:06:58.712]',0.422,92.188,0.557
'[16:06:58.720]',0.422,92.969,0.557
'[16:06:58.728]',0.414,92.969,0.553
'[16:06:58.736]',0.461,92.969,0.553
'[16:06:58.744]',0.586,92.969,0.549
'[16:06:58.752]',0.695,92.969,0.541
'[16:06:58.760]',0.711,92.188,0.537
'[16:06:58.768]',0.766,92.188,0.533
'[16:06:58.776]',0.438,91.406,0.525
'[16:06:58.784]',-0.047,90.625,0.522
'[16:06:58.792]',-0.148,89.844,0.522
'[16:06:58.800]',0.062,89.062,0.518
'[16:06:58.808]',0.266,88.281,0.514
'[16:06:58.816]',0.375,87.500,0.510
'[16:06:58.824]',0.422,85.938,0.502
'[16:06:58.832]',0.438,85.156,0.498
'[16:06:58.840]',0.453,84.375,0.498
'[16:06:58.848]',0.461,83.594,0.494
'[16:06:58.856]',0.477,83.594,0.490
'[16:06:58.864]',0.477,82.812,0.486
'[16:06:58.872]',0.477,81.250,0.482
'[16:06:58.880]',0.477,80.469,0.478
'[16:06:58.888]',0.484,79.688,0.475
'[16:06:58.896]',0.492,78.906,0.471
'[16:06:58.904]',0.500,78.906,0.467
'[16:06:58.912]',0.508,78.125,0.467
'[16:06:58.920]',0.516,77.344,0.463
'[16:06:58.928]',0.523,77.344,0.459
'[16:06:58.936]',0.539,76.562,0.459
'[16:06:58.944]',0.547,75.781,0.459
'[16:06:58.952]',0.562,75.781,0.459
'[16:06:58.960]',0.578,75.000,0.455
'[16:06:58.968]',0.594,75.000,0.455
'[16:06:58.976]',0.602,74.219,0.455
'[16:06:58.984]',0.602,74.219,0.455
'[16:06:58.992]',0.594,73.438,0.455
'[16:06:59.000]',0.586,74.219,0.455
'[16:06:59.008]',0.570,75.000,0.455
'[16:06:59.016]',0.562,75.781,0.455
'[16:06:59.024]',0.547,78.125,0.451
'[16:06:59.032]',0.539,82.031,0.451
'[16:06:59.040]',0.516,88.281,0.447
'[16:06:59.048]',0.492,96.094,0.447
'[16:06:59.056]',0.477,104.688,0.447
'[16:06:59.064]',0.469,113.281,0.447
'[16:06:59.072]',0.461,122.656,0.443
'[16:06:59.080]',0.453,131.250,0.443
'[16:06:59.088]',0.445,139.062,0.443
'[16:06:59.096]',0.453,145.312,0.443
'[16:06:59.104]',0.453,150.000,0.447
'[16:06:59.112]',0.445,151.562,0.447
'[16:06:59.120]',0.445,150.781,0.447
'[16:06:59.128]',0.453,149.219,0.447
'[16:06:59.136]',0.453,147.656,0.447
'[16:06:59.144]',0.445,145.312,0.447
'[16:06:59.152]',0.453,142.188,0.443
'[16:06:59.160]',0.453,139.062,0.443
'[16:06:59.168]',0.461,135.156,0.439
'[16:06:59.176]',0.461,131.250,0.439
'[16:06:59.184]',0.469,128.125,0.439
'[16:06:59.192]',0.477,125.000,0.435
'[16:06:59.200]',0.500,121.094,0.435
'[16:06:59.208]',0.516,118.750,0.435
'[16:06:59.216]',0.523,115.625,0.435
'[16:06:59.224]',0.531,113.281,0.435
'[16:06:59.232]',0.547,110.938,0.435
'[16:06:59.240]',0.547,109.375,0.435
'[16:06:59.248]',0.578,107.812,0.435
'[16:06:59.256]',0.594,105.469,0.435
'[16:06:59.264]',0.602,103.906,0.435
'[16:06:59.272]',0.570,101.562,0.435
'[16:06:59.280]',0.539,98.438,0.439
'[16:06:59.288]',0.492,96.094,0.447
'[16:06:59.296]',0.445,93.750,0.455
'[16:06:59.304]',0.406,91.406,0.467
'[16:06:59.312]',0.391,89.844,0.482
'[16:06:59.320]',0.391,88.281,0.498
'[16:06:59.328]',0.391,87.500,0.514
'[16:06:59.336]',0.391,86.719,0.525
'[16:06:59.344]',0.406,86.719,0.537
'[16:06:59.352]',0.406,87.500,0.545
'[16:06:59.360]',0.406,88.281,0.553
'[16:06:59.368]',0.414,89.062,0.561
'[16:06:59.376]',0.406,89.844,0.565
'[16:06:59.384]',0.406,91.406,0.569
'[16:06:59.392]',0.414,92.188,0.569
'[16:06:59.400]',0.406,92.188,0.569
'[16:06:59.408]',0.414,92.969,0.565
'[16:06:59.416]',0.414,92.969,0.565
'[16:06:59.424]',0.422,92.969,0.561
'[16:06:59.432]',0.508,92.188,0.557
'[16:06:59.440]',0.633,92.188,0.553
'[16:06:59.448]',0.711,92.188,0.549
'[16:06:59.456]',0.719,91.406,0.545
'[16:06:59.464]',0.750,91.406,0.541
'[16:06:59.472]',0.227,90.625,0.537
'[16:06:59.480]',-0.117,89.844,0.533
'[16:06:59.488]',-0.156,89.062,0.525
'[16:06:59.496]',0.141,88.281,0.522
'[16:06:59.504]',0.320,87.500,0.514
'[16:06:59.512]',0.391,86.719,0.510
'[16:06:59.520]',0.422,85.938,0.506
'[16:06:59.528]',0.438,85.156,0.502
'[16:06:59.536]',0.445,84.375,0.498
'[16:06:59.544]',0.453,83.594,0.494
'[16:06:59.552]',0.453,82.812,0.490
'[16:06:59.560]',0.453,82.031,0.486
'[16:06:59.568]',0.461,81.250,0.482
'[16:06:59.576]',0.461,80.469,0.478
'[16:06:59.584]',0.477,80.469,0.478
'[16:06:59.592]',0.484,79.688,0.478
'[16:06:59.600]',0.492,78.906,0.478
'[16:06:59.608]',0.500,78.125,0.478
'[16:06:59.616]',0.500,78.906,0.478
'[16:06:59.624]',0.516,80.469,0.478
'[16:06:59.632]',0.531,81.250,0.478
'[16:06:59.640]',0.547,79.688,0.475
'[16:06:59.648]',0.562,74.219,0.475
'[16:06:59.656]',0.570,69.531,0.475
'[16:06:59.664]',0.586,68.750,0.471
'[16:06:59.672]',0.594,71.094,0.471
'[16:06:59.680]',0.594,74.219,0.467
'[16:06:59.688]',0.586,75.000,0.467
'[16:06:59.696]',0.578,74.219,0.463
'[16:06:59.704]',0.570,72.656,0.463
'[16:06:59.712]',0.562,73.438,0.463
'[16:06:59.720]',0.547,78.125,0.463
'[16:06:59.728]',0.539,84.375,0.459
'[16:06:59.736]',0.523,91.406,0.459
'[16:06:59.744]',0.516,99.219,0.455
'[16:06:59.752]',0.492,107.812,0.455
'[16:06:59.760]',0.484,117.188,0.451
'[16:06:59.768]',0.477,126.562,0.447
'[16:06:59.776]',0.477,135.156,0.447
'[16:06:59.784]',0.477,142.969,0.443
'[16:06:59.792]',0.461,148.438,0.443
'[16:06:59.800]',0.469,152.344,0.443
'[16:06:59.808]',0.453,153.906,0.443
'[16:06:59.816]',0.453,153.906,0.443
'[16:06:59.824]',0.453,151.562,0.443
'[16:06:59.832]',0.461,149.219,0.443
'[16:06:59.840]',0.461,145.312,0.443
'[16:06:59.848]',0.461,141.406,0.443
'[16:06:59.856]',0.461,137.500,0.443
'[16:06:59.864]',0.461,133.594,0.443
'[16:06:59.872]',0.469,129.688,0.443
'[16:06:59.880]',0.477,125.781,0.443
'[16:06:59.888]',0.477,122.656,0.431
'[16:06:59.896]',0.500,119.531,0.412
'[16:06:59.904]',0.516,117.969,0.404
'[16:06:59.912]',0.523,115.625,0.396
'[16:06:59.920]',0.531,114.062,0.388
'[16:06:59.928]',0.531,111.719,0.384
'[16:06:59.936]',0.547,110.156,0.380
'[16:06:59.944]',0.578,108.594,0.384
'[16:06:59.952]',0.594,106.250,0.384
'[16:06:59.960]',0.602,103.906,0.388
'[16:06:59.968]',0.586,100.781,0.392
'[16:06:59.976]',0.547,98.438,0.404
'[16:06:59.984]',0.508,96.094,0.416
'[16:06:59.992]',0.461,93.750,0.431
'[16:07:00.000]',0.430,91.406,0.455
'[16:07:00.008]',0.406,90.625,0.482
'[16:07:00.016]',0.391,89.062,0.510
'[16:07:00.024]',0.391,88.281,0.537
'[16:07:00.032]',0.391,88.281,0.561
'[16:07:00.040]',0.398,88.281,0.584
'[16:07:00.048]',0.406,89.062,0.600
'[16:07:00.056]',0.406,89.062,0.616
'[16:07:00.064]',0.406,89.844,0.627
'[16:07:00.072]',0.414,90.625,0.635
'[16:07:00.080]',0.414,90.625,0.635
'[16:07:00.088]',0.422,91.406,0.635
'[16:07:00.096]',0.422,92.188,0.635
'[16:07:00.104]',0.422,92.188,0.631
'[16:07:00.112]',0.430,92.188,0.624
'[16:07:00.120]',0.438,92.188,0.620
'[16:07:00.128]',0.500,92.188,0.612
'[16:07:00.136]',0.602,92.188,0.604
'[16:07:00.144]',0.688,91.406,0.596
'[16:07:00.152]',0.695,91.406,0.588
'[16:07:00.160]',0.797,90.625,0.584
'[16:07:00.168]',0.422,90.625,0.576
'[16:07:00.176]',-0.039,89.844,0.569
'[16:07:00.184]',-0.133,89.062,0.561
'[16:07:00.192]',0.062,88.281,0.549
'[16:07:00.200]',0.266,87.500,0.537
'[16:07:00.208]',0.375,86.719,0.529
'[16:07:00.216]',0.422,85.938,0.522
'[16:07:00.224]',0.438,85.156,0.510
'[16:07:00.232]',0.453,84.375,0.506
'[16:07:00.240]',0.477,83.594,0.498
'[16:07:00.248]',0.477,82.812,0.490
'[16:07:00.256]',0.477,82.031,0.482
'[16:07:00.264]',0.492,81.250,0.478
'[16:07:00.272]',0.492,80.469,0.471
'[16:07:00.280]',0.500,79.688,0.467
'[16:07:00.288]',0.500,79.688,0.467
'[16:07:00.296]',0.516,78.906,0.463
'[16:07:00.304]',0.523,78.125,0.459
'[16:07:00.312]',0.531,77.344,0.455
'[16:07:00.320]',0.539,77.344,0.451
'[16:07:00.328]',0.555,76.562,0.451
'[16:07:00.336]',0.570,75.781,0.447
'[16:07:00.344]',0.578,75.000,0.443
'[16:07:00.352]',0.594,75.000,0.443
'[16:07:00.360]',0.602,74.219,0.443
'[16:07:00.368]',0.609,74.219,0.443
'[16:07:00.376]',0.586,74.219,0.443
'[16:07:00.384]',0.578,74.219,0.443
'[16:07:00.392]',0.570,74.219,0.443
'[16:07:00.400]',0.570,74.219,0.439
'[16:07:00.408]',0.555,75.781,0.439
'[16:07:00.416]',0.547,78.125,0.435
'[16:07:00.424]',0.523,82.031,0.431
'[16:07:00.432]',0.516,87.500,0.427
'[16:07:00.440]',0.500,95.312,0.424
'[16:07:00.448]',0.484,103.906,0.420
'[16:07:00.456]',0.477,113.281,0.412
'[16:07:00.464]',0.477,121.875,0.408
'[16:07:00.472]',0.477,131.250,0.408
'[16:07:00.480]',0.477,139.062,0.404
'[16:07:00.488]',0.469,145.312,0.404
'[16:07:00.496]',0.461,149.219,0.400
'[16:07:00.504]',0.461,151.562,0.400
'[16:07:00.512]',0.453,152.344,0.400
'[16:07:00.520]',0.461,151.562,0.396
'[16:07:00.528]',0.461,149.219,0.396
'[16:07:00.536]',0.477,145.312,0.396
'[16:07:00.544]',0.477,141.406,0.396
'[16:07:00.552]',0.477,137.500,0.392
'[16:07:00.560]',0.484,133.594,0.392
'[16:07:00.568]',0.492,129.688,0.392
'[16:07:00.576]',0.484,126.562,0.392
'[16:07:00.584]',0.492,123.438,0.392
'[16:07:00.592]',0.516,120.312,0.396
'[16:07:00.600]',0.531,117.969,0.396
'[16:07:00.608]',0.531,116.406,0.396
'[16:07:00.616]',0.547,114.062,0.396
'[16:07:00.624]',0.547,112.500,0.392
'[16:07:00.632]',0.547,110.156,0.392
'[16:07:00.640]',0.570,108.594,0.392
'[16:07:00.648]',0.602,106.250,0.392
'[16:07:00.656]',0.617,103.906,0.396
'[16:07:00.664]',0.609,101.562,0.400
'[16:07:00.672]',0.578,98.438,0.404
'[16:07:00.680]',0.547,95.312,0.412
'[16:07:00.688]',0.500,92.969,0.427
'[16:07:00.696]',0.461,91.406,0.447
'[16:07:00.704]',0.422,89.844,0.471
'[16:07:00.712]',0.406,89.062,0.498
'[16:07:00.720]',0.414,88.281,0.525
'[16:07:00.728]',0.422,88.281,0.553
'[16:07:00.736]',0.422,88.281,0.576
'[16:07:00.744]',0.438,89.062,0.596
'[16:07:00.752]',0.430,89.062,0.612
'[16:07:00.760]',0.430,89.844,0.624
'[16:07:00.768]',0.438,90.625,0.631
'[16:07:00.776]',0.438,91.406,0.631
'[16:07:00.784]',0.438,92.188,0.631
'[16:07:00.792]',0.430,92.188,0.631
'[16:07:00.800]',0.445,92.969,0.627
'[16:07:00.808]',0.445,92.969,0.624
'[16:07:00.816]',0.438,92.969,0.620
'[16:07:00.824]',0.492,92.188,0.616
'[16:07:00.832]',0.617,92.188,0.608
'[16:07:00.840]',0.727,91.406,0.604
'[16:07:00.848]',0.750,91.406,0.600
'[16:07:00.856]',0.852,90.625,0.596
'[16:07:00.864]',0.562,89.844,0.592
'[16:07:00.872]',0.008,89.062,0.588
'[16:07:00.880]',-0.164,89.062,0.580
'[16:07:00.888]',0.000,88.281,0.573
'[16:07:00.896]',0.234,87.500,0.561
'[16:07:00.904]',0.367,86.719,0.549
'[16:07:00.912]',0.414,85.938,0.541
'[16:07:00.920]',0.430,85.156,0.529
'[16:07:00.928]',0.453,84.375,0.522
'[16:07:00.936]',0.453,83.594,0.514
'[16:07:00.944]',0.469,82.812,0.506
'[16:07:00.952]',0.477,82.031,0.498
'[16:07:00.960]',0.492,82.031,0.490
'[16:07:00.968]',0.484,81.250,0.482
'[16:07:00.976]',0.500,80.469,0.478
'[16:07:00.984]',0.500,79.688,0.471
'[16:07:00.992]',0.508,78.906,0.467
'[16:07:01.000]',0.516,78.125,0.463
'[16:07:01.008]',0.516,77.344,0.463
'[16:07:01.016]',0.523,77.344,0.463
'[16:07:01.024]',0.531,76.562,0.463
'[16:07:01.032]',0.547,75.781,0.463
'[16:07:01.040]',0.562,75.000,0.463
'[16:07:01.048]',0.570,75.000,0.463
'[16:07:01.056]',0.578,74.219,0.463
'[16:07:01.064]',0.594,74.219,0.459
'[16:07:01.072]',0.594,74.219,0.459
'[16:07:01.080]',0.594,74.219,0.455
'[16:07:01.088]',0.594,74.219,0.451
'[16:07:01.096]',0.570,75.000,0.447
'[16:07:01.104]',0.555,75.781,0.447
'[16:07:01.112]',0.547,78.125,0.443
'[16:07:01.120]',0.531,82.031,0.439
'[16:07:01.128]',0.500,87.500,0.439
'[16:07:01.136]',0.477,95.312,0.439
'[16:07:01.144]',0.461,103.125,0.435
'[16:07:01.152]',0.453,112.500,0.435
'[16:07:01.160]',0.445,121.875,0.431
'[16:07:01.168]',0.438,130.469,0.427
'[16:07:01.176]',0.438,139.062,0.424
'[16:07:01.184]',0.445,145.312,0.420
'[16:07:01.192]',0.438,150.000,0.412
'[16:07:01.200]',0.445,152.344,0.408
'[16:07:01.208]',0.445,153.906,0.404
'[16:07:01.216]',0.445,152.344,0.400
'[16:07:01.224]',0.445,150.781,0.396
'[16:07:01.232]',0.461,147.656,0.392
'[16:07:01.240]',0.453,143.750,0.388
'[16:07:01.248]',0.461,139.844,0.388
'[16:07:01.256]',0.461,135.938,0.388
'[16:07:01.264]',0.477,132.031,0.388
'[16:07:01.272]',0.469,128.906,0.388
'[16:07:01.280]',0.477,125.781,0.388
'[16:07:01.288]',0.484,123.438,0.392
'[16:07:01.296]',0.492,121.094,0.392
'[16:07:01.304]',0.500,119.531,0.396
'[16:07:01.312]',0.516,117.188,0.396
'[16:07:01.320]',0.516,115.625,0.396
'[16:07:01.328]',0.523,114.062,0.396
'[16:07:01.336]',0.547,112.500,0.400
'[16:07:01.344]',0.391,110.938,0.400
'[16:07:01.352]',0.602,108.594,0.404
'[16:07:01.360]',0.586,106.250,0.404
'[16:07:01.368]',0.570,103.125,0.404
'[16:07:01.376]',0.539,100.000,0.412
'[16:07:01.384]',0.477,96.875,0.427
'[16:07:01.392]',0.438,94.531,0.443
'[16:07:01.400]',0.391,92.188,0.467
'[16:07:01.408]',0.383,90.625,0.494
'[16:07:01.416]',0.391,89.844,0.522
'[16:07:01.424]',0.391,89.062,0.549
'[16:07:01.432]',0.391,89.062,0.569
'[16:07:01.440]',0.391,89.844,0.588
'[16:07:01.448]',0.391,90.625,0.608
'[16:07:01.456]',0.398,90.625,0.624
'[16:07:01.464]',0.406,91.406,0.631
'[16:07:01.472]',0.406,92.188,0.635
'[16:07:01.480]',0.406,92.969,0.635
'[16:07:01.488]',0.406,93.750,0.631
'[16:07:01.496]',0.422,94.531,0.631
'[16:07:01.504]',0.430,94.531,0.627
'[16:07:01.512]',0.430,94.531,0.624
'[16:07:01.520]',0.484,94.531,0.620
'[16:07:01.528]',0.609,94.531,0.616
'[16:07:01.536]',0.727,93.750,0.612
'[16:07:01.544]',0.781,93.750,0.608
'[16:07:01.552]',0.852,92.969,0.600
'[16:07:01.560]',0.461,92.188,0.592
'[16:07:01.568]',-0.062,91.406,0.588
'[16:07:01.576]',-0.188,90.625,0.580
'[16:07:01.584]',0.008,89.844,0.573
'[16:07:01.592]',0.242,89.062,0.565
'[16:07:01.600]',0.367,88.281,0.557
'[16:07:01.608]',0.406,87.500,0.545
'[16:07:01.616]',0.430,86.719,0.537
'[16:07:01.624]',0.453,85.938,0.525
'[16:07:01.632]',0.461,85.156,0.518
'[16:07:01.640]',0.461,84.375,0.510
'[16:07:01.648]',0.469,83.594,0.502
'[16:07:01.656]',0.477,82.812,0.494
'[16:07:01.664]',0.477,82.031,0.486
'[16:07:01.672]',0.492,81.250,0.478
'[16:07:01.680]',0.500,81.250,0.471
'[16:07:01.688]',0.516,80.469,0.463
'[16:07:01.696]',0.531,79.688,0.455
'[16:07:01.704]',0.547,78.906,0.447
'[16:07:01.712]',0.547,78.125,0.443
'[16:07:01.720]',0.562,77.344,0.439
'[16:07:01.728]',0.570,77.344,0.435
'[16:07:01.736]',0.594,76.562,0.435
'[16:07:01.744]',0.609,75.781,0.431
'[16:07:01.752]',0.617,75.781,0.431
'[16:07:01.760]',0.617,75.781,0.424
'[16:07:01.768]',0.602,75.781,0.420
'[16:07:01.776]',0.594,75.781,0.416
'[16:07:01.784]',0.586,75.781,0.408
'[16:07:01.792]',0.570,76.562,0.404
'[16:07:01.800]',0.578,78.125,0.404
'[16:07:01.808]',0.555,81.250,0.404
'[16:07:01.816]',0.539,85.156,0.404
'[16:07:01.824]',0.516,92.188,0.408
'[16:07:01.832]',0.500,100.000,0.412
'[16:07:01.840]',0.484,108.594,0.416
'[16:07:01.848]',0.469,117.969,0.420
'[16:07:01.856]',0.461,127.344,0.420
'[16:07:01.864]',0.461,136.719,0.420
'[16:07:01.872]',0.445,144.531,0.420
'[16:07:01.880]',0.445,150.781,0.412
'[16:07:01.888]',0.445,154.688,0.404
'[16:07:01.896]',0.453,157.031,0.392
'[16:07:01.904]',0.445,157.031,0.384
'[16:07:01.912]',0.453,156.250,0.373
'[16:07:01.920]',0.453,153.125,0.361
'[16:07:01.928]',0.461,150.000,0.357
'[16:07:01.936]',0.469,146.094,0.349
'[16:07:01.944]',0.477,142.188,0.345
'[16:07:01.952]',0.484,138.281,0.337
'[16:07:01.960]',0.492,135.156,0.333
'[16:07:01.968]',0.492,131.250,0.329
'[16:07:01.976]',0.508,128.906,0.325
'[16:07:01.984]',0.531,125.781,0.322
'[16:07:01.992]',0.547,123.438,0.318
'[16:07:02.000]',0.555,121.094,0.314
'[16:07:02.008]',0.562,119.531,0.310
'[16:07:02.016]',0.570,117.969,0.310
'[16:07:02.024]',0.570,115.625,0.310
'[16:07:02.032]',0.617,114.062,0.310
'[16:07:02.040]',0.625,112.500,0.310
'[16:07:02.048]',0.633,110.156,0.314
'[16:07:02.056]',0.609,107.812,0.318
'[16:07:02.064]',0.578,105.469,0.325
'[16:07:02.072]',0.531,102.344,0.337
'[16:07:02.080]',0.492,99.219,0.357
'[16:07:02.088]',0.445,96.875,0.380
'[16:07:02.096]',0.414,94.531,0.412
'[16:07:02.104]',0.422,92.969,0.447
'[16:07:02.112]',0.414,92.188,0.486
'[16:07:02.120]',0.422,91.406,0.522
'[16:07:02.128]',0.430,91.406,0.549
'[16:07:02.136]',0.430,91.406,0.573
'[16:07:02.144]',0.430,92.188,0.588
'[16:07:02.152]',0.438,92.969,0.600
'[16:07:02.160]',0.438,92.969,0.608
'[16:07:02.168]',0.430,93.750,0.612
'[16:07:02.176]',0.438,94.531,0.612
'[16:07:02.184]',0.438,95.312,0.608
'[16:07:02.192]',0.445,95.312,0.600
'[16:07:02.200]',0.445,96.094,0.596
'[16:07:02.208]',0.461,96.094,0.588
'[16:07:02.216]',0.570,96.094,0.576
'[16:07:02.224]',0.695,96.094,0.565
'[16:07:02.232]',0.781,95.312,0.557
'[16:07:02.240]',0.805,95.312,0.545
'[16:07:02.248]',0.852,94.531,0.537
'[16:07:02.256]',0.141,93.750,0.533
'[16:07:02.264]',-0.156,92.969,0.529
'[16:07:02.272]',-0.062,92.969,0.525
'[16:07:02.280]',0.195,92.188,0.522
'[16:07:02.288]',0.352,90.625,0.518
'[16:07:02.296]',0.406,89.062,0.514
'[16:07:02.304]',0.430,88.281,0.506
'[16:07:02.312]',0.445,87.500,0.498
'[16:07:02.320]',0.453,86.719,0.490
'[16:07:02.328]',0.461,85.938,0.486
'[16:07:02.336]',0.469,85.156,0.482
'[16:07:02.344]',0.477,84.375,0.475
'[16:07:02.352]',0.477,83.594,0.467
'[16:07:02.360]',0.477,83.594,0.459
'[16:07:02.368]',0.492,82.812,0.451
'[16:07:02.376]',0.500,82.031,0.443
'[16:07:02.384]',0.500,81.250,0.435
'[16:07:02.392]',0.516,81.250,0.431
'[16:07:02.400]',0.523,80.469,0.431
'[16:07:02.408]',0.539,79.688,0.431
