'Time','II','III','AVR','V','RESP','PLETH','ABP','CVP'
'[13:39:14.632]',0.380,-,0.585,0.445,0.172,2.848,54.119,37.004
'[13:39:14.640]',0.385,-,0.565,0.425,0.172,2.801,53.484,37.004
'[13:39:14.648]',0.330,-,0.610,0.440,0.174,2.747,52.849,37.004
'[13:39:14.656]',0.315,-,0.605,0.430,0.175,2.687,52.214,37.004
'[13:39:14.664]',0.290,-,0.655,0.475,0.176,2.622,51.628,37.004
'[13:39:14.672]',0.265,-,0.650,0.475,0.176,2.559,50.993,37.004
'[13:39:14.680]',0.250,-,0.675,0.490,0.177,2.496,50.358,37.004
'[13:39:14.688]',0.285,-,0.640,0.465,0.177,2.425,49.821,37.004
'[13:39:14.696]',0.305,-,0.650,0.475,0.178,2.352,49.284,37.004
'[13:39:14.704]',0.320,-,0.610,0.460,0.178,2.278,48.746,37.004
'[13:39:14.712]',0.315,-,0.615,0.465,0.179,2.204,48.160,37.004
'[13:39:14.720]',0.330,-,0.600,0.450,0.181,2.134,47.623,37.004
'[13:39:14.728]',0.325,-,0.615,0.475,0.182,2.067,46.988,37.004
'[13:39:14.736]',0.345,-,0.595,0.460,0.183,2.005,46.500,37.004
'[13:39:14.744]',0.320,-,0.625,0.470,0.185,1.947,46.060,37.004
'[13:39:14.752]',0.335,-,0.600,0.450,0.186,1.894,45.620,37.004
'[13:39:14.760]',0.325,-,0.615,0.465,0.187,1.846,45.278,37.004
'[13:39:14.768]',0.340,-,0.600,0.460,0.190,1.801,44.937,37.004
'[13:39:14.776]',0.330,-,0.615,0.470,0.192,1.763,44.497,37.004
'[13:39:14.784]',0.335,-,0.600,0.455,0.195,1.730,44.106,37.004
'[13:39:14.792]',0.325,-,0.615,0.465,0.198,1.696,43.715,37.004
'[13:39:14.800]',0.335,-,0.605,0.450,0.201,1.663,43.374,37.004
'[13:39:14.808]',0.325,-,0.615,0.465,0.205,1.630,42.983,37.004
'[13:39:14.816]',0.350,-,0.590,0.435,0.209,1.600,42.592,37.004
'[13:39:14.824]',0.395,-,0.565,0.375,0.213,1.572,42.250,37.004
'[13:39:14.832]',0.370,-,0.605,0.390,0.218,1.544,41.908,37.004
'[13:39:14.840]',0.390,-,0.640,0.635,0.223,1.519,41.664,37.004
'[13:39:14.848]',-0.150,-,1.065,1.205,0.229,1.495,41.469,37.004
'[13:39:14.856]',-0.500,-,1.341,1.501,0.236,1.471,41.273,37.004
'[13:39:14.864]',-0.500,-,1.310,1.451,0.242,1.449,41.029,37.004
'[13:39:14.872]',-0.500,-,1.236,0.580,0.249,1.431,40.883,37.004
'[13:39:14.880]',-0.300,-,0.996,0.425,0.256,1.415,40.589,37.004
'[13:39:14.888]',0.115,-,0.730,0.405,0.262,1.398,40.345,37.004
'[13:39:14.896]',0.355,-,0.585,0.415,0.271,1.379,40.101,37.004
'[13:39:14.904]',0.445,-,0.520,0.390,0.280,1.361,39.857,37.004
'[13:39:14.912]',0.470,-,0.520,0.405,0.290,1.341,39.613,37.004
'[13:39:14.920]',0.490,-,0.495,0.395,0.300,1.323,39.368,37.004
'[13:39:14.928]',0.480,-,0.515,0.405,0.311,1.304,39.124,37.004
'[13:39:14.936]',0.495,-,0.495,0.400,0.322,1.286,38.929,37.004
'[13:39:14.944]',0.480,-,0.515,0.415,0.333,1.270,38.782,37.004
'[13:39:14.952]',0.500,-,0.495,0.410,0.345,1.254,38.685,37.004
'[13:39:14.960]',0.485,-,0.515,0.430,0.355,1.239,38.538,37.004
'[13:39:14.968]',0.490,-,0.495,0.415,0.366,1.223,38.343,37.004
'[13:39:14.976]',0.475,-,0.520,0.430,0.376,1.211,38.098,37.004
'[13:39:14.984]',0.475,-,0.505,0.435,0.386,1.202,37.903,37.004
'[13:39:14.992]',0.470,-,0.525,0.425,0.397,1.192,37.659,37.004
'[13:39:15.000]',0.470,-,0.520,0.445,0.407,1.180,37.366,37.004
'[13:39:15.008]',0.455,-,0.530,0.440,0.418,1.168,37.024,37.004
'[13:39:15.016]',0.465,-,0.535,0.455,0.428,1.157,36.731,37.004
'[13:39:15.024]',0.455,-,0.520,0.470,0.438,1.149,36.340,37.004
'[13:39:15.032]',0.450,-,0.545,0.475,0.448,1.141,36.047,37.004
'[13:39:15.040]',0.470,-,0.520,0.485,0.457,1.133,35.754,37.004
'[13:39:15.048]',0.440,-,0.545,0.500,0.466,1.124,35.461,37.004
'[13:39:15.056]',0.455,-,0.530,0.515,0.476,1.116,35.314,37.004
'[13:39:15.064]',0.440,-,0.550,0.545,0.485,1.109,35.168,37.004
'[13:39:15.072]',0.455,-,0.530,0.565,0.494,1.106,35.363,37.004
'[13:39:15.080]',0.430,-,0.565,0.595,0.503,1.103,36.193,37.004
'[13:39:15.088]',0.425,-,0.555,0.600,0.512,1.099,38.001,37.004
'[13:39:15.096]',0.405,-,0.585,0.620,0.521,1.094,41.273,37.004
'[13:39:15.104]',0.415,-,0.575,0.635,0.529,1.089,46.255,37.004
'[13:39:15.112]',0.375,-,0.610,0.655,0.537,1.085,52.410,37.004
'[13:39:15.120]',0.370,-,0.600,0.645,0.544,1.081,59.541,37.004
'[13:39:15.128]',0.355,-,0.625,0.660,0.551,1.077,67.307,37.004
'[13:39:15.136]',0.360,-,0.615,0.640,0.558,1.073,75.366,37.004
'[13:39:15.144]',0.330,-,0.640,0.635,0.564,1.070,83.670,37.004
'[13:39:15.152]',0.315,-,0.635,0.605,0.570,1.066,91.925,37.004
'[13:39:15.160]',0.295,-,0.655,0.605,0.576,1.064,99.789,37.004
'[13:39:15.168]',0.310,-,0.635,0.590,0.581,1.061,106.920,37.004
'[13:39:15.176]',0.285,-,0.660,0.585,0.587,1.061,113.123,37.004
'[13:39:15.184]',0.280,-,0.640,0.555,0.592,1.062,118.203,37.004
'[13:39:15.192]',0.285,-,0.655,0.545,0.596,1.061,122.110,37.004
'[13:39:15.200]',0.270,-,0.660,0.525,0.600,1.059,125.139,37.004
'[13:39:15.208]',0.275,-,0.655,0.510,0.604,1.058,127.190,37.004
'[13:39:15.216]',0.270,-,0.660,0.480,0.607,1.056,128.509,37.004
'[13:39:15.224]',0.285,-,0.645,0.460,0.611,1.055,129.290,37.004
'[13:39:15.232]',0.305,-,0.630,0.440,0.614,1.053,129.681,37.004
'[13:39:15.240]',0.315,-,0.615,0.415,0.617,1.052,129.730,37.004
'[13:39:15.248]',0.310,-,0.620,0.395,0.620,1.050,129.486,37.004
'[13:39:15.256]',0.335,-,0.590,0.380,0.624,1.049,128.851,37.004
'[13:39:15.264]',0.345,-,0.610,0.390,0.627,1.047,127.874,37.004
'[13:39:15.272]',0.355,-,0.580,0.365,0.630,1.048,126.506,37.004
'[13:39:15.280]',0.350,-,0.590,0.375,0.633,1.051,124.846,37.004
'[13:39:15.288]',0.375,-,0.565,0.370,0.635,1.051,122.941,37.004
'[13:39:15.296]',0.370,-,0.585,0.385,0.637,1.051,120.743,37.004
'[13:39:15.304]',0.375,-,0.565,0.365,0.639,1.043,118.300,37.004
'[13:39:15.312]',0.360,-,0.580,0.380,0.640,1.031,115.565,37.004
'[13:39:15.320]',0.385,-,0.560,0.375,0.642,1.022,112.537,37.004
'[13:39:15.328]',0.385,-,0.570,0.390,0.644,1.017,109.313,37.004
'[13:39:15.336]',0.390,-,0.550,0.370,0.645,1.013,105.699,37.004
'[13:39:15.344]',0.360,-,0.590,0.370,0.646,1.013,101.791,37.004
'[13:39:15.352]',0.370,-,0.565,0.355,0.647,1.020,97.688,37.004
'[13:39:15.360]',0.360,-,0.575,0.370,0.648,1.036,93.341,37.004
'[13:39:15.368]',0.370,-,0.560,0.360,0.649,1.066,88.994,37.004
'[13:39:15.376]',0.360,-,0.590,0.375,0.650,1.106,84.696,37.004
'[13:39:15.384]',0.360,-,0.580,0.360,0.652,1.155,80.544,37.004
'[13:39:15.392]',0.340,-,0.600,0.365,0.654,1.225,76.685,37.004
'[13:39:15.400]',0.355,-,0.585,0.375,0.656,1.313,73.217,37.004
'[13:39:15.408]',0.335,-,0.580,0.365,0.657,1.417,70.287,37.004
'[13:39:15.416]',0.335,-,0.590,0.370,0.659,1.534,67.844,37.004
'[13:39:15.424]',0.320,-,0.585,0.355,0.661,1.658,65.940,37.004
'[13:39:15.432]',0.315,-,0.615,0.360,0.663,1.789,64.425,37.004
'[13:39:15.440]',0.340,-,0.595,0.365,0.665,1.922,63.253,37.004
'[13:39:15.448]',0.330,-,0.615,0.375,0.667,2.053,62.227,37.004
'[13:39:15.456]',0.340,-,0.590,0.370,0.668,2.181,61.544,37.004
'[13:39:15.464]',0.315,-,0.605,0.375,0.670,2.302,61.055,37.004
'[13:39:15.472]',0.340,-,0.590,0.365,0.673,2.400,60.713,37.004
'[13:39:15.480]',0.335,-,0.610,0.380,0.675,2.483,60.420,37.004
'[13:39:15.488]',0.355,-,0.585,0.375,0.678,2.569,60.176,37.004
'[13:39:15.496]',0.340,-,0.605,0.380,0.680,2.652,59.981,37.004
'[13:39:15.504]',0.350,-,0.590,0.375,0.683,2.727,59.785,37.004
'[13:39:15.512]',0.340,-,0.600,0.395,0.685,2.793,59.541,37.004
'[13:39:15.520]',0.335,-,0.590,0.380,0.688,2.848,59.297,37.004
'[13:39:15.528]',0.335,-,0.600,0.390,0.690,2.893,59.053,37.004
'[13:39:15.536]',0.350,-,0.585,0.380,0.692,2.928,58.662,37.004
'[13:39:15.544]',0.340,-,0.595,0.405,0.695,2.952,58.173,37.004
'[13:39:15.552]',0.355,-,0.580,0.390,0.698,2.968,57.685,37.004
'[13:39:15.560]',0.345,-,0.600,0.405,0.700,2.974,57.099,37.004
'[13:39:15.568]',0.355,-,0.585,0.390,0.702,2.970,56.561,37.004
'[13:39:15.576]',0.345,-,0.600,0.405,0.705,2.955,55.975,37.004
'[13:39:15.584]',0.360,-,0.580,0.395,0.706,2.932,55.438,37.004
'[13:39:15.592]',0.360,-,0.595,0.405,0.707,2.902,54.852,37.004
'[13:39:15.600]',0.370,-,0.580,0.390,0.708,2.866,54.315,37.004
'[13:39:15.608]',0.340,-,0.615,0.410,0.709,2.821,53.729,37.004
'[13:39:15.616]',0.315,-,0.630,0.420,0.709,2.769,53.191,37.004
'[13:39:15.624]',0.280,-,0.655,0.415,0.710,2.710,52.605,37.004
'[13:39:15.632]',0.260,-,0.670,0.445,0.710,2.644,52.117,37.004
'[13:39:15.640]',0.235,-,0.695,0.435,0.710,2.573,51.531,37.004
'[13:39:15.648]',0.230,-,0.705,0.455,0.710,2.498,51.091,37.004
'[13:39:15.656]',0.265,-,0.665,0.440,0.710,2.419,50.651,37.004
'[13:39:15.664]',0.285,-,0.645,0.455,0.709,2.340,50.212,37.004
'[13:39:15.672]',0.305,-,0.625,0.440,0.709,2.269,49.870,37.004
'[13:39:15.680]',0.300,-,0.635,0.450,0.709,2.201,49.430,37.004
'[13:39:15.688]',0.315,-,0.610,0.450,0.708,2.130,48.991,37.004
'[13:39:15.696]',0.310,-,0.625,0.465,0.708,2.060,48.600,37.004
'[13:39:15.704]',0.325,-,0.605,0.460,0.708,1.991,48.258,37.004
'[13:39:15.712]',0.315,-,0.615,0.475,0.708,1.927,47.818,37.004
'[13:39:15.720]',0.325,-,0.600,0.470,0.709,1.868,47.428,37.004
'[13:39:15.728]',0.325,-,0.615,0.480,0.709,1.814,47.037,37.004
'[13:39:15.736]',0.340,-,0.595,0.475,0.710,1.764,46.744,37.004
'[13:39:15.744]',0.335,-,0.615,0.490,0.711,1.719,46.500,37.004
'[13:39:15.752]',0.360,-,0.590,0.480,0.711,1.679,46.158,37.004
'[13:39:15.760]',0.340,-,0.610,0.500,0.712,1.644,45.816,37.004
'[13:39:15.768]',0.360,-,0.585,0.485,0.712,1.614,45.474,37.004
'[13:39:15.776]',0.355,-,0.600,0.500,0.712,1.588,45.132,37.004
'[13:39:15.784]',0.405,-,0.555,0.445,0.712,1.568,44.741,37.004
'[13:39:15.792]',0.430,-,0.540,0.415,0.712,1.547,44.497,37.004
'[13:39:15.800]',0.405,-,0.575,0.480,0.711,1.527,44.253,37.004
'[13:39:15.808]',0.440,-,0.670,0.800,0.710,1.506,44.057,37.004
'[13:39:15.816]',-0.375,-,1.220,1.376,0.708,1.487,43.862,37.004
'[13:39:15.824]',-0.500,-,1.346,1.501,0.706,1.466,43.667,37.004
'[13:39:15.832]',-0.500,-,1.321,1.000,0.705,1.446,43.471,37.004
'[13:39:15.840]',-0.500,-,1.151,0.550,0.702,1.426,43.276,37.004
'[13:39:15.848]',-0.085,-,0.860,0.475,0.700,1.407,42.934,37.004
'[13:39:15.856]',0.275,-,0.630,0.480,0.696,1.387,42.543,37.004
'[13:39:15.864]',0.465,-,0.505,0.490,0.693,1.367,42.104,37.004
'[13:39:15.872]',0.530,-,0.465,0.465,0.688,1.350,41.713,37.004
'[13:39:15.880]',0.555,-,0.455,0.470,0.683,1.335,41.420,37.004
'[13:39:15.888]',0.570,-,0.440,0.450,0.677,1.318,41.176,37.004
'[13:39:15.896]',0.565,-,0.450,0.470,0.671,1.299,40.980,37.004
'[13:39:15.904]',0.580,-,0.435,0.465,0.664,1.281,40.736,37.004
'[13:39:15.912]',0.570,-,0.450,0.485,0.657,1.262,40.541,37.004
'[13:39:15.920]',0.580,-,0.430,0.475,0.650,1.244,40.345,37.004
'[13:39:15.928]',0.565,-,0.450,0.495,0.644,1.229,40.052,37.004
'[13:39:15.936]',0.575,-,0.440,0.480,0.637,1.213,39.759,37.004
'[13:39:15.944]',0.565,-,0.455,0.500,0.630,1.197,39.368,37.004
'[13:39:15.952]',0.570,-,0.445,0.495,0.624,1.182,38.880,37.004
'[13:39:15.960]',0.560,-,0.460,0.510,0.618,1.166,38.440,37.004
'[13:39:15.968]',0.570,-,0.445,0.500,0.612,1.152,38.001,37.004
'[13:39:15.976]',0.555,-,0.465,0.520,0.606,1.141,37.561,37.004
'[13:39:15.984]',0.565,-,0.450,0.525,0.600,1.132,37.219,37.004
'[13:39:15.992]',0.545,-,0.470,0.535,0.595,1.121,36.926,37.004
'[13:39:16.000]',0.550,-,0.455,0.545,0.590,1.110,36.682,37.004
'[13:39:16.008]',0.540,-,0.470,0.565,0.585,1.100,36.340,37.004
'[13:39:16.016]',0.550,-,0.460,0.570,0.580,1.090,36.096,37.004
'[13:39:16.024]',0.540,-,0.470,0.600,0.575,1.081,35.900,37.004
'[13:39:16.032]',0.540,-,0.480,0.615,0.570,1.074,35.852,37.004
'[13:39:16.040]',0.530,-,0.470,0.635,0.565,1.067,36.242,37.004
'[13:39:16.048]',0.525,-,0.495,0.650,0.559,1.061,37.317,37.004
'[13:39:16.056]',0.520,-,0.475,0.670,0.554,1.055,39.466,37.004
'[13:39:16.064]',0.510,-,0.505,0.690,0.549,1.049,43.178,37.004
'[13:39:16.072]',0.500,-,0.495,0.685,0.544,1.046,48.405,37.004
'[13:39:16.080]',0.485,-,0.520,0.710,0.539,1.045,54.852,37.004
'[13:39:16.088]',0.470,-,0.525,0.700,0.534,1.042,62.179,37.004
'[13:39:16.096]',0.455,-,0.540,0.710,0.529,1.038,69.945,37.004
'[13:39:16.104]',0.445,-,0.535,0.695,0.525,1.034,78.053,37.004
'[13:39:16.112]',0.425,-,0.560,0.685,0.520,1.031,86.308,37.004
'[13:39:16.120]',0.430,-,0.545,0.665,0.515,1.028,94.367,37.004
'[13:39:16.128]',0.405,-,0.565,0.660,0.509,1.024,101.938,37.004
'[13:39:16.136]',0.410,-,0.560,0.640,0.504,1.022,108.825,37.004
'[13:39:16.144]',0.385,-,0.580,0.640,0.498,1.018,114.784,37.004
'[13:39:16.152]',0.390,-,0.565,0.615,0.493,1.014,119.668,37.004
'[13:39:16.160]',0.370,-,0.585,0.620,0.488,1.011,123.380,37.004
'[13:39:16.168]',0.385,-,0.565,0.590,0.484,1.008,125.969,37.004
'[13:39:16.176]',0.380,-,0.585,0.575,0.478,1.008,127.678,37.004
'[13:39:16.184]',0.390,-,0.560,0.540,0.472,1.010,128.753,37.004
'[13:39:16.192]',0.385,-,0.570,0.525,0.465,1.010,129.388,37.004
'[13:39:16.200]',0.410,-,0.540,0.495,0.458,1.009,129.535,37.004
'[13:39:16.208]',0.405,-,0.550,0.485,0.451,1.008,129.437,37.004
'[13:39:16.216]',0.420,-,0.535,0.460,0.444,1.006,128.997,37.004
'[13:39:16.224]',0.425,-,0.540,0.455,0.436,1.004,128.362,37.004
'[13:39:16.232]',0.440,-,0.525,0.445,0.429,1.001,127.434,37.004
'[13:39:16.240]',0.435,-,0.520,0.440,0.422,0.997,126.311,37.004
'[13:39:16.248]',0.450,-,0.525,0.450,0.416,0.993,124.748,37.004
'[13:39:16.256]',0.460,-,0.505,0.445,0.409,0.989,122.941,37.004
'[13:39:16.264]',0.450,-,0.520,0.460,0.403,0.985,120.694,37.004
'[13:39:16.272]',0.455,-,0.510,0.445,0.396,0.984,118.056,37.004
'[13:39:16.280]',0.440,-,0.530,0.455,0.389,0.984,115.077,37.004
'[13:39:16.288]',0.455,-,0.515,0.450,0.382,0.981,111.755,37.004
'[13:39:16.296]',0.440,-,0.535,0.460,0.376,0.979,108.190,37.004
'[13:39:16.304]',0.450,-,0.515,0.445,0.369,0.978,104.282,37.004
'[13:39:16.312]',0.435,-,0.525,0.450,0.363,0.982,100.179,37.004
'[13:39:16.320]',0.440,-,0.520,0.435,0.356,0.993,95.881,37.004
'[13:39:16.328]',0.430,-,0.530,0.445,0.350,1.015,91.485,37.004
'[13:39:16.336]',0.435,-,0.520,0.430,0.344,1.050,87.040,37.004
'[13:39:16.344]',0.420,-,0.540,0.445,0.338,1.101,82.791,37.004
'[13:39:16.352]',0.430,-,0.515,0.430,0.333,1.168,78.786,37.004
'[13:39:16.360]',0.415,-,0.540,0.445,0.327,1.252,75.318,37.004
'[13:39:16.368]',0.425,-,0.525,0.430,0.320,1.353,72.289,37.004
'[13:39:16.376]',0.405,-,0.540,0.445,0.313,1.451,69.749,37.004
'[13:39:16.384]',0.415,-,0.525,0.430,0.306,1.549,67.600,37.004
'[13:39:16.392]',0.400,-,0.545,0.440,0.299,1.667,65.842,37.004
'[13:39:16.400]',0.410,-,0.535,0.430,0.292,1.795,64.425,37.004
'[13:39:16.408]',0.400,-,0.545,0.440,0.286,1.926,63.302,37.004
'[13:39:16.416]',0.410,-,0.530,0.430,0.280,2.057,62.472,37.004
'[13:39:16.424]',0.400,-,0.525,0.440,0.275,2.183,61.885,37.004
'[13:39:16.432]',0.405,-,0.545,0.445,0.270,2.301,61.299,37.004
'[13:39:16.440]',0.410,-,0.535,0.435,0.265,2.412,60.860,37.004
'[13:39:16.448]',0.400,-,0.550,0.450,0.260,2.513,60.469,37.004
'[13:39:16.456]',0.405,-,0.535,0.435,0.255,2.605,60.176,37.004
'[13:39:16.464]',0.400,-,0.550,0.445,0.250,2.686,59.932,37.004
'[13:39:16.472]',0.405,-,0.535,0.435,0.246,2.746,59.687,37.004
'[13:39:16.480]',0.395,-,0.560,0.450,0.242,2.791,59.297,37.004
'[13:39:16.488]',0.405,-,0.540,0.435,0.239,2.837,59.053,37.004
'[13:39:16.496]',0.395,-,0.560,0.450,0.235,2.878,58.759,37.004
'[13:39:16.504]',0.400,-,0.540,0.440,0.231,2.911,58.369,37.004
'[13:39:16.512]',0.385,-,0.560,0.450,0.227,2.935,57.880,37.004
'[13:39:16.520]',0.400,-,0.545,0.445,0.224,2.951,57.294,37.004
'[13:39:16.528]',0.395,-,0.560,0.460,0.220,2.956,56.757,37.004
'[13:39:16.536]',0.400,-,0.540,0.450,0.217,2.950,56.171,37.004
'[13:39:16.544]',0.395,-,0.565,0.455,0.214,2.935,55.633,37.004
'[13:39:16.552]',0.410,-,0.540,0.450,0.212,2.909,54.998,37.004
'[13:39:16.560]',0.425,-,0.540,0.455,0.210,2.875,54.315,37.004
'[13:39:16.568]',0.445,-,0.520,0.440,0.208,2.835,53.680,37.004
'[13:39:16.576]',0.415,-,0.550,0.455,0.206,2.789,53.094,37.004
'[13:39:16.584]',0.405,-,0.555,0.450,0.205,2.737,52.605,37.004
'[13:39:16.592]',0.355,-,0.605,0.485,0.204,2.678,52.068,37.004
'[13:39:16.600]',0.330,-,0.615,0.490,0.203,2.615,51.531,37.004
'[13:39:16.608]',0.305,-,0.635,0.500,0.203,2.546,51.042,37.004
'[13:39:16.616]',0.325,-,0.610,0.485,0.203,2.474,50.554,37.004
'[13:39:16.624]',0.335,-,0.600,0.490,0.202,2.400,50.065,37.004
'[13:39:16.632]',0.360,-,0.580,0.475,0.202,2.326,49.528,37.004
'[13:39:16.640]',0.370,-,0.565,0.470,0.202,2.252,49.039,37.004
'[13:39:16.648]',0.380,-,0.570,0.480,0.202,2.180,48.600,37.004
'[13:39:16.656]',0.390,-,0.550,0.470,0.202,2.111,48.160,37.004
'[13:39:16.664]',0.385,-,0.570,0.480,0.202,2.046,47.721,37.004
'[13:39:16.672]',0.395,-,0.555,0.475,0.201,1.991,47.281,37.004
'[13:39:16.680]',0.385,-,0.570,0.480,0.201,1.942,46.988,37.004
'[13:39:16.688]',0.390,-,0.550,0.475,0.200,1.893,46.597,37.004
'[13:39:16.696]',0.380,-,0.570,0.480,0.199,1.847,46.304,37.004
'[13:39:16.704]',0.390,-,0.555,0.475,0.198,1.802,45.913,37.004
'[13:39:16.712]',0.380,-,0.575,0.485,0.197,1.760,45.572,37.004
'[13:39:16.720]',0.385,-,0.560,0.475,0.197,1.721,45.181,37.004
'[13:39:16.728]',0.380,-,0.570,0.490,0.196,1.686,44.839,37.004
'[13:39:16.736]',0.390,-,0.560,0.475,0.196,1.654,44.546,37.004
'[13:39:16.744]',0.385,-,0.570,0.485,0.196,1.624,44.253,37.004
'[13:39:16.752]',0.440,-,0.515,0.405,0.195,1.594,43.911,37.004
'[13:39:16.760]',0.450,-,0.550,0.390,0.195,1.566,43.618,37.004
'[13:39:16.768]',0.425,-,0.565,0.505,0.194,1.542,43.276,37.004
'[13:39:16.776]',0.190,-,0.800,0.940,0.194,1.521,43.129,37.004
'[13:39:16.784]',-0.500,-,1.330,1.501,0.193,1.499,42.934,37.004
'[13:39:16.792]',-0.500,-,1.310,1.501,0.192,1.476,42.739,37.004
'[13:39:16.800]',-0.500,-,1.356,0.891,0.191,1.454,42.592,37.004
'[13:39:16.808]',-0.410,-,1.070,0.545,0.190,1.432,42.446,37.004
'[13:39:16.816]',0.030,-,0.785,0.445,0.189,1.411,42.250,37.004
'[13:39:16.824]',0.350,-,0.590,0.430,0.188,1.389,42.055,37.004
'[13:39:16.832]',0.485,-,0.490,0.405,0.187,1.369,41.811,37.004
'[13:39:16.840]',0.525,-,0.475,0.410,0.186,1.349,41.615,37.004
'[13:39:16.848]',0.555,-,0.450,0.415,0.185,1.330,41.371,37.004
'[13:39:16.856]',0.560,-,0.445,0.405,0.185,1.313,41.127,37.004
'[13:39:16.864]',0.550,-,0.460,0.425,0.184,1.295,40.931,37.004
'[13:39:16.872]',0.565,-,0.440,0.410,0.184,1.283,40.687,37.004
'[13:39:16.880]',0.555,-,0.470,0.430,0.184,1.272,40.492,37.004
'[13:39:16.888]',0.570,-,0.445,0.420,0.185,1.259,40.296,37.004
'[13:39:16.896]',0.550,-,0.465,0.435,0.185,1.245,40.052,37.004
'[13:39:16.904]',0.560,-,0.450,0.430,0.185,1.231,39.808,37.004
'[13:39:16.912]',0.535,-,0.480,0.445,0.186,1.216,39.466,37.004
'[13:39:16.920]',0.550,-,0.455,0.435,0.186,1.202,39.124,37.004
'[13:39:16.928]',0.535,-,0.480,0.455,0.187,1.189,38.782,37.004
'[13:39:16.936]',0.545,-,0.465,0.450,0.187,1.176,38.440,37.004
'[13:39:16.944]',0.525,-,0.490,0.475,0.188,1.163,38.001,37.004
'[13:39:16.952]',0.530,-,0.470,0.470,0.189,1.152,37.610,37.004
'[13:39:16.960]',0.510,-,0.500,0.495,0.190,1.140,37.317,37.004
'[13:39:16.968]',0.520,-,0.485,0.490,0.190,1.132,36.926,37.004
'[13:39:16.976]',0.500,-,0.510,0.520,0.191,1.126,36.633,37.004
'[13:39:16.984]',0.510,-,0.495,0.525,0.192,1.118,36.340,37.004
'[13:39:16.992]',0.485,-,0.520,0.555,0.193,1.110,36.242,37.004
'[13:39:17.000]',0.490,-,0.510,0.565,0.193,1.103,36.340,37.004
'[13:39:17.008]',0.475,-,0.535,0.590,0.194,1.095,36.877,37.004
'[13:39:17.016]',0.475,-,0.525,0.605,0.195,1.088,38.196,37.004
'[13:39:17.024]',0.450,-,0.555,0.635,0.195,1.081,40.883,37.004
'[13:39:17.032]',0.455,-,0.540,0.645,0.196,1.074,45.034,37.004
'[13:39:17.040]',0.435,-,0.560,0.665,0.197,1.068,50.651,37.004
'[13:39:17.048]',0.430,-,0.570,0.675,0.198,1.063,57.343,37.004
'[13:39:17.056]',0.410,-,0.565,0.665,0.198,1.059,64.718,37.004
'[13:39:17.064]',0.395,-,0.595,0.660,0.199,1.055,72.631,37.004
'[13:39:17.072]',0.380,-,0.585,0.650,0.200,1.054,80.788,37.004
'[13:39:17.080]',0.360,-,0.615,0.655,0.201,1.056,88.994,37.004
'[13:39:17.088]',0.355,-,0.600,0.625,0.201,1.056,97.004,37.004
'[13:39:17.096]',0.340,-,0.635,0.630,0.202,1.054,104.380,37.004
'[13:39:17.104]',0.330,-,0.620,0.605,0.203,1.052,110.974,37.004
'[13:39:17.112]',0.310,-,0.645,0.610,0.204,1.049,116.689,37.004
'[13:39:17.120]',0.315,-,0.635,0.585,0.204,1.046,121.280,37.004
'[13:39:17.128]',0.295,-,0.655,0.580,0.205,1.043,124.846,37.004
'[13:39:17.136]',0.310,-,0.635,0.560,0.206,1.040,127.385,37.004
'[13:39:17.144]',0.300,-,0.645,0.550,0.206,1.038,128.997,37.004
'[13:39:17.152]',0.315,-,0.630,0.515,0.207,1.036,129.876,37.004
'[13:39:17.160]',0.310,-,0.640,0.500,0.208,1.034,130.218,37.004
'[13:39:17.168]',0.335,-,0.615,0.460,0.209,1.035,130.170,37.004
'[13:39:17.176]',0.335,-,0.625,0.450,0.209,1.036,129.730,37.004
'[13:39:17.184]',0.360,-,0.600,0.420,0.210,1.036,128.948,37.004
'[13:39:17.192]',0.370,-,0.605,0.425,0.211,1.036,127.825,37.004
'[13:39:17.200]',0.385,-,0.575,0.405,0.211,1.036,126.360,37.004
'[13:39:17.208]',0.385,-,0.585,0.410,0.212,1.036,124.748,37.004
'[13:39:17.216]',0.395,-,0.565,0.400,0.213,1.036,122.843,37.004
'[13:39:17.224]',0.385,-,0.585,0.405,0.213,1.036,120.694,37.004
'[13:39:17.232]',0.385,-,0.570,0.395,0.213,1.036,118.300,37.004
'[13:39:17.240]',0.375,-,0.590,0.390,0.214,1.036,115.761,37.004
'[13:39:17.248]',0.385,-,0.580,0.405,0.213,1.036,112.976,37.004
'[13:39:17.256]',0.370,-,0.590,0.390,0.213,1.036,109.850,37.004
'[13:39:17.264]',0.385,-,0.570,0.410,0.213,1.036,106.480,37.004
'[13:39:17.272]',0.375,-,0.565,0.400,0.213,1.040,102.817,37.004
'[13:39:17.280]',0.360,-,0.595,0.405,0.213,1.048,98.860,37.004
'[13:39:17.288]',0.355,-,0.590,0.385,0.213,1.061,94.611,37.004
'[13:39:17.296]',0.345,-,0.615,0.400,0.213,1.081,90.166,37.004
'[13:39:17.304]',0.355,-,0.590,0.380,0.214,1.114,85.819,37.004
'[13:39:17.312]',0.335,-,0.615,0.390,0.215,1.164,81.570,37.004
'[13:39:17.320]',0.345,-,0.600,0.380,0.216,1.231,77.662,37.004
'[13:39:17.328]',0.330,-,0.620,0.390,0.218,1.314,74.194,37.004
'[13:39:17.336]',0.335,-,0.600,0.370,0.219,1.413,71.166,37.004
'[13:39:17.344]',0.315,-,0.620,0.380,0.221,1.524,68.626,37.004
