'Time','I','II','AVR','MCL','RESP','PLETH','ABP'
'[13:11:16.182]',-,0.505,0.520,0.755,0.995,2.318,-
'[13:11:16.190]',-,0.510,0.515,0.765,0.990,2.240,-
'[13:11:16.198]',-,0.505,0.520,0.765,0.984,2.161,-
'[13:11:16.206]',-,0.510,0.520,0.770,0.978,2.083,-
'[13:11:16.214]',-,0.515,0.515,0.765,0.972,2.008,-
'[13:11:16.222]',-,0.515,0.515,0.765,0.966,1.936,-
'[13:11:16.230]',-,0.520,0.510,0.765,0.960,1.870,-
'[13:11:16.238]',-,0.520,0.500,0.765,0.954,1.807,-
'[13:11:16.246]',-,0.520,0.500,0.765,0.949,1.757,-
'[13:11:16.254]',-,0.525,0.500,0.770,0.943,1.713,-
'[13:11:16.262]',-,0.530,0.500,0.770,0.938,1.668,-
'[13:11:16.270]',-,0.530,0.495,0.770,0.933,1.625,-
'[13:11:16.278]',-,0.530,0.485,0.765,0.928,1.583,-
'[13:11:16.286]',-,0.540,0.485,0.765,0.924,1.543,-
'[13:11:16.294]',-,0.545,0.475,0.765,0.919,1.507,-
'[13:11:16.302]',-,0.550,0.470,0.760,0.914,1.475,-
'[13:11:16.310]',-,0.550,0.455,0.765,0.909,1.446,-
'[13:11:16.318]',-,0.565,0.450,0.765,0.904,1.420,-
'[13:11:16.326]',-,0.565,0.440,0.760,0.899,1.399,-
'[13:11:16.334]',-,0.575,0.430,0.760,0.894,1.380,-
'[13:11:16.342]',-,0.585,0.425,0.765,0.887,1.364,-
'[13:11:16.350]',-,0.595,0.415,0.760,0.881,1.353,-
'[13:11:16.358]',-,0.600,0.405,0.755,0.873,1.344,-
'[13:11:16.366]',-,0.610,0.400,0.750,0.865,1.334,-
'[13:11:16.374]',-,0.615,0.390,0.750,0.858,1.324,-
'[13:11:16.382]',-,0.615,0.390,0.750,0.850,1.312,-
'[13:11:16.390]',-,0.615,0.395,0.755,0.841,1.300,-
'[13:11:16.398]',-,0.615,0.400,0.755,0.833,1.287,-
'[13:11:16.406]',-,0.610,0.405,0.760,0.821,1.274,-
'[13:11:16.414]',-,0.595,0.425,0.760,0.809,1.259,-
'[13:11:16.422]',-,0.575,0.455,0.770,0.795,1.242,-
'[13:11:16.430]',-,0.555,0.485,0.775,0.781,1.224,-
'[13:11:16.438]',-,0.540,0.510,0.775,0.767,1.203,-
'[13:11:16.446]',-,0.525,0.530,0.775,0.752,1.188,-
'[13:11:16.454]',-,0.515,0.540,0.775,0.737,1.174,-
'[13:11:16.462]',-,0.510,0.545,0.775,0.721,1.157,-
'[13:11:16.470]',-,0.510,0.550,0.785,0.704,1.139,-
'[13:11:16.478]',-,0.505,0.550,0.780,0.687,1.121,-
'[13:11:16.486]',-,0.510,0.550,0.780,0.667,1.104,-
'[13:11:16.494]',-,0.510,0.545,0.775,0.648,1.087,-
'[13:11:16.502]',-,0.515,0.545,0.780,0.629,1.071,-
'[13:11:16.510]',-,0.510,0.545,0.780,0.609,1.057,-
'[13:11:16.518]',-,0.520,0.545,0.780,0.590,1.042,-
'[13:11:16.526]',-,0.515,0.545,0.780,0.570,1.026,-
'[13:11:16.534]',-,0.520,0.545,0.785,0.553,1.011,-
'[13:11:16.542]',-,0.520,0.540,0.785,0.537,0.995,-
'[13:11:16.550]',-,0.525,0.540,0.785,0.521,0.983,-
'[13:11:16.558]',-,0.535,0.520,0.790,0.506,0.975,-
'[13:11:16.566]',-,0.560,0.500,0.795,0.491,0.965,-
'[13:11:16.574]',-,0.570,0.485,0.805,0.476,0.959,-
'[13:11:16.582]',-,0.585,0.475,0.810,0.462,0.962,-
'[13:11:16.590]',-,0.595,0.460,0.815,0.447,0.979,-
'[13:11:16.598]',-,0.650,0.415,0.830,0.433,1.016,-
'[13:11:16.606]',-,0.665,0.400,0.835,0.420,1.073,-
'[13:11:16.614]',-,0.650,0.405,0.815,0.408,1.153,-
'[13:11:16.622]',-,0.630,0.425,0.810,0.396,1.255,-
'[13:11:16.630]',-,0.605,0.460,0.790,0.383,1.377,-
'[13:11:16.638]',-,0.560,0.500,0.790,0.371,1.514,-
'[13:11:16.646]',-,0.535,0.525,0.790,0.357,1.640,-
'[13:11:16.654]',-,0.520,0.535,0.780,0.344,1.761,-
'[13:11:16.662]',-,0.515,0.545,0.775,0.332,1.897,-
'[13:11:16.670]',-,0.510,0.545,0.775,0.320,2.037,-
'[13:11:16.678]',-,0.505,0.545,0.765,0.308,2.172,-
'[13:11:16.686]',-,0.505,0.555,0.770,0.296,2.297,-
'[13:11:16.694]',-,0.500,0.550,0.775,0.287,2.413,-
'[13:11:16.702]',-,0.510,0.555,0.780,0.277,2.515,-
'[13:11:16.710]',-,0.505,0.545,0.775,0.269,2.605,-
'[13:11:16.718]',-,0.515,0.545,0.780,0.262,2.682,-
'[13:11:16.726]',-,0.515,0.545,0.775,0.255,2.747,-
'[13:11:16.734]',-,0.520,0.540,0.780,0.248,2.801,-
'[13:11:16.742]',-,0.515,0.535,0.780,0.242,2.843,-
'[13:11:16.750]',-,0.525,0.530,0.780,0.236,2.867,-
'[13:11:16.758]',-,0.495,0.545,0.755,0.231,2.879,-
'[13:11:16.766]',-,0.480,0.550,0.750,0.226,2.888,-
'[13:11:16.774]',-,0.635,0.380,0.850,0.222,2.891,-
'[13:11:16.782]',-,0.885,0.110,0.895,0.217,2.886,-
'[13:11:16.790]',-,1.275,-0.200,0.965,0.214,2.874,-
'[13:11:16.798]',-,1.350,-0.225,0.885,0.211,2.855,-
'[13:11:16.806]',-,0.855,0.375,0.890,0.209,2.830,-
'[13:11:16.814]',-,0.510,0.635,0.775,0.207,2.799,-
'[13:11:16.822]',-,0.450,0.595,0.725,0.206,2.762,-
'[13:11:16.830]',-,0.505,0.540,0.750,0.206,2.721,-
'[13:11:16.838]',-,0.515,0.530,0.770,0.206,2.676,-
'[13:11:16.846]',-,0.510,0.530,0.770,0.206,2.630,-
'[13:11:16.854]',-,0.505,0.530,0.775,0.206,2.584,-
'[13:11:16.862]',-,0.510,0.535,0.765,0.207,2.529,-
'[13:11:16.870]',-,0.515,0.520,0.770,0.209,2.468,-
'[13:11:16.878]',-,0.510,0.520,0.770,0.210,2.402,-
'[13:11:16.886]',-,0.515,0.520,0.765,0.212,2.330,-
'[13:11:16.894]',-,0.520,0.515,0.765,0.215,2.255,-
'[13:11:16.902]',-,0.520,0.515,0.775,0.217,2.177,-
'[13:11:16.910]',-,0.525,0.500,0.775,0.220,2.099,-
'[13:11:16.918]',-,0.530,0.500,0.770,0.223,2.022,-
'[13:11:16.926]',-,0.535,0.500,0.775,0.227,1.948,-
'[13:11:16.934]',-,0.545,0.500,0.770,0.230,1.876,-
'[13:11:16.942]',-,0.535,0.500,0.775,0.234,1.808,-
'[13:11:16.950]',-,0.545,0.495,0.775,0.239,1.753,-
'[13:11:16.958]',-,0.545,0.485,0.780,0.243,1.705,-
'[13:11:16.966]',-,0.550,0.480,0.775,0.248,1.654,-
'[13:11:16.974]',-,0.545,0.480,0.780,0.254,1.605,-
'[13:11:16.982]',-,0.550,0.475,0.780,0.259,1.560,-
'[13:11:16.990]',-,0.555,0.470,0.780,0.264,1.519,-
'[13:11:16.998]',-,0.570,0.460,0.770,0.269,1.481,-
'[13:11:17.006]',-,0.570,0.450,0.775,0.274,1.447,-
'[13:11:17.014]',-,0.575,0.445,0.770,0.278,1.416,-
'[13:11:17.022]',-,0.580,0.440,0.765,0.281,1.389,-
'[13:11:17.030]',-,0.585,0.435,0.765,0.284,1.365,-
'[13:11:17.038]',-,0.590,0.430,0.760,0.287,1.343,-
'[13:11:17.046]',-,0.595,0.420,0.755,0.290,1.327,-
'[13:11:17.054]',-,0.600,0.410,0.750,0.292,1.316,-
'[13:11:17.062]',-,0.610,0.405,0.740,0.293,1.303,-
'[13:11:17.070]',-,0.615,0.395,0.740,0.295,1.290,-
'[13:11:17.078]',-,0.620,0.390,0.745,0.296,1.279,-
'[13:11:17.086]',-,0.630,0.385,0.750,0.296,1.267,-
'[13:11:17.094]',-,0.625,0.385,0.750,0.296,1.256,-
'[13:11:17.102]',-,0.635,0.390,0.750,0.296,1.245,-
'[13:11:17.110]',-,0.630,0.390,0.755,0.293,1.236,-
'[13:11:17.118]',-,0.640,0.400,0.760,0.291,1.226,-
'[13:11:17.126]',-,0.615,0.420,0.765,0.286,1.216,-
'[13:11:17.134]',-,0.595,0.450,0.775,0.282,1.205,-
'[13:11:17.142]',-,0.560,0.485,0.790,0.274,1.195,-
'[13:11:17.150]',-,0.540,0.515,0.795,0.267,1.187,-
'[13:11:17.158]',-,0.515,0.540,0.800,0.258,1.180,-
'[13:11:17.166]',-,0.510,0.545,0.805,0.249,1.170,-
'[13:11:17.174]',-,0.500,0.555,0.810,0.239,1.158,-
'[13:11:17.182]',-,0.500,0.565,0.805,0.230,1.144,-
'[13:11:17.190]',-,0.500,0.560,0.805,0.221,1.129,-
'[13:11:17.198]',-,0.500,0.560,0.805,0.212,1.114,-
'[13:11:17.206]',-,0.505,0.560,0.805,0.201,1.100,-
'[13:11:17.214]',-,0.515,0.560,0.805,0.191,1.085,-
'[13:11:17.222]',-,0.515,0.555,0.805,0.180,1.070,-
'[13:11:17.230]',-,0.510,0.550,0.805,0.168,1.057,-
'[13:11:17.238]',-,0.520,0.545,0.810,0.158,1.042,-
'[13:11:17.246]',-,0.520,0.545,0.805,0.147,1.032,-
'[13:11:17.254]',-,0.525,0.530,0.805,0.138,1.023,-
'[13:11:17.262]',-,0.525,0.530,0.805,0.128,1.011,-
'[13:11:17.270]',-,0.540,0.520,0.810,0.118,0.997,-
'[13:11:17.278]',-,0.560,0.500,0.815,0.109,0.985,-
'[13:11:17.286]',-,0.575,0.480,0.815,0.100,0.978,-
'[13:11:17.294]',-,0.590,0.475,0.820,0.091,0.981,-
'[13:11:17.302]',-,0.595,0.460,0.815,0.084,0.999,-
'[13:11:17.310]',-,0.645,0.415,0.835,0.076,1.033,-
'[13:11:17.318]',-,0.670,0.395,0.835,0.070,1.088,-
'[13:11:17.326]',-,0.650,0.410,0.830,0.065,1.164,-
'[13:11:17.334]',-,0.625,0.430,0.820,0.061,1.262,-
'[13:11:17.342]',-,0.595,0.460,0.810,0.057,1.377,-
'[13:11:17.350]',-,0.565,0.500,0.795,0.055,1.490,-
'[13:11:17.358]',-,0.525,0.535,0.795,0.053,1.601,-
'[13:11:17.366]',-,0.520,0.545,0.790,0.052,1.729,-
'[13:11:17.374]',-,0.510,0.550,0.785,0.052,1.863,-
'[13:11:17.382]',-,0.515,0.550,0.785,0.052,1.997,-
'[13:11:17.390]',-,0.500,0.555,0.785,0.052,2.125,-
'[13:11:17.398]',-,0.505,0.560,0.790,0.053,2.244,-
'[13:11:17.406]',-,0.505,0.560,0.790,0.054,2.355,-
'[13:11:17.414]',-,0.505,0.555,0.790,0.055,2.455,-
'[13:11:17.422]',-,0.505,0.555,0.790,0.056,2.543,-
'[13:11:17.430]',-,0.515,0.545,0.790,0.059,2.621,-
'[13:11:17.438]',-,0.520,0.540,0.790,0.062,2.686,-
'[13:11:17.446]',-,0.520,0.540,0.790,0.066,2.731,-
'[13:11:17.454]',-,0.520,0.535,0.790,0.070,2.762,-
'[13:11:17.462]',-,0.525,0.535,0.790,0.075,2.791,-
'[13:11:17.470]',-,0.530,0.530,0.780,0.080,2.811,-
'[13:11:17.478]',-,0.490,0.545,0.765,0.086,2.822,-
'[13:11:17.486]',-,0.635,0.400,0.865,0.093,2.824,-
'[13:11:17.494]',-,0.845,0.145,0.860,0.099,2.817,-
'[13:11:17.502]',-,1.215,-0.165,0.940,0.105,2.804,-
'[13:11:17.510]',-,1.345,-0.250,0.960,0.112,2.783,-
'[13:11:17.518]',-,0.960,0.260,0.855,0.118,2.756,-
'[13:11:17.526]',-,0.570,0.615,0.880,0.125,2.722,-
'[13:11:17.534]',-,0.465,0.645,0.735,0.131,2.684,-
'[13:11:17.542]',-,0.505,0.550,0.755,0.139,2.641,-
'[13:11:17.550]',-,0.525,0.530,0.775,0.146,2.598,-
'[13:11:17.558]',-,0.520,0.530,0.785,0.152,2.553,-
'[13:11:17.566]',-,0.525,0.530,0.785,0.159,2.500,-
'[13:11:17.574]',-,0.520,0.525,0.780,0.166,2.442,-
'[13:11:17.582]',-,0.520,0.525,0.775,0.172,2.376,-
'[13:11:17.590]',-,0.520,0.525,0.785,0.178,2.306,-
'[13:11:17.598]',-,0.520,0.525,0.785,0.185,2.232,-
'[13:11:17.606]',-,0.520,0.520,0.780,0.191,2.155,-
'[13:11:17.614]',-,0.525,0.520,0.780,0.197,2.077,-
'[13:11:17.622]',-,0.530,0.515,0.785,0.203,2.000,-
'[13:11:17.630]',-,0.535,0.515,0.785,0.209,1.926,-
'[13:11:17.638]',-,0.530,0.510,0.785,0.215,1.854,-
'[13:11:17.646]',-,0.535,0.505,0.780,0.222,1.795,-
'[13:11:17.654]',-,0.545,0.500,0.785,0.227,1.744,-
'[13:11:17.662]',-,0.545,0.500,0.780,0.233,1.691,-
'[13:11:17.670]',-,0.545,0.495,0.785,0.238,1.641,-
'[13:11:17.678]',-,0.545,0.485,0.775,0.243,1.594,-
'[13:11:17.686]',-,0.555,0.480,0.775,0.247,1.550,-
'[13:11:17.694]',-,0.555,0.475,0.775,0.252,1.509,-
'[13:11:17.702]',-,0.560,0.475,0.775,0.257,1.471,-
'[13:11:17.710]',-,0.565,0.460,0.770,0.262,1.437,-
'[13:11:17.718]',-,0.570,0.455,0.770,0.267,1.406,-
'[13:11:17.726]',-,0.570,0.450,0.765,0.271,1.377,-
'[13:11:17.734]',-,0.580,0.450,0.765,0.276,1.353,-
'[13:11:17.742]',-,0.580,0.440,0.765,0.281,1.336,-
'[13:11:17.750]',-,0.590,0.430,0.760,0.286,1.323,-
'[13:11:17.758]',-,0.590,0.425,0.755,0.290,1.307,-
'[13:11:17.766]',-,0.600,0.415,0.750,0.295,1.292,-
'[13:11:17.774]',-,0.610,0.405,0.745,0.300,1.279,-
'[13:11:17.782]',-,0.615,0.395,0.740,0.304,1.266,-
'[13:11:17.790]',-,0.615,0.390,0.740,0.309,1.254,-
'[13:11:17.798]',-,0.625,0.385,0.740,0.312,1.243,-
'[13:11:17.806]',-,0.630,0.385,0.740,0.316,1.234,-
'[13:11:17.814]',-,0.635,0.390,0.740,0.318,1.225,-
'[13:11:17.822]',-,0.625,0.390,0.755,0.321,1.217,-
'[13:11:17.830]',-,0.625,0.400,0.755,0.321,1.209,-
'[13:11:17.838]',-,0.615,0.420,0.765,0.322,1.201,-
'[13:11:17.846]',-,0.595,0.445,0.775,0.321,1.196,-
'[13:11:17.854]',-,0.565,0.475,0.785,0.319,1.193,-
'[13:11:17.862]',-,0.545,0.510,0.790,0.316,1.186,-
'[13:11:17.870]',-,0.525,0.530,0.795,0.312,1.177,-
'[13:11:17.878]',-,0.510,0.545,0.795,0.308,1.168,-
'[13:11:17.886]',-,0.510,0.550,0.800,0.305,1.158,-
'[13:11:17.894]',-,0.510,0.555,0.805,0.300,1.148,-
'[13:11:17.902]',-,0.510,0.560,0.805,0.296,1.136,-
'[13:11:17.910]',-,0.510,0.550,0.800,0.288,1.124,-
'[13:11:17.918]',-,0.515,0.555,0.800,0.281,1.111,-
'[13:11:17.926]',-,0.515,0.550,0.805,0.272,1.098,-
'[13:11:17.934]',-,0.520,0.550,0.805,0.262,1.084,-
'[13:11:17.942]',-,0.515,0.545,0.805,0.252,1.074,-
'[13:11:17.950]',-,0.520,0.545,0.805,0.241,1.066,-
'[13:11:17.958]',-,0.515,0.545,0.810,0.230,1.056,-
'[13:11:17.966]',-,0.520,0.545,0.805,0.220,1.042,-
'[13:11:17.974]',-,0.520,0.540,0.810,0.210,1.027,-
'[13:11:17.982]',-,0.520,0.540,0.805,0.200,1.014,-
'[13:11:17.990]',-,0.535,0.520,0.815,0.191,1.003,-
'[13:11:17.998]',-,0.560,0.500,0.815,0.183,0.999,-
'[13:11:18.006]',-,0.575,0.485,0.820,0.174,1.004,-
'[13:11:18.014]',-,0.590,0.470,0.825,0.166,1.022,-
'[13:11:18.022]',-,0.610,0.445,0.820,0.158,1.058,-
'[13:11:18.030]',-,0.655,0.405,0.845,0.150,1.113,-
'[13:11:18.038]',-,0.660,0.400,0.850,0.143,1.192,-
'[13:11:18.046]',-,0.630,0.425,0.830,0.137,1.276,-
'[13:11:18.054]',-,0.605,0.450,0.815,0.132,1.370,-
'[13:11:18.062]',-,0.565,0.485,0.800,0.128,1.489,-
'[13:11:18.070]',-,0.535,0.515,0.805,0.124,1.623,-
'[13:11:18.078]',-,0.520,0.540,0.800,0.120,1.764,-
'[13:11:18.086]',-,0.510,0.545,0.795,0.118,1.908,-
'[13:11:18.094]',-,0.500,0.550,0.790,0.115,2.050,-
'[13:11:18.102]',-,0.505,0.555,0.790,0.114,2.185,-
'[13:11:18.110]',-,0.500,0.550,0.790,0.113,2.311,-
'[13:11:18.118]',-,0.500,0.560,0.795,0.113,2.426,-
'[13:11:18.126]',-,0.500,0.555,0.795,0.114,2.530,-
'[13:11:18.134]',-,0.505,0.555,0.800,0.115,2.646,-
'[13:11:18.142]',-,0.500,0.555,0.800,0.116,2.750,-
'[13:11:18.150]',-,0.505,0.550,0.800,0.118,2.820,-
'[13:11:18.158]',-,0.500,0.550,0.795,0.120,2.881,-
'[13:11:18.166]',-,0.510,0.545,0.800,0.124,2.931,-
'[13:11:18.174]',-,0.515,0.540,0.800,0.128,2.969,-
'[13:11:18.182]',-,0.515,0.540,0.800,0.132,2.995,-
'[13:11:18.190]',-,0.475,0.555,0.770,0.137,3.011,-
'[13:11:18.198]',-,0.550,0.495,0.850,0.143,3.016,-
'[13:11:18.206]',-,0.705,0.300,0.885,0.149,3.011,-
'[13:11:18.214]',-,1.015,-0.005,0.930,0.155,2.996,-
'[13:11:18.222]',-,1.335,-0.245,0.965,0.161,2.975,-
'[13:11:18.230]',-,1.170,-0.010,0.855,0.168,2.947,-
'[13:11:18.238]',-,0.730,0.495,0.880,0.175,2.914,-
'[13:11:18.246]',-,0.460,0.655,0.755,0.183,2.877,-
'[13:11:18.254]',-,0.445,0.580,0.740,0.191,2.836,-
'[13:11:18.262]',-,0.500,0.545,0.770,0.198,2.790,-
'[13:11:18.270]',-,0.500,0.540,0.785,0.206,2.739,-
'[13:11:18.278]',-,0.505,0.540,0.780,0.213,2.682,-
'[13:11:18.286]',-,0.500,0.535,0.780,0.221,2.621,-
'[13:11:18.294]',-,0.500,0.540,0.775,0.227,2.554,-
'[13:11:18.302]',-,0.505,0.530,0.780,0.233,2.484,-
'[13:11:18.310]',-,0.500,0.535,0.775,0.239,2.410,-
'[13:11:18.318]',-,0.505,0.530,0.780,0.244,2.332,-
'[13:11:18.326]',-,0.510,0.525,0.785,0.249,2.253,-
'[13:11:18.334]',-,0.515,0.520,0.785,0.255,2.174,-
'[13:11:18.342]',-,0.510,0.520,0.780,0.260,2.106,-
'[13:11:18.350]',-,0.525,0.515,0.785,0.265,2.044,-
'[13:11:18.358]',-,0.520,0.510,0.785,0.270,1.978,-
'[13:11:18.366]',-,0.525,0.510,0.785,0.275,1.914,-
'[13:11:18.374]',-,0.530,0.500,0.785,0.280,1.851,-
'[13:11:18.382]',-,0.535,0.500,0.780,0.286,1.792,-
'[13:11:18.390]',-,0.540,0.495,0.780,0.291,1.736,-
'[13:11:18.398]',-,0.550,0.490,0.780,0.297,1.685,-
'[13:11:18.406]',-,0.545,0.485,0.780,0.302,1.639,-
'[13:11:18.414]',-,0.555,0.475,0.775,0.308,1.597,-
'[13:11:18.422]',-,0.560,0.475,0.780,0.314,1.560,-
'[13:11:18.430]',-,0.565,0.465,0.775,0.321,1.526,-
'[13:11:18.438]',-,0.570,0.455,0.780,0.327,1.496,-
'[13:11:18.446]',-,0.570,0.450,0.770,0.333,1.473,-
'[13:11:18.454]',-,0.575,0.450,0.775,0.339,1.455,-
'[13:11:18.462]',-,0.580,0.440,0.765,0.344,1.434,-
'[13:11:18.470]',-,0.590,0.430,0.765,0.349,1.414,-
'[13:11:18.478]',-,0.595,0.420,0.755,0.354,1.396,-
'[13:11:18.486]',-,0.600,0.410,0.750,0.358,1.379,-
'[13:11:18.494]',-,0.610,0.400,0.745,0.363,1.364,-
'[13:11:18.502]',-,0.615,0.390,0.750,0.367,1.349,-
'[13:11:18.510]',-,0.615,0.395,0.745,0.372,1.336,-
'[13:11:18.518]',-,0.620,0.390,0.750,0.375,1.325,-
'[13:11:18.526]',-,0.625,0.380,0.750,0.379,1.314,-
'[13:11:18.534]',-,0.635,0.385,0.750,0.381,1.303,-
'[13:11:18.542]',-,0.630,0.390,0.750,0.384,1.296,-
'[13:11:18.550]',-,0.625,0.405,0.765,0.385,1.291,-
'[13:11:18.558]',-,0.610,0.425,0.770,0.386,1.285,-
'[13:11:18.566]',-,0.590,0.455,0.780,0.385,1.279,-
'[13:11:18.574]',-,0.565,0.490,0.790,0.384,1.271,-
'[13:11:18.582]',-,0.545,0.520,0.790,0.380,1.261,-
'[13:11:18.590]',-,0.525,0.535,0.805,0.376,1.250,-
'[13:11:18.598]',-,0.520,0.545,0.805,0.369,1.239,-
'[13:11:18.606]',-,0.520,0.545,0.805,0.363,1.229,-
'[13:11:18.614]',-,0.520,0.555,0.810,0.356,1.217,-
'[13:11:18.622]',-,0.515,0.560,0.810,0.349,1.204,-
'[13:11:18.630]',-,0.520,0.550,0.805,0.342,1.191,-
'[13:11:18.638]',-,0.520,0.555,0.805,0.334,1.177,-
'[13:11:18.646]',-,0.520,0.550,0.805,0.325,1.167,-
'[13:11:18.654]',-,0.515,0.555,0.805,0.317,1.159,-
'[13:11:18.662]',-,0.520,0.550,0.805,0.307,1.148,-
'[13:11:18.670]',-,0.525,0.545,0.805,0.297,1.134,-
'[13:11:18.678]',-,0.520,0.545,0.810,0.287,1.118,-
'[13:11:18.686]',-,0.530,0.540,0.810,0.278,1.103,-
'[13:11:18.694]',-,0.530,0.540,0.810,0.269,1.086,-
'[13:11:18.702]',-,0.535,0.525,0.815,0.260,1.071,-
'[13:11:18.710]',-,0.565,0.505,0.820,0.251,1.062,-
'[13:11:18.718]',-,0.580,0.485,0.825,0.242,1.060,-
'[13:11:18.726]',-,0.595,0.465,0.830,0.234,1.070,-
'[13:11:18.734]',-,0.605,0.450,0.820,0.225,1.099,-
'[13:11:18.742]',-,0.650,0.410,0.840,0.218,1.140,-
'[13:11:18.750]',-,0.675,0.395,0.845,0.211,1.196,-
'[13:11:18.758]',-,0.660,0.405,0.835,0.204,1.278,-
'[13:11:18.766]',-,0.645,0.420,0.830,0.198,1.382,-
'[13:11:18.774]',-,0.605,0.460,0.815,0.193,1.507,-
'[13:11:18.782]',-,0.565,0.495,0.805,0.187,1.646,-
'[13:11:18.790]',-,0.540,0.520,0.810,0.183,1.795,-
'[13:11:18.798]',-,0.530,0.535,0.795,0.179,1.946,-
'[13:11:18.806]',-,0.510,0.545,0.795,0.176,2.097,-
'[13:11:18.814]',-,0.515,0.545,0.790,0.174,2.241,-
'[13:11:18.822]',-,0.510,0.550,0.790,0.172,2.377,-
'[13:11:18.830]',-,0.515,0.555,0.790,0.170,2.503,-
'[13:11:18.838]',-,0.505,0.555,0.790,0.170,2.618,-
'[13:11:18.846]',-,0.505,0.555,0.790,0.169,2.707,-
'[13:11:18.854]',-,0.510,0.555,0.795,0.170,2.777,-
'[13:11:18.862]',-,0.510,0.550,0.795,0.170,2.848,-
'[13:11:18.870]',-,0.515,0.545,0.800,0.172,2.912,-
'[13:11:18.878]',-,0.520,0.545,0.795,0.174,2.966,-
'[13:11:18.886]',-,0.520,0.540,0.800,0.176,3.008,-
'[13:11:18.894]',-,0.525,0.535,0.795,0.179,3.037,-
'[13:11:18.902]',-,0.510,0.545,0.785,0.184,3.055,-
'[13:11:18.910]',-,0.495,0.530,0.775,0.188,3.062,-
'[13:11:18.918]',-,0.640,0.405,0.885,0.194,3.058,-
'[13:11:18.926]',-,0.855,0.140,0.880,0.199,3.045,-
'[13:11:18.934]',-,1.220,-0.170,0.950,0.205,3.025,-
'[13:11:18.942]',-,1.355,-0.250,0.965,0.211,3.000,-
'[13:11:18.950]',-,0.970,0.260,0.855,0.216,2.970,-
'[13:11:18.958]',-,0.570,0.620,0.875,0.222,2.935,-
'[13:11:18.966]',-,0.455,0.650,0.740,0.227,2.893,-
'[13:11:18.974]',-,0.495,0.555,0.760,0.233,2.848,-
'[13:11:18.982]',-,0.515,0.540,0.780,0.239,2.798,-
'[13:11:18.990]',-,0.510,0.535,0.785,0.245,2.743,-
'[13:11:18.998]',-,0.515,0.535,0.785,0.251,2.682,-
'[13:11:19.006]',-,0.515,0.530,0.785,0.257,2.617,-
'[13:11:19.014]',-,0.520,0.525,0.780,0.263,2.547,-
'[13:11:19.022]',-,0.520,0.520,0.785,0.268,2.474,-
'[13:11:19.030]',-,0.515,0.520,0.770,0.274,2.398,-
'[13:11:19.038]',-,0.500,0.525,0.785,0.280,2.320,-
'[13:11:19.046]',-,0.490,0.540,0.795,0.287,2.248,-
'[13:11:19.054]',-,0.505,0.520,0.790,0.293,2.182,-
'[13:11:19.062]',-,0.535,0.500,0.780,0.300,2.109,-
'[13:11:19.070]',-,0.545,0.500,0.790,0.307,2.036,-
'[13:11:19.078]',-,0.545,0.500,0.790,0.315,1.965,-
'[13:11:19.086]',-,0.535,0.505,0.790,0.323,1.898,-
'[13:11:19.094]',-,0.520,0.510,0.790,0.329,1.836,-
'[13:11:19.102]',-,0.515,0.515,0.790,0.336,1.778,-
'[13:11:19.110]',-,0.525,0.500,0.790,0.343,1.724,-
'[13:11:19.118]',-,0.540,0.490,0.790,0.349,1.675,-
'[13:11:19.126]',-,0.555,0.475,0.790,0.356,1.631,-
'[13:11:19.134]',-,0.560,0.475,0.790,0.363,1.590,-
'[13:11:19.142]',-,0.555,0.470,0.785,0.369,1.558,-
'[13:11:19.150]',-,0.570,0.465,0.785,0.376,1.531,-
'[13:11:19.158]',-,0.570,0.460,0.780,0.382,1.502,-
'[13:11:19.166]',-,0.580,0.455,0.775,0.388,1.475,-
'[13:11:19.174]',-,0.585,0.445,0.780,0.394,1.451,-
'[13:11:19.182]',-,0.595,0.435,0.775,0.400,1.428,-
'[13:11:19.190]',-,0.595,0.425,0.770,0.405,1.408,-
'[13:11:19.198]',-,0.595,0.425,0.765,0.411,1.390,-
'[13:11:19.206]',-,0.595,0.415,0.765,0.416,1.373,-
'[13:11:19.214]',-,0.600,0.405,0.765,0.421,1.358,-
'[13:11:19.222]',-,0.595,0.410,0.770,0.425,1.344,-
'[13:11:19.230]',-,0.605,0.405,0.765,0.429,1.330,-
'[13:11:19.238]',-,0.600,0.405,0.765,0.432,1.319,-
'[13:11:19.246]',-,0.610,0.405,0.760,0.435,1.312,-
'[13:11:19.254]',-,0.605,0.415,0.770,0.436,1.307,-
'[13:11:19.262]',-,0.610,0.415,0.780,0.438,1.299,-
'[13:11:19.270]',-,0.595,0.435,0.785,0.438,1.291,-
'[13:11:19.278]',-,0.580,0.455,0.790,0.438,1.283,-
'[13:11:19.286]',-,0.555,0.490,0.795,0.436,1.274,-
'[13:11:19.294]',-,0.540,0.515,0.800,0.434,1.264,-
'[13:11:19.302]',-,0.520,0.545,0.810,0.431,1.253,-
'[13:11:19.310]',-,0.515,0.555,0.810,0.427,1.241,-
'[13:11:19.318]',-,0.510,0.565,0.815,0.423,1.230,-
'[13:11:19.326]',-,0.515,0.560,0.815,0.420,1.217,-
'[13:11:19.334]',-,0.510,0.565,0.815,0.416,1.204,-
'[13:11:19.342]',-,0.515,0.560,0.815,0.413,1.196,-
'[13:11:19.350]',-,0.520,0.570,0.815,0.408,1.189,-
'[13:11:19.358]',-,0.510,0.565,0.815,0.404,1.178,-
