"'Time','II','III','AVR','V','RESP','PLETH','ABP','CVP'"
"'[22:22:56.808]',-0.500,-,-0.500,-0.500,-0.272,2.720,-,0.000"
"'[22:22:56.816]',-0.500,-,-0.500,-0.500,-0.272,2.720,-,0.000"
"'[22:22:56.824]',-0.500,-,-0.500,-0.500,-0.272,2.720,-,0.000"
"'[22:22:56.832]',-0.500,-,-0.500,-0.500,-0.272,2.720,-,0.000"
"'[22:22:56.840]',-0.500,-,-0.500,-0.500,-0.272,2.720,-,0.000"
"'[22:22:56.848]',-0.500,-,-0.500,-0.500,-0.272,2.720,-,0.000"
"'[22:22:56.856]',-0.500,-,-0.500,-0.500,-0.272,2.720,-,0.000"
"'[22:22:56.864]',-0.500,-,-0.500,-0.500,-0.272,2.720,-,0.000"
"'[22:22:56.872]',-0.500,-,-0.500,-0.500,-0.272,2.719,-,0.000"
"'[22:22:56.880]',-0.500,-,-0.500,-0.500,-0.272,2.719,-,0.000"
"'[22:22:56.888]',-0.500,-,-0.500,-0.500,-0.272,2.719,-,0.000"
"'[22:22:56.896]',-0.500,-,-0.500,-0.500,-0.272,2.718,-,0.000"
"'[22:22:56.904]',-0.500,-,-0.500,-0.500,-0.272,2.717,-,0.000"
"'[22:22:56.912]',-0.500,-,-0.500,-0.500,-0.272,2.717,-,0.000"
"'[22:22:56.920]',-0.500,-,-0.500,-0.500,-0.272,2.717,-,0.000"
"'[22:22:56.928]',-0.500,-,-0.500,-0.500,-0.272,2.717,-,0.000"
"'[22:22:56.936]',-0.500,-,-0.500,-0.500,-0.272,2.716,-,0.000"
"'[22:22:56.944]',-0.500,-,-0.500,-0.500,-0.272,2.715,-,0.000"
"'[22:22:56.952]',-0.500,-,-0.500,-0.500,-0.272,2.715,-,0.000"
"'[22:22:56.960]',-0.500,-,-0.500,-0.500,-0.272,2.714,-,0.000"
"'[22:22:56.968]',-0.500,-,-0.500,-0.500,-0.272,2.714,-,0.000"
"'[22:22:56.976]',-0.500,-,-0.500,-0.500,-0.272,2.713,-,0.000"
"'[22:22:56.984]',-0.500,-,-0.500,-0.500,-0.272,2.713,-,0.000"
"'[22:22:56.992]',-0.500,-,-0.500,-0.500,-0.272,2.712,-,0.000"
"'[22:22:57.000]',-0.500,-,-0.500,-0.500,-0.272,2.712,-,0.000"
"'[22:22:57.008]',-0.500,-,-0.500,-0.500,-0.272,2.712,-,0.000"
"'[22:22:57.016]',-0.500,-,-0.500,-0.500,-0.272,2.711,-,0.000"
"'[22:22:57.024]',-0.500,-,-0.500,-0.500,-0.272,2.711,-,0.000"
"'[22:22:57.032]',-0.500,-,-0.500,-0.500,-0.272,2.710,-,0.000"
"'[22:22:57.040]',-0.500,-,-0.500,-0.500,-0.272,2.710,-,0.000"
"'[22:22:57.048]',-0.500,-,-0.500,-0.500,-0.272,2.709,-,0.000"
"'[22:22:57.056]',-0.500,-,-0.500,-0.500,-0.272,2.709,-,0.000"
"'[22:22:57.064]',-0.500,-,-0.500,-0.500,-0.272,2.709,-,0.000"
"'[22:22:57.072]',-0.500,-,-0.500,-0.500,-0.272,2.709,-,0.000"
"'[22:22:57.080]',-0.500,-,-0.500,-0.500,-0.272,2.710,-,0.000"
"'[22:22:57.088]',-0.500,-,-0.500,-0.500,-0.272,2.712,-,0.000"
"'[22:22:57.096]',-0.500,-,-0.500,-0.500,-0.272,2.715,-,0.000"
"'[22:22:57.104]',-0.500,-,-0.500,-0.500,-0.272,2.718,-,0.000"
"'[22:22:57.112]',-0.500,-,-0.500,-0.500,-0.272,2.723,-,0.000"
"'[22:22:57.120]',-0.500,-,-0.500,-0.500,-0.272,2.728,-,0.000"
"'[22:22:57.128]',-0.500,-,-0.500,-0.500,-0.272,2.734,-,0.000"
"'[22:22:57.136]',-0.500,-,-0.500,-0.500,-0.272,2.739,-,0.000"
"'[22:22:57.144]',-0.500,-,-0.500,-0.500,-0.272,2.743,-,0.000"
"'[22:22:57.152]',-0.500,-,-0.500,-0.500,-0.272,2.746,-,0.000"
"'[22:22:57.160]',-0.500,-,-0.500,-0.500,-0.272,2.748,-,0.000"
"'[22:22:57.168]',-0.500,-,-0.500,-0.500,-0.272,2.749,-,0.000"
"'[22:22:57.176]',-0.500,-,-0.500,-0.500,-0.272,2.749,-,0.000"
"'[22:22:57.184]',-0.500,-,-0.500,-0.500,-0.272,2.748,-,0.000"
"'[22:22:57.192]',-0.500,-,-0.500,-0.500,-0.272,2.747,-,0.000"
"'[22:22:57.200]',-0.500,-,-0.500,-0.500,-0.272,2.745,-,0.000"
"'[22:22:57.208]',-0.500,-,-0.500,-0.500,-0.272,2.743,-,0.000"
"'[22:22:57.216]',-0.500,-,-0.500,-0.500,-0.272,2.741,-,0.000"
"'[22:22:57.224]',-0.500,-,-0.500,-0.500,-0.272,2.739,-,0.000"
"'[22:22:57.232]',-0.500,-,-0.500,-0.500,-0.272,2.737,-,0.000"
"'[22:22:57.240]',-0.500,-,-0.500,-0.500,-0.272,2.735,-,0.000"
"'[22:22:57.248]',-0.500,-,-0.500,-0.500,-0.272,2.733,-,0.000"
"'[22:22:57.256]',-0.500,-,-0.500,-0.500,-0.272,2.731,-,0.000"
"'[22:22:57.264]',-0.500,-,-0.500,-0.500,-0.272,2.729,-,0.000"
"'[22:22:57.272]',-0.500,-,-0.500,-0.500,-0.272,2.727,-,0.000"
"'[22:22:57.280]',-0.500,-,-0.500,-0.500,-0.272,2.725,-,0.000"
"'[22:22:57.288]',-0.500,-,-0.500,-0.500,-0.272,2.723,-,0.000"
"'[22:22:57.296]',-0.500,-,-0.500,-0.500,-0.272,2.721,-,0.000"
"'[22:22:57.304]',-0.500,-,-0.500,-0.500,-0.272,2.719,-,0.000"
"'[22:22:57.312]',-0.500,-,-0.500,-0.500,-0.272,2.717,-,0.000"
"'[22:22:57.320]',-0.500,-,-0.500,-0.500,-0.272,2.716,-,0.000"
"'[22:22:57.328]',-0.500,-,-0.500,-0.500,-0.272,2.714,-,0.000"
"'[22:22:57.336]',-0.500,-,-0.500,-0.500,-0.272,2.712,-,0.000"
"'[22:22:57.344]',-0.500,-,-0.500,-0.500,-0.272,2.711,-,0.000"
"'[22:22:57.352]',-0.500,-,-0.500,-0.500,-0.272,2.710,-,0.000"
"'[22:22:57.360]',-0.500,-,-0.500,-0.500,-0.272,2.709,-,0.000"
"'[22:22:57.368]',-0.500,-,-0.500,-0.500,-0.272,2.709,-,0.000"
"'[22:22:57.376]',-0.500,-,-0.500,-0.500,-0.272,2.709,-,0.000"
"'[22:22:57.384]',-0.500,-,-0.500,-0.500,-0.272,2.709,-,0.000"
"'[22:22:57.392]',-0.500,-,-0.500,-0.500,-0.272,2.709,-,0.000"
"'[22:22:57.400]',-0.500,-,-0.500,-0.500,-0.272,2.709,-,0.000"
"'[22:22:57.408]',-0.500,-,-0.500,-0.500,-0.272,2.709,-,0.000"
"'[22:22:57.416]',-0.500,-,-0.500,-0.500,-0.272,2.709,-,0.000"
"'[22:22:57.424]',-0.500,-,-0.500,-0.500,-0.272,2.709,-,0.000"
"'[22:22:57.432]',-0.500,-,-0.500,-0.500,-0.272,2.709,-,0.000"
"'[22:22:57.440]',-0.500,-,-0.500,-0.500,-0.272,2.709,-,0.000"
"'[22:22:57.448]',-0.500,-,-0.500,-0.500,-0.272,2.709,-,0.000"
"'[22:22:57.456]',-0.500,-,-0.500,-0.500,-0.272,2.708,-,0.000"
"'[22:22:57.464]',-0.500,-,-0.500,-0.500,-0.272,2.708,-,0.000"
"'[22:22:57.472]',-0.500,-,-0.500,-0.500,-0.272,2.708,-,0.000"
"'[22:22:57.480]',-0.500,-,-0.500,-0.500,-0.272,2.707,-,0.000"
"'[22:22:57.488]',-0.500,-,-0.500,-0.500,-0.272,2.707,-,0.000"
"'[22:22:57.496]',-0.500,-,-0.500,-0.500,-0.272,2.707,-,0.000"
"'[22:22:57.504]',-0.500,-,-0.500,-0.500,-0.272,2.706,-,0.000"
"'[22:22:57.512]',-0.500,-,-0.500,-0.500,-0.272,2.706,-,0.000"
"'[22:22:57.520]',-0.500,-,-0.500,-0.500,-0.272,2.705,-,0.000"
"'[22:22:57.528]',-0.500,-,-0.500,-0.500,-0.272,2.704,-,0.000"
"'[22:22:57.536]',-0.500,-,-0.500,-0.500,-0.272,2.704,-,0.000"
"'[22:22:57.544]',-0.500,-,-0.500,-0.500,-0.272,2.704,-,0.000"
"'[22:22:57.552]',-0.500,-,-0.500,-0.500,-0.272,2.704,-,0.000"
"'[22:22:57.560]',-0.500,-,-0.500,-0.500,-0.272,2.704,-,0.000"
"'[22:22:57.568]',-0.500,-,-0.500,-0.500,-0.272,2.703,-,0.000"
"'[22:22:57.576]',-0.500,-,-0.500,-0.500,-0.272,2.703,-,0.000"
"'[22:22:57.584]',-0.500,-,-0.500,-0.500,-0.272,2.703,-,0.000"
"'[22:22:57.592]',-0.500,-,-0.500,-0.500,-0.272,2.702,-,0.000"
"'[22:22:57.600]',-0.500,-,-0.500,-0.500,-0.272,2.702,-,0.000"
"'[22:22:57.608]',-0.500,-,-0.500,-0.500,-0.272,2.701,-,0.000"
"'[22:22:57.616]',-0.500,-,-0.500,-0.500,-0.272,2.701,-,0.000"
"'[22:22:57.624]',-0.500,-,-0.500,-0.500,-0.272,2.700,-,0.000"
"'[22:22:57.632]',-0.500,-,-0.500,-0.500,-0.272,2.700,-,0.000"
"'[22:22:57.640]',-0.500,-,-0.500,-0.500,-0.272,2.700,-,0.000"
"'[22:22:57.648]',-0.500,-,-0.500,-0.500,-0.272,2.701,-,0.000"
"'[22:22:57.656]',-0.500,-,-0.500,-0.500,-0.272,2.703,-,0.000"
"'[22:22:57.664]',-0.500,-,-0.500,-0.500,-0.272,2.707,-,0.000"
"'[22:22:57.672]',-0.500,-,-0.500,-0.500,-0.272,2.712,-,0.000"
"'[22:22:57.680]',-0.500,-,-0.500,-0.500,-0.272,2.717,-,0.000"
"'[22:22:57.688]',-0.500,-,-0.500,-0.500,-0.272,2.721,-,0.000"
"'[22:22:57.696]',-0.500,-,-0.500,-0.500,-0.272,2.726,-,0.000"
"'[22:22:57.704]',-0.500,-,-0.500,-0.500,-0.272,2.731,-,0.000"
"'[22:22:57.712]',-0.500,-,-0.500,-0.500,-0.272,2.736,-,0.000"
"'[22:22:57.720]',-0.500,-,-0.500,-0.500,-0.272,2.740,-,0.000"
"'[22:22:57.728]',-0.500,-,-0.500,-0.500,-0.272,2.742,-,0.000"
"'[22:22:57.736]',-0.500,-,-0.500,-0.500,-0.272,2.743,-,0.000"
"'[22:22:57.744]',-0.500,-,-0.500,-0.500,-0.272,2.743,-,0.000"
"'[22:22:57.752]',-0.500,-,-0.500,-0.500,-0.272,2.743,-,0.000"
"'[22:22:57.760]',-0.500,-,-0.500,-0.500,-0.272,2.742,-,0.000"
"'[22:22:57.768]',-0.500,-,-0.500,-0.500,-0.272,2.741,-,0.000"
"'[22:22:57.776]',-0.500,-,-0.500,-0.500,-0.272,2.739,-,0.000"
"'[22:22:57.784]',-0.500,-,-0.500,-0.500,-0.272,2.737,-,0.000"
"'[22:22:57.792]',-0.500,-,-0.500,-0.500,-0.272,2.735,-,0.000"
"'[22:22:57.800]',-0.500,-,-0.500,-0.500,-0.272,2.733,-,0.000"
"'[22:22:57.808]',-0.500,-,-0.500,-0.500,-0.272,2.731,-,0.000"
"'[22:22:57.816]',-0.500,-,-0.500,-0.500,-0.272,2.652,-,0.000"
"'[22:22:57.824]',-0.500,-,-0.500,-0.500,-0.272,2.528,-,0.000"
"'[22:22:57.832]',-0.500,-,-0.500,-0.500,-0.272,2.453,-,0.000"
"'[22:22:57.840]',-0.500,-,-0.500,-0.500,-0.272,2.400,-,0.000"
"'[22:22:57.848]',-0.500,-,-0.500,-0.500,-0.272,2.359,-,0.000"
"'[22:22:57.856]',-0.500,-,-0.500,-0.500,-0.272,2.325,-,0.000"
"'[22:22:57.864]',-0.500,-,-0.500,-0.500,-0.272,2.294,-,0.000"
"'[22:22:57.872]',-0.500,-,-0.500,-0.500,-0.272,2.266,-,0.000"
"'[22:22:57.880]',-0.500,-,-0.500,-0.500,-0.272,2.242,-,0.000"
"'[22:22:57.888]',-0.500,-,-0.500,-0.500,-0.272,2.223,-,0.000"
"'[22:22:57.896]',-0.500,-,-0.500,-0.500,-0.272,2.203,-,0.000"
"'[22:22:57.904]',-0.500,-,-0.500,-0.500,-0.272,2.186,-,0.000"
"'[22:22:57.912]',-0.500,-,-0.500,-0.500,-0.272,2.171,-,0.000"
"'[22:22:57.920]',-0.500,-,-0.500,-0.500,-0.272,2.159,-,0.000"
"'[22:22:57.928]',-0.500,-,-0.500,-0.500,-0.272,2.152,-,0.000"
"'[22:22:57.936]',-0.500,-,-0.500,-0.500,-0.272,2.149,-,0.000"
"'[22:22:57.944]',-0.500,-,-0.500,-0.500,-0.272,2.148,-,0.000"
"'[22:22:57.952]',-0.500,-,-0.500,-0.500,-0.272,2.150,-,0.000"
"'[22:22:57.960]',-0.500,-,-0.500,-0.500,-0.272,2.153,-,0.000"
"'[22:22:57.968]',-0.500,-,-0.500,-0.500,-0.272,2.158,-,0.000"
"'[22:22:57.976]',-0.500,-,-0.500,-0.500,-0.272,2.163,-,0.000"
"'[22:22:57.984]',-0.500,-,-0.500,-0.500,-0.272,2.167,-,0.000"
"'[22:22:57.992]',-0.500,-,-0.500,-0.500,-0.272,2.171,-,0.000"
"'[22:22:58.000]',-0.500,-,-0.500,-0.500,-0.272,2.175,-,0.000"
"'[22:22:58.008]',-0.500,-,-0.500,-0.500,-0.272,2.178,-,0.000"
"'[22:22:58.016]',-0.500,-,-0.500,-0.500,-0.272,2.179,-,0.000"
"'[22:22:58.024]',-0.500,-,-0.500,-0.500,-0.272,2.180,-,0.000"
"'[22:22:58.032]',-0.500,-,-0.500,-0.500,-0.272,2.180,-,0.000"
"'[22:22:58.040]',-0.500,-,-0.500,-0.500,-0.272,2.180,-,0.000"
"'[22:22:58.048]',-0.500,-,-0.500,-0.500,-0.272,2.179,-,0.000"
"'[22:22:58.056]',-0.500,-,-0.500,-0.500,-0.272,2.176,-,0.000"
"'[22:22:58.064]',-0.500,-,-0.500,-0.500,-0.272,2.172,-,0.000"
"'[22:22:58.072]',-0.500,-,-0.500,-0.500,-0.272,2.168,-,0.000"
"'[22:22:58.080]',-0.500,-,-0.500,-0.500,-0.272,2.164,-,0.000"
"'[22:22:58.088]',-0.500,-,-0.500,-0.500,-0.272,2.160,-,0.000"
"'[22:22:58.096]',-0.500,-,-0.500,-0.500,-0.272,2.156,-,0.000"
"'[22:22:58.104]',-0.500,-,-0.500,-0.500,-0.272,2.153,-,0.000"
"'[22:22:58.112]',-0.500,-,-0.500,-0.500,-0.272,2.151,-,0.000"
"'[22:22:58.120]',-0.500,-,-0.500,-0.500,-0.272,2.149,-,0.000"
"'[22:22:58.128]',-0.500,-,-0.500,-0.500,-0.272,2.146,-,0.000"
"'[22:22:58.136]',-0.500,-,-0.500,-0.500,-0.272,2.142,-,0.000"
"'[22:22:58.144]',-0.500,-,-0.500,-0.500,-0.272,2.138,-,0.000"
"'[22:22:58.152]',-0.500,-,-0.500,-0.500,-0.272,2.135,-,0.000"
"'[22:22:58.160]',-0.500,-,-0.500,-0.500,-0.272,2.132,-,0.000"
"'[22:22:58.168]',-0.500,-,-0.500,-0.500,-0.272,2.128,-,0.000"
"'[22:22:58.176]',-0.500,-,-0.500,-0.500,-0.272,2.125,-,0.000"
"'[22:22:58.184]',-0.500,-,-0.500,-0.500,-0.272,2.123,-,0.000"
"'[22:22:58.192]',-0.500,-,-0.500,-0.500,-0.272,2.120,-,0.000"
"'[22:22:58.200]',-0.500,-,-0.500,-0.500,-0.272,2.118,-,0.000"
"'[22:22:58.208]',-0.500,-,-0.500,-0.500,-0.272,2.117,-,0.000"
"'[22:22:58.216]',-0.500,-,-0.500,-0.500,-0.272,2.117,-,0.000"
"'[22:22:58.224]',-0.500,-,-0.500,-0.500,-0.272,2.115,-,0.000"
"'[22:22:58.232]',-0.500,-,-0.500,-0.500,-0.272,2.113,-,0.000"
"'[22:22:58.240]',-0.500,-,-0.500,-0.500,-0.272,2.112,-,0.000"
"'[22:22:58.248]',-0.500,-,-0.500,-0.500,-0.272,2.112,-,0.000"
"'[22:22:58.256]',-0.500,-,-0.500,-0.500,-0.272,2.117,-,0.000"
"'[22:22:58.264]',-0.500,-,-0.500,-0.500,-0.272,2.130,-,0.000"
"'[22:22:58.272]',-0.500,-,-0.500,-0.500,-0.272,2.149,-,0.000"
"'[22:22:58.280]',-0.500,-,-0.500,-0.500,-0.272,2.176,-,0.000"
"'[22:22:58.288]',-0.500,-,-0.500,-0.500,-0.272,2.218,-,0.000"
"'[22:22:58.296]',-0.500,-,-0.500,-0.500,-0.272,2.274,-,0.000"
"'[22:22:58.304]',-0.500,-,-0.500,-0.500,-0.272,2.341,-,0.000"
"'[22:22:58.312]',-0.500,-,-0.500,-0.500,-0.272,2.413,-,0.000"
"'[22:22:58.320]',-0.500,-,-0.500,-0.500,-0.272,2.484,-,0.000"
"'[22:22:58.328]',-0.500,-,-0.500,-0.500,-0.272,2.546,-,0.000"
"'[22:22:58.336]',-0.500,-,-0.500,-0.500,-0.272,2.596,-,0.000"
"'[22:22:58.344]',-0.500,-,-0.500,-0.500,-0.272,2.632,-,0.000"
"'[22:22:58.352]',-0.500,-,-0.500,-0.500,-0.272,2.654,-,0.000"
"'[22:22:58.360]',-0.500,-,-0.500,-0.500,-0.272,2.663,-,0.000"
"'[22:22:58.368]',-0.500,-,-0.500,-0.500,-0.272,2.660,-,0.000"
"'[22:22:58.376]',-0.500,-,-0.500,-0.500,-0.272,2.648,-,0.000"
"'[22:22:58.384]',-0.500,-,-0.500,-0.500,-0.272,2.630,-,0.000"
"'[22:22:58.392]',-0.500,-,-0.500,-0.500,-0.272,2.608,-,0.000"
"'[22:22:58.400]',-0.500,-,-0.500,-0.500,-0.272,2.584,-,0.000"
"'[22:22:58.408]',-0.500,-,-0.500,-0.500,-0.272,2.556,-,0.000"
"'[22:22:58.416]',-0.500,-,-0.500,-0.500,-0.272,2.527,-,0.000"
"'[22:22:58.424]',-0.500,-,-0.500,-0.500,-0.272,2.498,-,0.000"
"'[22:22:58.432]',-0.500,-,-0.500,-0.500,-0.272,2.469,-,0.000"
"'[22:22:58.440]',-0.500,-,-0.500,-0.500,-0.272,2.441,-,0.000"
"'[22:22:58.448]',-0.500,-,-0.500,-0.500,-0.272,2.413,-,0.000"
"'[22:22:58.456]',-0.500,-,-0.500,-0.500,-0.272,2.383,-,0.000"
"'[22:22:58.464]',-0.500,-,-0.500,-0.500,-0.272,2.355,-,0.000"
"'[22:22:58.472]',-0.500,-,-0.500,-0.500,-0.272,2.331,-,0.000"
"'[22:22:58.480]',-0.500,-,-0.500,-0.500,-0.272,2.310,-,0.000"
"'[22:22:58.488]',-0.500,-,-0.500,-0.500,-0.272,2.287,-,0.000"
"'[22:22:58.496]',-0.500,-,-0.500,-0.500,-0.272,2.266,-,0.000"
"'[22:22:58.504]',-0.500,-,-0.500,-0.500,-0.272,2.248,-,0.000"
"'[22:22:58.512]',-0.500,-,-0.500,-0.500,-0.272,2.235,-,0.000"
"'[22:22:58.520]',-0.500,-,-0.500,-0.500,-0.272,2.224,-,0.000"
"'[22:22:58.528]',-0.500,-,-0.500,-0.500,-0.272,2.217,-,0.000"
"'[22:22:58.536]',-0.500,-,-0.500,-0.500,-0.272,2.213,-,0.000"
"'[22:22:58.544]',-0.500,-,-0.500,-0.500,-0.272,2.211,-,0.000"
"'[22:22:58.552]',-0.500,-,-0.500,-0.500,-0.272,2.212,-,0.000"
"'[22:22:58.560]',-0.500,-,-0.500,-0.500,-0.272,2.217,-,0.000"
"'[22:22:58.568]',-0.500,-,-0.500,-0.500,-0.272,2.223,-,0.000"
"'[22:22:58.576]',-0.500,-,-0.500,-0.500,-0.272,2.228,-,0.000"
"'[22:22:58.584]',-0.500,-,-0.500,-0.500,-0.272,2.232,-,0.000"
"'[22:22:58.592]',-0.500,-,-0.500,-0.500,-0.272,2.236,-,0.000"
"'[22:22:58.600]',-0.500,-,-0.500,-0.500,-0.272,2.239,-,0.000"
"'[22:22:58.608]',-0.500,-,-0.500,-0.500,-0.272,2.242,-,0.000"
"'[22:22:58.616]',-0.500,-,-0.500,-0.500,-0.272,2.244,-,0.000"
"'[22:22:58.624]',-0.500,-,-0.500,-0.500,-0.272,2.247,-,0.000"
"'[22:22:58.632]',-0.500,-,-0.500,-0.500,-0.272,2.249,-,0.000"
"'[22:22:58.640]',-0.500,-,-0.500,-0.500,-0.272,2.251,-,0.000"
"'[22:22:58.648]',-0.500,-,-0.500,-0.500,-0.272,2.252,-,0.000"
"'[22:22:58.656]',-0.500,-,-0.500,-0.500,-0.272,2.253,-,0.000"
"'[22:22:58.664]',-0.500,-,-0.500,-0.500,-0.272,2.253,-,0.000"
"'[22:22:58.672]',-0.500,-,-0.500,-0.500,-0.272,2.252,-,0.000"
"'[22:22:58.680]',-0.500,-,-0.500,-0.500,-0.272,2.251,-,0.000"
"'[22:22:58.688]',-0.500,-,-0.500,-0.500,-0.272,2.248,-,0.000"
"'[22:22:58.696]',-0.500,-,-0.500,-0.500,-0.272,2.244,-,0.000"
"'[22:22:58.704]',-0.500,-,-0.500,-0.500,-0.272,2.239,-,0.000"
"'[22:22:58.712]',-0.500,-,-0.500,-0.500,-0.272,2.235,-,0.000"
"'[22:22:58.720]',-0.500,-,-0.500,-0.500,-0.272,2.229,-,0.000"
"'[22:22:58.728]',-0.500,-,-0.500,-0.500,-0.272,2.223,-,0.000"
"'[22:22:58.736]',-0.500,-,-0.500,-0.500,-0.272,2.216,-,0.000"
"'[22:22:58.744]',-0.500,-,-0.500,-0.500,-0.272,2.208,-,0.000"
"'[22:22:58.752]',-0.500,-,-0.500,-0.500,-0.272,2.199,-,0.000"
"'[22:22:58.760]',-0.500,-,-0.500,-0.500,-0.272,2.192,-,0.000"
"'[22:22:58.768]',-0.500,-,-0.500,-0.500,-0.272,2.185,-,0.000"
"'[22:22:58.776]',-0.500,-,-0.500,-0.500,-0.272,2.180,-,0.000"
"'[22:22:58.784]',-0.500,-,-0.500,-0.500,-0.272,2.176,-,0.000"
"'[22:22:58.792]',-0.500,-,-0.500,-0.500,-0.272,2.173,-,0.000"
"'[22:22:58.800]',-0.500,-,-0.500,-0.500,-0.272,2.169,-,0.000"
"'[22:22:58.808]',-0.500,-,-0.500,-0.500,-0.272,2.164,-,0.000"
"'[22:22:58.816]',-0.500,-,-0.500,-0.500,-0.272,2.158,-,0.000"
"'[22:22:58.824]',-0.500,-,-0.500,-0.500,-0.272,2.151,-,0.000"
"'[22:22:58.832]',-0.500,-,-0.500,-0.500,-0.272,2.145,-,0.000"
"'[22:22:58.840]',-0.500,-,-0.500,-0.500,-0.272,2.143,-,0.000"
"'[22:22:58.848]',-0.500,-,-0.500,-0.500,-0.272,2.150,-,0.000"
"'[22:22:58.856]',-0.500,-,-0.500,-0.500,-0.272,2.168,-,0.000"
"'[22:22:58.864]',-0.500,-,-0.500,-0.500,-0.272,2.201,-,0.000"
"'[22:22:58.872]',-0.500,-,-0.500,-0.500,-0.272,2.240,-,0.000"
"'[22:22:58.880]',-0.500,-,-0.500,-0.500,-0.272,2.287,-,0.000"
"'[22:22:58.888]',-0.500,-,-0.500,-0.500,-0.272,2.350,-,0.000"
"'[22:22:58.896]',-0.500,-,-0.500,-0.500,-0.272,2.420,-,0.000"
"'[22:22:58.904]',-0.500,-,-0.500,-0.500,-0.272,2.489,-,0.000"
"'[22:22:58.912]',-0.500,-,-0.500,-0.500,-0.272,2.547,-,0.000"
"'[22:22:58.920]',-0.500,-,-0.500,-0.500,-0.272,2.593,-,0.000"
"'[22:22:58.928]',-0.500,-,-0.500,-0.500,-0.272,2.626,-,0.000"
"'[22:22:58.936]',-0.500,-,-0.500,-0.500,-0.272,2.642,-,0.000"
"'[22:22:58.944]',-0.500,-,-0.500,-0.500,-0.272,2.647,-,0.000"
"'[22:22:58.952]',-0.500,-,-0.500,-0.500,-0.272,2.643,-,0.000"
"'[22:22:58.960]',-0.500,-,-0.500,-0.500,-0.272,2.632,-,0.000"
"'[22:22:58.968]',-0.500,-,-0.500,-0.500,-0.272,2.617,-,0.000"
"'[22:22:58.976]',-0.500,-,-0.500,-0.500,-0.272,2.599,-,0.000"
"'[22:22:58.984]',-0.500,-,-0.500,-0.500,-0.272,2.579,-,0.000"
"'[22:22:58.992]',-0.500,-,-0.500,-0.500,-0.272,2.554,-,0.000"
"'[22:22:59.000]',-0.500,-,-0.500,-0.500,-0.272,2.526,-,0.000"
"'[22:22:59.008]',-0.500,-,-0.500,-0.500,-0.272,2.496,-,0.000"
"'[22:22:59.016]',-0.500,-,-0.500,-0.500,-0.272,2.463,-,0.000"
"'[22:22:59.024]',-0.500,-,-0.500,-0.500,-0.272,2.429,-,0.000"
"'[22:22:59.032]',-0.500,-,-0.500,-0.500,-0.272,2.395,-,0.000"
"'[22:22:59.040]',-0.500,-,-0.500,-0.500,-0.272,2.359,-,0.000"
"'[22:22:59.048]',-0.500,-,-0.500,-0.500,-0.272,2.321,-,0.000"
"'[22:22:59.056]',-0.500,-,-0.500,-0.500,-0.272,2.281,-,0.000"
"'[22:22:59.064]',-0.500,-,-0.500,-0.500,-0.272,2.239,-,0.000"
"'[22:22:59.072]',-0.500,-,-0.500,-0.500,-0.272,2.203,-,0.000"
"'[22:22:59.080]',-0.500,-,-0.500,-0.500,-0.272,2.167,-,0.000"
"'[22:22:59.088]',-0.500,-,-0.500,-0.500,-0.272,2.125,-,0.000"
"'[22:22:59.096]',-0.500,-,-0.500,-0.500,-0.272,2.078,-,0.000"
"'[22:22:59.104]',-0.500,-,-0.500,-0.500,-0.272,2.028,-,0.000"
"'[22:22:59.112]',-0.500,-,-0.500,-0.500,-0.272,1.975,-,0.000"
"'[22:22:59.120]',-0.500,-,-0.500,-0.500,-0.272,1.919,-,0.000"
"'[22:22:59.128]',-0.500,-,-0.500,-0.500,-0.272,1.864,-,0.000"
"'[22:22:59.136]',-0.500,-,-0.500,-0.500,-0.272,1.810,-,0.000"
"'[22:22:59.144]',-0.500,-,-0.500,-0.500,-0.272,1.758,-,0.000"
"'[22:22:59.152]',-0.500,-,-0.500,-0.500,-0.272,1.708,-,0.000"
"'[22:22:59.160]',-0.500,-,-0.500,-0.500,-0.272,1.660,-,0.000"
"'[22:22:59.168]',-0.500,-,-0.500,-0.500,-0.272,1.613,-,0.000"
"'[22:22:59.176]',-0.500,-,-0.500,-0.500,-0.272,1.573,-,0.000"
"'[22:22:59.184]',-0.500,-,-0.500,-0.500,-0.272,1.537,-,0.000"
"'[22:22:59.192]',-0.500,-,-0.500,-0.500,-0.272,1.492,-,0.000"
"'[22:22:59.200]',-0.500,-,-0.500,-0.500,-0.272,1.442,-,0.000"
"'[22:22:59.208]',-0.500,-,-0.500,-0.500,-0.272,1.388,-,0.000"
"'[22:22:59.216]',-0.500,-,-0.500,-0.500,-0.272,1.331,-,0.000"
"'[22:22:59.224]',-0.500,-,-0.500,-0.500,-0.272,1.274,-,0.000"
"'[22:22:59.232]',-0.500,-,-0.500,-0.500,-0.272,1.219,-,0.000"
"'[22:22:59.240]',-0.500,-,-0.500,-0.500,-0.272,1.166,-,0.000"
"'[22:22:59.248]',-0.500,-,-0.500,-0.500,-0.272,1.116,-,0.000"
"'[22:22:59.256]',-0.500,-,-0.500,-0.500,-0.272,1.072,-,0.000"
"'[22:22:59.264]',-0.500,-,-0.500,-0.500,-0.272,1.034,-,0.000"
"'[22:22:59.272]',-0.500,-,-0.500,-0.500,-0.272,1.010,-,0.000"
"'[22:22:59.280]',-0.500,-,-0.500,-0.500,-0.272,0.995,-,0.000"
