'Time','II','III','AVR','V','RESP','PLETH','ABP','CVP'
'[15:31:09.728]',0.390,-,0.480,1.030,0.382,1.727,117.108,8.559
'[15:31:09.736]',0.400,-,0.475,0.990,0.378,1.722,116.249,6.997
'[15:31:09.744]',0.380,-,0.490,0.960,0.375,1.718,114.568,7.371
'[15:31:09.752]',0.345,-,0.515,0.935,0.371,1.715,112.302,8.806
'[15:31:09.760]',0.275,-,0.555,0.915,0.367,1.710,109.879,8.870
'[15:31:09.768]',0.200,-,0.600,0.910,0.363,1.704,107.496,6.933
'[15:31:09.776]',0.109,-,0.660,0.905,0.358,1.699,105.308,4.933
'[15:31:09.784]',0.030,-,0.705,0.900,0.353,1.695,103.627,5.244
'[15:31:09.792]',-0.055,-,0.760,0.891,0.348,1.693,102.416,7.810
'[15:31:09.800]',-0.110,-,0.795,0.891,0.343,1.695,101.674,10.248
'[15:31:09.808]',-0.160,-,0.825,0.891,0.338,1.698,101.361,10.375
'[15:31:09.816]',-0.191,-,0.840,0.895,0.333,1.698,101.322,8.933
'[15:31:09.824]',-0.220,-,0.855,0.891,0.328,1.695,101.556,8.622
'[15:31:09.832]',-0.225,-,0.860,0.900,0.323,1.690,102.103,10.184
'[15:31:09.840]',-0.231,-,0.871,0.900,0.317,1.684,102.807,11.619
'[15:31:09.848]',-0.231,-,0.871,0.910,0.312,1.680,103.627,10.806
'[15:31:09.856]',-0.231,-,0.871,0.915,0.307,1.676,104.370,8.375
'[15:31:09.864]',-0.225,-,0.860,0.915,0.302,1.672,105.073,6.933
'[15:31:09.872]',-0.225,-,0.865,0.915,0.297,1.666,105.698,8.311
'[15:31:09.880]',-0.216,-,0.851,0.925,0.292,1.661,106.128,11.371
'[15:31:09.888]',-0.211,-,0.855,0.930,0.287,1.660,106.167,13.124
'[15:31:09.896]',-0.205,-,0.845,0.925,0.282,1.666,105.855,11.873
'[15:31:09.904]',-0.196,-,0.845,0.935,0.278,1.680,105.112,9.371
'[15:31:09.912]',-0.191,-,0.840,0.930,0.274,1.703,103.940,8.495
'[15:31:09.920]',-0.186,-,0.840,0.935,0.270,1.737,102.377,10.375
'[15:31:09.928]',-0.186,-,0.831,0.930,0.266,1.779,100.423,12.997
'[15:31:09.936]',-0.180,-,0.835,0.925,0.263,1.829,98.040,13.435
'[15:31:09.944]',-0.186,-,0.831,0.930,0.259,1.881,95.500,11.244
'[15:31:09.952]',-0.175,-,0.831,0.935,0.257,1.934,92.921,8.933
'[15:31:09.960]',-0.180,-,0.831,0.925,0.254,1.995,90.693,8.997
'[15:31:09.968]',-0.171,-,0.825,0.930,0.252,2.059,88.935,11.371
'[15:31:09.976]',-0.175,-,0.831,0.920,0.250,2.119,87.880,13.371
'[15:31:09.984]',-0.166,-,0.825,0.920,0.248,2.173,87.411,12.686
'[15:31:09.992]',-0.171,-,0.831,0.915,0.246,2.219,87.567,10.121
'[15:31:10.000]',-0.160,-,0.825,0.915,0.244,2.255,88.115,8.432
'[15:31:10.008]',-0.166,-,0.825,0.915,0.242,2.280,88.857,9.498
'[15:31:10.016]',-0.160,-,0.825,0.920,0.240,2.291,89.678,12.057
'[15:31:10.024]',-0.160,-,0.825,0.915,0.238,2.292,90.498,13.124
'[15:31:10.032]',-0.155,-,0.820,0.920,0.237,2.283,91.162,11.873
'[15:31:10.040]',-0.160,-,0.825,0.915,0.235,2.267,91.788,10.184
'[15:31:10.048]',-0.146,-,0.815,0.915,0.233,2.247,92.256,10.311
'[15:31:10.056]',-0.155,-,0.820,0.910,0.231,2.228,92.491,12.184
'[15:31:10.064]',-0.140,-,0.811,0.915,0.230,2.208,92.491,14.311
'[15:31:10.072]',-0.146,-,0.815,0.910,0.229,2.190,92.256,15.873
'[15:31:10.080]',-0.140,-,0.805,0.915,0.228,2.172,91.788,16.933
'[15:31:10.088]',-0.135,-,0.811,0.915,0.227,2.157,91.241,17.498
'[15:31:10.096]',-0.140,-,0.800,0.915,0.226,2.145,90.733,17.683
'[15:31:10.104]',-0.126,-,0.805,0.920,0.225,2.136,90.185,17.498
'[15:31:10.112]',-0.110,-,0.791,0.935,0.223,2.128,89.599,16.933
'[15:31:10.120]',-0.100,-,0.786,0.940,0.222,2.122,88.935,16.057
'[15:31:10.128]',-0.090,-,0.775,0.950,0.220,2.118,88.310,15.244
'[15:31:10.136]',-0.081,-,0.775,0.965,0.219,2.112,87.567,14.559
'[15:31:10.144]',-0.065,-,0.771,0.960,0.218,2.107,86.864,13.498
'[15:31:10.152]',-0.061,-,0.771,0.930,0.216,2.101,86.239,12.121
'[15:31:10.160]',-0.070,-,0.766,0.920,0.215,2.095,85.692,10.870
'[15:31:10.168]',-0.065,-,0.766,0.935,0.215,2.088,85.184,10.057
'[15:31:10.176]',-0.075,-,0.771,0.930,0.214,2.078,84.754,9.562
'[15:31:10.184]',-0.090,-,0.775,0.935,0.213,2.065,84.363,9.244
'[15:31:10.192]',-0.110,-,0.795,0.925,0.211,2.048,84.012,9.124
'[15:31:10.200]',-0.110,-,0.791,0.915,0.209,2.030,83.543,9.060
'[15:31:10.208]',-0.115,-,0.800,0.905,0.208,2.011,83.113,8.933
'[15:31:10.216]',-0.110,-,0.791,0.915,0.206,1.988,82.761,8.870
'[15:31:10.224]',-0.115,-,0.800,0.910,0.205,1.964,82.449,8.806
'[15:31:10.232]',-0.106,-,0.795,0.915,0.204,1.942,82.175,8.870
'[15:31:10.240]',-0.115,-,0.800,0.910,0.203,1.927,81.862,8.997
'[15:31:10.248]',-0.106,-,0.795,0.915,0.202,1.914,81.511,9.187
'[15:31:10.256]',-0.120,-,0.795,0.970,0.201,1.901,81.198,9.498
'[15:31:10.264]',-0.130,-,0.775,1.186,0.200,1.889,80.925,9.746
'[15:31:10.272]',-0.075,-,0.715,1.426,0.199,1.878,80.729,10.000
'[15:31:10.280]',0.230,-,0.525,1.471,0.199,1.871,80.417,10.248
'[15:31:10.288]',0.685,-,0.335,0.650,0.198,1.868,80.065,10.495
'[15:31:10.296]',1.081,-,0.195,-0.045,0.198,1.866,79.674,10.749
'[15:31:10.304]',0.730,-,0.395,-0.256,0.198,1.865,79.362,10.997
'[15:31:10.312]',0.010,-,0.755,-0.000,0.198,1.865,79.049,11.244
'[15:31:10.320]',-0.115,-,0.780,0.420,0.198,1.865,78.736,11.498
'[15:31:10.328]',-0.025,-,0.720,0.720,0.198,1.865,78.424,11.683
'[15:31:10.336]',0.030,-,0.700,0.895,0.198,1.865,78.111,11.810
'[15:31:10.344]',-0.005,-,0.725,0.940,0.198,1.865,77.916,11.810
'[15:31:10.352]',-0.045,-,0.750,0.965,0.199,1.865,77.799,11.810
'[15:31:10.360]',-0.070,-,0.760,0.980,0.199,1.865,77.681,11.810
'[15:31:10.368]',-0.090,-,0.771,1.000,0.200,1.863,77.564,11.810
'[15:31:10.376]',-0.095,-,0.775,1.010,0.200,1.859,77.369,11.810
'[15:31:10.384]',-0.090,-,0.775,1.021,0.201,1.852,77.134,11.873
'[15:31:10.392]',-0.100,-,0.780,1.021,0.201,1.843,76.861,11.810
'[15:31:10.400]',-0.086,-,0.771,1.030,0.202,1.831,76.548,11.810
'[15:31:10.408]',-0.090,-,0.775,1.030,0.202,1.821,76.314,11.746
'[15:31:10.416]',-0.075,-,0.766,1.035,0.203,1.813,76.040,11.746
'[15:31:10.424]',-0.081,-,0.766,1.035,0.204,1.806,75.806,11.683
'[15:31:10.432]',-0.065,-,0.755,1.041,0.204,1.800,75.610,11.683
'[15:31:10.440]',-0.055,-,0.755,1.035,0.205,1.795,75.376,11.619
'[15:31:10.448]',-0.045,-,0.740,1.045,0.205,1.791,75.181,11.562
'[15:31:10.456]',-0.041,-,0.745,1.041,0.206,1.787,74.946,11.435
'[15:31:10.464]',-0.025,-,0.730,1.050,0.207,1.783,74.673,11.371
'[15:31:10.472]',-0.021,-,0.730,1.045,0.207,1.781,74.438,11.371
'[15:31:10.480]',-0.005,-,0.720,1.055,0.208,1.780,74.126,11.308
'[15:31:10.488]',0.004,-,0.720,1.050,0.209,1.777,73.735,11.308
'[15:31:10.496]',0.015,-,0.705,1.061,0.209,1.772,73.422,11.187
'[15:31:10.504]',0.024,-,0.705,1.065,0.210,1.766,73.071,10.933
'[15:31:10.512]',0.040,-,0.695,1.070,0.210,1.761,72.758,10.622
'[15:31:10.520]',0.050,-,0.690,1.075,0.211,1.755,72.484,10.248
'[15:31:10.528]',0.070,-,0.675,1.081,0.212,1.748,72.367,9.873
'[15:31:10.536]',0.085,-,0.670,1.086,0.212,1.745,72.367,9.562
'[15:31:10.544]',0.105,-,0.655,1.090,0.213,1.745,72.680,9.244
'[15:31:10.552]',0.120,-,0.640,1.106,0.213,1.745,73.539,8.997
'[15:31:10.560]',0.145,-,0.630,1.106,0.214,1.747,75.181,8.749
'[15:31:10.568]',0.165,-,0.610,1.115,0.214,1.748,77.760,8.495
'[15:31:10.576]',0.190,-,0.600,1.120,0.215,1.748,81.511,8.248
'[15:31:10.584]',0.220,-,0.580,1.126,0.215,1.748,86.630,7.937
'[15:31:10.592]',0.240,-,0.565,1.126,0.216,1.748,92.725,7.683
'[15:31:10.600]',0.275,-,0.550,1.126,0.216,1.748,99.173,7.435
'[15:31:10.608]',0.295,-,0.535,1.115,0.217,1.745,105.112,7.244
'[15:31:10.616]',0.325,-,0.520,1.106,0.217,1.740,109.918,7.124
'[15:31:10.624]',0.350,-,0.505,1.086,0.218,1.734,113.240,7.060
'[15:31:10.632]',0.380,-,0.490,1.070,0.218,1.728,115.115,6.997
'[15:31:10.640]',0.380,-,0.485,1.030,0.218,1.724,115.819,6.933
'[15:31:10.648]',0.400,-,0.470,1.005,0.217,1.722,115.545,6.933
'[15:31:10.656]',0.385,-,0.480,0.970,0.217,1.721,114.568,6.997
'[15:31:10.664]',0.375,-,0.495,0.950,0.216,1.720,113.005,7.187
'[15:31:10.672]',0.310,-,0.535,0.920,0.216,1.721,111.013,7.308
'[15:31:10.680]',0.250,-,0.575,0.915,0.215,1.722,108.629,7.562
'[15:31:10.688]',0.155,-,0.625,0.905,0.214,1.721,106.128,7.746
'[15:31:10.696]',0.075,-,0.680,0.905,0.213,1.719,103.940,8.000
'[15:31:10.704]',-0.010,-,0.735,0.891,0.212,1.717,102.260,8.248
'[15:31:10.712]',-0.070,-,0.771,0.895,0.210,1.714,101.322,8.432
'[15:31:10.720]',-0.130,-,0.805,0.900,0.209,1.709,100.736,8.686
'[15:31:10.728]',-0.166,-,0.825,0.891,0.208,1.705,100.384,8.933
'[15:31:10.736]',-0.196,-,0.845,0.895,0.206,1.703,100.189,9.124
'[15:31:10.744]',-0.211,-,0.851,0.900,0.205,1.704,100.423,9.435
'[15:31:10.752]',-0.220,-,0.855,0.910,0.204,1.704,101.048,9.683
'[15:31:10.760]',-0.231,-,0.860,0.905,0.203,1.703,101.635,10.000
'[15:31:10.768]',-0.220,-,0.855,0.915,0.202,1.700,101.986,10.311
'[15:31:10.776]',-0.225,-,0.860,0.915,0.202,1.696,102.299,10.495
'[15:31:10.784]',-0.211,-,0.851,0.920,0.201,1.690,102.807,10.749
'[15:31:10.792]',-0.211,-,0.851,0.920,0.201,1.684,103.823,10.933
'[15:31:10.800]',-0.196,-,0.845,0.930,0.201,1.680,104.878,11.124
'[15:31:10.808]',-0.200,-,0.845,0.925,0.201,1.679,105.620,11.371
'[15:31:10.816]',-0.186,-,0.835,0.940,0.201,1.685,105.620,11.619
'[15:31:10.824]',-0.186,-,0.831,0.935,0.203,1.701,104.995,11.810
'[15:31:10.832]',-0.175,-,0.825,0.940,0.204,1.727,103.979,12.000
'[15:31:10.840]',-0.180,-,0.825,0.940,0.206,1.760,102.494,12.121
'[15:31:10.848]',-0.166,-,0.820,0.940,0.208,1.796,100.540,12.248
'[15:31:10.856]',-0.171,-,0.825,0.935,0.210,1.845,98.196,12.375
'[15:31:10.864]',-0.160,-,0.820,0.940,0.213,1.902,95.382,12.432
'[15:31:10.872]',-0.171,-,0.825,0.930,0.215,1.963,92.413,12.432
'[15:31:10.880]',-0.160,-,0.815,0.940,0.218,2.022,89.756,12.432
'[15:31:10.888]',-0.171,-,0.825,0.925,0.222,2.076,87.997,12.432
'[15:31:10.896]',-0.160,-,0.820,0.930,0.226,2.128,87.255,12.432
'[15:31:10.904]',-0.166,-,0.820,0.920,0.231,2.174,87.372,12.311
'[15:31:10.912]',-0.155,-,0.811,0.925,0.237,2.213,87.997,12.248
'[15:31:10.920]',-0.151,-,0.815,0.920,0.242,2.244,88.662,12.121
'[15:31:10.928]',-0.160,-,0.811,0.920,0.247,2.266,89.482,12.057
'[15:31:10.936]',-0.146,-,0.815,0.920,0.252,2.278,90.303,11.937
'[15:31:10.944]',-0.155,-,0.811,0.920,0.258,2.281,91.123,11.873
'[15:31:10.952]',-0.140,-,0.805,0.925,0.264,2.277,91.944,11.746
'[15:31:10.960]',-0.151,-,0.815,0.915,0.270,2.268,92.725,11.619
'[15:31:10.968]',-0.140,-,0.805,0.920,0.278,2.253,93.312,11.498
'[15:31:10.976]',-0.146,-,0.805,0.915,0.285,2.234,93.741,11.371
'[15:31:10.984]',-0.135,-,0.800,0.925,0.292,2.213,94.054,11.244
'[15:31:10.992]',-0.140,-,0.805,0.915,0.300,2.193,94.249,11.187
'[15:31:11.000]',-0.126,-,0.795,0.920,0.308,2.174,93.976,11.187
'[15:31:11.008]',-0.135,-,0.800,0.920,0.316,2.157,93.233,11.187
'[15:31:11.016]',-0.120,-,0.800,0.925,0.323,2.145,92.178,11.244
'[15:31:11.024]',-0.126,-,0.795,0.920,0.331,2.136,91.006,11.308
'[15:31:11.032]',-0.106,-,0.786,0.940,0.337,2.128,90.068,11.371
'[15:31:11.040]',-0.100,-,0.780,0.940,0.344,2.121,89.248,11.435
'[15:31:11.048]',-0.081,-,0.775,0.956,0.351,2.115,88.622,11.498
'[15:31:11.056]',-0.081,-,0.771,0.960,0.358,2.110,88.349,11.562
'[15:31:11.064]',-0.045,-,0.755,0.976,0.365,2.107,88.310,11.619
'[15:31:11.072]',-0.061,-,0.760,0.940,0.371,2.102,88.232,11.746
'[15:31:11.080]',-0.065,-,0.755,0.940,0.377,2.097,87.802,11.937
'[15:31:11.088]',-0.065,-,0.755,0.935,0.383,2.090,86.981,12.121
'[15:31:11.096]',-0.050,-,0.755,0.940,0.388,2.079,86.004,12.248
'[15:31:11.104]',-0.075,-,0.766,0.940,0.393,2.065,85.184,12.495
'[15:31:11.112]',-0.090,-,0.771,0.940,0.398,2.050,84.481,12.686
'[15:31:11.120]',-0.100,-,0.775,0.920,0.403,2.032,83.933,12.933
'[15:31:11.128]',-0.106,-,0.780,0.920,0.409,2.015,83.504,13.060
'[15:31:11.136]',-0.095,-,0.780,0.915,0.415,1.997,83.230,13.187
'[15:31:11.144]',-0.106,-,0.786,0.915,0.422,1.979,83.113,13.308
'[15:31:11.152]',-0.095,-,0.775,0.910,0.428,1.964,83.113,13.435
'[15:31:11.160]',-0.100,-,0.775,0.910,0.435,1.947,83.113,13.498
'[15:31:11.168]',-0.090,-,0.775,0.915,0.442,1.932,82.996,13.619
'[15:31:11.176]',-0.100,-,0.780,0.940,0.449,1.919,82.605,13.810
'[15:31:11.184]',-0.120,-,0.771,1.120,0.455,1.906,82.136,13.937
'[15:31:11.192]',-0.126,-,0.735,1.361,0.460,1.897,81.550,14.000
'[15:31:11.200]',0.105,-,0.595,1.466,0.465,1.892,81.120,14.121
'[15:31:11.208]',0.520,-,0.395,0.885,0.472,1.891,80.886,14.184
'[15:31:11.216]',0.930,-,0.240,0.125,0.479,1.890,80.729,14.311
'[15:31:11.224]',1.041,-,0.205,-0.261,0.486,1.889,80.729,14.432
'[15:31:11.232]',0.155,-,0.670,-0.075,0.494,1.889,80.886,14.495
'[15:31:11.240]',-0.100,-,0.775,0.330,0.500,1.889,81.003,14.622
'[15:31:11.248]',-0.041,-,0.735,0.680,0.507,1.890,81.003,14.749
'[15:31:11.256]',0.030,-,0.695,0.880,0.513,1.893,80.690,14.806
'[15:31:11.264]',0.020,-,0.705,0.945,0.518,1.898,80.378,14.870
'[15:31:11.272]',-0.041,-,0.740,0.960,0.524,1.902,79.987,14.933
'[15:31:11.280]',-0.061,-,0.750,0.985,0.531,1.904,79.440,14.997
'[15:31:11.288]',-0.086,-,0.760,0.996,0.538,1.905,78.228,15.060
'[15:31:11.296]',-0.090,-,0.771,1.010,0.545,1.905,76.197,15.124
'[15:31:11.304]',-0.095,-,0.775,1.021,0.552,1.904,74.243,15.187
'[15:31:11.312]',-0.095,-,0.775,1.030,0.559,1.899,73.735,15.187
'[15:31:11.320]',-0.090,-,0.771,1.035,0.567,1.892,75.493,15.187
'[15:31:11.328]',-0.090,-,0.775,1.041,0.575,1.885,78.854,15.244
'[15:31:11.336]',-0.081,-,0.766,1.045,0.581,1.876,81.745,15.187
'[15:31:11.344]',-0.086,-,0.771,1.041,0.588,1.869,82.370,15.187
'[15:31:11.352]',-0.070,-,0.760,1.045,0.593,1.861,80.690,15.060
'[15:31:11.360]',-0.065,-,0.755,1.041,0.599,1.851,78.736,14.997
'[15:31:11.368]',-0.050,-,0.750,1.050,0.605,1.841,78.385,14.870
'[15:31:11.376]',-0.055,-,0.755,1.045,0.611,1.832,79.010,14.806
'[15:31:11.384]',-0.041,-,0.745,1.055,0.618,1.825,79.362,14.806
'[15:31:11.392]',-0.030,-,0.750,1.050,0.624,1.818,79.166,14.870
'[15:31:11.400]',-0.010,-,0.730,1.055,0.630,1.812,78.541,14.806
'[15:31:11.408]',-0.000,-,0.725,1.055,0.636,1.806,77.369,14.686
'[15:31:11.416]',0.010,-,0.715,1.065,0.641,1.801,75.181,14.432
'[15:31:11.424]',0.015,-,0.710,1.061,0.645,1.795,72.563,14.057
'[15:31:11.432]',0.035,-,0.700,1.075,0.650,1.790,70.374,13.683
'[15:31:11.440]',0.040,-,0.705,1.081,0.656,1.789,69.241,13.244
'[15:31:11.448]',0.060,-,0.680,1.090,0.661,1.789,69.358,12.933
'[15:31:11.456]',0.070,-,0.680,1.090,0.666,1.787,70.257,12.686
'[15:31:11.464]',0.095,-,0.660,1.106,0.671,1.786,71.820,12.495
'[15:31:11.472]',0.100,-,0.655,1.106,0.675,1.784,74.126,12.248
'[15:31:11.480]',0.130,-,0.635,1.120,0.679,1.783,77.369,11.937
'[15:31:11.488]',0.145,-,0.625,1.126,0.683,1.786,81.745,11.619
'[15:31:11.496]',0.175,-,0.605,1.130,0.686,1.790,87.255,11.244
'[15:31:11.504]',0.190,-,0.595,1.140,0.689,1.792,93.351,10.933
'[15:31:11.512]',0.225,-,0.580,1.135,0.692,1.793,99.251,10.622
'[15:31:11.520]',0.245,-,0.565,1.146,0.695,1.795,104.370,10.311
'[15:31:11.528]',0.275,-,0.545,1.130,0.696,1.796,108.551,9.937
'[15:31:11.536]',0.295,-,0.540,1.120,0.698,1.795,111.950,9.683
'[15:31:11.544]',0.320,-,0.520,1.110,0.698,1.793,114.295,9.498
'[15:31:11.552]',0.355,-,0.505,1.086,0.698,1.791,115.702,9.371
'[15:31:11.560]',0.370,-,0.495,1.061,0.697,1.788,116.249,9.371
'[15:31:11.568]',0.385,-,0.490,1.030,0.696,1.785,116.053,9.435
'[15:31:11.576]',0.385,-,0.490,0.990,0.694,1.783,115.076,9.435
'[15:31:11.584]',0.370,-,0.495,0.960,0.691,1.782,113.513,9.435
'[15:31:11.592]',0.320,-,0.525,0.935,0.686,1.780,111.872,9.435
'[15:31:11.600]',0.265,-,0.565,0.920,0.682,1.776,110.544,9.308
'[15:31:11.608]',0.175,-,0.620,0.905,0.675,1.771,109.176,9.308
'[15:31:11.616]',0.100,-,0.665,0.900,0.668,1.765,107.300,9.308
'[15:31:11.624]',0.010,-,0.720,0.895,0.660,1.760,104.917,9.435
'[15:31:11.632]',-0.055,-,0.760,0.895,0.652,1.754,102.807,9.619
'[15:31:11.640]',-0.115,-,0.800,0.891,0.643,1.750,101.791,9.746
'[15:31:11.648]',-0.155,-,0.820,0.891,0.633,1.748,102.103,9.937
'[15:31:11.656]',-0.191,-,0.845,0.891,0.624,1.745,103.119,10.057
'[15:31:11.664]',-0.211,-,0.851,0.895,0.615,1.741,104.253,10.184
'[15:31:11.672]',-0.231,-,0.871,0.891,0.606,1.736,105.190,10.311
'[15:31:11.680]',-0.231,-,0.871,0.900,0.597,1.731,106.011,10.432
'[15:31:11.688]',-0.236,-,0.871,0.905,0.588,1.725,106.792,10.622
'[15:31:11.696]',-0.231,-,0.871,0.915,0.579,1.721,107.691,10.870
'[15:31:11.704]',-0.225,-,0.865,0.915,0.569,1.719,108.316,10.997
'[15:31:11.712]',-0.216,-,0.855,0.915,0.560,1.719,108.746,11.124
'[15:31:11.720]',-0.211,-,0.851,0.920,0.551,1.722,108.863,11.244
'[15:31:11.728]',-0.205,-,0.845,0.925,0.543,1.728,108.668,11.435
'[15:31:11.736]',-0.196,-,0.845,0.920,0.535,1.740,108.238,11.619
'[15:31:11.744]',-0.200,-,0.835,0.920,0.527,1.756,107.496,11.873
'[15:31:11.752]',-0.186,-,0.835,0.930,0.520,1.778,106.245,12.057
'[15:31:11.760]',-0.180,-,0.825,0.925,0.513,1.810,104.487,12.184
'[15:31:11.768]',-0.171,-,0.825,0.935,0.506,1.850,102.260,12.184
'[15:31:11.776]',-0.180,-,0.831,0.925,0.499,1.900,99.564,12.121
'[15:31:11.784]',-0.166,-,0.825,0.930,0.492,1.959,96.672,12.000
'[15:31:11.792]',-0.171,-,0.831,0.920,0.486,2.018,93.976,11.937
'[15:31:11.800]',-0.160,-,0.825,0.925,0.480,2.074,91.748,12.000
'[15:31:11.808]',-0.171,-,0.831,0.915,0.474,2.127,90.185,12.057
'[15:31:11.816]',-0.160,-,0.825,0.915,0.469,2.175,89.248,12.184
'[15:31:11.824]',-0.171,-,0.825,0.915,0.464,2.216,88.974,12.121
'[15:31:11.832]',-0.160,-,0.825,0.915,0.460,2.248,89.287,11.937
'[15:31:11.840]',-0.166,-,0.825,0.915,0.456,2.269,89.912,11.683
'[15:31:11.848]',-0.160,-,0.820,0.915,0.452,2.281,90.615,11.308
'[15:31:11.856]',-0.160,-,0.825,0.910,0.448,2.286,91.436,10.997
'[15:31:11.864]',-0.155,-,0.825,0.915,0.443,2.285,92.296,10.806
'[15:31:11.872]',-0.160,-,0.825,0.905,0.439,2.278,93.233,10.686
'[15:31:11.880]',-0.151,-,0.815,0.915,0.435,2.264,93.976,10.622
'[15:31:11.888]',-0.155,-,0.820,0.910,0.431,2.245,94.367,10.622
'[15:31:11.896]',-0.146,-,0.815,0.915,0.427,2.225,94.288,10.559
'[15:31:11.904]',-0.151,-,0.815,0.910,0.423,2.204,93.859,10.375
'[15:31:11.912]',-0.140,-,0.811,0.915,0.419,2.186,93.312,10.184
'[15:31:11.920]',-0.140,-,0.811,0.910,0.415,2.169,92.686,9.937
'[15:31:11.928]',-0.130,-,0.815,0.915,0.411,2.154,91.983,9.746
'[15:31:11.936]',-0.120,-,0.800,0.920,0.406,2.144,91.319,9.562
'[15:31:11.944]',-0.110,-,0.791,0.935,0.402,2.135,90.693,9.435
'[15:31:11.952]',-0.100,-,0.786,0.940,0.397,2.128,90.107,9.435
'[15:31:11.960]',-0.095,-,0.791,0.950,0.393,2.123,89.599,9.435
'[15:31:11.968]',-0.070,-,0.775,0.960,0.388,2.120,89.052,9.619
'[15:31:11.976]',-0.070,-,0.775,0.935,0.384,2.120,88.544,9.810
'[15:31:11.984]',-0.070,-,0.771,0.920,0.379,2.122,88.036,10.000
'[15:31:11.992]',-0.075,-,0.771,0.915,0.376,2.121,87.607,10.121
'[15:31:12.000]',-0.070,-,0.771,0.935,0.372,2.118,87.255,10.248
'[15:31:12.008]',-0.090,-,0.780,0.925,0.367,2.113,86.942,10.248
'[15:31:12.016]',-0.100,-,0.786,0.935,0.363,2.107,86.630,10.248
'[15:31:12.024]',-0.115,-,0.800,0.915,0.359,2.096,86.356,10.248
'[15:31:12.032]',-0.115,-,0.800,0.910,0.355,2.082,86.044,10.311
'[15:31:12.040]',-0.120,-,0.805,0.900,0.351,2.068,85.692,10.432
'[15:31:12.048]',-0.110,-,0.795,0.905,0.347,2.053,85.184,10.622
'[15:31:12.056]',-0.115,-,0.800,0.900,0.343,2.033,84.676,10.870
'[15:31:12.064]',-0.106,-,0.795,0.910,0.340,2.014,84.168,11.244
'[15:31:12.072]',-0.115,-,0.800,0.905,0.336,1.995,83.816,11.562
'[15:31:12.080]',-0.110,-,0.795,0.925,0.333,1.978,83.425,11.873
'[15:31:12.088]',-0.140,-,0.795,1.081,0.329,1.962,83.113,12.000
'[15:31:12.096]',-0.120,-,0.755,1.316,0.326,1.948,82.800,12.000
'[15:31:12.104]',0.050,-,0.635,1.456,0.323,1.935,82.488,12.000
'[15:31:12.112]',0.465,-,0.420,1.025,0.319,1.923,82.253,11.937
'[15:31:12.120]',0.895,-,0.270,0.235,0.315,1.914,81.823,11.873
'[15:31:12.128]',1.055,-,0.209,-0.256,0.312,1.910,81.433,11.937
'[15:31:12.136]',0.250,-,0.640,-0.146,0.308,1.908,81.003,12.121
'[15:31:12.144]',-0.100,-,0.786,0.245,0.305,1.907,80.612,12.311
'[15:31:12.152]',-0.110,-,0.760,0.615,0.303,1.906,80.260,12.495
'[15:31:12.160]',0.010,-,0.715,0.830,0.300,1.906,79.948,12.622
'[15:31:12.168]',0.024,-,0.705,0.925,0.297,1.906,79.557,12.622
'[15:31:12.176]',-0.045,-,0.750,0.945,0.294,1.906,79.323,12.622
'[15:31:12.184]',-0.070,-,0.766,0.970,0.291,1.906,79.049,12.495
'[15:31:12.192]',-0.090,-,0.780,0.985,0.288,1.906,78.736,12.311
'[15:31:12.200]',-0.095,-,0.775,1.010,0.285,1.906,78.424,12.121
'[15:31:12.208]',-0.110,-,0.791,1.010,0.282,1.903,78.111,11.937
'[15:31:12.216]',-0.100,-,0.780,1.025,0.280,1.895,77.799,11.810
'[15:31:12.224]',-0.106,-,0.786,1.025,0.278,1.888,77.486,11.683
'[15:31:12.232]',-0.090,-,0.775,1.030,0.276,1.881,77.173,11.683
'[15:31:12.240]',-0.095,-,0.780,1.030,0.273,1.876,76.978,11.683
'[15:31:12.248]',-0.086,-,0.775,1.035,0.271,1.870,76.744,11.746
'[15:31:12.256]',-0.081,-,0.771,1.035,0.269,1.865,76.548,11.810
'[15:31:12.264]',-0.061,-,0.760,1.041,0.267,1.859,76.431,11.746
'[15:31:12.272]',-0.065,-,0.766,1.035,0.265,1.852,76.314,11.619
'[15:31:12.280]',-0.045,-,0.755,1.045,0.262,1.845,76.118,11.498
'[15:31:12.288]',-0.041,-,0.750,1.041,0.260,1.836,76.001,11.308
'[15:31:12.296]',-0.025,-,0.735,1.050,0.258,1.829,75.728,11.244
'[15:31:12.304]',-0.021,-,0.735,1.045,0.256,1.823,75.493,11.187
'[15:31:12.312]',-0.000,-,0.725,1.055,0.255,1.817,75.181,11.187
'[15:31:12.320]',0.004,-,0.720,1.055,0.253,1.813,74.868,11.187
'[15:31:12.328]',0.020,-,0.710,1.061,0.252,1.809,74.438,11.124
'[15:31:12.336]',0.035,-,0.705,1.061,0.250,1.807,74.047,10.933
'[15:31:12.344]',0.044,-,0.695,1.065,0.249,1.808,73.735,10.622
'[15:31:12.352]',0.055,-,0.690,1.075,0.247,1.808,73.539,10.248
'[15:31:12.360]',0.070,-,0.680,1.081,0.246,1.807,73.383,9.937
'[15:31:12.368]',0.090,-,0.665,1.086,0.245,1.805,73.305,9.619
'[15:31:12.376]',0.109,-,0.655,1.095,0.244,1.804,73.539,9.308
'[15:31:12.384]',0.135,-,0.635,1.106,0.243,1.803,74.438,9.060
'[15:31:12.392]',0.150,-,0.630,1.106,0.242,1.800,76.353,8.749
