'Time','PLETH','II','ABP'
'[13:42:37.480]',0.431,0.547,48.438
'[13:42:37.488]',0.431,0.555,48.438
'[13:42:37.496]',0.431,0.562,48.438
'[13:42:37.504]',0.427,0.570,47.656
'[13:42:37.512]',0.427,0.586,47.656
'[13:42:37.520]',0.424,0.594,46.875
'[13:42:37.528]',0.424,0.602,46.875
'[13:42:37.536]',0.420,0.617,46.875
'[13:42:37.544]',0.420,0.625,46.094
'[13:42:37.552]',0.420,0.648,46.094
'[13:42:37.560]',0.416,0.672,46.875
'[13:42:37.568]',0.416,0.695,46.875
'[13:42:37.576]',0.412,0.727,48.438
'[13:42:37.584]',0.412,0.750,52.344
'[13:42:37.592]',0.408,0.781,57.812
'[13:42:37.600]',0.408,0.805,65.625
'[13:42:37.608]',0.404,0.820,75.000
'[13:42:37.616]',0.400,0.836,84.375
'[13:42:37.624]',0.400,0.852,92.969
'[13:42:37.632]',0.396,0.836,101.562
'[13:42:37.640]',0.396,0.812,107.812
'[13:42:37.648]',0.392,0.781,112.500
'[13:42:37.656]',0.392,0.727,114.844
'[13:42:37.664]',0.388,0.688,114.844
'[13:42:37.672]',0.388,0.633,114.062
'[13:42:37.680]',0.384,0.586,111.719
'[13:42:37.688]',0.384,0.547,108.594
'[13:42:37.696]',0.380,0.523,105.469
'[13:42:37.704]',0.380,0.508,101.562
'[13:42:37.712]',0.380,0.500,98.438
'[13:42:37.720]',0.376,0.492,94.531
'[13:42:37.728]',0.376,0.492,90.625
'[13:42:37.736]',0.376,0.492,86.719
'[13:42:37.744]',0.376,0.484,83.594
'[13:42:37.752]',0.376,0.484,79.688
'[13:42:37.760]',0.376,0.484,76.562
'[13:42:37.768]',0.376,0.484,74.219
'[13:42:37.776]',0.376,0.484,71.094
'[13:42:37.784]',0.376,0.492,68.750
'[13:42:37.792]',0.376,0.492,66.406
'[13:42:37.800]',0.376,0.492,64.844
'[13:42:37.808]',0.376,0.492,62.500
'[13:42:37.816]',0.376,0.492,60.938
'[13:42:37.824]',0.376,0.500,60.156
'[13:42:37.832]',0.376,0.500,58.594
'[13:42:37.840]',0.376,0.500,58.594
'[13:42:37.848]',0.380,0.500,57.812
'[13:42:37.856]',0.384,0.500,58.594
'[13:42:37.864]',0.396,0.500,58.594
'[13:42:37.872]',0.408,0.500,59.375
'[13:42:37.880]',0.424,0.500,60.156
'[13:42:37.888]',0.443,0.500,60.938
'[13:42:37.896]',0.463,0.500,60.938
'[13:42:37.904]',0.486,0.516,61.719
'[13:42:37.912]',0.506,0.531,62.500
'[13:42:37.920]',0.525,0.547,62.500
'[13:42:37.928]',0.545,0.562,63.281
'[13:42:37.936]',0.557,0.586,63.281
'[13:42:37.944]',0.565,0.594,62.500
'[13:42:37.952]',0.573,0.586,62.500
'[13:42:37.960]',0.576,0.578,61.719
'[13:42:37.968]',0.576,0.562,61.719
'[13:42:37.976]',0.576,0.539,60.938
'[13:42:37.984]',0.573,0.508,60.156
'[13:42:37.992]',0.569,0.492,59.375
'[13:42:38.000]',0.565,0.492,58.594
'[13:42:38.008]',0.557,0.492,57.812
'[13:42:38.016]',0.553,0.492,57.031
'[13:42:38.024]',0.545,0.492,56.250
'[13:42:38.032]',0.537,0.492,55.469
'[13:42:38.040]',0.529,0.492,54.688
'[13:42:38.048]',0.522,0.469,53.906
'[13:42:38.056]',0.514,0.422,53.125
'[13:42:38.064]',0.502,0.414,53.125
'[13:42:38.072]',0.494,0.609,52.344
'[13:42:38.080]',0.490,0.859,51.562
'[13:42:38.088]',0.482,1.000,51.562
'[13:42:38.096]',0.475,0.953,50.781
'[13:42:38.104]',0.471,0.797,50.000
'[13:42:38.112]',0.463,0.656,50.000
'[13:42:38.120]',0.459,0.562,50.000
'[13:42:38.128]',0.455,0.516,49.219
'[13:42:38.136]',0.451,0.500,49.219
'[13:42:38.144]',0.447,0.492,49.219
'[13:42:38.152]',0.447,0.492,49.219
'[13:42:38.160]',0.447,0.492,49.219
'[13:42:38.168]',0.443,0.492,49.219
'[13:42:38.176]',0.443,0.500,49.219
'[13:42:38.184]',0.443,0.500,49.219
'[13:42:38.192]',0.439,0.508,49.219
'[13:42:38.200]',0.435,0.516,49.219
'[13:42:38.208]',0.435,0.523,49.219
'[13:42:38.216]',0.431,0.531,49.219
'[13:42:38.224]',0.431,0.539,49.219
'[13:42:38.232]',0.431,0.547,48.438
'[13:42:38.240]',0.431,0.555,48.438
'[13:42:38.248]',0.431,0.562,47.656
'[13:42:38.256]',0.431,0.570,47.656
'[13:42:38.264]',0.431,0.586,47.656
'[13:42:38.272]',0.431,0.594,46.875
'[13:42:38.280]',0.427,0.609,46.875
'[13:42:38.288]',0.427,0.617,46.875
'[13:42:38.296]',0.424,0.633,46.875
'[13:42:38.304]',0.424,0.656,46.875
'[13:42:38.312]',0.420,0.680,46.875
'[13:42:38.320]',0.416,0.703,47.656
'[13:42:38.328]',0.416,0.734,50.781
'[13:42:38.336]',0.416,0.758,55.469
'[13:42:38.344]',0.412,0.781,63.281
'[13:42:38.352]',0.412,0.805,71.875
'[13:42:38.360]',0.408,0.820,82.031
'[13:42:38.368]',0.408,0.836,92.188
'[13:42:38.376]',0.404,0.836,100.781
'[13:42:38.384]',0.404,0.828,107.812
'[13:42:38.392]',0.400,0.805,113.281
'[13:42:38.400]',0.396,0.766,117.188
'[13:42:38.408]',0.396,0.719,117.969
'[13:42:38.416]',0.392,0.664,117.969
'[13:42:38.424]',0.392,0.617,115.625
'[13:42:38.432]',0.388,0.578,113.281
'[13:42:38.440]',0.388,0.547,110.156
'[13:42:38.448]',0.388,0.523,107.031
'[13:42:38.456]',0.384,0.508,103.125
'[13:42:38.464]',0.384,0.500,99.219
'[13:42:38.472]',0.380,0.492,96.094
'[13:42:38.480]',0.380,0.492,92.188
'[13:42:38.488]',0.376,0.492,89.062
'[13:42:38.496]',0.376,0.492,85.156
'[13:42:38.504]',0.376,0.492,82.031
'[13:42:38.512]',0.376,0.492,78.906
'[13:42:38.520]',0.376,0.492,76.562
'[13:42:38.528]',0.376,0.492,73.438
'[13:42:38.536]',0.376,0.492,71.094
'[13:42:38.544]',0.376,0.492,68.750
'[13:42:38.552]',0.376,0.492,67.188
'[13:42:38.560]',0.376,0.500,64.844
'[13:42:38.568]',0.376,0.500,63.281
'[13:42:38.576]',0.376,0.500,61.719
'[13:42:38.584]',0.376,0.500,60.156
'[13:42:38.592]',0.376,0.500,59.375
'[13:42:38.600]',0.380,0.500,59.375
'[13:42:38.608]',0.388,0.500,59.375
'[13:42:38.616]',0.400,0.500,59.375
'[13:42:38.624]',0.420,0.500,60.156
'[13:42:38.632]',0.435,0.500,60.938
'[13:42:38.640]',0.451,0.500,61.719
'[13:42:38.648]',0.471,0.508,62.500
'[13:42:38.656]',0.490,0.523,62.500
'[13:42:38.664]',0.514,0.539,63.281
'[13:42:38.672]',0.533,0.547,63.281
'[13:42:38.680]',0.549,0.570,64.062
'[13:42:38.688]',0.561,0.594,64.062
'[13:42:38.696]',0.573,0.594,63.281
'[13:42:38.704]',0.580,0.586,63.281
'[13:42:38.712]',0.588,0.570,62.500
'[13:42:38.720]',0.588,0.555,62.500
'[13:42:38.728]',0.588,0.523,61.719
'[13:42:38.736]',0.584,0.500,60.938
'[13:42:38.744]',0.580,0.492,60.156
'[13:42:38.752]',0.576,0.492,59.375
'[13:42:38.760]',0.569,0.492,58.594
'[13:42:38.768]',0.561,0.492,57.812
'[13:42:38.776]',0.553,0.492,57.031
'[13:42:38.784]',0.549,0.500,56.250
'[13:42:38.792]',0.541,0.492,55.469
'[13:42:38.800]',0.533,0.453,54.688
'[13:42:38.808]',0.522,0.414,53.906
'[13:42:38.816]',0.514,0.500,53.125
'[13:42:38.824]',0.506,0.727,53.125
'[13:42:38.832]',0.498,0.953,52.344
'[13:42:38.840]',0.494,1.016,51.562
'[13:42:38.848]',0.486,0.898,51.562
'[13:42:38.856]',0.482,0.742,50.781
'[13:42:38.864]',0.475,0.617,50.000
'[13:42:38.872]',0.471,0.547,50.000
'[13:42:38.880]',0.467,0.508,50.000
'[13:42:38.888]',0.463,0.500,50.000
'[13:42:38.896]',0.459,0.492,50.000
'[13:42:38.904]',0.455,0.492,50.000
'[13:42:38.912]',0.451,0.500,50.000
'[13:42:38.920]',0.447,0.500,50.000
'[13:42:38.928]',0.447,0.500,50.000
'[13:42:38.936]',0.447,0.508,50.000
'[13:42:38.944]',0.443,0.516,50.000
'[13:42:38.952]',0.443,0.523,50.000
'[13:42:38.960]',0.439,0.531,50.000
'[13:42:38.968]',0.439,0.531,49.219
'[13:42:38.976]',0.435,0.539,49.219
'[13:42:38.984]',0.435,0.547,49.219
'[13:42:38.992]',0.435,0.562,48.438
'[13:42:39.000]',0.431,0.570,48.438
'[13:42:39.008]',0.431,0.578,47.656
'[13:42:39.016]',0.431,0.586,47.656
'[13:42:39.024]',0.427,0.602,47.656
'[13:42:39.032]',0.427,0.609,46.875
'[13:42:39.040]',0.424,0.625,46.875
'[13:42:39.048]',0.424,0.641,46.875
'[13:42:39.056]',0.424,0.656,46.875
'[13:42:39.064]',0.420,0.688,47.656
'[13:42:39.072]',0.420,0.711,50.000
'[13:42:39.080]',0.416,0.742,54.688
'[13:42:39.088]',0.416,0.766,61.719
'[13:42:39.096]',0.412,0.789,70.312
'[13:42:39.104]',0.412,0.805,80.469
'[13:42:39.112]',0.408,0.828,90.625
'[13:42:39.120]',0.408,0.836,100.000
'[13:42:39.128]',0.404,0.836,108.594
'[13:42:39.136]',0.404,0.820,114.844
'[13:42:39.144]',0.400,0.781,118.750
'[13:42:39.152]',0.400,0.742,121.094
'[13:42:39.160]',0.396,0.695,121.094
'[13:42:39.168]',0.396,0.641,119.531
'[13:42:39.176]',0.392,0.602,117.188
'[13:42:39.184]',0.392,0.562,114.062
'[13:42:39.192]',0.388,0.531,110.938
'[13:42:39.200]',0.388,0.516,107.812
'[13:42:39.208]',0.384,0.500,103.906
'[13:42:39.216]',0.384,0.500,100.000
'[13:42:39.224]',0.380,0.492,96.875
'[13:42:39.232]',0.380,0.492,93.750
'[13:42:39.240]',0.380,0.492,90.625
'[13:42:39.248]',0.380,0.484,87.500
'[13:42:39.256]',0.376,0.492,84.375
'[13:42:39.264]',0.376,0.492,81.250
'[13:42:39.272]',0.376,0.492,78.125
'[13:42:39.280]',0.376,0.492,75.781
'[13:42:39.288]',0.376,0.492,73.438
'[13:42:39.296]',0.376,0.492,71.094
'[13:42:39.304]',0.376,0.492,68.750
'[13:42:39.312]',0.376,0.492,67.188
'[13:42:39.320]',0.376,0.492,65.625
'[13:42:39.328]',0.376,0.500,63.281
'[13:42:39.336]',0.376,0.500,62.500
'[13:42:39.344]',0.380,0.500,61.719
'[13:42:39.352]',0.388,0.500,60.938
'[13:42:39.360]',0.396,0.500,60.938
'[13:42:39.368]',0.412,0.500,61.719
'[13:42:39.376]',0.427,0.500,61.719
'[13:42:39.384]',0.455,0.500,62.500
'[13:42:39.392]',0.486,0.500,63.281
'[13:42:39.400]',0.514,0.508,64.062
'[13:42:39.408]',0.541,0.523,64.062
'[13:42:39.416]',0.569,0.539,64.844
'[13:42:39.424]',0.588,0.547,64.844
'[13:42:39.432]',0.600,0.570,64.844
'[13:42:39.440]',0.612,0.586,64.844
'[13:42:39.448]',0.620,0.586,64.844
'[13:42:39.456]',0.624,0.586,64.062
'[13:42:39.464]',0.627,0.570,64.062
'[13:42:39.472]',0.631,0.547,63.281
'[13:42:39.480]',0.631,0.523,62.500
'[13:42:39.488]',0.627,0.500,61.719
'[13:42:39.496]',0.627,0.492,60.938
'[13:42:39.504]',0.624,0.492,60.156
'[13:42:39.512]',0.616,0.492,59.375
'[13:42:39.520]',0.608,0.492,58.594
'[13:42:39.528]',0.600,0.492,57.812
'[13:42:39.536]',0.592,0.500,57.031
'[13:42:39.544]',0.580,0.492,56.250
'[13:42:39.552]',0.573,0.461,55.469
'[13:42:39.560]',0.561,0.422,54.688
'[13:42:39.568]',0.553,0.492,53.906
'[13:42:39.576]',0.541,0.719,53.125
'[13:42:39.584]',0.533,0.945,53.125
'[13:42:39.592]',0.522,1.016,52.344
'[13:42:39.600]',0.514,0.906,52.344
'[13:42:39.608]',0.510,0.742,51.562
'[13:42:39.616]',0.502,0.617,51.562
'[13:42:39.624]',0.498,0.547,50.781
'[13:42:39.632]',0.494,0.516,50.781
'[13:42:39.640]',0.490,0.500,50.781
'[13:42:39.648]',0.486,0.492,50.781
'[13:42:39.656]',0.482,0.492,50.781
'[13:42:39.664]',0.478,0.492,50.781
'[13:42:39.672]',0.475,0.500,50.781
'[13:42:39.680]',0.475,0.500,50.781
'[13:42:39.688]',0.471,0.500,50.781
'[13:42:39.696]',0.471,0.508,50.781
'[13:42:39.704]',0.467,0.516,50.000
'[13:42:39.712]',0.463,0.523,50.000
'[13:42:39.720]',0.459,0.531,50.000
'[13:42:39.728]',0.459,0.547,50.000
'[13:42:39.736]',0.455,0.547,49.219
'[13:42:39.744]',0.451,0.555,49.219
'[13:42:39.752]',0.451,0.562,48.438
'[13:42:39.760]',0.447,0.570,48.438
'[13:42:39.768]',0.443,0.586,48.438
'[13:42:39.776]',0.439,0.594,47.656
'[13:42:39.784]',0.439,0.602,47.656
'[13:42:39.792]',0.435,0.625,47.656
'[13:42:39.800]',0.435,0.641,47.656
'[13:42:39.808]',0.431,0.656,47.656
'[13:42:39.816]',0.427,0.680,49.219
'[13:42:39.824]',0.424,0.711,51.562
'[13:42:39.832]',0.424,0.734,56.250
'[13:42:39.840]',0.424,0.758,64.062
'[13:42:39.848]',0.420,0.781,73.438
'[13:42:39.856]',0.420,0.805,83.594
'[13:42:39.864]',0.416,0.820,94.531
'[13:42:39.872]',0.412,0.828,103.906
'[13:42:39.880]',0.412,0.820,111.719
'[13:42:39.888]',0.408,0.805,117.969
'[13:42:39.896]',0.404,0.781,121.875
'[13:42:39.904]',0.404,0.742,123.438
'[13:42:39.912]',0.400,0.695,123.438
'[13:42:39.920]',0.400,0.641,121.875
'[13:42:39.928]',0.396,0.602,119.531
'[13:42:39.936]',0.396,0.562,116.406
'[13:42:39.944]',0.392,0.531,113.281
'[13:42:39.952]',0.392,0.516,110.156
'[13:42:39.960]',0.388,0.500,106.250
'[13:42:39.968]',0.388,0.492,103.125
'[13:42:39.976]',0.384,0.492,99.219
'[13:42:39.984]',0.384,0.492,96.094
'[13:42:39.992]',0.384,0.492,92.969
'[13:42:40.000]',0.384,0.492,89.844
'[13:42:40.008]',0.380,0.492,87.500
'[13:42:40.016]',0.380,0.484,84.375
'[13:42:40.024]',0.376,0.484,82.031
'[13:42:40.032]',0.376,0.484,78.906
'[13:42:40.040]',0.376,0.484,76.562
'[13:42:40.048]',0.376,0.492,74.219
'[13:42:40.056]',0.376,0.492,71.875
'[13:42:40.064]',0.376,0.492,70.312
'[13:42:40.072]',0.376,0.492,67.969
'[13:42:40.080]',0.376,0.492,66.406
'[13:42:40.088]',0.376,0.492,65.625
'[13:42:40.096]',0.380,0.492,64.062
'[13:42:40.104]',0.392,0.500,64.062
'[13:42:40.112]',0.408,0.500,64.062
'[13:42:40.120]',0.427,0.500,64.062
'[13:42:40.128]',0.447,0.500,64.062
'[13:42:40.136]',0.471,0.500,64.844
'[13:42:40.144]',0.498,0.500,65.625
'[13:42:40.152]',0.525,0.516,66.406
'[13:42:40.160]',0.549,0.531,66.406
'[13:42:40.168]',0.573,0.547,67.188
'[13:42:40.176]',0.592,0.562,67.188
'[13:42:40.184]',0.608,0.586,67.188
'[13:42:40.192]',0.624,0.586,67.188
'[13:42:40.200]',0.631,0.586,67.188
'[13:42:40.208]',0.639,0.578,66.406
'[13:42:40.216]',0.647,0.562,66.406
'[13:42:40.224]',0.647,0.539,65.625
'[13:42:40.232]',0.647,0.500,64.844
'[13:42:40.240]',0.643,0.492,64.062
'[13:42:40.248]',0.639,0.484,63.281
'[13:42:40.256]',0.635,0.484,62.500
'[13:42:40.264]',0.627,0.484,61.719
'[13:42:40.272]',0.620,0.492,60.938
'[13:42:40.280]',0.612,0.492,60.156
'[13:42:40.288]',0.604,0.492,59.375
'[13:42:40.296]',0.596,0.469,58.594
'[13:42:40.304]',0.588,0.414,57.812
'[13:42:40.312]',0.580,0.406,57.031
'[13:42:40.320]',0.573,0.625,56.250
'[13:42:40.328]',0.565,0.906,56.250
'[13:42:40.336]',0.557,1.070,55.469
'[13:42:40.344]',0.549,1.016,54.688
'[13:42:40.352]',0.537,0.828,54.688
'[13:42:40.360]',0.529,0.664,53.906
'[13:42:40.368]',0.522,0.562,53.906
'[13:42:40.376]',0.514,0.516,53.125
'[13:42:40.384]',0.510,0.500,53.125
'[13:42:40.392]',0.506,0.492,53.125
'[13:42:40.400]',0.498,0.492,53.125
'[13:42:40.408]',0.498,0.492,53.125
'[13:42:40.416]',0.494,0.492,53.125
'[13:42:40.424]',0.490,0.500,53.125
'[13:42:40.432]',0.490,0.500,53.125
'[13:42:40.440]',0.490,0.508,53.125
'[13:42:40.448]',0.486,0.516,53.125
'[13:42:40.456]',0.486,0.516,53.125
'[13:42:40.464]',0.482,0.523,52.344
'[13:42:40.472]',0.482,0.531,52.344
'[13:42:40.480]',0.478,0.547,52.344
'[13:42:40.488]',0.475,0.555,51.562
'[13:42:40.496]',0.471,0.562,51.562
'[13:42:40.504]',0.467,0.570,51.562
'[13:42:40.512]',0.467,0.586,50.781
'[13:42:40.520]',0.463,0.602,50.781
'[13:42:40.528]',0.459,0.609,50.781
'[13:42:40.536]',0.455,0.625,50.000
'[13:42:40.544]',0.451,0.641,50.000
'[13:42:40.552]',0.447,0.664,50.000
'[13:42:40.560]',0.443,0.688,50.781
'[13:42:40.568]',0.439,0.711,53.125
'[13:42:40.576]',0.439,0.742,57.812
'[13:42:40.584]',0.435,0.766,65.625
'[13:42:40.592]',0.435,0.789,75.781
'[13:42:40.600]',0.431,0.805,86.719
'[13:42:40.608]',0.431,0.828,97.656
'[13:42:40.616]',0.427,0.836,107.812
'[13:42:40.624]',0.424,0.836,117.188
'[13:42:40.632]',0.424,0.828,123.438
'[13:42:40.640]',0.424,0.797,127.344
'[13:42:40.648]',0.424,0.766,128.906
'[13:42:40.656]',0.420,0.711,128.906
'[13:42:40.664]',0.420,0.672,126.562
'[13:42:40.672]',0.416,0.625,124.219
'[13:42:40.680]',0.412,0.578,121.094
'[13:42:40.688]',0.412,0.547,117.188
'[13:42:40.696]',0.408,0.523,114.062
'[13:42:40.704]',0.408,0.516,110.938
'[13:42:40.712]',0.408,0.500,107.812
'[13:42:40.720]',0.408,0.500,104.688
'[13:42:40.728]',0.408,0.500,101.562
'[13:42:40.736]',0.404,0.500,98.438
'[13:42:40.744]',0.404,0.500,95.312
'[13:42:40.752]',0.404,0.500,92.969
'[13:42:40.760]',0.400,0.500,89.844
'[13:42:40.768]',0.400,0.500,87.500
'[13:42:40.776]',0.400,0.500,85.156
'[13:42:40.784]',0.400,0.500,82.812
'[13:42:40.792]',0.400,0.500,80.469
'[13:42:40.800]',0.396,0.508,78.125
'[13:42:40.808]',0.396,0.508,75.781
'[13:42:40.816]',0.396,0.516,73.438
'[13:42:40.824]',0.396,0.516,71.094
'[13:42:40.832]',0.396,0.516,69.531
'[13:42:40.840]',0.404,0.516,67.969
'[13:42:40.848]',0.412,0.516,67.188
'[13:42:40.856]',0.427,0.516,66.406
'[13:42:40.864]',0.447,0.516,66.406
'[13:42:40.872]',0.471,0.523,66.406
'[13:42:40.880]',0.498,0.523,66.406
'[13:42:40.888]',0.525,0.523,67.188
'[13:42:40.896]',0.553,0.531,67.188
'[13:42:40.904]',0.580,0.547,67.969
'[13:42:40.912]',0.604,0.562,67.969
'[13:42:40.920]',0.624,0.570,67.969
'[13:42:40.928]',0.639,0.602,67.969
'[13:42:40.936]',0.647,0.617,67.969
'[13:42:40.944]',0.659,0.617,67.969
'[13:42:40.952]',0.663,0.602,67.969
'[13:42:40.960]',0.671,0.594,67.188
'[13:42:40.968]',0.671,0.570,66.406
'[13:42:40.976]',0.671,0.539,65.625
'[13:42:40.984]',0.671,0.508,64.844
'[13:42:40.992]',0.667,0.500,64.062
'[13:42:41.000]',0.659,0.500,63.281
'[13:42:41.008]',0.655,0.500,62.500
'[13:42:41.016]',0.651,0.500,61.719
'[13:42:41.024]',0.643,0.500,60.938
'[13:42:41.032]',0.639,0.500,60.156
'[13:42:41.040]',0.631,0.500,59.375
'[13:42:41.048]',0.624,0.461,58.594
'[13:42:41.056]',0.616,0.430,57.812
'[13:42:41.064]',0.608,0.508,57.031
'[13:42:41.072]',0.596,0.742,56.250
'[13:42:41.080]',0.588,0.969,56.250
'[13:42:41.088]',0.576,1.031,55.469
'[13:42:41.096]',0.569,0.922,54.688
'[13:42:41.104]',0.561,0.750,54.688
'[13:42:41.112]',0.553,0.625,53.906
'[13:42:41.120]',0.545,0.555,53.125
'[13:42:41.128]',0.537,0.523,53.125
'[13:42:41.136]',0.533,0.508,53.125
'[13:42:41.144]',0.525,0.500,53.125
'[13:42:41.152]',0.518,0.500,52.344
'[13:42:41.160]',0.514,0.508,52.344
'[13:42:41.168]',0.510,0.508,52.344
'[13:42:41.176]',0.506,0.516,52.344
'[13:42:41.184]',0.502,0.516,52.344
'[13:42:41.192]',0.498,0.523,52.344
'[13:42:41.200]',0.494,0.531,52.344
'[13:42:41.208]',0.494,0.539,52.344
'[13:42:41.216]',0.490,0.547,52.344
'[13:42:41.224]',0.490,0.555,51.562
'[13:42:41.232]',0.486,0.562,51.562
'[13:42:41.240]',0.486,0.570,50.781
'[13:42:41.248]',0.482,0.570,50.781
'[13:42:41.256]',0.478,0.586,50.000
'[13:42:41.264]',0.475,0.594,50.000
'[13:42:41.272]',0.471,0.602,50.000
'[13:42:41.280]',0.467,0.617,49.219
'[13:42:41.288]',0.467,0.633,49.219
'[13:42:41.296]',0.463,0.656,49.219
'[13:42:41.304]',0.459,0.672,49.219
'[13:42:41.312]',0.451,0.695,49.219
'[13:42:41.320]',0.447,0.727,50.781
'[13:42:41.328]',0.447,0.750,54.688
'[13:42:41.336]',0.443,0.781,60.156
'[13:42:41.344]',0.443,0.805,68.750
'[13:42:41.352]',0.439,0.828,78.125
'[13:42:41.360]',0.439,0.844,88.281
'[13:42:41.368]',0.435,0.852,97.656
'[13:42:41.376]',0.435,0.852,106.250
'[13:42:41.384]',0.431,0.820,113.281
'[13:42:41.392]',0.427,0.797,117.188
'[13:42:41.400]',0.424,0.750,119.531
'[13:42:41.408]',0.420,0.695,120.312
'[13:42:41.416]',0.420,0.648,118.750
'[13:42:41.424]',0.416,0.602,116.406
'[13:42:41.432]',0.416,0.570,113.281
'[13:42:41.440]',0.412,0.539,109.375
'[13:42:41.448]',0.408,0.516,106.250
'[13:42:41.456]',0.408,0.508,102.344
'[13:42:41.464]',0.404,0.500,98.438
'[13:42:41.472]',0.404,0.492,94.531
'[13:42:41.480]',0.404,0.492,90.625
'[13:42:41.488]',0.400,0.492,87.500
'[13:42:41.496]',0.400,0.492,83.594
'[13:42:41.504]',0.400,0.492,80.469
'[13:42:41.512]',0.396,0.492,78.125
'[13:42:41.520]',0.396,0.492,75.000
'[13:42:41.528]',0.396,0.500,72.656
'[13:42:41.536]',0.392,0.500,70.312
'[13:42:41.544]',0.392,0.500,67.969
'[13:42:41.552]',0.392,0.500,65.625
'[13:42:41.560]',0.392,0.500,64.062
'[13:42:41.568]',0.388,0.500,62.500
'[13:42:41.576]',0.388,0.500,60.938
'[13:42:41.584]',0.388,0.500,60.156
'[13:42:41.592]',0.392,0.500,59.375
'[13:42:41.600]',0.400,0.500,59.375
'[13:42:41.608]',0.412,0.500,60.156
'[13:42:41.616]',0.424,0.500,60.156
'[13:42:41.624]',0.439,0.508,60.938
'[13:42:41.632]',0.455,0.508,61.719
'[13:42:41.640]',0.475,0.508,62.500
'[13:42:41.648]',0.494,0.516,63.281
'[13:42:41.656]',0.518,0.531,64.062
'[13:42:41.664]',0.537,0.547,64.844
'[13:42:41.672]',0.553,0.562,64.844
'[13:42:41.680]',0.569,0.586,64.844
'[13:42:41.688]',0.580,0.602,64.844
'[13:42:41.696]',0.588,0.602,64.062
'[13:42:41.704]',0.592,0.586,64.062
'[13:42:41.712]',0.596,0.570,63.281
'[13:42:41.720]',0.596,0.547,62.500
'[13:42:41.728]',0.596,0.516,61.719
'[13:42:41.736]',0.592,0.500,60.938
'[13:42:41.744]',0.588,0.492,60.156
'[13:42:41.752]',0.584,0.492,59.375
'[13:42:41.760]',0.580,0.492,58.594
'[13:42:41.768]',0.573,0.492,57.812
'[13:42:41.776]',0.565,0.492,57.031
'[13:42:41.784]',0.557,0.500,56.250
'[13:42:41.792]',0.549,0.492,55.469
'[13:42:41.800]',0.541,0.445,54.688
'[13:42:41.808]',0.533,0.422,53.906
'[13:42:41.816]',0.525,0.531,53.125
'[13:42:41.824]',0.518,0.766,53.125
'[13:42:41.832]',0.514,0.961,52.344
'[13:42:41.840]',0.506,1.000,51.562
'[13:42:41.848]',0.498,0.867,51.562
'[13:42:41.856]',0.490,0.711,51.562
'[13:42:41.864]',0.486,0.602,50.781
'[13:42:41.872]',0.478,0.547,50.781
'[13:42:41.880]',0.475,0.516,50.000
'[13:42:41.888]',0.471,0.500,50.000
'[13:42:41.896]',0.467,0.500,50.000
'[13:42:41.904]',0.463,0.500,50.000
'[13:42:41.912]',0.463,0.500,50.000
'[13:42:41.920]',0.459,0.500,50.000
'[13:42:41.928]',0.459,0.500,50.000
'[13:42:41.936]',0.459,0.508,50.000
'[13:42:41.944]',0.459,0.516,50.000
'[13:42:41.952]',0.455,0.531,50.000
'[13:42:41.960]',0.455,0.539,50.000
'[13:42:41.968]',0.451,0.539,50.000
'[13:42:41.976]',0.451,0.547,50.000
'[13:42:41.984]',0.447,0.562,49.219
'[13:42:41.992]',0.447,0.570,49.219
'[13:42:42.000]',0.443,0.570,48.438
'[13:42:42.008]',0.443,0.586,48.438
'[13:42:42.016]',0.439,0.594,47.656
'[13:42:42.024]',0.435,0.609,47.656
'[13:42:42.032]',0.435,0.617,47.656
'[13:42:42.040]',0.431,0.641,46.875
'[13:42:42.048]',0.431,0.656,46.875
'[13:42:42.056]',0.427,0.672,47.656
'[13:42:42.064]',0.427,0.695,48.438
'[13:42:42.072]',0.427,0.727,50.000
'[13:42:42.080]',0.424,0.758,53.125
'[13:42:42.088]',0.424,0.781,59.375
'[13:42:42.096]',0.420,0.805,67.188
'[13:42:42.104]',0.416,0.828,76.562
'[13:42:42.112]',0.412,0.852,85.938
'[13:42:42.120]',0.412,0.852,95.312
'[13:42:42.128]',0.412,0.852,103.906
'[13:42:42.136]',0.408,0.820,110.156
'[13:42:42.144]',0.408,0.789,114.844
'[13:42:42.152]',0.404,0.742,116.406
'[13:42:42.160]',0.404,0.688,117.188
'[13:42:42.168]',0.400,0.641,115.625
'[13:42:42.176]',0.400,0.594,113.281
'[13:42:42.184]',0.396,0.562,110.938
'[13:42:42.192]',0.396,0.531,107.031
'[13:42:42.200]',0.396,0.516,103.125
'[13:42:42.208]',0.396,0.500,99.219
'[13:42:42.216]',0.392,0.492,95.312
'[13:42:42.224]',0.392,0.492,92.188
'[13:42:42.232]',0.392,0.484,88.281
'[13:42:42.240]',0.388,0.484,84.375
'[13:42:42.248]',0.388,0.484,81.250
'[13:42:42.256]',0.388,0.484,78.125
'[13:42:42.264]',0.388,0.484,75.000
'[13:42:42.272]',0.388,0.492,72.656
'[13:42:42.280]',0.384,0.492,70.312
'[13:42:42.288]',0.384,0.492,67.969
'[13:42:42.296]',0.384,0.492,65.625
'[13:42:42.304]',0.380,0.500,64.062
'[13:42:42.312]',0.380,0.500,62.500
'[13:42:42.320]',0.376,0.500,60.938
'[13:42:42.328]',0.376,0.500,59.375
'[13:42:42.336]',0.376,0.500,59.375
