"'Time','II','ABP','PLETH'"
"'[16:32:54.120]',-,-,-"
"'[16:32:54.128]',-,-,-"
"'[16:32:54.136]',-,-,-"
"'[16:32:54.144]',-,-,-"
"'[16:32:54.152]',-,-,-"
"'[16:32:54.160]',-,-,-"
"'[16:32:54.168]',-,-,-"
"'[16:32:54.176]',-,-,-"
"'[16:32:54.184]',-,-,-"
"'[16:32:54.192]',-,-,-"
"'[16:32:54.200]',-,-,-"
"'[16:32:54.208]',-,-,-"
"'[16:32:54.216]',-,-,-"
"'[16:32:54.224]',-,-,-"
"'[16:32:54.232]',-,-,-"
"'[16:32:54.240]',-,-,-"
"'[16:32:54.248]',-,-,-"
"'[16:32:54.256]',-,-,-"
"'[16:32:54.264]',-,-,-"
"'[16:32:54.272]',-,-,-"
"'[16:32:54.280]',-,-,-"
"'[16:32:54.288]',-,-,-"
"'[16:32:54.296]',-,-,-"
"'[16:32:54.304]',-,-,-"
"'[16:32:54.312]',-,-,-"
"'[16:32:54.320]',-,-,-"
"'[16:32:54.328]',-,-,-"
"'[16:32:54.336]',-,-,-"
"'[16:32:54.344]',-,-,-"
"'[16:32:54.352]',-,-,-"
"'[16:32:54.360]',-,-,-"
"'[16:32:54.368]',-,-,-"
"'[16:32:54.376]',-,-,-"
"'[16:32:54.384]',-,-,-"
"'[16:32:54.392]',-,-,-"
"'[16:32:54.400]',-,-,-"
"'[16:32:54.408]',-,-,-"
"'[16:32:54.416]',-,-,-"
"'[16:32:54.424]',-,-,-"
"'[16:32:54.432]',-,-,-"
"'[16:32:54.440]',-,-,-"
"'[16:32:54.448]',-,-,-"
"'[16:32:54.456]',-,-,-"
"'[16:32:54.464]',-,-,-"
"'[16:32:54.472]',-,-,-"
"'[16:32:54.480]',-,-,-"
"'[16:32:54.488]',-,-,-"
"'[16:32:54.496]',-,-,-"
"'[16:32:54.504]',-,-,-"
"'[16:32:54.512]',-,-,-"
"'[16:32:54.520]',-,-,-"
"'[16:32:54.528]',-,-,-"
"'[16:32:54.536]',-,-,-"
"'[16:32:54.544]',-,-,-"
"'[16:32:54.552]',-,-,-"
"'[16:32:54.560]',-,-,-"
"'[16:32:54.568]',-,-,-"
"'[16:32:54.576]',-,-,-"
"'[16:32:54.584]',-,-,-"
"'[16:32:54.592]',-,-,-"
"'[16:32:54.600]',-,-,-"
"'[16:32:54.608]',-,-,-"
"'[16:32:54.616]',-,-,-"
"'[16:32:54.624]',-,-,-"
"'[16:32:54.632]',-,-,-"
"'[16:32:54.640]',-,-,-"
"'[16:32:54.648]',-,-,-"
"'[16:32:54.656]',-,-,-"
"'[16:32:54.664]',-,-,-"
"'[16:32:54.672]',-,-,-"
"'[16:32:54.680]',-,-,-"
"'[16:32:54.688]',-,-,-"
"'[16:32:54.696]',-,-,-"
"'[16:32:54.704]',-,-,-"
"'[16:32:54.712]',-,-,-"
"'[16:32:54.720]',-,-,-"
"'[16:32:54.728]',-,-,-"
"'[16:32:54.736]',-,-,-"
"'[16:32:54.744]',-,-,-"
"'[16:32:54.752]',-,-,-"
"'[16:32:54.760]',-,-,-"
"'[16:32:54.768]',-,-,-"
"'[16:32:54.776]',-,-,-"
"'[16:32:54.784]',-,-,-"
"'[16:32:54.792]',-,-,-"
"'[16:32:54.800]',-,-,-"
"'[16:32:54.808]',-,-,-"
"'[16:32:54.816]',-,-,-"
"'[16:32:54.824]',-,-,-"
"'[16:32:54.832]',-,-,-"
"'[16:32:54.840]',-,-,-"
"'[16:32:54.848]',-,-,-"
"'[16:32:54.856]',-,-,-"
"'[16:32:54.864]',-,-,-"
"'[16:32:54.872]',-,-,-"
"'[16:32:54.880]',-,-,-"
"'[16:32:54.888]',-,-,-"
"'[16:32:54.896]',-,-,-"
"'[16:32:54.904]',-,-,-"
"'[16:32:54.912]',-,-,-"
"'[16:32:54.920]',-,-,-"
"'[16:32:54.928]',-,-,-"
"'[16:32:54.936]',-,-,-"
"'[16:32:54.944]',-,-,-"
"'[16:32:54.952]',-,-,-"
"'[16:32:54.960]',-,-,-"
"'[16:32:54.968]',-,-,-"
"'[16:32:54.976]',-,-,-"
"'[16:32:54.984]',-,-,-"
"'[16:32:54.992]',-,-,-"
"'[16:32:55.000]',-,-,-"
"'[16:32:55.008]',-,-,-"
"'[16:32:55.016]',-,-,-"
"'[16:32:55.024]',-,-,-"
"'[16:32:55.032]',-,-,-"
"'[16:32:55.040]',-,-,-"
"'[16:32:55.048]',-,-,-"
"'[16:32:55.056]',-,-,-"
"'[16:32:55.064]',-,-,-"
"'[16:32:55.072]',-,-,-"
"'[16:32:55.080]',-,-,-"
"'[16:32:55.088]',-,-,-"
"'[16:32:55.096]',-,-,-"
"'[16:32:55.104]',-,-,-"
"'[16:32:55.112]',-,-,-"
"'[16:32:55.120]',-,-,-"
"'[16:32:55.128]',-,-,-"
"'[16:32:55.136]',-,-,-"
"'[16:32:55.144]',-,-,-"
"'[16:32:55.152]',-,-,-"
"'[16:32:55.160]',-,-,-"
"'[16:32:55.168]',-,-,-"
"'[16:32:55.176]',-,-,-"
"'[16:32:55.184]',-,-,-"
"'[16:32:55.192]',-,-,-"
"'[16:32:55.200]',-,-,-"
"'[16:32:55.208]',-,-,-"
"'[16:32:55.216]',-,-,-"
"'[16:32:55.224]',-,-,-"
"'[16:32:55.232]',-,-,-"
"'[16:32:55.240]',-,-,-"
"'[16:32:55.248]',-,-,-"
"'[16:32:55.256]',-,-,-"
"'[16:32:55.264]',-,-,-"
"'[16:32:55.272]',-,-,-"
"'[16:32:55.280]',-,-,-"
"'[16:32:55.288]',-,-,-"
"'[16:32:55.296]',-,-,-"
"'[16:32:55.304]',-,-,-"
"'[16:32:55.312]',-,-,-"
"'[16:32:55.320]',-,-,-"
"'[16:32:55.328]',-,-,-"
"'[16:32:55.336]',-,-,-"
"'[16:32:55.344]',-,-,-"
"'[16:32:55.352]',-,-,-"
"'[16:32:55.360]',-,-,-"
"'[16:32:55.368]',-,-,-"
"'[16:32:55.376]',-,-,-"
"'[16:32:55.384]',-,-,-"
"'[16:32:55.392]',-,-,-"
"'[16:32:55.400]',-,-,-"
"'[16:32:55.408]',-,-,-"
"'[16:32:55.416]',-,-,-"
"'[16:32:55.424]',-,-,-"
"'[16:32:55.432]',-,-,-"
"'[16:32:55.440]',-,-,-"
"'[16:32:55.448]',-,-,-"
"'[16:32:55.456]',-,-,-"
"'[16:32:55.464]',-,-,-"
"'[16:32:55.472]',-,-,-"
"'[16:32:55.480]',-,-,-"
"'[16:32:55.488]',-,-,-"
"'[16:32:55.496]',-,-,-"
"'[16:32:55.504]',-,-,-"
"'[16:32:55.512]',-,-,-"
"'[16:32:55.520]',-,-,-"
"'[16:32:55.528]',-,-,-"
"'[16:32:55.536]',-,-,-"
"'[16:32:55.544]',-,-,-"
"'[16:32:55.552]',-,-,-"
"'[16:32:55.560]',-,-,-"
"'[16:32:55.568]',-,-,-"
"'[16:32:55.576]',-,-,-"
"'[16:32:55.584]',-,-,-"
"'[16:32:55.592]',-,-,-"
"'[16:32:55.600]',-,-,-"
"'[16:32:55.608]',-,-,-"
"'[16:32:55.616]',-,-,-"
"'[16:32:55.624]',-,-,-"
"'[16:32:55.632]',-,-,-"
"'[16:32:55.640]',-,-,-"
"'[16:32:55.648]',-,-,-"
"'[16:32:55.656]',-,-,-"
"'[16:32:55.664]',-,-,-"
"'[16:32:55.672]',-,-,-"
"'[16:32:55.680]',-,-,-"
"'[16:32:55.688]',-,-,-"
"'[16:32:55.696]',-,-,-"
"'[16:32:55.704]',-,-,-"
"'[16:32:55.712]',-,-,-"
"'[16:32:55.720]',-,-,-"
"'[16:32:55.728]',-,-,-"
"'[16:32:55.736]',-,-,-"
"'[16:32:55.744]',-,-,-"
"'[16:32:55.752]',-,-,-"
"'[16:32:55.760]',-,-,-"
"'[16:32:55.768]',-,-,-"
"'[16:32:55.776]',-,-,-"
"'[16:32:55.784]',-,-,-"
"'[16:32:55.792]',-,-,-"
"'[16:32:55.800]',-,-,-"
"'[16:32:55.808]',-,-,-"
"'[16:32:55.816]',-,-,-"
"'[16:32:55.824]',-,-,-"
"'[16:32:55.832]',-,-,-"
"'[16:32:55.840]',-,-,-"
"'[16:32:55.848]',-,-,-"
"'[16:32:55.856]',-,-,-"
"'[16:32:55.864]',-,-,-"
"'[16:32:55.872]',-,-,-"
"'[16:32:55.880]',-,-,-"
"'[16:32:55.888]',-,-,-"
"'[16:32:55.896]',-,-,-"
"'[16:32:55.904]',-,-,-"
"'[16:32:55.912]',-,-,-"
"'[16:32:55.920]',-,-,-"
"'[16:32:55.928]',-,-,-"
"'[16:32:55.936]',-,-,-"
"'[16:32:55.944]',-,-,-"
"'[16:32:55.952]',-,-,-"
"'[16:32:55.960]',-,-,-"
"'[16:32:55.968]',-,-,-"
"'[16:32:55.976]',-,-,-"
"'[16:32:55.984]',-,-,-"
"'[16:32:55.992]',-,-,-"
"'[16:32:56.000]',-,-,-"
"'[16:32:56.008]',-,-,-"
"'[16:32:56.016]',-,-,-"
"'[16:32:56.024]',-,-,-"
"'[16:32:56.032]',-,-,-"
"'[16:32:56.040]',-,-,-"
"'[16:32:56.048]',-,-,-"
"'[16:32:56.056]',-,-,-"
"'[16:32:56.064]',-,-,-"
"'[16:32:56.072]',-,-,-"
"'[16:32:56.080]',-,-,-"
"'[16:32:56.088]',-,-,-"
"'[16:32:56.096]',-,-,-"
"'[16:32:56.104]',-,-,-"
"'[16:32:56.112]',-,-,-"
"'[16:32:56.120]',-,-,-"
"'[16:32:56.128]',-,-,-"
"'[16:32:56.136]',-,-,-"
"'[16:32:56.144]',-,-,-"
"'[16:32:56.152]',-,-,-"
"'[16:32:56.160]',-,-,-"
"'[16:32:56.168]',-,-,-"
"'[16:32:56.176]',-,-,-"
"'[16:32:56.184]',-,-,-"
"'[16:32:56.192]',-,-,-"
"'[16:32:56.200]',-,-,-"
"'[16:32:56.208]',-,-,-"
"'[16:32:56.216]',-,-,-"
"'[16:32:56.224]',-,-,-"
"'[16:32:56.232]',-,-,-"
"'[16:32:56.240]',-,-,-"
"'[16:32:56.248]',-,-,-"
"'[16:32:56.256]',-,-,-"
"'[16:32:56.264]',-,-,-"
"'[16:32:56.272]',-,-,-"
"'[16:32:56.280]',-,-,-"
"'[16:32:56.288]',-,-,-"
"'[16:32:56.296]',-,-,-"
"'[16:32:56.304]',-,-,-"
"'[16:32:56.312]',-,-,-"
"'[16:32:56.320]',-,-,-"
"'[16:32:56.328]',-,-,-"
"'[16:32:56.336]',-,-,-"
"'[16:32:56.344]',-,-,-"
"'[16:32:56.352]',-,-,-"
"'[16:32:56.360]',-,-,-"
"'[16:32:56.368]',-,-,-"
"'[16:32:56.376]',-,-,-"
"'[16:32:56.384]',-,-,-"
"'[16:32:56.392]',-,-,-"
"'[16:32:56.400]',-,-,-"
"'[16:32:56.408]',-,-,-"
"'[16:32:56.416]',-,-,-"
"'[16:32:56.424]',-,-,-"
"'[16:32:56.432]',-,-,-"
"'[16:32:56.440]',-,-,-"
"'[16:32:56.448]',-,-,-"
"'[16:32:56.456]',-,-,-"
"'[16:32:56.464]',-,-,-"
"'[16:32:56.472]',-,-,-"
"'[16:32:56.480]',-,-,-"
"'[16:32:56.488]',-,-,-"
"'[16:32:56.496]',-,-,-"
"'[16:32:56.504]',-,-,-"
"'[16:32:56.512]',-,-,-"
"'[16:32:56.520]',-,-,-"
"'[16:32:56.528]',-,-,-"
"'[16:32:56.536]',-,-,-"
"'[16:32:56.544]',-,-,-"
"'[16:32:56.552]',-,-,-"
"'[16:32:56.560]',-,-,-"
"'[16:32:56.568]',-,-,-"
"'[16:32:56.576]',-,-,-"
"'[16:32:56.584]',-,-,-"
"'[16:32:56.592]',-,-,-"
"'[16:32:56.600]',-,-,-"
"'[16:32:56.608]',-,-,-"
"'[16:32:56.616]',-,-,-"
"'[16:32:56.624]',-,-,-"
"'[16:32:56.632]',-,-,-"
"'[16:32:56.640]',-,-,-"
"'[16:32:56.648]',-,-,-"
"'[16:32:56.656]',-,-,-"
"'[16:32:56.664]',-,-,-"
"'[16:32:56.672]',-,-,-"
"'[16:32:56.680]',-,-,-"
"'[16:32:56.688]',-,-,-"
"'[16:32:56.696]',-,-,-"
"'[16:32:56.704]',-,-,-"
"'[16:32:56.712]',-,-,-"
"'[16:32:56.720]',-,-,-"
"'[16:32:56.728]',-,-,-"
"'[16:32:56.736]',-,-,-"
"'[16:32:56.744]',-,-,-"
"'[16:32:56.752]',-,-,-"
"'[16:32:56.760]',-,-,-"
"'[16:32:56.768]',-,-,-"
"'[16:32:56.776]',-,-,-"
"'[16:32:56.784]',-,-,-"
"'[16:32:56.792]',-,-,-"
"'[16:32:56.800]',-,-,-"
"'[16:32:56.808]',-,-,-"
"'[16:32:56.816]',-,-,-"
"'[16:32:56.824]',-,-,-"
"'[16:32:56.832]',-,-,-"
"'[16:32:56.840]',-,-,-"
"'[16:32:56.848]',-,-,-"
"'[16:32:56.856]',-,-,-"
"'[16:32:56.864]',-,-,-"
"'[16:32:56.872]',-,-,-"
"'[16:32:56.880]',-,-,-"
"'[16:32:56.888]',-,-,-"
"'[16:32:56.896]',-,-,-"
"'[16:32:56.904]',-,-,-"
"'[16:32:56.912]',-,-,-"
"'[16:32:56.920]',-,-,-"
"'[16:32:56.928]',-,-,-"
"'[16:32:56.936]',-,-,-"
"'[16:32:56.944]',-,-,-"
"'[16:32:56.952]',-,-,-"
"'[16:32:56.960]',-,-,-"
"'[16:32:56.968]',-,-,-"
"'[16:32:56.976]',-,-,-"
"'[16:32:56.984]',-,-,-"
"'[16:32:56.992]',-,-,-"
"'[16:32:57.000]',-,-,-"
"'[16:32:57.008]',-,-,-"
"'[16:32:57.016]',-,-,-"
"'[16:32:57.024]',-,-,-"
"'[16:32:57.032]',-,-,-"
"'[16:32:57.040]',-,-,-"
"'[16:32:57.048]',-,-,-"
"'[16:32:57.056]',-,-,-"
"'[16:32:57.064]',-,-,-"
"'[16:32:57.072]',-,-,-"
"'[16:32:57.080]',-,-,-"
"'[16:32:57.088]',-,-,-"
"'[16:32:57.096]',-,-,-"
"'[16:32:57.104]',-,-,-"
"'[16:32:57.112]',-,-,-"
"'[16:32:57.120]',-,-,-"
"'[16:32:57.128]',-,-,-"
"'[16:32:57.136]',-,-,-"
"'[16:32:57.144]',-,-,-"
"'[16:32:57.152]',-,-,-"
"'[16:32:57.160]',-,-,-"
"'[16:32:57.168]',-,-,-"
"'[16:32:57.176]',-,-,-"
"'[16:32:57.184]',-,-,-"
"'[16:32:57.192]',-,-,-"
"'[16:32:57.200]',-,-,-"
"'[16:32:57.208]',-,-,-"
"'[16:32:57.216]',-,-,-"
"'[16:32:57.224]',-,-,-"
"'[16:32:57.232]',-,-,-"
"'[16:32:57.240]',-,-,-"
"'[16:32:57.248]',-,-,-"
"'[16:32:57.256]',-,-,-"
"'[16:32:57.264]',-,-,-"
"'[16:32:57.272]',-,-,-"
"'[16:32:57.280]',-,-,-"
"'[16:32:57.288]',-,-,-"
"'[16:32:57.296]',-,-,-"
"'[16:32:57.304]',-,-,-"
"'[16:32:57.312]',-,-,-"
"'[16:32:57.320]',-,-,-"
"'[16:32:57.328]',-,-,-"
"'[16:32:57.336]',-,-,-"
"'[16:32:57.344]',-,-,-"
"'[16:32:57.352]',-,-,-"
"'[16:32:57.360]',-,-,-"
"'[16:32:57.368]',-,-,-"
"'[16:32:57.376]',-,-,-"
"'[16:32:57.384]',-,-,-"
"'[16:32:57.392]',-,-,-"
"'[16:32:57.400]',-,-,-"
"'[16:32:57.408]',-,-,-"
"'[16:32:57.416]',-,-,-"
"'[16:32:57.424]',-,-,-"
"'[16:32:57.432]',-,-,-"
"'[16:32:57.440]',-,-,-"
"'[16:32:57.448]',-,-,-"
"'[16:32:57.456]',-,-,-"
"'[16:32:57.464]',-,-,-"
"'[16:32:57.472]',-,-,-"
"'[16:32:57.480]',-,-,-"
"'[16:32:57.488]',-,-,-"
"'[16:32:57.496]',-,-,-"
"'[16:32:57.504]',-,-,-"
"'[16:32:57.512]',-,-,-"
"'[16:32:57.520]',-,-,-"
"'[16:32:57.528]',-,-,-"
"'[16:32:57.536]',-,-,-"
"'[16:32:57.544]',-,-,-"
"'[16:32:57.552]',-,-,-"
"'[16:32:57.560]',-,-,-"
"'[16:32:57.568]',-,-,-"
"'[16:32:57.576]',-,-,-"
"'[16:32:57.584]',-,-,-"
"'[16:32:57.592]',-,-,-"
"'[16:32:57.600]',-,-,-"
"'[16:32:57.608]',-,-,-"
"'[16:32:57.616]',-,-,-"
"'[16:32:57.624]',-,-,-"
"'[16:32:57.632]',-,-,-"
"'[16:32:57.640]',-,-,-"
"'[16:32:57.648]',-,-,-"
"'[16:32:57.656]',-,-,-"
"'[16:32:57.664]',-,-,-"
"'[16:32:57.672]',-,-,-"
"'[16:32:57.680]',-,-,-"
"'[16:32:57.688]',-,-,-"
"'[16:32:57.696]',-,-,-"
"'[16:32:57.704]',-,-,-"
"'[16:32:57.712]',-,-,-"
"'[16:32:57.720]',-,-,-"
"'[16:32:57.728]',-,-,-"
"'[16:32:57.736]',-,-,-"
"'[16:32:57.744]',-,-,-"
"'[16:32:57.752]',-,-,-"
"'[16:32:57.760]',-,-,-"
"'[16:32:57.768]',-,-,-"
"'[16:32:57.776]',-,-,-"
"'[16:32:57.784]',-,-,-"
"'[16:32:57.792]',-,-,-"
"'[16:32:57.800]',-,-,-"
"'[16:32:57.808]',-,-,-"
"'[16:32:57.816]',-,-,-"
"'[16:32:57.824]',-,-,-"
"'[16:32:57.832]',-,-,-"
"'[16:32:57.840]',-,-,-"
"'[16:32:57.848]',-,-,-"
"'[16:32:57.856]',-,-,-"
"'[16:32:57.864]',-,-,-"
"'[16:32:57.872]',-,-,-"
"'[16:32:57.880]',-,-,-"
"'[16:32:57.888]',-,-,-"
"'[16:32:57.896]',-,-,-"
"'[16:32:57.904]',-,-,-"
"'[16:32:57.912]',-,-,-"
"'[16:32:57.920]',-,-,-"
"'[16:32:57.928]',-,-,-"
"'[16:32:57.936]',-,-,-"
"'[16:32:57.944]',-,-,-"
"'[16:32:57.952]',-,-,-"
"'[16:32:57.960]',-,-,-"
"'[16:32:57.968]',-,-,-"
"'[16:32:57.976]',-,-,-"
"'[16:32:57.984]',-,-,-"
"'[16:32:57.992]',-,-,-"
"'[16:32:58.000]',-,-,-"
"'[16:32:58.008]',-,-,-"
"'[16:32:58.016]',-,-,-"
"'[16:32:58.024]',-,-,-"
"'[16:32:58.032]',-,-,-"
"'[16:32:58.040]',-,-,-"
"'[16:32:58.048]',-,-,-"
"'[16:32:58.056]',-,-,-"
"'[16:32:58.064]',-,-,-"
"'[16:32:58.072]',-,-,-"
"'[16:32:58.080]',-,-,-"
"'[16:32:58.088]',-,-,-"
"'[16:32:58.096]',-,-,-"
"'[16:32:58.104]',-,-,-"
"'[16:32:58.112]',-,-,-"
"'[16:32:58.120]',-,-,-"
"'[16:32:58.128]',-,-,-"
"'[16:32:58.136]',-,-,-"
"'[16:32:58.144]',-,-,-"
"'[16:32:58.152]',-,-,-"
"'[16:32:58.160]',-,-,-"
"'[16:32:58.168]',-,-,-"
"'[16:32:58.176]',-,-,-"
"'[16:32:58.184]',-,-,-"
"'[16:32:58.192]',-,-,-"
"'[16:32:58.200]',-,-,-"
"'[16:32:58.208]',-,-,-"
"'[16:32:58.216]',-,-,-"
"'[16:32:58.224]',-,-,-"
"'[16:32:58.232]',-,-,-"
"'[16:32:58.240]',-,-,-"
"'[16:32:58.248]',-,-,-"
"'[16:32:58.256]',-,-,-"
"'[16:32:58.264]',-,-,-"
"'[16:32:58.272]',-,-,-"
"'[16:32:58.280]',-,-,-"
"'[16:32:58.288]',-,-,-"
"'[16:32:58.296]',-,-,-"
"'[16:32:58.304]',-,-,-"
"'[16:32:58.312]',-,-,-"
"'[16:32:58.320]',-,-,-"
"'[16:32:58.328]',-,-,-"
"'[16:32:58.336]',-,-,-"
"'[16:32:58.344]',-,-,-"
"'[16:32:58.352]',-,-,-"
"'[16:32:58.360]',-,-,-"
"'[16:32:58.368]',-,-,-"
"'[16:32:58.376]',-,-,-"
"'[16:32:58.384]',-,-,-"
"'[16:32:58.392]',-,-,-"
"'[16:32:58.400]',-,-,-"
"'[16:32:58.408]',-,-,-"
"'[16:32:58.416]',-,-,-"
"'[16:32:58.424]',-,-,-"
"'[16:32:58.432]',-,-,-"
"'[16:32:58.440]',-,-,-"
"'[16:32:58.448]',-,-,-"
"'[16:32:58.456]',-,-,-"
"'[16:32:58.464]',-,-,-"
"'[16:32:58.472]',-,-,-"
"'[16:32:58.480]',-,-,-"
"'[16:32:58.488]',-,-,-"
"'[16:32:58.496]',-,-,-"
"'[16:32:58.504]',-,-,-"
"'[16:32:58.512]',-,-,-"
"'[16:32:58.520]',-,-,-"
"'[16:32:58.528]',-,-,-"
"'[16:32:58.536]',-,-,-"
"'[16:32:58.544]',-,-,-"
"'[16:32:58.552]',-,-,-"
"'[16:32:58.560]',-,-,-"
"'[16:32:58.568]',-,-,-"
"'[16:32:58.576]',-,-,-"
"'[16:32:58.584]',-,-,-"
"'[16:32:58.592]',-,-,-"
"'[16:32:58.600]',-,-,-"
"'[16:32:58.608]',-,-,-"
"'[16:32:58.616]',-,-,-"
"'[16:32:58.624]',-,-,-"
"'[16:32:58.632]',-,-,-"
"'[16:32:58.640]',-,-,-"
"'[16:32:58.648]',-,-,-"
"'[16:32:58.656]',-,-,-"
"'[16:32:58.664]',-,-,-"
"'[16:32:58.672]',-,-,-"
"'[16:32:58.680]',-,-,-"
"'[16:32:58.688]',-,-,-"
"'[16:32:58.696]',-,-,-"
"'[16:32:58.704]',-,-,-"
"'[16:32:58.712]',-,-,-"
"'[16:32:58.720]',-,-,-"
"'[16:32:58.728]',-,-,-"
"'[16:32:58.736]',-,-,-"
"'[16:32:58.744]',-,-,-"
"'[16:32:58.752]',-,-,-"
"'[16:32:58.760]',-,-,-"
"'[16:32:58.768]',-,-,-"
"'[16:32:58.776]',-,-,-"
"'[16:32:58.784]',-,-,-"
"'[16:32:58.792]',-,-,-"
"'[16:32:58.800]',-,-,-"
"'[16:32:58.808]',-,-,-"
"'[16:32:58.816]',-,-,-"
"'[16:32:58.824]',-,-,-"
"'[16:32:58.832]',-,-,-"
"'[16:32:58.840]',-,-,-"
"'[16:32:58.848]',-,-,-"
"'[16:32:58.856]',-,-,-"
"'[16:32:58.864]',-,-,-"
"'[16:32:58.872]',-,-,-"
"'[16:32:58.880]',-,-,-"
"'[16:32:58.888]',-,-,-"
"'[16:32:58.896]',-,-,-"
"'[16:32:58.904]',-,-,-"
"'[16:32:58.912]',-,-,-"
"'[16:32:58.920]',-,-,-"
"'[16:32:58.928]',-,-,-"
"'[16:32:58.936]',-,-,-"
"'[16:32:58.944]',-,-,-"
"'[16:32:58.952]',-,-,-"
"'[16:32:58.960]',-,-,-"
"'[16:32:58.968]',-,-,-"
"'[16:32:58.976]',-,-,-"
"'[16:32:58.984]',-,-,-"
"'[16:32:58.992]',-,-,-"
"'[16:32:59.000]',-,-,-"
"'[16:32:59.008]',-,-,-"
"'[16:32:59.016]',-,-,-"
"'[16:32:59.024]',-,-,-"
"'[16:32:59.032]',-,-,-"
"'[16:32:59.040]',-,-,-"
"'[16:32:59.048]',-,-,-"
"'[16:32:59.056]',-,-,-"
"'[16:32:59.064]',-,-,-"
"'[16:32:59.072]',-,-,-"
"'[16:32:59.080]',-,-,-"
"'[16:32:59.088]',-,-,-"
"'[16:32:59.096]',-,-,-"
"'[16:32:59.104]',-,-,-"
"'[16:32:59.112]',-,-,-"
"'[16:32:59.120]',-,-,-"
"'[16:32:59.128]',-,-,-"
"'[16:32:59.136]',-,-,-"
"'[16:32:59.144]',-,-,-"
"'[16:32:59.152]',-,-,-"
"'[16:32:59.160]',-,-,-"
"'[16:32:59.168]',-,-,-"
"'[16:32:59.176]',-,-,-"
"'[16:32:59.184]',-,-,-"
"'[16:32:59.192]',-,-,-"
"'[16:32:59.200]',-,-,-"
"'[16:32:59.208]',-,-,-"
"'[16:32:59.216]',-,-,-"
"'[16:32:59.224]',-,-,-"
"'[16:32:59.232]',-,-,-"
"'[16:32:59.240]',-,-,-"
"'[16:32:59.248]',-,-,-"
"'[16:32:59.256]',-,-,-"
"'[16:32:59.264]',-,-,-"
"'[16:32:59.272]',-,-,-"
"'[16:32:59.280]',-,-,-"
"'[16:32:59.288]',-,-,-"
"'[16:32:59.296]',-,-,-"
"'[16:32:59.304]',-,-,-"
"'[16:32:59.312]',-,-,-"
"'[16:32:59.320]',-,-,-"
"'[16:32:59.328]',-,-,-"
"'[16:32:59.336]',-,-,-"
"'[16:32:59.344]',-,-,-"
"'[16:32:59.352]',-,-,-"
"'[16:32:59.360]',-,-,-"
"'[16:32:59.368]',-,-,-"
"'[16:32:59.376]',-,-,-"
"'[16:32:59.384]',-,-,-"
"'[16:32:59.392]',-,-,-"
"'[16:32:59.400]',-,-,-"
"'[16:32:59.408]',-,-,-"
"'[16:32:59.416]',-,-,-"
"'[16:32:59.424]',-,-,-"
"'[16:32:59.432]',-,-,-"
"'[16:32:59.440]',-,-,-"
"'[16:32:59.448]',-,-,-"
"'[16:32:59.456]',-,-,-"
"'[16:32:59.464]',-,-,-"
"'[16:32:59.472]',-,-,-"
"'[16:32:59.480]',-,-,-"
"'[16:32:59.488]',-,-,-"
"'[16:32:59.496]',-,-,-"
"'[16:32:59.504]',-,-,-"
"'[16:32:59.512]',-,-,-"
"'[16:32:59.520]',-,-,-"
"'[16:32:59.528]',-,-,-"
"'[16:32:59.536]',-,-,-"
"'[16:32:59.544]',-,-,-"
"'[16:32:59.552]',-,-,-"
"'[16:32:59.560]',-,-,-"
"'[16:32:59.568]',-,-,-"
"'[16:32:59.576]',-,-,-"
"'[16:32:59.584]',-,-,-"
"'[16:32:59.592]',-,-,-"
"'[16:32:59.600]',-,-,-"
"'[16:32:59.608]',-,-,-"
"'[16:32:59.616]',-,-,-"
"'[16:32:59.624]',-,-,-"
"'[16:32:59.632]',-,-,-"
"'[16:32:59.640]',-,-,-"
"'[16:32:59.648]',-,-,-"
"'[16:32:59.656]',-,-,-"
"'[16:32:59.664]',-,-,-"
"'[16:32:59.672]',-,-,-"
"'[16:32:59.680]',-,-,-"
"'[16:32:59.688]',-,-,-"
"'[16:32:59.696]',-,-,-"
"'[16:32:59.704]',-,-,-"
"'[16:32:59.712]',-,-,-"
"'[16:32:59.720]',-,-,-"
"'[16:32:59.728]',-,-,-"
"'[16:32:59.736]',-,-,-"
"'[16:32:59.744]',-,-,-"
"'[16:32:59.752]',-,-,-"
"'[16:32:59.760]',-,-,-"
"'[16:32:59.768]',-,-,-"
"'[16:32:59.776]',-,-,-"
"'[16:32:59.784]',-,-,-"
"'[16:32:59.792]',-,-,-"
"'[16:32:59.800]',-,-,-"
"'[16:32:59.808]',-,-,-"
"'[16:32:59.816]',-,-,-"
"'[16:32:59.824]',-,-,-"
"'[16:32:59.832]',-,-,-"
"'[16:32:59.840]',-,-,-"
"'[16:32:59.848]',-,-,-"
"'[16:32:59.856]',-,-,-"
"'[16:32:59.864]',-,-,-"
"'[16:32:59.872]',-,-,-"
"'[16:32:59.880]',-,-,-"
"'[16:32:59.888]',-,-,-"
"'[16:32:59.896]',-,-,-"
"'[16:32:59.904]',-,-,-"
"'[16:32:59.912]',-,-,-"
"'[16:32:59.920]',-,-,-"
"'[16:32:59.928]',-,-,-"
"'[16:32:59.936]',-,-,-"
"'[16:32:59.944]',-,-,-"
"'[16:32:59.952]',-,-,-"
"'[16:32:59.960]',-,-,-"
"'[16:32:59.968]',-,-,-"
"'[16:32:59.976]',-,-,-"
"'[16:32:59.984]',-,-,-"
"'[16:32:59.992]',-,-,-"
