"'Time','I','II','III','V','RESP','PLETH','ABP'"
"'[19:18:46.012]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.020]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.028]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.036]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.044]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.052]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.060]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.068]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.076]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.084]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.092]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.100]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.108]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.116]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.124]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.132]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.140]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.148]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.156]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.164]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.172]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.180]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.188]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.196]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.204]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.212]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.220]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.228]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.236]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.244]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.252]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.260]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.268]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.276]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.284]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.292]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.300]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.308]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.316]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.324]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.332]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.340]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.348]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.356]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.364]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.372]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.380]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.388]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.396]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.404]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.412]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.420]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.428]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.436]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.444]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.452]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.460]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.468]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.476]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.484]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.492]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.500]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.508]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.516]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.524]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.532]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.540]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.548]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.556]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.564]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.572]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.580]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.588]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.596]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.604]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.612]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.620]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.628]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.636]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.644]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.652]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.660]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.668]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.676]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.684]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.692]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.700]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.708]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.716]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.724]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.732]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.740]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.748]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.756]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.764]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.772]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.780]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.788]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.796]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.804]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.812]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.820]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.828]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.836]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.844]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.852]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.860]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.868]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.876]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.884]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.892]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.900]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.908]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.916]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.924]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.932]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.940]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.948]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.956]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.964]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.972]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.980]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.988]',-,-,-,-,0.248,2.002,-"
"'[19:18:46.996]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.004]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.012]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.020]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.028]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.036]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.044]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.052]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.060]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.068]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.076]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.084]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.092]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.100]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.108]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.116]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.124]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.132]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.140]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.148]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.156]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.164]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.172]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.180]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.188]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.196]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.204]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.212]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.220]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.228]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.236]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.244]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.252]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.260]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.268]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.276]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.284]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.292]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.300]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.308]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.316]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.324]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.332]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.340]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.348]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.356]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.364]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.372]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.380]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.388]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.396]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.404]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.412]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.420]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.428]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.436]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.444]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.452]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.460]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.468]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.476]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.484]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.492]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.500]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.508]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.516]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.524]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.532]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.540]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.548]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.556]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.564]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.572]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.580]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.588]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.596]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.604]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.612]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.620]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.628]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.636]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.644]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.652]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.660]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.668]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.676]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.684]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.692]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.700]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.708]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.716]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.724]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.732]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.740]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.748]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.756]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.764]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.772]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.780]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.788]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.796]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.804]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.812]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.820]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.828]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.836]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.844]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.852]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.860]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.868]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.876]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.884]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.892]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.900]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.908]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.916]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.924]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.932]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.940]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.948]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.956]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.964]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.972]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.980]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.988]',-,-,-,-,0.248,2.002,-"
"'[19:18:47.996]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.004]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.012]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.020]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.028]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.036]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.044]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.052]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.060]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.068]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.076]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.084]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.092]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.100]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.108]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.116]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.124]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.132]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.140]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.148]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.156]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.164]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.172]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.180]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.188]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.196]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.204]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.212]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.220]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.228]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.236]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.244]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.252]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.260]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.268]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.276]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.284]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.292]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.300]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.308]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.316]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.324]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.332]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.340]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.348]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.356]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.364]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.372]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.380]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.388]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.396]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.404]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.412]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.420]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.428]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.436]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.444]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.452]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.460]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.468]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.476]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.484]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.492]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.500]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.508]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.516]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.524]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.532]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.540]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.548]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.556]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.564]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.572]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.580]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.588]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.596]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.604]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.612]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.620]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.628]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.636]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.644]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.652]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.660]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.668]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.676]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.684]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.692]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.700]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.708]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.716]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.724]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.732]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.740]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.748]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.756]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.764]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.772]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.780]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.788]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.796]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.804]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.812]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.820]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.828]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.836]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.844]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.852]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.860]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.868]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.876]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.884]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.892]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.900]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.908]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.916]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.924]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.932]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.940]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.948]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.956]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.964]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.972]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.980]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.988]',-,-,-,-,0.248,2.002,-"
"'[19:18:48.996]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.004]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.012]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.020]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.028]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.036]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.044]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.052]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.060]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.068]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.076]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.084]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.092]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.100]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.108]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.116]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.124]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.132]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.140]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.148]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.156]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.164]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.172]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.180]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.188]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.196]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.204]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.212]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.220]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.228]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.236]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.244]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.252]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.260]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.268]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.276]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.284]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.292]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.300]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.308]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.316]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.324]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.332]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.340]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.348]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.356]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.364]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.372]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.380]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.388]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.396]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.404]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.412]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.420]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.428]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.436]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.444]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.452]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.460]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.468]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.476]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.484]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.492]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.500]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.508]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.516]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.524]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.532]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.540]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.548]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.556]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.564]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.572]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.580]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.588]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.596]',-,-,-,-,0.248,2.002,-"
"'[19:18:49.604]',-,-,-,-,0.248,2.002,-"
