'Time','II','PLETH','ABP'
'[10:17:33.192]',0.494,0.329,96.250
'[10:17:33.200]',0.494,0.318,93.959
'[10:17:33.208]',0.494,0.306,91.667
'[10:17:33.216]',0.494,0.298,88.802
'[10:17:33.224]',0.498,0.290,85.938
'[10:17:33.232]',0.514,0.282,83.073
'[10:17:33.240]',0.522,0.275,80.209
'[10:17:33.248]',0.486,0.271,77.917
'[10:17:33.256]',0.420,0.267,75.625
'[10:17:33.264]',0.341,0.271,73.334
'[10:17:33.272]',0.275,0.282,71.615
'[10:17:33.280]',0.224,0.306,70.469
'[10:17:33.288]',0.204,0.333,69.323
'[10:17:33.296]',0.204,0.373,68.750
'[10:17:33.304]',0.184,0.416,68.177
'[10:17:33.312]',0.180,0.467,68.177
'[10:17:33.320]',0.224,0.510,68.177
'[10:17:33.328]',0.294,0.545,68.177
'[10:17:33.336]',0.380,0.584,68.177
'[10:17:33.344]',0.471,0.624,68.177
'[10:17:33.352]',0.545,0.655,68.177
'[10:17:33.360]',0.584,0.678,68.177
'[10:17:33.368]',0.604,0.698,68.750
'[10:17:33.376]',0.620,0.710,68.750
'[10:17:33.384]',0.631,0.718,68.750
'[10:17:33.392]',0.639,0.722,68.750
'[10:17:33.400]',0.647,0.718,68.750
'[10:17:33.408]',0.651,0.710,68.750
'[10:17:33.416]',0.659,0.702,68.177
'[10:17:33.424]',0.671,0.690,68.177
'[10:17:33.432]',0.675,0.675,68.177
'[10:17:33.440]',0.682,0.655,68.177
'[10:17:33.448]',0.690,0.635,67.031
'[10:17:33.456]',0.694,0.612,67.031
'[10:17:33.464]',0.706,0.584,66.459
'[10:17:33.472]',0.714,0.557,65.886
'[10:17:33.480]',0.722,0.533,65.886
'[10:17:33.488]',0.725,0.506,65.886
'[10:17:33.496]',0.729,0.486,64.740
'[10:17:33.504]',0.725,0.467,64.740
'[10:17:33.512]',0.714,0.455,64.167
'[10:17:33.520]',0.702,0.447,64.167
'[10:17:33.528]',0.686,0.443,63.021
'[10:17:33.536]',0.659,0.439,62.448
'[10:17:33.544]',0.639,0.443,61.875
'[10:17:33.552]',0.620,0.447,61.875
'[10:17:33.560]',0.600,0.451,60.729
'[10:17:33.568]',0.584,0.455,60.729
'[10:17:33.576]',0.576,0.459,60.729
'[10:17:33.584]',0.561,0.463,61.875
'[10:17:33.592]',0.557,0.467,64.167
'[10:17:33.600]',0.545,0.467,67.031
'[10:17:33.608]',0.545,0.467,71.042
'[10:17:33.616]',0.541,0.463,75.625
'[10:17:33.624]',0.545,0.459,80.209
'[10:17:33.632]',0.549,0.451,84.219
'[10:17:33.640]',0.545,0.443,87.656
'[10:17:33.648]',0.541,0.431,89.948
'[10:17:33.656]',0.541,0.420,92.240
'[10:17:33.664]',0.545,0.408,94.531
'[10:17:33.672]',0.545,0.392,96.823
'[10:17:33.680]',0.541,0.380,98.542
'[10:17:33.688]',0.525,0.365,98.542
'[10:17:33.696]',0.506,0.353,98.542
'[10:17:33.704]',0.494,0.341,97.396
'[10:17:33.712]',0.494,0.329,97.396
'[10:17:33.720]',0.490,0.322,96.823
'[10:17:33.728]',0.490,0.314,95.104
'[10:17:33.736]',0.490,0.302,92.813
'[10:17:33.744]',0.486,0.290,90.521
'[10:17:33.752]',0.486,0.282,88.229
'[10:17:33.760]',0.490,0.271,85.938
'[10:17:33.768]',0.510,0.259,83.073
'[10:17:33.776]',0.514,0.251,79.636
'[10:17:33.784]',0.478,0.243,77.344
'[10:17:33.792]',0.416,0.239,75.052
'[10:17:33.800]',0.341,0.239,72.761
'[10:17:33.808]',0.275,0.247,71.042
'[10:17:33.816]',0.227,0.263,69.323
'[10:17:33.824]',0.208,0.286,68.750
'[10:17:33.832]',0.204,0.318,68.177
'[10:17:33.840]',0.184,0.357,67.031
'[10:17:33.848]',0.180,0.408,66.459
'[10:17:33.856]',0.224,0.459,66.459
'[10:17:33.864]',0.294,0.510,66.459
'[10:17:33.872]',0.380,0.557,66.459
'[10:17:33.880]',0.478,0.600,67.031
'[10:17:33.888]',0.549,0.639,67.031
'[10:17:33.896]',0.600,0.667,67.031
'[10:17:33.904]',0.620,0.690,67.031
'[10:17:33.912]',0.631,0.706,68.177
'[10:17:33.920]',0.635,0.714,68.177
'[10:17:33.928]',0.647,0.718,68.177
'[10:17:33.936]',0.651,0.714,68.177
'[10:17:33.944]',0.655,0.710,68.177
'[10:17:33.952]',0.667,0.702,68.177
'[10:17:33.960]',0.675,0.686,67.031
'[10:17:33.968]',0.682,0.671,67.031
'[10:17:33.976]',0.690,0.651,67.031
'[10:17:33.984]',0.694,0.627,66.459
'[10:17:33.992]',0.702,0.604,66.459
'[10:17:34.000]',0.710,0.576,65.886
'[10:17:34.008]',0.714,0.549,65.886
'[10:17:34.016]',0.725,0.525,64.740
'[10:17:34.024]',0.729,0.506,64.740
'[10:17:34.032]',0.737,0.486,64.167
'[10:17:34.040]',0.729,0.467,64.167
'[10:17:34.048]',0.722,0.451,63.021
'[10:17:34.056]',0.702,0.443,63.021
'[10:17:34.064]',0.686,0.435,62.448
'[10:17:34.072]',0.667,0.435,62.448
'[10:17:34.080]',0.647,0.435,61.875
'[10:17:34.088]',0.624,0.439,60.729
'[10:17:34.096]',0.600,0.443,60.156
'[10:17:34.104]',0.584,0.451,60.156
'[10:17:34.112]',0.569,0.459,60.156
'[10:17:34.120]',0.561,0.463,60.729
'[10:17:34.128]',0.557,0.467,63.021
'[10:17:34.136]',0.549,0.467,66.459
'[10:17:34.144]',0.545,0.467,71.042
'[10:17:34.152]',0.545,0.467,75.625
'[10:17:34.160]',0.557,0.463,79.636
'[10:17:34.168]',0.557,0.455,83.646
'[10:17:34.176]',0.545,0.447,86.511
'[10:17:34.184]',0.545,0.435,88.802
'[10:17:34.192]',0.545,0.424,91.667
'[10:17:34.200]',0.557,0.412,93.959
'[10:17:34.208]',0.557,0.400,96.250
'[10:17:34.216]',0.541,0.388,97.396
'[10:17:34.224]',0.525,0.380,97.396
'[10:17:34.232]',0.506,0.369,97.396
'[10:17:34.240]',0.494,0.357,97.396
'[10:17:34.248]',0.494,0.345,96.823
'[10:17:34.256]',0.494,0.333,95.104
'[10:17:34.264]',0.490,0.322,93.959
'[10:17:34.272]',0.490,0.314,92.240
'[10:17:34.280]',0.490,0.302,89.948
'[10:17:34.288]',0.490,0.294,87.656
'[10:17:34.296]',0.494,0.282,85.365
'[10:17:34.304]',0.514,0.275,81.927
'[10:17:34.312]',0.522,0.267,79.063
'[10:17:34.320]',0.490,0.263,76.771
'[10:17:34.328]',0.424,0.259,74.479
'[10:17:34.336]',0.345,0.259,71.615
'[10:17:34.344]',0.282,0.263,70.469
'[10:17:34.352]',0.235,0.278,69.323
'[10:17:34.360]',0.208,0.302,68.177
'[10:17:34.368]',0.204,0.333,67.031
'[10:17:34.376]',0.184,0.376,67.031
'[10:17:34.384]',0.173,0.424,66.459
'[10:17:34.392]',0.216,0.475,66.459
'[10:17:34.400]',0.282,0.522,66.459
'[10:17:34.408]',0.369,0.569,66.459
'[10:17:34.416]',0.467,0.604,66.459
'[10:17:34.424]',0.549,0.635,67.031
'[10:17:34.432]',0.596,0.663,67.031
'[10:17:34.440]',0.620,0.682,67.031
'[10:17:34.448]',0.631,0.698,67.031
'[10:17:34.456]',0.639,0.706,67.031
'[10:17:34.464]',0.651,0.710,67.031
'[10:17:34.472]',0.655,0.710,67.031
'[10:17:34.480]',0.667,0.706,67.031
'[10:17:34.488]',0.671,0.698,67.031
'[10:17:34.496]',0.671,0.682,67.031
'[10:17:34.504]',0.675,0.667,66.459
'[10:17:34.512]',0.682,0.651,66.459
'[10:17:34.520]',0.686,0.631,66.459
'[10:17:34.528]',0.694,0.608,65.886
'[10:17:34.536]',0.706,0.580,65.886
'[10:17:34.544]',0.714,0.557,64.740
'[10:17:34.552]',0.722,0.529,64.167
'[10:17:34.560]',0.725,0.506,64.167
'[10:17:34.568]',0.737,0.482,64.167
'[10:17:34.576]',0.725,0.463,64.167
'[10:17:34.584]',0.722,0.451,64.167
'[10:17:34.592]',0.706,0.439,63.021
'[10:17:34.600]',0.690,0.435,62.448
'[10:17:34.608]',0.671,0.435,61.875
'[10:17:34.616]',0.651,0.435,60.729
'[10:17:34.624]',0.635,0.439,60.729
'[10:17:34.632]',0.616,0.447,60.156
'[10:17:34.640]',0.600,0.451,60.156
'[10:17:34.648]',0.580,0.459,60.156
'[10:17:34.656]',0.569,0.463,60.729
'[10:17:34.664]',0.561,0.467,63.021
'[10:17:34.672]',0.557,0.471,66.459
'[10:17:34.680]',0.557,0.471,71.042
'[10:17:34.688]',0.557,0.467,75.625
'[10:17:34.696]',0.557,0.463,79.636
'[10:17:34.704]',0.561,0.459,83.646
'[10:17:34.712]',0.557,0.451,86.511
'[10:17:34.720]',0.549,0.443,88.802
'[10:17:34.728]',0.549,0.435,91.667
'[10:17:34.736]',0.557,0.424,93.959
'[10:17:34.744]',0.549,0.412,96.250
'[10:17:34.752]',0.541,0.400,97.396
'[10:17:34.760]',0.525,0.384,97.396
'[10:17:34.768]',0.510,0.373,97.396
'[10:17:34.776]',0.494,0.361,96.823
'[10:17:34.784]',0.494,0.349,96.823
'[10:17:34.792]',0.494,0.337,96.250
'[10:17:34.800]',0.494,0.329,94.531
'[10:17:34.808]',0.490,0.318,92.240
'[10:17:34.816]',0.490,0.310,89.948
'[10:17:34.824]',0.490,0.306,87.656
'[10:17:34.832]',0.494,0.298,85.365
'[10:17:34.840]',0.510,0.286,81.927
'[10:17:34.848]',0.522,0.278,79.063
'[10:17:34.856]',0.494,0.271,76.771
'[10:17:34.864]',0.431,0.267,74.479
'[10:17:34.872]',0.361,0.267,71.615
'[10:17:34.880]',0.294,0.275,70.469
'[10:17:34.888]',0.243,0.290,68.750
'[10:17:34.896]',0.216,0.318,68.177
'[10:17:34.904]',0.208,0.353,67.031
'[10:17:34.912]',0.188,0.388,67.031
'[10:17:34.920]',0.184,0.427,66.459
'[10:17:34.928]',0.216,0.471,66.459
'[10:17:34.936]',0.275,0.522,66.459
'[10:17:34.944]',0.353,0.569,66.459
'[10:17:34.952]',0.451,0.608,66.459
'[10:17:34.960]',0.533,0.647,66.459
'[10:17:34.968]',0.584,0.675,67.031
'[10:17:34.976]',0.612,0.698,67.031
'[10:17:34.984]',0.620,0.710,67.031
'[10:17:34.992]',0.624,0.722,67.031
'[10:17:35.000]',0.631,0.722,67.031
'[10:17:35.008]',0.639,0.722,67.031
'[10:17:35.016]',0.647,0.718,67.031
'[10:17:35.024]',0.655,0.710,67.031
'[10:17:35.032]',0.667,0.694,67.031
'[10:17:35.040]',0.671,0.682,67.031
'[10:17:35.048]',0.682,0.663,67.031
'[10:17:35.056]',0.690,0.639,66.459
'[10:17:35.064]',0.694,0.616,65.886
'[10:17:35.072]',0.706,0.592,65.886
'[10:17:35.080]',0.714,0.565,64.740
'[10:17:35.088]',0.722,0.537,64.740
'[10:17:35.096]',0.725,0.510,64.167
'[10:17:35.104]',0.729,0.486,64.167
'[10:17:35.112]',0.725,0.471,64.167
'[10:17:35.120]',0.722,0.455,63.021
'[10:17:35.128]',0.710,0.447,63.021
'[10:17:35.136]',0.690,0.439,62.448
'[10:17:35.144]',0.671,0.439,61.875
'[10:17:35.152]',0.647,0.439,60.729
'[10:17:35.160]',0.624,0.443,60.729
'[10:17:35.168]',0.604,0.451,60.156
'[10:17:35.176]',0.592,0.459,60.156
'[10:17:35.184]',0.576,0.467,60.156
'[10:17:35.192]',0.561,0.475,60.729
'[10:17:35.200]',0.557,0.478,62.448
'[10:17:35.208]',0.545,0.478,65.886
'[10:17:35.216]',0.541,0.482,70.469
'[10:17:35.224]',0.541,0.478,75.052
'[10:17:35.232]',0.545,0.475,79.636
'[10:17:35.240]',0.557,0.471,83.073
'[10:17:35.248]',0.557,0.459,85.938
'[10:17:35.256]',0.545,0.451,88.802
'[10:17:35.264]',0.545,0.439,91.667
'[10:17:35.272]',0.549,0.427,93.959
'[10:17:35.280]',0.557,0.416,96.250
'[10:17:35.288]',0.541,0.404,97.396
'[10:17:35.296]',0.525,0.388,97.396
'[10:17:35.304]',0.510,0.376,97.396
'[10:17:35.312]',0.494,0.369,97.396
'[10:17:35.320]',0.490,0.361,96.823
'[10:17:35.328]',0.490,0.349,95.104
'[10:17:35.336]',0.490,0.337,93.959
'[10:17:35.344]',0.486,0.329,92.240
'[10:17:35.352]',0.486,0.318,89.948
'[10:17:35.360]',0.478,0.310,88.229
'[10:17:35.368]',0.478,0.298,85.938
'[10:17:35.376]',0.498,0.290,83.073
'[10:17:35.384]',0.514,0.278,79.636
'[10:17:35.392]',0.498,0.271,77.344
'[10:17:35.400]',0.443,0.267,75.052
'[10:17:35.408]',0.373,0.267,72.761
'[10:17:35.416]',0.310,0.271,71.042
'[10:17:35.424]',0.259,0.282,69.323
'[10:17:35.432]',0.224,0.306,68.177
'[10:17:35.440]',0.220,0.337,67.031
'[10:17:35.448]',0.204,0.376,67.031
'[10:17:35.456]',0.184,0.424,67.031
'[10:17:35.464]',0.208,0.475,67.031
'[10:17:35.472]',0.263,0.525,66.459
'[10:17:35.480]',0.341,0.573,66.459
'[10:17:35.488]',0.435,0.616,65.886
'[10:17:35.496]',0.525,0.651,66.459
'[10:17:35.504]',0.584,0.682,67.031
'[10:17:35.512]',0.612,0.702,68.177
'[10:17:35.520]',0.624,0.714,68.177
'[10:17:35.528]',0.631,0.725,67.031
'[10:17:35.536]',0.639,0.729,66.459
'[10:17:35.544]',0.647,0.729,66.459
'[10:17:35.552]',0.655,0.725,66.459
'[10:17:35.560]',0.659,0.714,67.031
'[10:17:35.568]',0.671,0.702,67.031
'[10:17:35.576]',0.675,0.686,66.459
'[10:17:35.584]',0.682,0.667,66.459
'[10:17:35.592]',0.690,0.647,65.886
'[10:17:35.600]',0.694,0.620,65.886
'[10:17:35.608]',0.706,0.596,64.740
'[10:17:35.616]',0.714,0.576,64.740
'[10:17:35.624]',0.722,0.549,64.740
'[10:17:35.632]',0.725,0.525,64.167
'[10:17:35.640]',0.737,0.498,64.167
'[10:17:35.648]',0.729,0.478,63.021
'[10:17:35.656]',0.725,0.463,62.448
'[10:17:35.664]',0.710,0.451,62.448
'[10:17:35.672]',0.694,0.443,62.448
'[10:17:35.680]',0.675,0.443,61.875
'[10:17:35.688]',0.655,0.443,60.729
'[10:17:35.696]',0.631,0.447,60.156
'[10:17:35.704]',0.612,0.455,60.156
'[10:17:35.712]',0.596,0.463,59.583
'[10:17:35.720]',0.580,0.467,60.156
'[10:17:35.728]',0.561,0.475,60.156
'[10:17:35.736]',0.549,0.478,62.448
'[10:17:35.744]',0.545,0.482,64.740
'[10:17:35.752]',0.541,0.482,69.323
'[10:17:35.760]',0.541,0.478,74.479
'[10:17:35.768]',0.545,0.475,79.063
'[10:17:35.776]',0.557,0.471,83.073
'[10:17:35.784]',0.557,0.463,85.938
'[10:17:35.792]',0.545,0.451,88.229
'[10:17:35.800]',0.545,0.439,90.521
'[10:17:35.808]',0.557,0.431,93.959
'[10:17:35.816]',0.561,0.424,95.104
'[10:17:35.824]',0.557,0.412,97.396
'[10:17:35.832]',0.541,0.400,97.396
'[10:17:35.840]',0.525,0.388,97.396
'[10:17:35.848]',0.506,0.373,96.823
'[10:17:35.856]',0.498,0.361,96.823
'[10:17:35.864]',0.498,0.353,95.104
'[10:17:35.872]',0.494,0.341,94.531
'[10:17:35.880]',0.494,0.329,92.813
'[10:17:35.888]',0.490,0.318,91.667
'[10:17:35.896]',0.490,0.310,88.802
'[10:17:35.904]',0.494,0.298,85.938
'[10:17:35.912]',0.506,0.290,83.073
'[10:17:35.920]',0.525,0.282,79.636
'[10:17:35.928]',0.514,0.275,76.771
'[10:17:35.936]',0.475,0.271,74.479
'[10:17:35.944]',0.404,0.267,72.761
'[10:17:35.952]',0.329,0.271,70.469
'[10:17:35.960]',0.275,0.282,68.750
'[10:17:35.968]',0.227,0.306,68.177
'[10:17:35.976]',0.220,0.337,67.031
'[10:17:35.984]',0.208,0.376,66.459
'[10:17:35.992]',0.184,0.427,66.459
'[10:17:36.000]',0.192,0.475,65.886
'[10:17:36.008]',0.243,0.522,65.886
'[10:17:36.016]',0.318,0.561,65.886
'[10:17:36.024]',0.416,0.600,65.886
'[10:17:36.032]',0.506,0.639,66.459
'[10:17:36.040]',0.569,0.671,66.459
'[10:17:36.048]',0.604,0.698,67.031
'[10:17:36.056]',0.620,0.714,67.031
'[10:17:36.064]',0.631,0.725,67.031
'[10:17:36.072]',0.635,0.733,67.031
'[10:17:36.080]',0.647,0.741,67.031
'[10:17:36.088]',0.651,0.737,67.031
'[10:17:36.096]',0.655,0.729,67.031
'[10:17:36.104]',0.667,0.718,67.031
'[10:17:36.112]',0.671,0.702,66.459
'[10:17:36.120]',0.675,0.686,66.459
'[10:17:36.128]',0.682,0.663,66.459
'[10:17:36.136]',0.694,0.639,65.886
'[10:17:36.144]',0.702,0.612,65.886
'[10:17:36.152]',0.706,0.584,65.886
'[10:17:36.160]',0.710,0.557,64.740
'[10:17:36.168]',0.714,0.529,64.740
'[10:17:36.176]',0.722,0.506,64.740
'[10:17:36.184]',0.725,0.482,64.167
'[10:17:36.192]',0.722,0.467,64.167
'[10:17:36.200]',0.710,0.455,63.021
'[10:17:36.208]',0.694,0.447,63.021
'[10:17:36.216]',0.675,0.443,62.448
'[10:17:36.224]',0.655,0.443,61.875
'[10:17:36.232]',0.635,0.447,61.875
'[10:17:36.240]',0.616,0.455,60.729
'[10:17:36.248]',0.600,0.459,60.729
'[10:17:36.256]',0.580,0.467,60.729
'[10:17:36.264]',0.565,0.475,60.729
'[10:17:36.272]',0.557,0.478,62.448
'[10:17:36.280]',0.545,0.482,64.740
'[10:17:36.288]',0.541,0.482,68.750
'[10:17:36.296]',0.533,0.482,73.334
'[10:17:36.304]',0.541,0.478,77.917
'[10:17:36.312]',0.545,0.475,81.927
'[10:17:36.320]',0.545,0.471,85.365
'[10:17:36.328]',0.541,0.463,88.229
'[10:17:36.336]',0.541,0.451,90.521
'[10:17:36.344]',0.545,0.439,92.813
'[10:17:36.352]',0.549,0.427,96.250
'[10:17:36.360]',0.545,0.416,97.396
'[10:17:36.368]',0.533,0.400,98.542
'[10:17:36.376]',0.522,0.388,98.542
'[10:17:36.384]',0.506,0.376,97.396
'[10:17:36.392]',0.494,0.365,97.396
'[10:17:36.400]',0.490,0.353,96.823
'[10:17:36.408]',0.490,0.341,95.104
'[10:17:36.416]',0.490,0.333,93.959
'[10:17:36.424]',0.478,0.325,91.667
'[10:17:36.432]',0.478,0.314,88.802
'[10:17:36.440]',0.478,0.306,86.511
'[10:17:36.448]',0.490,0.294,83.646
'[10:17:36.456]',0.510,0.286,80.209
'[10:17:36.464]',0.514,0.278,77.917
'[10:17:36.472]',0.459,0.271,75.625
'[10:17:36.480]',0.380,0.271,73.334
'[10:17:36.488]',0.294,0.275,71.042
'[10:17:36.496]',0.224,0.286,69.323
'[10:17:36.504]',0.180,0.306,68.750
'[10:17:36.512]',0.165,0.333,68.177
'[10:17:36.520]',0.169,0.365,67.031
'[10:17:36.528]',0.153,0.404,66.459
'[10:17:36.536]',0.169,0.455,66.459
'[10:17:36.544]',0.227,0.506,66.459
'[10:17:36.552]',0.306,0.553,66.459
'[10:17:36.560]',0.396,0.600,67.031
'[10:17:36.568]',0.486,0.643,67.031
'[10:17:36.576]',0.545,0.675,68.177
'[10:17:36.584]',0.592,0.702,68.177
'[10:17:36.592]',0.612,0.722,68.177
'[10:17:36.600]',0.624,0.733,68.177
'[10:17:36.608]',0.631,0.741,68.177
'[10:17:36.616]',0.635,0.741,68.177
'[10:17:36.624]',0.647,0.737,68.177
'[10:17:36.632]',0.651,0.733,68.177
'[10:17:36.640]',0.655,0.722,68.177
'[10:17:36.648]',0.667,0.710,68.177
'[10:17:36.656]',0.671,0.690,67.031
'[10:17:36.664]',0.675,0.671,67.031
'[10:17:36.672]',0.682,0.647,66.459
'[10:17:36.680]',0.690,0.624,66.459
'[10:17:36.688]',0.702,0.596,65.886
'[10:17:36.696]',0.710,0.569,65.886
'[10:17:36.704]',0.714,0.541,65.886
'[10:17:36.712]',0.714,0.522,65.886
'[10:17:36.720]',0.722,0.502,64.740
'[10:17:36.728]',0.710,0.486,64.740
'[10:17:36.736]',0.702,0.475,64.167
'[10:17:36.744]',0.686,0.463,64.167
'[10:17:36.752]',0.671,0.459,63.021
'[10:17:36.760]',0.651,0.459,62.448
'[10:17:36.768]',0.631,0.463,62.448
'[10:17:36.776]',0.612,0.467,61.875
'[10:17:36.784]',0.592,0.475,60.729
'[10:17:36.792]',0.569,0.482,60.729
'[10:17:36.800]',0.557,0.486,61.875
'[10:17:36.808]',0.541,0.490,62.448
'[10:17:36.816]',0.533,0.494,64.740
'[10:17:36.824]',0.529,0.494,68.750
'[10:17:36.832]',0.525,0.494,73.334
'[10:17:36.840]',0.525,0.490,79.063
'[10:17:36.848]',0.533,0.486,83.073
'[10:17:36.856]',0.541,0.478,86.511
'[10:17:36.864]',0.533,0.467,88.802
'[10:17:36.872]',0.533,0.455,92.240
'[10:17:36.880]',0.533,0.447,94.531
'[10:17:36.888]',0.541,0.435,96.823
'[10:17:36.896]',0.545,0.420,98.542
'[10:17:36.904]',0.533,0.408,99.115
'[10:17:36.912]',0.522,0.400,100.261
'[10:17:36.920]',0.506,0.392,100.261
'[10:17:36.928]',0.494,0.384,99.115
'[10:17:36.936]',0.490,0.373,98.542
'[10:17:36.944]',0.490,0.365,96.823
'[10:17:36.952]',0.490,0.357,95.104
'[10:17:36.960]',0.486,0.349,93.959
'[10:17:36.968]',0.486,0.337,90.521
'[10:17:36.976]',0.486,0.329,88.229
'[10:17:36.984]',0.490,0.322,85.938
'[10:17:36.992]',0.506,0.310,83.073
'[10:17:37.000]',0.514,0.302,80.209
'[10:17:37.008]',0.486,0.298,77.344
'[10:17:37.016]',0.416,0.298,74.479
'[10:17:37.024]',0.318,0.302,71.615
'[10:17:37.032]',0.243,0.310,70.469
'[10:17:37.040]',0.192,0.329,69.323
'[10:17:37.048]',0.173,0.357,68.750
'[10:17:37.056]',0.180,0.392,68.177
'[10:17:37.064]',0.173,0.435,67.031
'[10:17:37.072]',0.184,0.482,66.459
'[10:17:37.080]',0.227,0.533,66.459
'[10:17:37.088]',0.294,0.580,66.459
'[10:17:37.096]',0.380,0.624,67.031
'[10:17:37.104]',0.467,0.655,67.031
'[10:17:37.112]',0.541,0.682,68.177
'[10:17:37.120]',0.584,0.706,68.177
'[10:17:37.128]',0.604,0.725,68.177
'[10:17:37.136]',0.620,0.737,68.177
'[10:17:37.144]',0.631,0.745,68.177
'[10:17:37.152]',0.639,0.749,68.177
'[10:17:37.160]',0.651,0.745,67.031
'[10:17:37.168]',0.655,0.741,67.031
'[10:17:37.176]',0.667,0.729,67.031
'[10:17:37.184]',0.671,0.718,67.031
'[10:17:37.192]',0.675,0.702,66.459
'[10:17:37.200]',0.682,0.682,66.459
'[10:17:37.208]',0.690,0.663,66.459
'[10:17:37.216]',0.694,0.639,65.886
'[10:17:37.224]',0.702,0.616,65.886
'[10:17:37.232]',0.706,0.592,64.740
'[10:17:37.240]',0.710,0.565,64.740
'[10:17:37.248]',0.714,0.541,64.167
'[10:17:37.256]',0.722,0.518,64.167
'[10:17:37.264]',0.714,0.498,63.021
'[10:17:37.272]',0.706,0.486,62.448
'[10:17:37.280]',0.690,0.475,62.448
'[10:17:37.288]',0.671,0.471,62.448
'[10:17:37.296]',0.651,0.471,61.875
'[10:17:37.304]',0.635,0.471,61.875
'[10:17:37.312]',0.616,0.471,60.729
'[10:17:37.320]',0.596,0.475,60.729
'[10:17:37.328]',0.580,0.482,60.156
'[10:17:37.336]',0.569,0.486,60.729
'[10:17:37.344]',0.557,0.490,61.875
'[10:17:37.352]',0.545,0.490,64.167
'[10:17:37.360]',0.541,0.490,68.177
'[10:17:37.368]',0.533,0.490,72.761
'[10:17:37.376]',0.529,0.486,77.344
'[10:17:37.384]',0.533,0.478,81.354
'[10:17:37.392]',0.541,0.471,85.365
'[10:17:37.400]',0.545,0.459,88.229
'[10:17:37.408]',0.533,0.451,90.521
'[10:17:37.416]',0.533,0.439,93.959
'[10:17:37.424]',0.533,0.427,96.250
'[10:17:37.432]',0.541,0.416,98.542
'[10:17:37.440]',0.533,0.400,99.115
'[10:17:37.448]',0.522,0.388,99.115
'[10:17:37.456]',0.506,0.373,98.542
'[10:17:37.464]',0.490,0.361,98.542
'[10:17:37.472]',0.478,0.349,97.396
'[10:17:37.480]',0.478,0.337,96.823
'[10:17:37.488]',0.478,0.325,95.104
'[10:17:37.496]',0.478,0.314,93.959
'[10:17:37.504]',0.475,0.306,90.521
'[10:17:37.512]',0.475,0.298,87.656
'[10:17:37.520]',0.475,0.290,85.365
'[10:17:37.528]',0.486,0.282,81.927
'[10:17:37.536]',0.498,0.275,79.636
'[10:17:37.544]',0.490,0.271,77.344
'[10:17:37.552]',0.435,0.267,75.052
'[10:17:37.560]',0.365,0.271,72.761
'[10:17:37.568]',0.290,0.282,70.469
'[10:17:37.576]',0.235,0.302,69.323
'[10:17:37.584]',0.192,0.329,68.177
'[10:17:37.592]',0.188,0.369,67.031
'[10:17:37.600]',0.184,0.412,67.031
'[10:17:37.608]',0.169,0.455,66.459
'[10:17:37.616]',0.188,0.494,65.886
'[10:17:37.624]',0.247,0.541,65.886
'[10:17:37.632]',0.325,0.584,65.886
'[10:17:37.640]',0.416,0.624,66.459
'[10:17:37.648]',0.506,0.659,66.459
'[10:17:37.656]',0.565,0.686,66.459
'[10:17:37.664]',0.600,0.706,66.459
'[10:17:37.672]',0.620,0.722,67.031
'[10:17:37.680]',0.631,0.729,67.031
'[10:17:37.688]',0.635,0.733,67.031
'[10:17:37.696]',0.639,0.729,67.031
'[10:17:37.704]',0.651,0.725,66.459
'[10:17:37.712]',0.655,0.714,66.459
'[10:17:37.720]',0.667,0.702,66.459
'[10:17:37.728]',0.671,0.686,66.459
'[10:17:37.736]',0.675,0.667,66.459
'[10:17:37.744]',0.682,0.647,65.886
'[10:17:37.752]',0.690,0.624,65.886
'[10:17:37.760]',0.694,0.596,64.740
'[10:17:37.768]',0.710,0.569,64.167
'[10:17:37.776]',0.714,0.541,64.167
'[10:17:37.784]',0.722,0.518,64.167
'[10:17:37.792]',0.725,0.494,63.021
'[10:17:37.800]',0.725,0.475,63.021
'[10:17:37.808]',0.722,0.463,62.448
'[10:17:37.816]',0.710,0.451,62.448
'[10:17:37.824]',0.694,0.447,61.875
'[10:17:37.832]',0.675,0.443,61.875
'[10:17:37.840]',0.651,0.447,60.729
'[10:17:37.848]',0.624,0.447,60.156
'[10:17:37.856]',0.604,0.455,59.583
'[10:17:37.864]',0.592,0.459,59.583
'[10:17:37.872]',0.569,0.467,59.583
'[10:17:37.880]',0.557,0.471,59.583
'[10:17:37.888]',0.545,0.475,60.729
'[10:17:37.896]',0.541,0.475,63.021
'[10:17:37.904]',0.533,0.475,67.031
'[10:17:37.912]',0.525,0.475,71.615
'[10:17:37.920]',0.525,0.471,76.771
'[10:17:37.928]',0.533,0.463,81.354
'[10:17:37.936]',0.541,0.455,84.219
'[10:17:37.944]',0.533,0.443,87.656
'[10:17:37.952]',0.529,0.435,89.948
'[10:17:37.960]',0.533,0.424,92.240
'[10:17:37.968]',0.541,0.408,94.531
'[10:17:37.976]',0.533,0.396,96.823
'[10:17:37.984]',0.525,0.380,97.396
'[10:17:37.992]',0.506,0.369,97.396
'[10:17:38.000]',0.490,0.353,96.823
'[10:17:38.008]',0.478,0.341,96.250
'[10:17:38.016]',0.478,0.333,95.104
'[10:17:38.024]',0.478,0.322,94.531
'[10:17:38.032]',0.475,0.310,92.813
'[10:17:38.040]',0.475,0.302,90.521
'[10:17:38.048]',0.475,0.290,88.229
