'Time','II','PLETH','ABP'
'[18:14:30.256]',-0.150,0.522,68.333
'[18:14:30.264]',-0.150,0.518,68.333
'[18:14:30.272]',-0.150,0.514,68.333
'[18:14:30.280]',-0.150,0.510,68.333
'[18:14:30.288]',-0.142,0.502,67.500
'[18:14:30.296]',-0.134,0.502,67.500
'[18:14:30.304]',-0.126,0.498,66.458
'[18:14:30.312]',-0.102,0.494,66.458
'[18:14:30.320]',-0.087,0.490,66.458
'[18:14:30.328]',-0.071,0.486,66.458
'[18:14:30.336]',-0.055,0.482,66.458
'[18:14:30.344]',-0.039,0.478,66.458
'[18:14:30.352]',-0.016,0.471,66.458
'[18:14:30.360]',-0.008,0.467,68.333
'[18:14:30.368]',0.016,0.463,73.125
'[18:14:30.376]',0.024,0.459,81.458
'[18:14:30.384]',0.039,0.455,94.583
'[18:14:30.392]',0.047,0.455,107.708
'[18:14:30.400]',0.055,0.451,120.000
'[18:14:30.408]',0.055,0.451,128.333
'[18:14:30.416]',0.039,0.447,133.958
'[18:14:30.424]',0.024,0.447,138.750
'[18:14:30.432]',0.008,0.443,142.500
'[18:14:30.440]',-0.008,0.443,146.250
'[18:14:30.448]',-0.024,0.439,148.958
'[18:14:30.456]',-0.031,0.439,150.833
'[18:14:30.464]',-0.039,0.435,151.875
'[18:14:30.472]',-0.047,0.431,152.708
'[18:14:30.480]',-0.047,0.431,151.875
'[18:14:30.488]',-0.047,0.427,150.000
'[18:14:30.496]',-0.039,0.427,148.125
'[18:14:30.504]',-0.031,0.427,146.250
'[18:14:30.512]',-0.024,0.424,144.375
'[18:14:30.520]',-0.016,0.420,142.500
'[18:14:30.528]',-0.024,0.420,139.583
'[18:14:30.536]',-0.031,0.420,136.875
'[18:14:30.544]',-0.039,0.416,133.958
'[18:14:30.552]',-0.047,0.416,129.375
'[18:14:30.560]',-0.055,0.416,124.583
'[18:14:30.568]',-0.063,0.412,120.000
'[18:14:30.576]',-0.063,0.412,116.250
'[18:14:30.584]',-0.063,0.408,113.333
'[18:14:30.592]',-0.055,0.408,110.625
'[18:14:30.600]',-0.055,0.408,106.875
'[18:14:30.608]',-0.047,0.408,102.083
'[18:14:30.616]',-0.039,0.408,98.333
'[18:14:30.624]',-0.031,0.412,96.458
'[18:14:30.632]',-0.039,0.412,94.583
'[18:14:30.640]',-0.039,0.416,92.708
'[18:14:30.648]',-0.047,0.424,92.708
'[18:14:30.656]',-0.039,0.431,90.833
'[18:14:30.664]',-0.031,0.443,88.958
'[18:14:30.672]',-0.031,0.451,87.083
'[18:14:30.680]',-0.031,0.459,86.250
'[18:14:30.688]',-0.031,0.471,86.250
'[18:14:30.696]',-0.031,0.475,85.208
'[18:14:30.704]',-0.031,0.486,84.375
'[18:14:30.712]',-0.039,0.494,83.333
'[18:14:30.720]',-0.039,0.502,82.500
'[18:14:30.728]',-0.047,0.514,81.458
'[18:14:30.736]',-0.047,0.522,80.625
'[18:14:30.744]',-0.063,0.525,79.583
'[18:14:30.752]',-0.071,0.533,78.750
'[18:14:30.760]',-0.079,0.537,78.750
'[18:14:30.768]',0.016,0.541,78.750
'[18:14:30.776]',0.244,0.545,78.750
'[18:14:30.784]',0.425,0.549,77.708
'[18:14:30.792]',0.323,0.549,77.708
'[18:14:30.800]',0.118,0.553,76.875
'[18:14:30.808]',-0.008,0.553,76.875
'[18:14:30.816]',-0.087,0.557,75.833
'[18:14:30.824]',-0.102,0.557,75.833
'[18:14:30.832]',-0.079,0.557,75.000
'[18:14:30.840]',-0.055,0.557,75.000
'[18:14:30.848]',-0.047,0.553,73.125
'[18:14:30.856]',-0.047,0.553,70.208
'[18:14:30.864]',-0.055,0.549,69.375
'[18:14:30.872]',-0.063,0.541,71.250
'[18:14:30.880]',-0.071,0.537,72.083
'[18:14:30.888]',-0.071,0.529,72.083
'[18:14:30.896]',-0.071,0.525,71.250
'[18:14:30.904]',-0.079,0.522,70.208
'[18:14:30.912]',-0.079,0.518,69.375
'[18:14:30.920]',-0.087,0.514,68.333
'[18:14:30.928]',-0.087,0.510,67.500
'[18:14:30.936]',-0.087,0.506,66.458
'[18:14:30.944]',-0.087,0.502,66.458
'[18:14:30.952]',-0.087,0.498,66.458
'[18:14:30.960]',-0.071,0.494,66.458
'[18:14:30.968]',-0.071,0.490,66.458
'[18:14:30.976]',-0.071,0.486,66.458
'[18:14:30.984]',-0.063,0.482,65.625
'[18:14:30.992]',-0.063,0.478,66.458
'[18:14:31.000]',-0.071,0.475,69.375
'[18:14:31.008]',-0.079,0.471,75.000
'[18:14:31.016]',-0.087,0.467,85.208
'[18:14:31.024]',-0.102,0.463,97.500
'[18:14:31.032]',-0.102,0.459,109.583
'[18:14:31.040]',-0.110,0.455,118.125
'[18:14:31.048]',-0.110,0.451,125.625
'[18:14:31.056]',-0.118,0.451,132.083
'[18:14:31.064]',-0.118,0.447,138.750
'[18:14:31.072]',-0.110,0.447,143.333
'[18:14:31.080]',-0.110,0.443,147.083
'[18:14:31.088]',-0.102,0.439,148.958
'[18:14:31.096]',-0.087,0.439,150.833
'[18:14:31.104]',-0.071,0.439,150.000
'[18:14:31.112]',-0.055,0.435,148.958
'[18:14:31.120]',-0.039,0.431,147.083
'[18:14:31.128]',-0.016,0.431,145.208
'[18:14:31.136]',0.000,0.431,144.375
'[18:14:31.144]',0.024,0.427,143.333
'[18:14:31.152]',0.039,0.427,142.500
'[18:14:31.160]',0.055,0.424,140.625
'[18:14:31.168]',0.063,0.420,136.875
'[18:14:31.176]',0.055,0.420,133.958
'[18:14:31.184]',0.039,0.416,131.250
'[18:14:31.192]',0.031,0.416,128.333
'[18:14:31.200]',0.024,0.412,125.625
'[18:14:31.208]',0.024,0.412,121.875
'[18:14:31.216]',0.024,0.408,118.125
'[18:14:31.224]',0.024,0.408,113.333
'[18:14:31.232]',0.024,0.404,108.750
'[18:14:31.240]',0.008,0.404,103.958
'[18:14:31.248]',0.008,0.404,100.208
'[18:14:31.256]',0.000,0.404,96.458
'[18:14:31.264]',-0.008,0.408,93.750
'[18:14:31.272]',-0.024,0.412,91.875
'[18:14:31.280]',-0.047,0.416,90.833
'[18:14:31.288]',-0.063,0.424,88.958
'[18:14:31.296]',0.024,0.427,88.125
'[18:14:31.304]',0.236,0.439,87.083
'[18:14:31.312]',0.433,0.447,87.083
'[18:14:31.320]',0.362,0.455,86.250
'[18:14:31.328]',0.165,0.467,85.208
'[18:14:31.336]',0.039,0.475,81.458
'[18:14:31.344]',-0.063,0.486,77.708
'[18:14:31.352]',-0.118,0.494,79.583
'[18:14:31.360]',-0.110,0.506,85.208
'[18:14:31.368]',-0.102,0.514,88.958
'[18:14:31.376]',-0.094,0.522,88.958
'[18:14:31.384]',-0.102,0.529,84.375
'[18:14:31.392]',-0.102,0.537,79.583
'[18:14:31.400]',-0.102,0.541,75.000
'[18:14:31.408]',-0.102,0.545,72.083
'[18:14:31.416]',-0.102,0.545,73.125
'[18:14:31.424]',-0.102,0.549,75.833
'[18:14:31.432]',-0.110,0.553,77.708
'[18:14:31.440]',-0.118,0.553,78.750
'[18:14:31.448]',-0.126,0.553,77.708
'[18:14:31.456]',-0.134,0.553,76.875
'[18:14:31.464]',-0.126,0.549,75.833
'[18:14:31.472]',-0.102,0.549,75.000
'[18:14:31.480]',-0.087,0.545,73.958
'[18:14:31.488]',-0.063,0.545,72.083
'[18:14:31.496]',-0.031,0.541,72.083
'[18:14:31.504]',-0.016,0.537,71.250
'[18:14:31.512]',0.000,0.533,69.375
'[18:14:31.520]',0.000,0.529,68.333
'[18:14:31.528]',0.008,0.525,70.208
'[18:14:31.536]',0.008,0.518,75.000
'[18:14:31.544]',0.016,0.514,85.208
'[18:14:31.552]',0.016,0.510,97.500
'[18:14:31.560]',0.024,0.506,110.625
'[18:14:31.568]',0.016,0.502,120.833
'[18:14:31.576]',0.008,0.494,128.333
'[18:14:31.584]',-0.008,0.490,133.125
'[18:14:31.592]',-0.008,0.486,137.708
'[18:14:31.600]',-0.008,0.482,141.458
'[18:14:31.608]',-0.016,0.478,144.375
'[18:14:31.616]',-0.024,0.478,145.208
'[18:14:31.624]',-0.031,0.475,146.250
'[18:14:31.632]',-0.047,0.471,146.250
'[18:14:31.640]',-0.063,0.467,144.375
'[18:14:31.648]',-0.071,0.459,143.333
'[18:14:31.656]',-0.087,0.455,143.333
'[18:14:31.664]',-0.102,0.455,144.375
'[18:14:31.672]',-0.102,0.451,146.250
'[18:14:31.680]',-0.110,0.451,145.208
'[18:14:31.688]',-0.110,0.451,141.458
'[18:14:31.696]',-0.110,0.451,136.875
'[18:14:31.704]',-0.102,0.447,133.125
'[18:14:31.712]',-0.102,0.447,129.375
'[18:14:31.720]',-0.087,0.443,125.625
'[18:14:31.728]',-0.071,0.443,122.708
'[18:14:31.736]',-0.055,0.439,118.958
'[18:14:31.744]',-0.047,0.439,116.250
'[18:14:31.752]',-0.031,0.435,112.500
'[18:14:31.760]',-0.031,0.431,107.708
'[18:14:31.768]',-0.031,0.431,103.125
'[18:14:31.776]',-0.039,0.431,98.333
'[18:14:31.784]',-0.063,0.431,94.583
'[18:14:31.792]',-0.087,0.431,91.875
'[18:14:31.800]',-0.134,0.435,90.000
'[18:14:31.808]',-0.189,0.435,88.958
'[18:14:31.816]',-0.244,0.443,88.125
'[18:14:31.824]',-0.299,0.447,87.083
'[18:14:31.832]',-0.346,0.455,87.083
'[18:14:31.840]',-0.354,0.463,85.208
'[18:14:31.848]',-0.346,0.475,84.375
'[18:14:31.856]',-0.315,0.482,83.333
'[18:14:31.864]',-0.260,0.490,83.333
'[18:14:31.872]',-0.150,0.502,82.500
'[18:14:31.880]',0.087,0.510,81.458
'[18:14:31.888]',0.378,0.518,80.625
'[18:14:31.896]',0.449,0.525,80.625
'[18:14:31.904]',0.252,0.529,81.458
'[18:14:31.912]',0.079,0.533,80.625
'[18:14:31.920]',-0.039,0.537,79.583
'[18:14:31.928]',-0.102,0.541,78.750
'[18:14:31.936]',-0.118,0.545,77.708
'[18:14:31.944]',-0.071,0.549,77.708
'[18:14:31.952]',-0.039,0.549,76.875
'[18:14:31.960]',-0.016,0.553,75.833
'[18:14:31.968]',-0.016,0.553,75.833
'[18:14:31.976]',-0.024,0.549,75.833
'[18:14:31.984]',-0.047,0.549,75.000
'[18:14:31.992]',-0.071,0.545,73.958
'[18:14:32.000]',-0.087,0.545,73.125
'[18:14:32.008]',-0.102,0.541,73.125
'[18:14:32.016]',-0.102,0.541,72.083
'[18:14:32.024]',-0.110,0.537,71.250
'[18:14:32.032]',-0.110,0.529,70.208
'[18:14:32.040]',-0.102,0.533,70.208
'[18:14:32.048]',-0.094,0.533,69.375
'[18:14:32.056]',-0.071,0.533,69.375
'[18:14:32.064]',-0.047,0.529,69.375
'[18:14:32.072]',-0.008,0.525,69.375
'[18:14:32.080]',0.024,0.522,68.333
'[18:14:32.088]',0.055,0.514,68.333
'[18:14:32.096]',0.079,0.510,68.333
'[18:14:32.104]',0.102,0.506,69.375
'[18:14:32.112]',0.110,0.502,73.958
'[18:14:32.120]',0.126,0.498,82.500
'[18:14:32.128]',0.134,0.494,94.583
'[18:14:32.136]',0.150,0.486,107.708
'[18:14:32.144]',0.150,0.482,120.000
'[18:14:32.152]',0.157,0.478,128.333
'[18:14:32.160]',0.150,0.471,133.958
'[18:14:32.168]',0.142,0.467,138.750
'[18:14:32.176]',0.134,0.463,142.500
'[18:14:32.184]',0.134,0.463,145.208
'[18:14:32.192]',0.118,0.459,148.125
'[18:14:32.200]',0.110,0.459,150.000
'[18:14:32.208]',0.102,0.455,150.833
'[18:14:32.216]',0.094,0.455,150.833
'[18:14:32.224]',0.094,0.451,151.875
'[18:14:32.232]',0.087,0.447,150.833
'[18:14:32.240]',0.087,0.447,150.000
'[18:14:32.248]',0.094,0.443,148.125
'[18:14:32.256]',0.094,0.439,145.208
'[18:14:32.264]',0.087,0.439,143.333
'[18:14:32.272]',0.079,0.435,140.625
'[18:14:32.280]',0.071,0.435,138.750
'[18:14:32.288]',0.055,0.431,135.833
'[18:14:32.296]',0.024,0.431,133.125
'[18:14:32.304]',0.008,0.427,129.375
'[18:14:32.312]',0.063,0.427,125.625
'[18:14:32.320]',0.260,0.427,121.875
'[18:14:32.328]',0.433,0.424,118.125
'[18:14:32.336]',0.339,0.424,115.208
'[18:14:32.344]',0.110,0.424,110.625
'[18:14:32.352]',-0.031,0.424,105.000
'[18:14:32.360]',-0.102,0.424,100.208
'[18:14:32.368]',-0.126,0.424,96.458
'[18:14:32.376]',-0.102,0.427,93.750
'[18:14:32.384]',-0.087,0.427,91.875
'[18:14:32.392]',-0.079,0.431,90.833
'[18:14:32.400]',-0.079,0.439,88.958
'[18:14:32.408]',-0.087,0.447,88.958
'[18:14:32.416]',-0.087,0.459,88.125
'[18:14:32.424]',-0.102,0.471,87.083
'[18:14:32.432]',-0.110,0.478,86.250
'[18:14:32.440]',-0.118,0.490,85.208
'[18:14:32.448]',-0.126,0.502,84.375
'[18:14:32.456]',-0.134,0.514,84.375
'[18:14:32.464]',-0.134,0.525,83.333
'[18:14:32.472]',-0.142,0.537,82.500
'[18:14:32.480]',-0.157,0.545,81.458
'[18:14:32.488]',-0.157,0.553,80.625
'[18:14:32.496]',-0.157,0.557,80.625
'[18:14:32.504]',-0.150,0.565,79.583
'[18:14:32.512]',-0.142,0.573,79.583
'[18:14:32.520]',-0.134,0.576,78.750
'[18:14:32.528]',-0.126,0.580,77.708
'[18:14:32.536]',-0.118,0.584,77.708
'[18:14:32.544]',-0.110,0.584,78.750
'[18:14:32.552]',-0.102,0.584,81.458
'[18:14:32.560]',-0.094,0.584,86.250
'[18:14:32.568]',-0.087,0.584,93.750
'[18:14:32.576]',-0.087,0.584,103.958
'[18:14:32.584]',-0.087,0.580,115.208
'[18:14:32.592]',-0.087,0.580,124.583
'[18:14:32.600]',-0.087,0.576,132.083
'[18:14:32.608]',-0.071,0.576,136.875
'[18:14:32.616]',-0.063,0.573,139.583
'[18:14:32.624]',-0.063,0.565,140.625
'[18:14:32.632]',-0.063,0.557,141.458
'[18:14:32.640]',-0.063,0.553,142.500
'[18:14:32.648]',-0.071,0.545,142.500
'[18:14:32.656]',-0.071,0.537,142.500
'[18:14:32.664]',-0.071,0.533,141.458
'[18:14:32.672]',-0.079,0.525,140.625
'[18:14:32.680]',-0.087,0.522,139.583
'[18:14:32.688]',-0.087,0.514,137.708
'[18:14:32.696]',-0.094,0.510,135.000
'[18:14:32.704]',-0.102,0.506,131.250
'[18:14:32.712]',-0.094,0.502,127.500
'[18:14:32.720]',-0.087,0.498,123.750
'[18:14:32.728]',-0.087,0.494,120.833
'[18:14:32.736]',-0.102,0.490,118.125
'[18:14:32.744]',-0.110,0.482,114.375
'[18:14:32.752]',-0.118,0.478,110.625
'[18:14:32.760]',-0.126,0.475,105.000
'[18:14:32.768]',-0.126,0.467,100.208
'[18:14:32.776]',-0.134,0.463,97.500
'[18:14:32.784]',-0.134,0.459,94.583
'[18:14:32.792]',-0.134,0.459,92.708
'[18:14:32.800]',-0.142,0.455,90.833
'[18:14:32.808]',-0.150,0.455,88.958
'[18:14:32.816]',-0.157,0.455,88.958
'[18:14:32.824]',-0.173,0.459,88.125
'[18:14:32.832]',-0.181,0.459,87.083
'[18:14:32.840]',-0.189,0.463,85.208
'[18:14:32.848]',-0.189,0.471,84.375
'[18:14:32.856]',-0.189,0.475,84.375
'[18:14:32.864]',-0.189,0.482,83.333
'[18:14:32.872]',-0.189,0.490,83.333
'[18:14:32.880]',-0.189,0.498,82.500
'[18:14:32.888]',-0.181,0.506,81.458
'[18:14:32.896]',-0.173,0.514,81.458
'[18:14:32.904]',-0.173,0.522,80.625
'[18:14:32.912]',-0.173,0.529,80.625
'[18:14:32.920]',-0.165,0.533,79.583
'[18:14:32.928]',-0.157,0.541,79.583
'[18:14:32.936]',-0.150,0.545,78.750
'[18:14:32.944]',-0.134,0.549,77.708
'[18:14:32.952]',-0.118,0.553,76.875
'[18:14:32.960]',-0.102,0.553,76.875
'[18:14:32.968]',-0.087,0.553,76.875
'[18:14:32.976]',-0.071,0.553,77.708
'[18:14:32.984]',-0.063,0.549,77.708
'[18:14:32.992]',-0.047,0.549,75.833
'[18:14:33.000]',-0.047,0.545,73.958
'[18:14:33.008]',-0.055,0.545,73.125
'[18:14:33.016]',-0.031,0.545,72.083
'[18:14:33.024]',0.094,0.545,72.083
'[18:14:33.032]',0.331,0.541,71.250
'[18:14:33.040]',0.441,0.541,71.250
'[18:14:33.048]',0.291,0.537,71.250
'[18:14:33.056]',0.118,0.533,71.250
'[18:14:33.064]',0.016,0.529,70.208
'[18:14:33.072]',-0.055,0.525,70.208
'[18:14:33.080]',-0.071,0.522,71.250
'[18:14:33.088]',-0.063,0.514,71.250
'[18:14:33.096]',-0.039,0.510,70.208
'[18:14:33.104]',-0.031,0.506,68.333
'[18:14:33.112]',-0.039,0.502,68.333
'[18:14:33.120]',-0.047,0.498,69.375
'[18:14:33.128]',-0.039,0.494,68.333
'[18:14:33.136]',-0.008,0.490,66.458
'[18:14:33.144]',0.110,0.486,65.625
'[18:14:33.152]',0.283,0.486,65.625
'[18:14:33.160]',0.441,0.482,66.458
'[18:14:33.168]',0.528,0.478,66.458
'[18:14:33.176]',0.551,0.475,65.625
'[18:14:33.184]',0.528,0.471,64.583
'[18:14:33.192]',0.496,0.467,64.583
'[18:14:33.200]',0.465,0.463,64.583
'[18:14:33.208]',0.441,0.459,64.583
'[18:14:33.216]',0.433,0.455,64.583
'[18:14:33.224]',0.433,0.455,63.750
'[18:14:33.232]',0.441,0.451,64.583
'[18:14:33.240]',0.441,0.447,64.583
'[18:14:33.248]',0.433,0.447,66.458
'[18:14:33.256]',0.417,0.443,70.208
'[18:14:33.264]',0.386,0.443,78.750
'[18:14:33.272]',0.354,0.443,90.833
'[18:14:33.280]',0.331,0.439,103.958
'[18:14:33.288]',0.291,0.439,116.250
'[18:14:33.296]',0.260,0.439,124.583
'[18:14:33.304]',0.228,0.439,131.250
'[18:14:33.312]',0.189,0.439,136.875
'[18:14:33.320]',0.150,0.435,141.458
'[18:14:33.328]',0.110,0.435,145.208
'[18:14:33.336]',0.071,0.431,148.125
'[18:14:33.344]',0.039,0.427,150.000
'[18:14:33.352]',0.024,0.427,150.833
'[18:14:33.360]',0.008,0.424,151.875
'[18:14:33.368]',-0.008,0.424,151.875
'[18:14:33.376]',-0.024,0.424,150.833
'[18:14:33.384]',-0.047,0.424,148.958
'[18:14:33.392]',-0.055,0.424,147.083
'[18:14:33.400]',-0.055,0.424,145.208
'[18:14:33.408]',-0.063,0.424,142.500
'[18:14:33.416]',-0.087,0.420,138.750
'[18:14:33.424]',-0.102,0.420,135.833
'[18:14:33.432]',-0.118,0.420,132.083
'[18:14:33.440]',-0.118,0.420,129.375
'[18:14:33.448]',-0.118,0.424,125.625
'[18:14:33.456]',-0.110,0.424,121.875
'[18:14:33.464]',-0.102,0.420,118.125
'[18:14:33.472]',-0.102,0.420,114.375
'[18:14:33.480]',-0.102,0.420,110.625
'[18:14:33.488]',-0.102,0.420,106.875
'[18:14:33.496]',-0.102,0.420,102.083
'[18:14:33.504]',-0.102,0.420,98.333
'[18:14:33.512]',-0.110,0.424,95.625
'[18:14:33.520]',-0.134,0.427,92.708
'[18:14:33.528]',-0.126,0.435,91.875
'[18:14:33.536]',-0.016,0.443,90.833
'[18:14:33.544]',0.205,0.455,90.000
'[18:14:33.552]',0.323,0.467,88.958
'[18:14:33.560]',0.189,0.478,88.125
'[18:14:33.568]',0.008,0.486,87.083
'[18:14:33.576]',-0.110,0.502,86.250
'[18:14:33.584]',-0.197,0.514,85.208
'[18:14:33.592]',-0.228,0.522,84.375
'[18:14:33.600]',-0.213,0.533,83.333
'[18:14:33.608]',-0.173,0.545,83.333
'[18:14:33.616]',-0.157,0.557,82.500
'[18:14:33.624]',-0.157,0.565,81.458
'[18:14:33.632]',-0.157,0.573,80.625
'[18:14:33.640]',-0.165,0.580,80.625
'[18:14:33.648]',-0.165,0.588,79.583
'[18:14:33.656]',-0.173,0.596,79.583
'[18:14:33.664]',-0.173,0.608,79.583
'[18:14:33.672]',-0.173,0.612,78.750
'[18:14:33.680]',-0.181,0.616,78.750
'[18:14:33.688]',-0.189,0.620,77.708
'[18:14:33.696]',-0.189,0.624,77.708
'[18:14:33.704]',-0.181,0.624,76.875
'[18:14:33.712]',-0.173,0.627,75.833
'[18:14:33.720]',-0.150,0.627,75.000
'[18:14:33.728]',-0.134,0.627,73.958
'[18:14:33.736]',-0.110,0.624,73.125
'[18:14:33.744]',-0.094,0.624,73.125
'[18:14:33.752]',-0.087,0.620,72.083
'[18:14:33.760]',-0.071,0.616,72.083
'[18:14:33.768]',-0.063,0.608,73.958
'[18:14:33.776]',-0.063,0.600,78.750
'[18:14:33.784]',-0.055,0.592,88.125
'[18:14:33.792]',-0.047,0.584,100.208
'[18:14:33.800]',-0.047,0.580,112.500
'[18:14:33.808]',-0.055,0.573,121.875
'[18:14:33.816]',-0.063,0.565,128.333
'[18:14:33.824]',-0.063,0.561,133.958
'[18:14:33.832]',-0.071,0.553,137.708
'[18:14:33.840]',-0.079,0.549,141.458
'[18:14:33.848]',-0.087,0.541,144.375
'[18:14:33.856]',-0.087,0.537,146.250
'[18:14:33.864]',-0.087,0.529,147.083
'[18:14:33.872]',-0.087,0.525,148.125
'[18:14:33.880]',-0.087,0.522,148.125
'[18:14:33.888]',-0.087,0.518,147.083
'[18:14:33.896]',-0.087,0.514,146.250
'[18:14:33.904]',-0.079,0.510,144.375
'[18:14:33.912]',-0.079,0.510,142.500
'[18:14:33.920]',-0.071,0.506,140.625
'[18:14:33.928]',-0.071,0.502,137.708
'[18:14:33.936]',-0.071,0.494,135.833
'[18:14:33.944]',-0.071,0.490,133.125
'[18:14:33.952]',-0.079,0.486,131.250
'[18:14:33.960]',-0.087,0.482,127.500
'[18:14:33.968]',-0.087,0.478,123.750
'[18:14:33.976]',-0.102,0.478,120.000
'[18:14:33.984]',-0.110,0.475,115.208
'[18:14:33.992]',-0.118,0.471,110.625
'[18:14:34.000]',-0.118,0.467,106.875
'[18:14:34.008]',-0.118,0.463,102.083
'[18:14:34.016]',-0.110,0.463,98.333
'[18:14:34.024]',-0.102,0.463,94.583
'[18:14:34.032]',-0.102,0.463,91.875
'[18:14:34.040]',-0.087,0.463,90.833
'[18:14:34.048]',-0.071,0.467,90.000
'[18:14:34.056]',-0.063,0.471,90.000
'[18:14:34.064]',-0.063,0.475,88.958
'[18:14:34.072]',-0.047,0.482,88.125
'[18:14:34.080]',-0.047,0.490,87.083
'[18:14:34.088]',-0.047,0.494,85.208
'[18:14:34.096]',-0.055,0.494,84.375
'[18:14:34.104]',-0.079,0.498,83.333
'[18:14:34.112]',-0.087,0.506,82.500
'[18:14:34.120]',-0.039,0.514,82.500
'[18:14:34.128]',0.150,0.522,81.458
'[18:14:34.136]',0.362,0.529,80.625
'[18:14:34.144]',0.370,0.537,80.625
'[18:14:34.152]',0.118,0.541,79.583
'[18:14:34.160]',-0.024,0.549,79.583
'[18:14:34.168]',-0.126,0.553,78.750
'[18:14:34.176]',-0.173,0.557,78.750
'[18:14:34.184]',-0.157,0.557,78.750
'[18:14:34.192]',-0.126,0.561,77.708
'[18:14:34.200]',-0.110,0.561,76.875
'[18:14:34.208]',-0.094,0.561,75.833
'[18:14:34.216]',-0.087,0.561,75.833
'[18:14:34.224]',-0.094,0.561,75.000
'[18:14:34.232]',-0.094,0.557,73.958
'[18:14:34.240]',-0.094,0.557,73.958
'[18:14:34.248]',-0.094,0.553,73.125
'[18:14:34.256]',-0.087,0.553,73.125
'[18:14:34.264]',-0.079,0.549,73.125
'[18:14:34.272]',-0.071,0.545,72.083
'[18:14:34.280]',-0.063,0.537,70.208
'[18:14:34.288]',-0.055,0.533,69.375
'[18:14:34.296]',-0.039,0.529,69.375
'[18:14:34.304]',-0.031,0.522,69.375
'[18:14:34.312]',-0.024,0.518,68.333
'[18:14:34.320]',-0.016,0.514,68.333
'[18:14:34.328]',0.000,0.510,68.333
'[18:14:34.336]',0.008,0.506,69.375
'[18:14:34.344]',0.024,0.502,70.208
'[18:14:34.352]',0.024,0.498,72.083
'[18:14:34.360]',0.024,0.494,75.833
'[18:14:34.368]',0.024,0.486,84.375
'[18:14:34.376]',0.024,0.482,96.458
'[18:14:34.384]',0.008,0.478,109.583
'[18:14:34.392]',0.008,0.475,121.875
'[18:14:34.400]',0.008,0.471,131.250
'[18:14:34.408]',0.008,0.467,136.875
'[18:14:34.416]',0.000,0.463,140.625
'[18:14:34.424]',-0.008,0.455,143.333
'[18:14:34.432]',-0.016,0.451,146.250
'[18:14:34.440]',-0.016,0.447,148.958
'[18:14:34.448]',-0.016,0.447,151.875
'[18:14:34.456]',-0.024,0.447,152.708
'[18:14:34.464]',-0.024,0.443,152.708
'[18:14:34.472]',-0.031,0.443,151.875
'[18:14:34.480]',-0.031,0.443,150.833
'[18:14:34.488]',-0.031,0.443,148.958
'[18:14:34.496]',-0.031,0.443,147.083
'[18:14:34.504]',-0.031,0.439,145.208
'[18:14:34.512]',-0.031,0.439,143.333
'[18:14:34.520]',-0.031,0.435,140.625
'[18:14:34.528]',-0.031,0.435,137.708
'[18:14:34.536]',-0.039,0.431,135.000
'[18:14:34.544]',-0.047,0.427,133.125
'[18:14:34.552]',-0.055,0.427,129.375
'[18:14:34.560]',-0.055,0.424,125.625
'[18:14:34.568]',-0.055,0.420,120.833
'[18:14:34.576]',-0.055,0.420,116.250
'[18:14:34.584]',-0.047,0.416,111.458
'[18:14:34.592]',-0.047,0.416,106.875
'[18:14:34.600]',-0.047,0.416,103.125
'[18:14:34.608]',-0.047,0.412,98.333
'[18:14:34.616]',-0.047,0.412,94.583
'[18:14:34.624]',-0.047,0.416,91.875
'[18:14:34.632]',-0.047,0.424,90.000
'[18:14:34.640]',-0.047,0.431,88.958
'[18:14:34.648]',-0.055,0.439,88.125
'[18:14:34.656]',-0.063,0.451,87.083
'[18:14:34.664]',-0.063,0.459,87.083
'[18:14:34.672]',-0.071,0.467,85.208
'[18:14:34.680]',-0.079,0.478,83.333
'[18:14:34.688]',-0.087,0.486,82.500
'[18:14:34.696]',-0.102,0.494,83.333
'[18:14:34.704]',-0.118,0.506,83.333
'[18:14:34.712]',-0.126,0.514,83.333
'[18:14:34.720]',-0.126,0.522,82.500
'[18:14:34.728]',-0.134,0.529,82.500
'[18:14:34.736]',-0.142,0.537,81.458
'[18:14:34.744]',-0.150,0.545,81.458
'[18:14:34.752]',-0.157,0.549,81.458
'[18:14:34.760]',-0.181,0.557,80.625
'[18:14:34.768]',-0.197,0.561,79.583
'[18:14:34.776]',-0.157,0.565,77.708
'[18:14:34.784]',-0.008,0.565,76.875
'[18:14:34.792]',0.252,0.565,75.833
'[18:14:34.800]',0.331,0.565,75.833
'[18:14:34.808]',0.173,0.565,75.833
'[18:14:34.816]',0.024,0.565,75.833
'[18:14:34.824]',-0.063,0.561,75.000
'[18:14:34.832]',-0.110,0.557,73.958
'[18:14:34.840]',-0.102,0.557,72.083
'[18:14:34.848]',-0.071,0.553,71.250
'[18:14:34.856]',-0.063,0.549,71.250
'[18:14:34.864]',-0.055,0.545,72.083
'[18:14:34.872]',-0.047,0.541,72.083
'[18:14:34.880]',-0.055,0.533,71.250
'[18:14:34.888]',-0.063,0.529,70.208
'[18:14:34.896]',-0.063,0.522,69.375
'[18:14:34.904]',-0.071,0.518,69.375
'[18:14:34.912]',-0.071,0.514,69.375
'[18:14:34.920]',-0.071,0.506,68.333
'[18:14:34.928]',-0.071,0.502,67.500
'[18:14:34.936]',-0.071,0.498,66.458
'[18:14:34.944]',-0.071,0.494,66.458
'[18:14:34.952]',-0.063,0.486,66.458
