'Time','II','PLETH','ABP'
'[19:09:30.936]',0.297,0.749,89.219
'[19:09:30.944]',0.305,0.733,88.750
'[19:09:30.952]',0.289,0.718,87.969
'[19:09:30.960]',0.281,0.698,87.500
'[19:09:30.968]',0.266,0.682,86.719
'[19:09:30.976]',0.250,0.663,86.250
'[19:09:30.984]',0.234,0.647,85.781
'[19:09:30.992]',0.211,0.627,85.000
'[19:09:31.000]',0.195,0.608,84.531
'[19:09:31.008]',0.188,0.592,84.219
'[19:09:31.016]',0.188,0.576,83.750
'[19:09:31.024]',0.188,0.565,83.281
'[19:09:31.032]',0.188,0.553,82.969
'[19:09:31.040]',0.195,0.541,82.500
'[19:09:31.048]',0.203,0.533,82.031
'[19:09:31.056]',0.195,0.525,81.719
'[19:09:31.064]',0.211,0.518,81.250
'[19:09:31.072]',0.359,0.510,80.781
'[19:09:31.080]',0.672,0.502,80.469
'[19:09:31.088]',1.055,0.498,80.000
'[19:09:31.096]',1.242,0.490,79.531
'[19:09:31.104]',1.023,0.482,79.219
'[19:09:31.112]',0.602,0.475,79.219
'[19:09:31.120]',0.266,0.467,78.750
'[19:09:31.128]',0.086,0.459,78.281
'[19:09:31.136]',0.039,0.447,78.281
'[19:09:31.144]',0.062,0.439,77.969
'[19:09:31.152]',0.102,0.431,77.500
'[19:09:31.160]',0.133,0.424,77.500
'[19:09:31.168]',0.148,0.416,77.500
'[19:09:31.176]',0.156,0.408,77.031
'[19:09:31.184]',0.172,0.400,77.031
'[19:09:31.192]',0.172,0.392,76.719
'[19:09:31.200]',0.180,0.384,76.250
'[19:09:31.208]',0.188,0.376,76.250
'[19:09:31.216]',0.188,0.369,75.781
'[19:09:31.224]',0.188,0.361,75.781
'[19:09:31.232]',0.195,0.353,75.469
'[19:09:31.240]',0.211,0.349,75.000
'[19:09:31.248]',0.227,0.341,75.000
'[19:09:31.256]',0.227,0.333,74.531
'[19:09:31.264]',0.242,0.329,74.219
'[19:09:31.272]',0.266,0.322,73.750
'[19:09:31.280]',0.281,0.318,73.281
'[19:09:31.288]',0.289,0.314,72.969
'[19:09:31.296]',0.312,0.310,72.500
'[19:09:31.304]',0.344,0.306,72.031
'[19:09:31.312]',0.391,0.302,72.031
'[19:09:31.320]',0.430,0.294,72.500
'[19:09:31.328]',0.461,0.290,73.281
'[19:09:31.336]',0.484,0.286,75.469
'[19:09:31.344]',0.492,0.282,79.219
'[19:09:31.352]',0.500,0.278,84.219
'[19:09:31.360]',0.492,0.275,90.469
'[19:09:31.368]',0.453,0.275,97.500
'[19:09:31.376]',0.406,0.271,105.000
'[19:09:31.384]',0.367,0.271,112.500
'[19:09:31.392]',0.312,0.267,120.000
'[19:09:31.400]',0.273,0.263,126.719
'[19:09:31.408]',0.242,0.259,132.500
'[19:09:31.416]',0.211,0.259,137.500
'[19:09:31.424]',0.211,0.255,141.719
'[19:09:31.432]',0.211,0.251,144.531
'[19:09:31.440]',0.195,0.251,146.719
'[19:09:31.448]',0.188,0.251,147.969
'[19:09:31.456]',0.195,0.255,148.750
'[19:09:31.464]',0.188,0.255,148.281
'[19:09:31.472]',0.195,0.259,147.969
'[19:09:31.480]',0.195,0.259,147.031
'[19:09:31.488]',0.195,0.259,145.781
'[19:09:31.496]',0.195,0.255,144.531
'[19:09:31.504]',0.203,0.255,143.281
'[19:09:31.512]',0.195,0.255,141.719
'[19:09:31.520]',0.195,0.251,140.000
'[19:09:31.528]',0.195,0.251,138.281
'[19:09:31.536]',0.203,0.247,137.031
'[19:09:31.544]',0.211,0.247,135.469
'[19:09:31.552]',0.211,0.243,133.750
'[19:09:31.560]',0.219,0.243,132.031
'[19:09:31.568]',0.227,0.239,130.781
'[19:09:31.576]',0.219,0.239,128.750
'[19:09:31.584]',0.211,0.239,127.031
'[19:09:31.592]',0.211,0.239,124.531
'[19:09:31.600]',0.195,0.243,122.031
'[19:09:31.608]',0.188,0.247,118.750
'[19:09:31.616]',0.188,0.263,115.469
'[19:09:31.624]',0.203,0.278,112.031
'[19:09:31.632]',0.203,0.306,108.750
'[19:09:31.640]',0.211,0.333,106.250
'[19:09:31.648]',0.211,0.369,103.750
'[19:09:31.656]',0.211,0.404,102.031
'[19:09:31.664]',0.203,0.439,100.469
'[19:09:31.672]',0.203,0.471,99.219
'[19:09:31.680]',0.211,0.502,98.281
'[19:09:31.688]',0.211,0.529,97.969
'[19:09:31.696]',0.211,0.561,97.500
'[19:09:31.704]',0.203,0.588,97.500
'[19:09:31.712]',0.195,0.612,97.500
'[19:09:31.720]',0.203,0.631,97.500
'[19:09:31.728]',0.211,0.651,97.031
'[19:09:31.736]',0.211,0.667,97.031
'[19:09:31.744]',0.211,0.678,96.719
'[19:09:31.752]',0.211,0.690,96.250
'[19:09:31.760]',0.219,0.702,95.781
'[19:09:31.768]',0.211,0.706,95.469
'[19:09:31.776]',0.203,0.710,94.531
'[19:09:31.784]',0.195,0.714,94.219
'[19:09:31.792]',0.195,0.714,93.750
'[19:09:31.800]',0.211,0.718,92.969
'[19:09:31.808]',0.211,0.718,92.031
'[19:09:31.816]',0.211,0.718,91.250
'[19:09:31.824]',0.211,0.714,90.781
'[19:09:31.832]',0.234,0.710,89.531
'[19:09:31.840]',0.250,0.706,88.750
'[19:09:31.848]',0.266,0.702,87.969
'[19:09:31.856]',0.281,0.694,87.031
'[19:09:31.864]',0.297,0.682,86.719
'[19:09:31.872]',0.312,0.671,85.781
'[19:09:31.880]',0.312,0.659,85.469
'[19:09:31.888]',0.297,0.647,84.531
'[19:09:31.896]',0.297,0.631,84.219
'[19:09:31.904]',0.281,0.616,83.750
'[19:09:31.912]',0.266,0.596,83.281
'[19:09:31.920]',0.242,0.580,82.969
'[19:09:31.928]',0.219,0.565,82.500
'[19:09:31.936]',0.203,0.549,82.031
'[19:09:31.944]',0.195,0.537,81.719
'[19:09:31.952]',0.188,0.522,81.250
'[19:09:31.960]',0.188,0.514,80.781
'[19:09:31.968]',0.188,0.506,80.781
'[19:09:31.976]',0.188,0.498,80.469
'[19:09:31.984]',0.195,0.490,80.000
'[19:09:31.992]',0.188,0.482,79.531
'[19:09:32.000]',0.188,0.478,79.219
'[19:09:32.008]',0.266,0.471,78.750
'[19:09:32.016]',0.508,0.467,78.281
'[19:09:32.024]',0.875,0.459,77.969
'[19:09:32.032]',1.180,0.451,77.500
'[19:09:32.040]',1.195,0.447,77.500
'[19:09:32.048]',0.750,0.439,77.031
'[19:09:32.056]',0.367,0.431,76.719
'[19:09:32.064]',0.125,0.424,76.719
'[19:09:32.072]',0.031,0.420,76.250
'[19:09:32.080]',0.023,0.412,76.250
'[19:09:32.088]',0.086,0.408,75.781
'[19:09:32.096]',0.125,0.400,75.781
'[19:09:32.104]',0.133,0.392,75.469
'[19:09:32.112]',0.141,0.384,75.469
'[19:09:32.120]',0.156,0.376,75.000
'[19:09:32.128]',0.156,0.369,74.531
'[19:09:32.136]',0.172,0.361,74.531
'[19:09:32.144]',0.172,0.357,74.219
'[19:09:32.152]',0.180,0.349,73.750
'[19:09:32.160]',0.188,0.345,73.281
'[19:09:32.168]',0.195,0.337,72.969
'[19:09:32.176]',0.195,0.333,72.500
'[19:09:32.184]',0.203,0.329,72.500
'[19:09:32.192]',0.211,0.325,72.031
'[19:09:32.200]',0.227,0.322,71.719
'[19:09:32.208]',0.242,0.314,71.250
'[19:09:32.216]',0.266,0.310,70.781
'[19:09:32.224]',0.281,0.306,70.469
'[19:09:32.232]',0.297,0.302,70.000
'[19:09:32.240]',0.320,0.298,69.531
'[19:09:32.248]',0.352,0.294,69.219
'[19:09:32.256]',0.398,0.290,69.219
'[19:09:32.264]',0.445,0.286,69.531
'[19:09:32.272]',0.484,0.286,70.781
'[19:09:32.280]',0.500,0.282,73.281
'[19:09:32.288]',0.500,0.282,77.031
'[19:09:32.296]',0.500,0.278,82.500
'[19:09:32.304]',0.477,0.275,89.219
'[19:09:32.312]',0.438,0.271,96.250
'[19:09:32.320]',0.383,0.271,103.281
'[19:09:32.328]',0.320,0.267,110.469
'[19:09:32.336]',0.289,0.263,117.031
'[19:09:32.344]',0.250,0.263,122.969
'[19:09:32.352]',0.227,0.259,128.281
'[19:09:32.360]',0.211,0.259,132.031
'[19:09:32.368]',0.203,0.259,135.469
'[19:09:32.376]',0.195,0.259,137.969
'[19:09:32.384]',0.195,0.255,139.531
'[19:09:32.392]',0.203,0.255,140.469
'[19:09:32.400]',0.211,0.255,140.469
'[19:09:32.408]',0.203,0.251,140.000
'[19:09:32.416]',0.203,0.251,139.531
'[19:09:32.424]',0.203,0.247,138.750
'[19:09:32.432]',0.211,0.247,137.500
'[19:09:32.440]',0.203,0.243,136.250
'[19:09:32.448]',0.203,0.243,135.000
'[19:09:32.456]',0.203,0.239,133.281
'[19:09:32.464]',0.211,0.239,131.719
'[19:09:32.472]',0.227,0.235,130.469
'[19:09:32.480]',0.227,0.235,128.750
'[19:09:32.488]',0.227,0.235,127.031
'[19:09:32.496]',0.227,0.231,125.781
'[19:09:32.504]',0.227,0.227,124.219
'[19:09:32.512]',0.227,0.227,122.500
'[19:09:32.520]',0.227,0.224,120.469
'[19:09:32.528]',0.219,0.224,118.281
'[19:09:32.536]',0.211,0.224,115.781
'[19:09:32.544]',0.211,0.227,112.500
'[19:09:32.552]',0.211,0.235,109.531
'[19:09:32.560]',0.211,0.251,106.250
'[19:09:32.568]',0.219,0.271,102.969
'[19:09:32.576]',0.211,0.290,100.469
'[19:09:32.584]',0.211,0.314,98.281
'[19:09:32.592]',0.211,0.345,96.719
'[19:09:32.600]',0.219,0.380,95.469
'[19:09:32.608]',0.203,0.416,94.531
'[19:09:32.616]',0.195,0.447,93.750
'[19:09:32.624]',0.195,0.478,93.281
'[19:09:32.632]',0.211,0.506,92.969
'[19:09:32.640]',0.219,0.533,92.969
'[19:09:32.648]',0.227,0.553,92.969
'[19:09:32.656]',0.227,0.573,92.969
'[19:09:32.664]',0.227,0.588,92.969
'[19:09:32.672]',0.211,0.600,92.969
'[19:09:32.680]',0.211,0.612,92.969
'[19:09:32.688]',0.211,0.620,92.969
'[19:09:32.696]',0.203,0.627,92.500
'[19:09:32.704]',0.195,0.631,92.031
'[19:09:32.712]',0.195,0.635,91.719
'[19:09:32.720]',0.211,0.639,91.250
'[19:09:32.728]',0.211,0.643,90.469
'[19:09:32.736]',0.219,0.643,90.000
'[19:09:32.744]',0.227,0.643,89.531
'[19:09:32.752]',0.227,0.639,88.750
'[19:09:32.760]',0.227,0.639,87.969
'[19:09:32.768]',0.227,0.635,87.500
'[19:09:32.776]',0.242,0.627,86.719
'[19:09:32.784]',0.250,0.624,85.781
'[19:09:32.792]',0.266,0.616,85.000
'[19:09:32.800]',0.281,0.608,84.219
'[19:09:32.808]',0.297,0.596,83.750
'[19:09:32.816]',0.305,0.584,82.969
'[19:09:32.824]',0.312,0.573,82.500
'[19:09:32.832]',0.312,0.557,82.031
'[19:09:32.840]',0.297,0.541,81.250
'[19:09:32.848]',0.281,0.525,80.781
'[19:09:32.856]',0.258,0.514,80.469
'[19:09:32.864]',0.242,0.498,79.531
'[19:09:32.872]',0.227,0.486,79.219
'[19:09:32.880]',0.211,0.475,78.750
'[19:09:32.888]',0.203,0.467,78.281
'[19:09:32.896]',0.188,0.455,77.969
'[19:09:32.904]',0.188,0.447,77.500
'[19:09:32.912]',0.188,0.443,77.500
'[19:09:32.920]',0.195,0.435,77.031
'[19:09:32.928]',0.211,0.431,76.719
'[19:09:32.936]',0.195,0.427,76.719
'[19:09:32.944]',0.188,0.424,76.250
'[19:09:32.952]',0.250,0.420,75.781
'[19:09:32.960]',0.469,0.412,75.469
'[19:09:32.968]',0.820,0.408,75.000
'[19:09:32.976]',1.125,0.408,75.000
'[19:09:32.984]',1.156,0.400,74.531
'[19:09:32.992]',0.758,0.396,74.531
'[19:09:33.000]',0.391,0.392,74.531
'[19:09:33.008]',0.141,0.384,74.219
'[19:09:33.016]',0.023,0.380,74.219
'[19:09:33.024]',0.016,0.373,74.219
'[19:09:33.032]',0.078,0.369,73.750
'[19:09:33.040]',0.117,0.361,73.750
'[19:09:33.048]',0.125,0.357,73.750
'[19:09:33.056]',0.141,0.349,73.750
'[19:09:33.064]',0.148,0.345,73.281
'[19:09:33.072]',0.156,0.337,73.281
'[19:09:33.080]',0.164,0.333,73.281
'[19:09:33.088]',0.172,0.329,72.969
'[19:09:33.096]',0.180,0.325,72.500
'[19:09:33.104]',0.188,0.318,72.500
'[19:09:33.112]',0.188,0.314,72.031
'[19:09:33.120]',0.195,0.310,71.719
'[19:09:33.128]',0.203,0.306,71.250
'[19:09:33.136]',0.211,0.298,71.250
'[19:09:33.144]',0.227,0.294,70.781
'[19:09:33.152]',0.242,0.290,70.469
'[19:09:33.160]',0.250,0.286,70.000
'[19:09:33.168]',0.266,0.286,69.531
'[19:09:33.176]',0.289,0.282,69.219
'[19:09:33.184]',0.320,0.278,69.219
'[19:09:33.192]',0.352,0.278,68.750
'[19:09:33.200]',0.391,0.275,68.750
'[19:09:33.208]',0.422,0.271,69.219
'[19:09:33.216]',0.461,0.271,70.000
'[19:09:33.224]',0.477,0.267,72.500
'[19:09:33.232]',0.484,0.263,76.250
'[19:09:33.240]',0.477,0.259,81.250
'[19:09:33.248]',0.445,0.259,87.500
'[19:09:33.256]',0.406,0.255,94.219
'[19:09:33.264]',0.367,0.255,101.250
'[19:09:33.272]',0.320,0.251,107.969
'[19:09:33.280]',0.281,0.251,114.531
'[19:09:33.288]',0.242,0.251,120.000
'[19:09:33.296]',0.219,0.251,125.000
'[19:09:33.304]',0.195,0.247,129.219
'[19:09:33.312]',0.188,0.247,132.031
'[19:09:33.320]',0.188,0.247,134.531
'[19:09:33.328]',0.188,0.247,136.250
'[19:09:33.336]',0.188,0.247,137.031
'[19:09:33.344]',0.188,0.243,137.500
'[19:09:33.352]',0.188,0.243,137.031
'[19:09:33.360]',0.188,0.243,136.250
'[19:09:33.368]',0.172,0.243,135.000
'[19:09:33.376]',0.164,0.243,133.750
'[19:09:33.384]',0.164,0.239,132.500
'[19:09:33.392]',0.180,0.239,131.250
'[19:09:33.400]',0.188,0.239,129.531
'[19:09:33.408]',0.195,0.235,127.969
'[19:09:33.416]',0.195,0.235,126.719
'[19:09:33.424]',0.203,0.235,125.000
'[19:09:33.432]',0.211,0.231,123.281
'[19:09:33.440]',0.211,0.231,121.719
'[19:09:33.448]',0.203,0.227,120.000
'[19:09:33.456]',0.188,0.227,118.281
'[19:09:33.464]',0.188,0.227,116.250
'[19:09:33.472]',0.188,0.227,113.750
'[19:09:33.480]',0.195,0.227,111.250
'[19:09:33.488]',0.203,0.231,108.281
'[19:09:33.496]',0.203,0.247,105.469
'[19:09:33.504]',0.211,0.271,102.500
'[19:09:33.512]',0.211,0.294,99.531
'[19:09:33.520]',0.203,0.318,97.500
'[19:09:33.528]',0.195,0.349,95.781
'[19:09:33.536]',0.188,0.380,94.531
'[19:09:33.544]',0.188,0.412,93.750
'[19:09:33.552]',0.180,0.447,93.281
'[19:09:33.560]',0.172,0.478,92.969
'[19:09:33.568]',0.188,0.502,92.969
'[19:09:33.576]',0.188,0.525,92.500
'[19:09:33.584]',0.195,0.545,92.500
'[19:09:33.592]',0.195,0.565,92.500
'[19:09:33.600]',0.195,0.584,92.500
'[19:09:33.608]',0.195,0.600,92.500
'[19:09:33.616]',0.195,0.612,92.500
'[19:09:33.624]',0.195,0.624,92.031
'[19:09:33.632]',0.195,0.631,92.031
'[19:09:33.640]',0.195,0.639,91.719
'[19:09:33.648]',0.195,0.643,91.250
'[19:09:33.656]',0.195,0.647,90.781
'[19:09:33.664]',0.203,0.647,90.000
'[19:09:33.672]',0.211,0.647,89.531
'[19:09:33.680]',0.211,0.647,88.750
'[19:09:33.688]',0.211,0.643,88.281
'[19:09:33.696]',0.203,0.643,87.500
'[19:09:33.704]',0.211,0.639,86.719
'[19:09:33.712]',0.211,0.635,86.250
'[19:09:33.720]',0.227,0.631,85.469
'[19:09:33.728]',0.250,0.624,84.531
'[19:09:33.736]',0.266,0.620,83.750
'[19:09:33.744]',0.289,0.608,83.281
'[19:09:33.752]',0.312,0.600,82.500
'[19:09:33.760]',0.312,0.588,82.031
'[19:09:33.768]',0.312,0.576,81.250
'[19:09:33.776]',0.297,0.565,80.781
'[19:09:33.784]',0.297,0.553,80.469
'[19:09:33.792]',0.297,0.541,80.000
'[19:09:33.800]',0.297,0.525,79.531
'[19:09:33.808]',0.266,0.514,79.219
'[19:09:33.816]',0.242,0.506,78.750
'[19:09:33.824]',0.219,0.494,78.281
'[19:09:33.832]',0.203,0.486,77.969
'[19:09:33.840]',0.195,0.482,77.500
'[19:09:33.848]',0.195,0.475,77.031
'[19:09:33.856]',0.195,0.471,76.719
'[19:09:33.864]',0.195,0.467,76.250
'[19:09:33.872]',0.203,0.463,76.250
'[19:09:33.880]',0.211,0.459,75.781
'[19:09:33.888]',0.188,0.455,75.469
'[19:09:33.896]',0.234,0.455,75.469
'[19:09:33.904]',0.414,0.451,75.000
'[19:09:33.912]',0.742,0.447,74.531
'[19:09:33.920]',1.094,0.443,74.531
'[19:09:33.928]',1.188,0.435,74.219
'[19:09:33.936]',0.906,0.431,73.750
'[19:09:33.944]',0.523,0.427,73.750
'[19:09:33.952]',0.227,0.424,73.281
'[19:09:33.960]',0.086,0.416,73.281
'[19:09:33.968]',0.062,0.412,73.281
'[19:09:33.976]',0.086,0.408,72.969
'[19:09:33.984]',0.117,0.404,72.969
'[19:09:33.992]',0.141,0.396,72.969
'[19:09:34.000]',0.164,0.392,72.969
'[19:09:34.008]',0.172,0.384,72.969
'[19:09:34.016]',0.172,0.380,72.500
'[19:09:34.024]',0.172,0.376,72.500
'[19:09:34.032]',0.188,0.369,72.031
'[19:09:34.040]',0.195,0.365,72.031
'[19:09:34.048]',0.195,0.361,71.719
'[19:09:34.056]',0.211,0.357,71.250
'[19:09:34.064]',0.211,0.353,70.781
'[19:09:34.072]',0.227,0.353,70.781
'[19:09:34.080]',0.227,0.349,70.469
'[19:09:34.088]',0.234,0.345,70.000
'[19:09:34.096]',0.242,0.341,69.531
'[19:09:34.104]',0.250,0.337,69.531
'[19:09:34.112]',0.266,0.333,69.219
'[19:09:34.120]',0.297,0.329,68.750
'[19:09:34.128]',0.320,0.325,68.281
'[19:09:34.136]',0.352,0.325,68.281
'[19:09:34.144]',0.391,0.322,67.969
'[19:09:34.152]',0.438,0.318,68.281
'[19:09:34.160]',0.469,0.318,69.219
'[19:09:34.168]',0.477,0.314,71.250
'[19:09:34.176]',0.492,0.314,75.000
'[19:09:34.184]',0.492,0.314,80.000
'[19:09:34.192]',0.477,0.310,85.781
'[19:09:34.200]',0.445,0.310,92.500
'[19:09:34.208]',0.406,0.306,99.531
'[19:09:34.216]',0.352,0.306,106.719
'[19:09:34.224]',0.305,0.302,112.969
'[19:09:34.232]',0.266,0.302,118.750
'[19:09:34.240]',0.242,0.302,123.281
'[19:09:34.248]',0.234,0.302,127.500
'[19:09:34.256]',0.211,0.298,130.781
'[19:09:34.264]',0.203,0.298,132.969
'[19:09:34.272]',0.195,0.302,134.531
'[19:09:34.280]',0.195,0.302,135.781
'[19:09:34.288]',0.195,0.302,136.250
'[19:09:34.296]',0.195,0.298,136.250
'[19:09:34.304]',0.195,0.298,135.781
'[19:09:34.312]',0.195,0.298,135.000
'[19:09:34.320]',0.195,0.298,133.750
'[19:09:34.328]',0.211,0.298,132.500
'[19:09:34.336]',0.211,0.298,131.250
'[19:09:34.344]',0.211,0.294,129.531
'[19:09:34.352]',0.211,0.294,127.969
'[19:09:34.360]',0.211,0.294,126.250
'[19:09:34.368]',0.211,0.290,125.000
'[19:09:34.376]',0.211,0.290,123.281
'[19:09:34.384]',0.203,0.290,121.719
'[19:09:34.392]',0.195,0.290,120.469
'[19:09:34.400]',0.195,0.286,118.750
'[19:09:34.408]',0.211,0.286,116.719
'[19:09:34.416]',0.227,0.286,114.531
'[19:09:34.424]',0.227,0.286,112.031
'[19:09:34.432]',0.219,0.290,109.531
'[19:09:34.440]',0.211,0.298,106.250
'[19:09:34.448]',0.211,0.310,103.281
'[19:09:34.456]',0.211,0.329,100.781
'[19:09:34.464]',0.211,0.345,98.281
'[19:09:34.472]',0.203,0.369,96.719
'[19:09:34.480]',0.195,0.396,95.000
'[19:09:34.488]',0.195,0.427,94.219
'[19:09:34.496]',0.203,0.459,93.281
'[19:09:34.504]',0.211,0.490,92.500
'[19:09:34.512]',0.211,0.522,92.500
'[19:09:34.520]',0.211,0.549,92.031
'[19:09:34.528]',0.211,0.573,92.031
'[19:09:34.536]',0.211,0.596,92.031
'[19:09:34.544]',0.211,0.612,92.500
'[19:09:34.552]',0.211,0.627,92.500
'[19:09:34.560]',0.203,0.643,92.031
'[19:09:34.568]',0.211,0.651,92.031
'[19:09:34.576]',0.211,0.655,92.031
'[19:09:34.584]',0.211,0.663,91.719
'[19:09:34.592]',0.211,0.667,91.250
'[19:09:34.600]',0.211,0.671,90.781
'[19:09:34.608]',0.219,0.675,90.469
'[19:09:34.616]',0.219,0.678,89.531
'[19:09:34.624]',0.227,0.678,89.219
'[19:09:34.632]',0.227,0.678,88.750
'[19:09:34.640]',0.227,0.675,87.969
'[19:09:34.648]',0.227,0.675,87.031
'[19:09:34.656]',0.234,0.671,86.719
'[19:09:34.664]',0.242,0.667,85.781
'[19:09:34.672]',0.258,0.659,85.000
'[19:09:34.680]',0.273,0.651,84.531
'[19:09:34.688]',0.289,0.643,83.750
'[19:09:34.696]',0.297,0.635,83.281
'[19:09:34.704]',0.312,0.627,82.500
'[19:09:34.712]',0.320,0.616,82.031
'[19:09:34.720]',0.320,0.600,81.250
'[19:09:34.728]',0.305,0.588,80.781
'[19:09:34.736]',0.297,0.576,80.469
'[19:09:34.744]',0.297,0.561,80.000
'[19:09:34.752]',0.281,0.549,79.531
'[19:09:34.760]',0.242,0.537,79.219
'[19:09:34.768]',0.219,0.529,78.750
'[19:09:34.776]',0.211,0.522,78.281
'[19:09:34.784]',0.211,0.514,77.969
'[19:09:34.792]',0.211,0.510,77.500
'[19:09:34.800]',0.203,0.502,77.031
'[19:09:34.808]',0.203,0.498,76.719
'[19:09:34.816]',0.211,0.494,76.250
'[19:09:34.824]',0.203,0.490,76.250
'[19:09:34.832]',0.195,0.486,75.781
'[19:09:34.840]',0.242,0.482,75.469
'[19:09:34.848]',0.422,0.478,75.469
'[19:09:34.856]',0.758,0.475,75.000
'[19:09:34.864]',1.117,0.471,74.531
'[19:09:34.872]',1.203,0.467,74.531
'[19:09:34.880]',0.914,0.463,74.219
'[19:09:34.888]',0.531,0.459,73.750
'[19:09:34.896]',0.242,0.455,73.750
'[19:09:34.904]',0.086,0.447,73.750
'[19:09:34.912]',0.055,0.443,73.281
'[19:09:34.920]',0.086,0.439,73.281
'[19:09:34.928]',0.125,0.431,73.281
'[19:09:34.936]',0.148,0.427,73.281
'[19:09:34.944]',0.164,0.420,72.969
'[19:09:34.952]',0.172,0.416,72.969
'[19:09:34.960]',0.172,0.408,72.969
'[19:09:34.968]',0.188,0.404,72.500
'[19:09:34.976]',0.188,0.400,72.500
'[19:09:34.984]',0.195,0.396,72.031
'[19:09:34.992]',0.203,0.392,72.031
'[19:09:35.000]',0.203,0.388,71.719
'[19:09:35.008]',0.219,0.380,71.250
'[19:09:35.016]',0.234,0.376,70.781
'[19:09:35.024]',0.242,0.373,70.469
'[19:09:35.032]',0.242,0.369,70.469
'[19:09:35.040]',0.250,0.365,70.000
'[19:09:35.048]',0.266,0.361,69.531
'[19:09:35.056]',0.273,0.357,69.219
'[19:09:35.064]',0.297,0.357,68.750
'[19:09:35.072]',0.320,0.353,68.750
'[19:09:35.080]',0.359,0.349,68.281
'[19:09:35.088]',0.391,0.349,67.969
'[19:09:35.096]',0.422,0.345,68.281
'[19:09:35.104]',0.453,0.341,69.219
'[19:09:35.112]',0.477,0.341,70.781
'[19:09:35.120]',0.477,0.337,74.219
'[19:09:35.128]',0.477,0.333,79.219
'[19:09:35.136]',0.461,0.333,85.000
'[19:09:35.144]',0.430,0.329,91.719
'[19:09:35.152]',0.391,0.329,98.750
'[19:09:35.160]',0.344,0.325,105.469
'[19:09:35.168]',0.305,0.325,112.031
'[19:09:35.176]',0.273,0.325,117.500
'[19:09:35.184]',0.242,0.325,122.031
'[19:09:35.192]',0.211,0.322,126.250
'[19:09:35.200]',0.203,0.322,129.219
'[19:09:35.208]',0.195,0.322,131.250
'[19:09:35.216]',0.195,0.322,132.969
'[19:09:35.224]',0.188,0.322,133.750
'[19:09:35.232]',0.188,0.318,134.219
'[19:09:35.240]',0.188,0.318,134.219
'[19:09:35.248]',0.195,0.318,133.281
'[19:09:35.256]',0.203,0.318,132.500
'[19:09:35.264]',0.203,0.318,131.719
'[19:09:35.272]',0.195,0.318,130.000
'[19:09:35.280]',0.195,0.314,128.750
'[19:09:35.288]',0.188,0.314,127.500
'[19:09:35.296]',0.195,0.314,125.781
'[19:09:35.304]',0.203,0.310,124.219
'[19:09:35.312]',0.211,0.310,122.969
'[19:09:35.320]',0.211,0.310,121.250
'[19:09:35.328]',0.211,0.306,119.531
'[19:09:35.336]',0.211,0.306,117.969
'[19:09:35.344]',0.211,0.302,116.250
'[19:09:35.352]',0.211,0.302,114.531
'[19:09:35.360]',0.211,0.302,112.500
'[19:09:35.368]',0.203,0.302,110.000
'[19:09:35.376]',0.195,0.302,107.031
'[19:09:35.384]',0.195,0.310,104.219
'[19:09:35.392]',0.203,0.322,101.719
'[19:09:35.400]',0.195,0.337,99.219
'[19:09:35.408]',0.195,0.357,97.031
'[19:09:35.416]',0.195,0.380,95.781
'[19:09:35.424]',0.203,0.412,94.531
'[19:09:35.432]',0.203,0.443,93.281
'[19:09:35.440]',0.195,0.475,92.969
'[19:09:35.448]',0.195,0.506,92.500
'[19:09:35.456]',0.195,0.537,92.031
'[19:09:35.464]',0.203,0.561,92.031
'[19:09:35.472]',0.203,0.580,92.031
'[19:09:35.480]',0.195,0.600,92.031
'[19:09:35.488]',0.195,0.616,92.031
'[19:09:35.496]',0.203,0.631,92.031
'[19:09:35.504]',0.203,0.643,92.031
'[19:09:35.512]',0.203,0.655,91.719
'[19:09:35.520]',0.211,0.667,91.719
'[19:09:35.528]',0.211,0.671,91.250
'[19:09:35.536]',0.219,0.678,90.781
'[19:09:35.544]',0.211,0.698,90.469
'[19:09:35.552]',0.203,0.725,90.000
'[19:09:35.560]',0.203,0.741,89.219
'[19:09:35.568]',0.203,0.745,88.750
'[19:09:35.576]',0.211,0.749,87.969
'[19:09:35.584]',0.227,0.749,87.500
'[19:09:35.592]',0.234,0.745,86.719
'[19:09:35.600]',0.242,0.741,85.781
'[19:09:35.608]',0.250,0.737,85.469
'[19:09:35.616]',0.266,0.733,84.531
'[19:09:35.624]',0.281,0.725,83.750
'[19:09:35.632]',0.297,0.718,83.281
'[19:09:35.640]',0.312,0.706,82.500
'[19:09:35.648]',0.320,0.690,82.031
'[19:09:35.656]',0.328,0.675,81.250
'[19:09:35.664]',0.336,0.663,80.781
'[19:09:35.672]',0.320,0.647,80.469
'[19:09:35.680]',0.312,0.631,80.000
'[19:09:35.688]',0.289,0.616,79.531
'[19:09:35.696]',0.258,0.604,79.219
'[19:09:35.704]',0.234,0.588,78.750
'[19:09:35.712]',0.211,0.576,78.281
'[19:09:35.720]',0.203,0.565,77.969
'[19:09:35.728]',0.195,0.557,77.500
'[19:09:35.736]',0.203,0.549,77.031
'[19:09:35.744]',0.211,0.545,77.031
'[19:09:35.752]',0.211,0.537,76.719
'[19:09:35.760]',0.219,0.533,76.250
'[19:09:35.768]',0.188,0.529,75.781
'[19:09:35.776]',0.188,0.525,75.781
'[19:09:35.784]',0.336,0.522,75.469
'[19:09:35.792]',0.625,0.518,75.000
