"'Time','II','PLETH','ABP','I','III','ICP','V','MCL'"
"'[13:18:50.152]',0.780,-,-,-,-,-,-,-"
"'[13:18:50.160]',0.765,-,-,-,-,-,-,-"
"'[13:18:50.168]',0.765,-,-,-,-,-,-,-"
"'[13:18:50.176]',0.788,-,-,-,-,-,-,-"
"'[13:18:50.184]',0.765,-,-,-,-,-,-,-"
"'[13:18:50.192]',0.796,-,-,-,-,-,-,-"
"'[13:18:50.200]',0.780,-,-,-,-,-,-,-"
"'[13:18:50.208]',0.812,-,-,-,-,-,-,-"
"'[13:18:50.216]',0.796,-,-,-,-,-,-,-"
"'[13:18:50.224]',0.812,-,-,-,-,-,-,-"
"'[13:18:50.232]',0.796,-,-,-,-,-,-,-"
"'[13:18:50.240]',0.804,-,-,-,-,-,-,-"
"'[13:18:50.248]',0.788,-,-,-,-,-,-,-"
"'[13:18:50.256]',0.812,-,-,-,-,-,-,-"
"'[13:18:50.264]',0.796,-,-,-,-,-,-,-"
"'[13:18:50.272]',0.804,-,-,-,-,-,-,-"
"'[13:18:50.280]',0.796,-,-,-,-,-,-,-"
"'[13:18:50.288]',0.812,-,-,-,-,-,-,-"
"'[13:18:50.296]',0.796,-,-,-,-,-,-,-"
"'[13:18:50.304]',0.820,-,-,-,-,-,-,-"
"'[13:18:50.312]',0.804,-,-,-,-,-,-,-"
"'[13:18:50.320]',0.820,-,-,-,-,-,-,-"
"'[13:18:50.328]',0.812,-,-,-,-,-,-,-"
"'[13:18:50.336]',0.843,-,-,-,-,-,-,-"
"'[13:18:50.344]',0.835,-,-,-,-,-,-,-"
"'[13:18:50.352]',0.875,-,-,-,-,-,-,-"
"'[13:18:50.360]',0.875,-,-,-,-,-,-,-"
"'[13:18:50.368]',0.890,-,-,-,-,-,-,-"
"'[13:18:50.376]',0.882,-,-,-,-,-,-,-"
"'[13:18:50.384]',0.914,-,-,-,-,-,-,-"
"'[13:18:50.392]',0.929,-,-,-,-,-,-,-"
"'[13:18:50.400]',0.914,-,-,-,-,-,-,-"
"'[13:18:50.408]',0.945,-,-,-,-,-,-,-"
"'[13:18:50.416]',0.929,-,-,-,-,-,-,-"
"'[13:18:50.424]',0.961,-,-,-,-,-,-,-"
"'[13:18:50.432]',0.929,-,-,-,-,-,-,-"
"'[13:18:50.440]',0.961,-,-,-,-,-,-,-"
"'[13:18:50.448]',0.937,-,-,-,-,-,-,-"
"'[13:18:50.456]',0.953,-,-,-,-,-,-,-"
"'[13:18:50.464]',0.929,-,-,-,-,-,-,-"
"'[13:18:50.472]',0.937,-,-,-,-,-,-,-"
"'[13:18:50.480]',0.906,-,-,-,-,-,-,-"
"'[13:18:50.488]',0.922,-,-,-,-,-,-,-"
"'[13:18:50.496]',0.882,-,-,-,-,-,-,-"
"'[13:18:50.504]',0.906,-,-,-,-,-,-,-"
"'[13:18:50.512]',0.867,-,-,-,-,-,-,-"
"'[13:18:50.520]',0.875,-,-,-,-,-,-,-"
"'[13:18:50.528]',0.843,-,-,-,-,-,-,-"
"'[13:18:50.536]',0.851,-,-,-,-,-,-,-"
"'[13:18:50.544]',0.820,-,-,-,-,-,-,-"
"'[13:18:50.552]',0.812,-,-,-,-,-,-,-"
"'[13:18:50.560]',0.773,-,-,-,-,-,-,-"
"'[13:18:50.568]',0.780,-,-,-,-,-,-,-"
"'[13:18:50.576]',0.733,-,-,-,-,-,-,-"
"'[13:18:50.584]',0.718,-,-,-,-,-,-,-"
"'[13:18:50.592]',0.733,-,-,-,-,-,-,-"
"'[13:18:50.600]',0.694,-,-,-,-,-,-,-"
"'[13:18:50.608]',0.702,-,-,-,-,-,-,-"
"'[13:18:50.616]',0.671,-,-,-,-,-,-,-"
"'[13:18:50.624]',0.710,-,-,-,-,-,-,-"
"'[13:18:50.632]',0.671,-,-,-,-,-,-,-"
"'[13:18:50.640]',0.710,-,-,-,-,-,-,-"
"'[13:18:50.648]',0.686,-,-,-,-,-,-,-"
"'[13:18:50.656]',0.710,-,-,-,-,-,-,-"
"'[13:18:50.664]',0.686,-,-,-,-,-,-,-"
"'[13:18:50.672]',0.765,-,-,-,-,-,-,-"
"'[13:18:50.680]',0.851,-,-,-,-,-,-,-"
"'[13:18:50.688]',0.922,-,-,-,-,-,-,-"
"'[13:18:50.696]',0.882,-,-,-,-,-,-,-"
"'[13:18:50.704]',0.851,-,-,-,-,-,-,-"
"'[13:18:50.712]',0.725,-,-,-,-,-,-,-"
"'[13:18:50.720]',0.671,-,-,-,-,-,-,-"
"'[13:18:50.728]',0.624,-,-,-,-,-,-,-"
"'[13:18:50.736]',0.655,-,-,-,-,-,-,-"
"'[13:18:50.744]',0.624,-,-,-,-,-,-,-"
"'[13:18:50.752]',0.616,-,-,-,-,-,-,-"
"'[13:18:50.760]',0.584,-,-,-,-,-,-,-"
"'[13:18:50.768]',0.592,-,-,-,-,-,-,-"
"'[13:18:50.776]',0.561,-,-,-,-,-,-,-"
"'[13:18:50.784]',0.545,-,-,-,-,-,-,-"
"'[13:18:50.792]',0.561,-,-,-,-,-,-,-"
"'[13:18:50.800]',0.529,-,-,-,-,-,-,-"
"'[13:18:50.808]',0.553,-,-,-,-,-,-,-"
"'[13:18:50.816]',0.506,-,-,-,-,-,-,-"
"'[13:18:50.824]',0.514,-,-,-,-,-,-,-"
"'[13:18:50.832]',0.478,-,-,-,-,-,-,-"
"'[13:18:50.840]',0.506,-,-,-,-,-,-,-"
"'[13:18:50.848]',0.455,-,-,-,-,-,-,-"
"'[13:18:50.856]',0.455,-,-,-,-,-,-,-"
"'[13:18:50.864]',0.416,-,-,-,-,-,-,-"
"'[13:18:50.872]',0.424,-,-,-,-,-,-,-"
"'[13:18:50.880]',0.400,-,-,-,-,-,-,-"
"'[13:18:50.888]',0.384,-,-,-,-,-,-,-"
"'[13:18:50.896]',0.361,-,-,-,-,-,-,-"
"'[13:18:50.904]',0.369,-,-,-,-,-,-,-"
"'[13:18:50.912]',0.329,-,-,-,-,-,-,-"
"'[13:18:50.920]',0.345,-,-,-,-,-,-,-"
"'[13:18:50.928]',0.290,-,-,-,-,-,-,-"
"'[13:18:50.936]',0.314,-,-,-,-,-,-,-"
"'[13:18:50.944]',0.290,-,-,-,-,-,-,-"
"'[13:18:50.952]',0.329,-,-,-,-,-,-,-"
"'[13:18:50.960]',0.314,-,-,-,-,-,-,-"
"'[13:18:50.968]',0.345,-,-,-,-,-,-,-"
"'[13:18:50.976]',0.361,-,-,-,-,-,-,-"
"'[13:18:50.984]',0.400,-,-,-,-,-,-,-"
"'[13:18:50.992]',0.431,-,-,-,-,-,-,-"
"'[13:18:51.000]',0.463,-,-,-,-,-,-,-"
"'[13:18:51.008]',0.478,-,-,-,-,-,-,-"
"'[13:18:51.016]',0.471,-,-,-,-,-,-,-"
"'[13:18:51.024]',0.522,-,-,-,-,-,-,-"
"'[13:18:51.032]',0.506,-,-,-,-,-,-,-"
"'[13:18:51.040]',0.522,-,-,-,-,-,-,-"
"'[13:18:51.048]',0.494,-,-,-,-,-,-,-"
"'[13:18:51.056]',0.529,-,-,-,-,-,-,-"
"'[13:18:51.064]',0.494,-,-,-,-,-,-,-"
"'[13:18:51.072]',0.529,0.141,-,-,-,-,-,-"
"'[13:18:51.080]',0.506,0.353,-,-,-,-,-,-"
"'[13:18:51.088]',0.529,0.459,-,-,-,-,-,-"
"'[13:18:51.096]',0.514,0.514,-,-,-,-,-,-"
"'[13:18:51.104]',0.529,0.541,-,-,-,-,-,-"
"'[13:18:51.112]',0.494,0.553,-,-,-,-,-,-"
"'[13:18:51.120]',0.545,0.561,-,-,-,-,-,-"
"'[13:18:51.128]',0.494,0.565,-,-,-,-,-,-"
"'[13:18:51.136]',0.553,0.569,-,-,-,-,-,-"
"'[13:18:51.144]',0.514,0.569,-,-,-,-,-,-"
"'[13:18:51.152]',0.561,0.569,-,-,-,-,-,-"
"'[13:18:51.160]',0.569,0.569,-,-,-,-,-,-"
"'[13:18:51.168]',0.529,0.569,-,-,-,-,-,-"
"'[13:18:51.176]',0.569,0.569,-,-,-,-,-,-"
"'[13:18:51.184]',0.514,0.569,-,-,-,-,-,-"
"'[13:18:51.192]',0.569,0.569,-,-,-,-,-,-"
"'[13:18:51.200]',0.529,0.569,-,-,-,-,-,-"
"'[13:18:51.208]',0.584,0.569,-,-,-,-,-,-"
"'[13:18:51.216]',0.545,0.569,-,-,-,-,-,-"
"'[13:18:51.224]',0.584,0.569,-,-,-,-,-,-"
"'[13:18:51.232]',0.545,0.569,-,-,-,-,-,-"
"'[13:18:51.240]',0.600,0.569,-,-,-,-,-,-"
"'[13:18:51.248]',0.569,0.569,-,-,-,-,-,-"
"'[13:18:51.256]',0.671,0.569,-,-,-,-,-,-"
"'[13:18:51.264]',0.584,0.569,-,-,-,-,-,-"
"'[13:18:51.272]',0.647,0.569,-,-,-,-,-,-"
"'[13:18:51.280]',0.616,0.573,-,-,-,-,-,-"
"'[13:18:51.288]',0.671,0.573,-,-,-,-,-,-"
"'[13:18:51.296]',0.639,0.573,-,-,-,-,-,-"
"'[13:18:51.304]',0.694,0.573,-,-,-,-,-,-"
"'[13:18:51.312]',0.639,0.573,-,-,-,-,-,-"
"'[13:18:51.320]',0.694,0.573,-,-,-,-,-,-"
"'[13:18:51.328]',0.639,0.573,-,-,-,-,-,-"
"'[13:18:51.336]',0.671,0.573,-,-,-,-,-,-"
"'[13:18:51.344]',0.678,0.573,-,-,-,-,-,-"
"'[13:18:51.352]',0.624,0.573,-,-,-,-,-,-"
"'[13:18:51.360]',0.694,0.573,-,-,-,-,-,-"
"'[13:18:51.368]',0.671,0.573,-,-,-,-,-,-"
"'[13:18:51.376]',0.694,0.573,-,-,-,-,-,-"
"'[13:18:51.384]',0.647,0.573,-,-,-,-,-,-"
"'[13:18:51.392]',0.749,0.573,-,-,-,-,-,-"
"'[13:18:51.400]',0.875,0.573,-,-,-,-,-,-"
"'[13:18:51.408]',0.961,0.573,-,-,-,-,-,-"
"'[13:18:51.416]',0.875,0.573,-,-,-,-,-,-"
"'[13:18:51.424]',0.882,0.573,-,-,-,-,-,-"
"'[13:18:51.432]',0.741,0.573,-,-,-,-,-,-"
"'[13:18:51.440]',0.686,0.573,-,-,-,-,-,-"
"'[13:18:51.448]',0.671,0.573,-,-,-,-,-,-"
"'[13:18:51.456]',0.686,0.573,-,-,-,-,-,-"
"'[13:18:51.464]',0.671,0.573,-,-,-,-,-,-"
"'[13:18:51.472]',0.804,0.573,-,-,-,-,-,-"
"'[13:18:51.480]',0.796,0.573,-,-,-,-,-,-"
"'[13:18:51.488]',0.875,0.573,-,-,-,-,-,-"
"'[13:18:51.496]',0.859,0.573,-,-,-,-,-,-"
"'[13:18:51.504]',0.890,0.573,-,-,-,-,-,-"
"'[13:18:51.512]',0.875,0.573,-,-,-,-,-,-"
"'[13:18:51.520]',0.906,0.573,-,-,-,-,-,-"
"'[13:18:51.528]',0.898,0.573,-,-,-,-,-,-"
"'[13:18:51.536]',0.922,0.573,-,-,-,-,-,-"
"'[13:18:51.544]',0.937,0.573,-,-,-,-,-,-"
"'[13:18:51.552]',0.976,0.573,-,-,-,-,-,-"
"'[13:18:51.560]',0.937,0.573,-,-,-,-,-,-"
"'[13:18:51.568]',0.929,0.573,-,-,-,-,-,-"
"'[13:18:51.576]',1.055,0.573,-,-,-,-,-,-"
"'[13:18:51.584]',0.867,0.573,-,-,-,-,-,-"
"'[13:18:51.592]',0.922,0.573,-,-,-,-,-,-"
"'[13:18:51.600]',0.890,0.573,-,-,-,-,-,-"
"'[13:18:51.608]',0.906,0.573,-,-,-,-,-,-"
"'[13:18:51.616]',0.867,0.573,-,-,-,-,-,-"
"'[13:18:51.624]',0.804,0.573,-,-,-,-,-,-"
"'[13:18:51.632]',0.796,0.573,-,-,-,-,-,-"
"'[13:18:51.640]',0.867,0.573,-,-,-,-,-,-"
"'[13:18:51.648]',0.812,0.573,-,-,-,-,-,-"
"'[13:18:51.656]',0.796,0.573,-,-,-,-,-,-"
"'[13:18:51.664]',0.773,0.573,-,-,-,-,-,-"
"'[13:18:51.672]',0.812,0.573,-,-,-,-,-,-"
"'[13:18:51.680]',0.780,0.573,-,-,-,-,-,-"
"'[13:18:51.688]',0.820,0.573,-,-,-,-,-,-"
"'[13:18:51.696]',0.624,0.573,-,-,-,-,-,-"
"'[13:18:51.704]',0.694,0.573,-,-,-,-,-,-"
"'[13:18:51.712]',0.710,0.573,-,-,-,-,-,-"
"'[13:18:51.720]',0.639,0.573,-,-,-,-,-,-"
"'[13:18:51.728]',0.686,0.573,-,-,-,-,-,-"
"'[13:18:51.736]',0.529,0.573,-,-,-,-,-,-"
"'[13:18:51.744]',0.639,0.573,-,-,-,-,-,-"
"'[13:18:51.752]',0.686,0.573,-,-,-,-,-,-"
"'[13:18:51.760]',0.616,0.573,-,-,-,-,-,-"
"'[13:18:51.768]',0.655,0.573,-,-,-,-,-,-"
"'[13:18:51.776]',0.702,0.573,-,-,-,-,-,-"
"'[13:18:51.784]',0.765,0.573,-,-,-,-,-,-"
"'[13:18:51.792]',0.624,0.573,-,-,-,-,-,-"
"'[13:18:51.800]',0.616,0.573,-,-,-,-,-,-"
"'[13:18:51.808]',0.694,0.573,-,-,-,-,-,-"
"'[13:18:51.816]',0.655,0.573,-,-,-,-,-,-"
"'[13:18:51.824]',0.710,0.573,-,-,-,-,-,-"
"'[13:18:51.832]',0.663,0.573,-,-,-,-,-,-"
"'[13:18:51.840]',0.765,0.573,-,-,-,-,-,-"
"'[13:18:51.848]',0.624,0.573,-,-,-,-,-,-"
"'[13:18:51.856]',0.639,0.573,-,-,-,-,-,-"
"'[13:18:51.864]',0.624,0.573,-,-,-,-,-,-"
"'[13:18:51.872]',0.710,0.573,-,-,-,-,-,-"
"'[13:18:51.880]',0.655,0.573,-,-,-,-,-,-"
"'[13:18:51.888]',0.663,0.573,-,-,-,-,-,-"
"'[13:18:51.896]',0.600,0.573,-,-,-,-,-,-"
"'[13:18:51.904]',0.600,0.573,-,-,-,-,-,-"
"'[13:18:51.912]',0.655,0.573,-,-,-,-,-,-"
"'[13:18:51.920]',0.678,0.573,-,-,-,-,-,-"
"'[13:18:51.928]',0.616,0.573,-,-,-,-,-,-"
"'[13:18:51.936]',0.733,0.573,-,-,-,-,-,-"
"'[13:18:51.944]',0.553,0.573,-,-,-,-,-,-"
"'[13:18:51.952]',0.639,0.573,-,-,-,-,-,-"
"'[13:18:51.960]',0.522,0.573,-,-,-,-,-,-"
"'[13:18:51.968]',0.514,0.573,-,-,-,-,-,-"
"'[13:18:51.976]',0.600,0.573,-,-,-,-,-,-"
"'[13:18:51.984]',0.576,0.573,-,-,-,-,-,-"
"'[13:18:51.992]',0.561,0.573,-,-,-,-,-,-"
"'[13:18:52.000]',0.514,0.573,-,-,-,-,-,-"
"'[13:18:52.008]',0.537,0.573,-,-,-,-,-,-"
"'[13:18:52.016]',0.431,0.573,-,-,-,-,-,-"
"'[13:18:52.024]',0.439,0.573,-,-,-,-,-,-"
"'[13:18:52.032]',0.392,0.573,-,-,-,-,-,-"
"'[13:18:52.040]',0.361,0.573,-,-,-,-,-,-"
"'[13:18:52.048]',0.416,0.573,-,-,-,-,-,-"
"'[13:18:52.056]',0.431,0.573,-,-,-,-,-,-"
"'[13:18:52.064]',0.329,0.573,-,-,-,-,-,-"
"'[13:18:52.072]',0.416,0.573,-,-,-,-,-,-"
"'[13:18:52.080]',0.439,0.573,-,-,-,-,-,-"
"'[13:18:52.088]',0.361,0.573,-,-,-,-,-,-"
"'[13:18:52.096]',0.424,0.573,-,-,-,-,-,-"
"'[13:18:52.104]',0.447,0.573,-,-,-,-,-,-"
"'[13:18:52.112]',0.400,0.573,-,-,-,-,-,-"
"'[13:18:52.120]',0.529,0.573,-,-,-,-,-,-"
"'[13:18:52.128]',0.584,0.573,-,-,-,-,-,-"
"'[13:18:52.136]',0.600,0.573,-,-,-,-,-,-"
"'[13:18:52.144]',0.506,0.573,-,-,-,-,-,-"
"'[13:18:52.152]',0.463,0.573,-,-,-,-,-,-"
"'[13:18:52.160]',0.369,0.573,-,-,-,-,-,-"
"'[13:18:52.168]',0.416,0.573,-,-,-,-,-,-"
"'[13:18:52.176]',0.314,0.573,-,-,-,-,-,-"
"'[13:18:52.184]',0.392,0.573,-,-,-,-,-,-"
"'[13:18:52.192]',0.416,0.573,-,-,-,-,-,-"
"'[13:18:52.200]',0.392,0.573,-,-,-,-,-,-"
"'[13:18:52.208]',0.494,0.573,-,-,-,-,-,-"
"'[13:18:52.216]',0.439,0.573,-,-,-,-,-,-"
"'[13:18:52.224]',0.584,0.573,-,-,-,-,-,-"
"'[13:18:52.232]',0.561,0.573,-,-,-,-,-,-"
"'[13:18:52.240]',0.616,0.573,-,-,-,-,-,-"
"'[13:18:52.248]',0.655,0.573,-,-,-,-,-,-"
"'[13:18:52.256]',0.710,0.573,-,-,-,-,-,-"
"'[13:18:52.264]',0.569,0.573,-,-,-,-,-,-"
"'[13:18:52.272]',0.694,0.573,-,-,-,-,-,-"
"'[13:18:52.280]',0.655,0.573,-,-,-,-,-,-"
"'[13:18:52.288]',0.678,0.573,-,-,-,-,-,-"
"'[13:18:52.296]',0.671,0.573,-,-,-,-,-,-"
"'[13:18:52.304]',0.796,0.573,-,-,-,-,-,-"
"'[13:18:52.312]',0.741,0.573,-,-,-,-,-,-"
"'[13:18:52.320]',0.702,0.573,-,-,-,-,-,-"
"'[13:18:52.328]',0.749,0.573,-,-,-,-,-,-"
"'[13:18:52.336]',0.725,0.573,-,-,-,-,-,-"
"'[13:18:52.344]',0.718,0.573,-,-,-,-,-,-"
"'[13:18:52.352]',0.804,0.573,-,-,-,-,-,-"
"'[13:18:52.360]',0.733,0.573,-,-,-,-,-,-"
"'[13:18:52.368]',0.749,0.573,-,-,-,-,-,-"
"'[13:18:52.376]',0.765,0.573,-,-,-,-,-,-"
"'[13:18:52.384]',0.749,0.573,-,-,-,-,-,-"
"'[13:18:52.392]',0.882,0.573,-,-,-,-,-,-"
"'[13:18:52.400]',0.992,0.573,-,-,-,-,-,-"
"'[13:18:52.408]',0.992,0.573,-,-,-,-,-,-"
"'[13:18:52.416]',0.875,0.573,-,-,-,-,-,-"
"'[13:18:52.424]',0.969,0.573,-,-,-,-,-,-"
"'[13:18:52.432]',0.937,0.573,-,-,-,-,-,-"
"'[13:18:52.440]',1.000,0.573,-,-,-,-,-,-"
"'[13:18:52.448]',1.039,0.573,-,-,-,-,-,-"
"'[13:18:52.456]',1.000,0.573,-,-,-,-,-,-"
"'[13:18:52.464]',0.953,0.573,-,-,-,-,-,-"
"'[13:18:52.472]',0.961,0.573,-,-,-,-,-,-"
"'[13:18:52.480]',0.898,0.573,-,-,-,-,-,-"
"'[13:18:52.488]',0.929,0.573,-,-,-,-,-,-"
"'[13:18:52.496]',0.867,0.573,-,-,-,-,-,-"
"'[13:18:52.504]',0.890,0.573,-,-,-,-,-,-"
"'[13:18:52.512]',0.898,0.573,-,-,-,-,-,-"
"'[13:18:52.520]',0.906,0.573,-,-,-,-,-,-"
"'[13:18:52.528]',0.843,0.573,-,-,-,-,-,-"
"'[13:18:52.536]',0.882,0.573,-,-,-,-,-,-"
"'[13:18:52.544]',0.843,0.573,-,-,-,-,-,-"
"'[13:18:52.552]',0.890,0.573,-,-,-,-,-,-"
"'[13:18:52.560]',0.710,0.573,-,-,-,-,-,-"
"'[13:18:52.568]',0.655,0.573,-,-,-,-,-,-"
"'[13:18:52.576]',0.639,0.573,-,-,-,-,-,-"
"'[13:18:52.584]',0.663,0.573,-,-,-,-,-,-"
"'[13:18:52.592]',0.671,0.573,-,-,-,-,-,-"
"'[13:18:52.600]',0.624,0.573,-,-,-,-,-,-"
"'[13:18:52.608]',0.655,0.573,-,-,-,-,-,-"
"'[13:18:52.616]',0.600,0.573,-,-,-,-,-,-"
"'[13:18:52.624]',0.710,0.573,-,-,-,-,-,-"
"'[13:18:52.632]',0.561,0.573,-,-,-,-,-,-"
"'[13:18:52.640]',0.569,0.573,-,-,-,-,-,-"
"'[13:18:52.648]',0.537,0.573,-,-,-,-,-,-"
"'[13:18:52.656]',0.710,0.573,-,-,-,-,-,-"
"'[13:18:52.664]',0.561,0.573,-,-,-,-,-,-"
"'[13:18:52.672]',0.608,0.573,-,-,-,-,-,-"
"'[13:18:52.680]',0.584,0.573,-,-,-,-,-,-"
"'[13:18:52.688]',0.616,0.573,-,-,-,-,-,-"
"'[13:18:52.696]',0.616,0.573,-,-,-,-,-,-"
"'[13:18:52.704]',0.522,0.573,-,-,-,-,-,-"
"'[13:18:52.712]',0.529,0.573,-,-,-,-,-,-"
"'[13:18:52.720]',0.569,0.573,-,-,-,-,-,-"
"'[13:18:52.728]',0.600,0.573,-,-,-,-,-,-"
"'[13:18:52.736]',0.561,0.573,-,-,-,-,-,-"
"'[13:18:52.744]',0.478,0.573,-,-,-,-,-,-"
"'[13:18:52.752]',0.529,0.573,-,-,-,-,-,-"
"'[13:18:52.760]',0.537,0.573,-,-,-,-,-,-"
"'[13:18:52.768]',0.486,0.573,-,-,-,-,-,-"
"'[13:18:52.776]',0.576,0.573,-,-,-,-,-,-"
"'[13:18:52.784]',0.478,0.573,-,-,-,-,-,-"
"'[13:18:52.792]',0.486,0.573,-,-,-,-,-,-"
"'[13:18:52.800]',0.569,0.573,-,-,-,-,-,-"
"'[13:18:52.808]',0.600,0.573,-,-,-,-,-,-"
"'[13:18:52.816]',0.471,0.573,-,-,-,-,-,-"
"'[13:18:52.824]',0.522,0.573,-,-,-,-,-,-"
"'[13:18:52.832]',0.616,0.573,-,-,-,-,-,-"
"'[13:18:52.840]',0.694,0.573,-,-,-,-,-,-"
"'[13:18:52.848]',0.639,0.573,-,-,-,-,-,-"
"'[13:18:52.856]',0.741,0.573,-,-,-,-,-,-"
"'[13:18:52.864]',0.608,0.573,-,-,-,-,-,-"
"'[13:18:52.872]',0.639,0.573,-,-,-,-,-,-"
"'[13:18:52.880]',0.463,0.573,-,-,-,-,-,-"
"'[13:18:52.888]',0.624,0.573,-,-,-,-,-,-"
"'[13:18:52.896]',0.569,0.573,-,-,-,-,-,-"
"'[13:18:52.904]',0.686,0.573,-,-,-,-,-,-"
"'[13:18:52.912]',0.639,0.573,-,-,-,-,-,-"
"'[13:18:52.920]',0.710,0.573,-,-,-,-,-,-"
"'[13:18:52.928]',0.765,0.573,-,-,-,-,-,-"
"'[13:18:52.936]',0.733,0.573,-,-,-,-,-,-"
"'[13:18:52.944]',0.749,0.573,-,-,-,-,-,-"
"'[13:18:52.952]',0.835,0.573,-,-,-,-,-,-"
"'[13:18:52.960]',0.890,0.573,-,-,-,-,-,-"
"'[13:18:52.968]',0.765,0.573,-,-,-,-,-,-"
"'[13:18:52.976]',1.000,0.573,-,-,-,-,-,-"
"'[13:18:52.984]',0.875,0.573,-,-,-,-,-,-"
"'[13:18:52.992]',0.922,0.573,-,-,-,-,-,-"
"'[13:18:53.000]',0.851,0.573,-,-,-,-,-,-"
"'[13:18:53.008]',0.922,0.573,-,-,-,-,-,-"
"'[13:18:53.016]',0.875,0.573,-,-,-,-,-,-"
"'[13:18:53.024]',0.945,0.573,-,-,-,-,-,-"
"'[13:18:53.032]',0.914,0.573,-,-,-,-,-,-"
"'[13:18:53.040]',0.906,0.573,-,-,-,-,-,-"
"'[13:18:53.048]',0.961,0.573,-,-,-,-,-,-"
"'[13:18:53.056]',1.000,0.573,-,-,-,-,-,-"
"'[13:18:53.064]',0.976,0.573,-,-,-,-,-,-"
"'[13:18:53.072]',1.000,0.573,-,-,-,-,-,-"
"'[13:18:53.080]',0.976,0.573,-,-,-,-,-,-"
"'[13:18:53.088]',1.118,0.573,-,-,-,-,-,-"
"'[13:18:53.096]',1.055,0.573,-,-,-,-,-,-"
"'[13:18:53.104]',1.110,0.573,-,-,-,-,-,-"
"'[13:18:53.112]',1.086,0.573,-,-,-,-,-,-"
"'[13:18:53.120]',1.196,0.573,-,-,-,-,-,-"
"'[13:18:53.128]',1.212,0.573,-,-,-,-,-,-"
"'[13:18:53.136]',1.071,0.573,-,-,-,-,-,-"
"'[13:18:53.144]',1.157,0.573,-,-,-,-,-,-"
"'[13:18:53.152]',1.125,0.569,-,-,-,-,-,-"
"'[13:18:53.160]',1.086,0.569,-,-,-,-,-,-"
"'[13:18:53.168]',1.078,0.569,-,-,-,-,-,-"
"'[13:18:53.176]',1.180,0.569,-,-,-,-,-,-"
"'[13:18:53.184]',1.063,0.569,-,-,-,-,-,-"
"'[13:18:53.192]',1.000,0.569,-,-,-,-,-,-"
"'[13:18:53.200]',1.024,0.569,-,-,-,-,-,-"
"'[13:18:53.208]',0.945,0.569,-,-,-,-,-,-"
"'[13:18:53.216]',0.961,0.569,-,-,-,-,-,-"
"'[13:18:53.224]',0.906,0.569,-,-,-,-,-,-"
"'[13:18:53.232]',0.867,0.569,-,-,-,-,-,-"
"'[13:18:53.240]',0.882,0.569,-,-,-,-,-,-"
"'[13:18:53.248]',0.788,0.569,-,-,-,-,-,-"
"'[13:18:53.256]',0.820,0.569,-,-,-,-,-,-"
"'[13:18:53.264]',0.859,0.569,-,-,-,-,-,-"
"'[13:18:53.272]',0.725,0.569,-,-,-,-,-,-"
"'[13:18:53.280]',0.678,0.569,-,-,-,-,-,-"
"'[13:18:53.288]',0.796,0.569,-,-,-,-,-,-"
"'[13:18:53.296]',0.624,0.569,-,-,-,-,-,-"
"'[13:18:53.304]',0.600,0.569,-,-,-,-,-,-"
"'[13:18:53.312]',0.639,0.569,-,-,-,-,-,-"
"'[13:18:53.320]',0.686,0.569,-,-,-,-,-,-"
"'[13:18:53.328]',0.616,0.569,-,-,-,-,-,-"
"'[13:18:53.336]',0.694,0.569,-,-,-,-,-,-"
"'[13:18:53.344]',0.647,0.565,-,-,-,-,-,-"
"'[13:18:53.352]',0.631,0.565,-,-,-,-,-,-"
"'[13:18:53.360]',0.671,0.565,-,-,-,-,-,-"
"'[13:18:53.368]',0.624,0.565,-,-,-,-,-,-"
"'[13:18:53.376]',0.710,0.565,-,-,-,-,-,-"
"'[13:18:53.384]',0.741,0.565,-,-,-,-,-,-"
"'[13:18:53.392]',0.859,0.565,-,-,-,-,-,-"
"'[13:18:53.400]',0.725,0.565,-,-,-,-,-,-"
"'[13:18:53.408]',0.765,0.565,-,-,-,-,-,-"
"'[13:18:53.416]',0.749,0.565,-,-,-,-,-,-"
"'[13:18:53.424]',0.827,0.565,-,-,-,-,-,-"
"'[13:18:53.432]',0.718,0.565,-,-,-,-,-,-"
"'[13:18:53.440]',0.671,0.561,-,-,-,-,-,-"
"'[13:18:53.448]',0.663,0.561,-,-,-,-,-,-"
"'[13:18:53.456]',0.710,0.561,-,-,-,-,-,-"
"'[13:18:53.464]',0.678,0.561,-,-,-,-,-,-"
"'[13:18:53.472]',0.780,0.561,-,-,-,-,-,-"
"'[13:18:53.480]',0.592,0.561,-,-,-,-,-,-"
"'[13:18:53.488]',0.694,0.561,-,-,-,-,-,-"
"'[13:18:53.496]',0.765,0.561,-,-,-,-,-,-"
"'[13:18:53.504]',0.875,0.561,-,-,-,-,-,-"
"'[13:18:53.512]',0.694,0.561,-,-,-,-,-,-"
"'[13:18:53.520]',0.812,0.561,-,-,-,-,-,-"
"'[13:18:53.528]',0.686,0.561,-,-,-,-,-,-"
"'[13:18:53.536]',0.702,0.561,-,-,-,-,-,-"
"'[13:18:53.544]',0.694,0.561,-,-,-,-,-,-"
"'[13:18:53.552]',0.820,0.565,-,-,-,-,-,-"
"'[13:18:53.560]',0.875,0.565,-,-,-,-,-,-"
"'[13:18:53.568]',0.835,0.565,-,-,-,-,-,-"
"'[13:18:53.576]',0.867,0.565,-,-,-,-,-,-"
"'[13:18:53.584]',0.694,0.565,-,-,-,-,-,-"
