"'Time','II','III','AVR','V','RESP','PLETH','ABP','CVP'"
"'[10:51:43.840]',0.100,-,0.670,0.790,0.970,2.521,-,-"
"'[10:51:43.848]',0.125,-,0.640,0.775,1.000,2.534,-,-"
"'[10:51:43.856]',0.140,-,0.635,0.735,1.000,2.553,-,-"
"'[10:51:43.864]',0.130,-,0.640,0.710,1.000,2.575,-,-"
"'[10:51:43.872]',0.120,-,0.645,0.690,1.000,2.598,-,-"
"'[10:51:43.880]',0.125,-,0.650,0.700,1.000,2.627,-,-"
"'[10:51:43.888]',0.120,-,0.655,0.710,1.000,2.658,-,-"
"'[10:51:43.896]',0.095,-,0.675,0.720,1.000,2.689,-,-"
"'[10:51:43.904]',0.075,-,0.695,0.725,1.000,2.719,-,-"
"'[10:51:43.912]',0.075,-,0.695,0.730,1.000,2.746,-,-"
"'[10:51:43.920]',0.080,-,0.695,0.735,1.000,2.766,-,-"
"'[10:51:43.928]',0.080,-,0.690,0.740,1.000,2.782,-,-"
"'[10:51:43.936]',0.090,-,0.680,0.745,1.000,2.792,-,-"
"'[10:51:43.944]',0.080,-,0.710,0.800,1.000,2.795,-,-"
"'[10:51:43.952]',0.115,-,0.715,0.825,1.000,2.793,-,-"
"'[10:51:43.960]',0.175,-,0.525,0.770,1.000,2.786,-,-"
"'[10:51:43.968]',0.405,-,0.165,0.560,1.000,2.775,-,-"
"'[10:51:43.976]',0.640,-,-0.200,0.290,1.000,2.760,-,-"
"'[10:51:43.984]',0.710,-,-0.225,0.245,1.000,2.739,-,-"
"'[10:51:43.992]',0.605,-,0.545,0.685,1.000,2.716,-,-"
"'[10:51:44.000]',0.645,-,0.700,0.870,1.000,2.689,-,-"
"'[10:51:44.008]',0.400,-,0.805,0.900,1.000,2.662,-,-"
"'[10:51:44.016]',0.115,-,0.860,0.875,1.000,2.634,-,-"
"'[10:51:44.024]',0.044,-,0.800,0.865,1.000,2.608,-,-"
"'[10:51:44.032]',0.030,-,0.750,0.835,1.000,2.583,-,-"
"'[10:51:44.040]',0.015,-,0.730,0.815,1.000,2.560,-,-"
"'[10:51:44.048]',-0.010,-,0.725,0.810,1.000,2.540,-,-"
"'[10:51:44.056]',-0.005,-,0.715,0.805,1.000,2.523,-,-"
"'[10:51:44.064]',0.010,-,0.695,0.795,1.000,2.510,-,-"
"'[10:51:44.072]',0.004,-,0.685,0.785,1.000,2.499,-,-"
"'[10:51:44.080]',0.024,-,0.670,0.785,1.000,2.489,-,-"
"'[10:51:44.088]',0.030,-,0.660,0.780,1.000,2.480,-,-"
"'[10:51:44.096]',0.050,-,0.645,0.775,1.000,2.473,-,-"
"'[10:51:44.104]',0.044,-,0.640,0.770,1.000,2.467,-,-"
"'[10:51:44.112]',0.065,-,0.610,0.765,1.000,2.462,-,-"
"'[10:51:44.120]',0.080,-,0.595,0.760,1.000,2.458,-,-"
"'[10:51:44.128]',0.100,-,0.570,0.760,1.000,2.456,-,-"
"'[10:51:44.136]',0.125,-,0.540,0.750,1.000,2.453,-,-"
"'[10:51:44.144]',0.150,-,0.510,0.750,1.000,2.450,-,-"
"'[10:51:44.152]',0.180,-,0.465,0.735,1.000,2.447,-,-"
"'[10:51:44.160]',0.210,-,0.425,0.715,1.000,2.445,-,-"
"'[10:51:44.168]',0.245,-,0.380,0.695,1.000,2.444,-,-"
"'[10:51:44.176]',0.285,-,0.355,0.685,1.000,2.442,-,-"
"'[10:51:44.184]',0.295,-,0.345,0.685,1.000,2.439,-,-"
"'[10:51:44.192]',0.310,-,0.350,0.675,0.983,2.436,-,-"
"'[10:51:44.200]',0.310,-,0.365,0.670,0.966,2.432,-,-"
"'[10:51:44.208]',0.285,-,0.410,0.685,0.918,2.428,-,-"
"'[10:51:44.216]',0.245,-,0.460,0.695,0.870,2.423,-,-"
"'[10:51:44.224]',0.210,-,0.510,0.695,0.810,2.419,-,-"
"'[10:51:44.232]',0.160,-,0.555,0.695,0.750,2.415,-,-"
"'[10:51:44.240]',0.140,-,0.595,0.695,0.682,2.411,-,-"
"'[10:51:44.248]',0.100,-,0.625,0.690,0.613,2.407,-,-"
"'[10:51:44.256]',0.090,-,0.645,0.690,0.539,2.445,-,-"
"'[10:51:44.264]',0.095,-,0.655,0.685,0.465,2.504,-,-"
"'[10:51:44.272]',0.080,-,0.670,0.675,0.394,2.534,-,-"
"'[10:51:44.280]',0.075,-,0.665,0.690,0.323,2.547,-,-"
"'[10:51:44.288]',0.085,-,0.675,0.690,0.255,2.553,-,-"
"'[10:51:44.296]',0.080,-,0.665,0.705,0.186,2.555,-,-"
"'[10:51:44.304]',0.115,-,0.640,0.735,0.115,2.556,-,-"
"'[10:51:44.312]',0.109,-,0.645,0.760,0.044,2.556,-,-"
"'[10:51:44.320]',0.105,-,0.645,0.775,0.022,2.555,-,-"
"'[10:51:44.328]',0.125,-,0.635,0.785,-0.000,2.554,-,-"
"'[10:51:44.336]',0.125,-,0.640,0.785,-0.000,2.553,-,-"
"'[10:51:44.344]',0.130,-,0.635,0.780,-0.000,2.552,-,-"
"'[10:51:44.352]',0.140,-,0.625,0.795,-0.000,2.551,-,-"
"'[10:51:44.360]',0.160,-,0.620,0.790,-0.000,2.551,-,-"
"'[10:51:44.368]',0.170,-,0.610,0.795,-0.000,2.551,-,-"
"'[10:51:44.376]',0.180,-,0.595,0.780,-0.000,2.550,-,-"
"'[10:51:44.384]',0.190,-,0.580,0.760,-0.000,2.549,-,-"
"'[10:51:44.392]',0.205,-,0.575,0.735,-0.000,2.548,-,-"
"'[10:51:44.400]',0.165,-,0.600,0.695,-0.000,2.547,-,-"
"'[10:51:44.408]',0.150,-,0.605,0.670,-0.000,2.546,-,-"
"'[10:51:44.416]',0.125,-,0.625,0.660,-0.000,2.544,-,-"
"'[10:51:44.424]',0.109,-,0.640,0.665,-0.000,2.543,-,-"
"'[10:51:44.432]',0.060,-,0.695,0.690,-0.000,2.542,-,-"
"'[10:51:44.440]',0.004,-,0.725,0.710,-0.000,2.543,-,-"
"'[10:51:44.448]',-0.010,-,0.740,0.720,-0.000,2.551,-,-"
"'[10:51:44.456]',-0.025,-,0.750,0.720,-0.000,2.562,-,-"
"'[10:51:44.464]',-0.061,-,0.775,0.730,-0.000,2.575,-,-"
"'[10:51:44.472]',-0.050,-,0.765,0.735,-0.000,2.597,-,-"
"'[10:51:44.480]',-0.086,-,0.800,0.770,-0.000,2.630,-,-"
"'[10:51:44.488]',-0.106,-,0.860,0.835,-0.000,2.671,-,-"
"'[10:51:44.496]',-0.110,-,0.805,0.855,-0.000,2.717,-,-"
"'[10:51:44.504]',0.095,-,0.485,0.660,-0.000,2.766,-,-"
"'[10:51:44.512]',0.385,-,-0.000,0.315,-0.000,2.816,-,-"
"'[10:51:44.520]',0.560,-,-0.155,0.180,-0.000,2.863,-,-"
"'[10:51:44.528]',0.430,-,0.440,0.455,-0.000,2.906,-,-"
"'[10:51:44.536]',0.220,-,0.900,0.725,-0.000,2.943,-,-"
"'[10:51:44.544]',0.004,-,1.010,0.770,-0.000,2.975,-,-"
"'[10:51:44.552]',-0.065,-,0.960,0.820,-0.000,3.000,-,-"
"'[10:51:44.560]',-0.045,-,0.860,0.830,-0.000,3.017,-,-"
"'[10:51:44.568]',-0.061,-,0.810,0.840,-0.000,3.027,-,-"
"'[10:51:44.576]',-0.070,-,0.800,0.825,-0.000,3.036,-,-"
"'[10:51:44.584]',-0.086,-,0.795,0.835,-0.000,3.041,-,-"
"'[10:51:44.592]',-0.075,-,0.780,0.850,-0.000,3.042,-,-"
"'[10:51:44.600]',-0.061,-,0.760,0.855,-0.000,3.039,-,-"
"'[10:51:44.608]',-0.045,-,0.750,0.860,-0.000,3.033,-,-"
"'[10:51:44.616]',-0.050,-,0.745,0.855,-0.000,3.023,-,-"
"'[10:51:44.624]',-0.041,-,0.735,0.855,-0.000,3.011,-,-"
"'[10:51:44.632]',-0.035,-,0.715,0.845,-0.000,2.996,-,-"
"'[10:51:44.640]',-0.021,-,0.710,0.830,-0.000,2.979,-,-"
"'[10:51:44.648]',-0.005,-,0.690,0.815,-0.000,2.961,-,-"
"'[10:51:44.656]',0.004,-,0.675,0.805,-0.000,2.943,-,-"
"'[10:51:44.664]',0.010,-,0.660,0.790,-0.000,2.927,-,-"
"'[10:51:44.672]',0.040,-,0.625,0.770,-0.000,2.904,-,-"
"'[10:51:44.680]',0.085,-,0.580,0.740,-0.000,2.885,-,-"
"'[10:51:44.688]',0.130,-,0.525,0.715,-0.000,2.871,-,-"
"'[10:51:44.696]',0.200,-,0.470,0.690,-0.000,2.856,-,-"
"'[10:51:44.704]',0.260,-,0.415,0.675,-0.000,2.843,-,-"
"'[10:51:44.712]',0.280,-,0.410,0.670,-0.000,2.830,-,-"
"'[10:51:44.720]',0.285,-,0.420,0.685,-0.000,2.818,-,-"
"'[10:51:44.728]',0.235,-,0.460,0.695,-0.000,2.808,-,-"
"'[10:51:44.736]',0.205,-,0.505,0.710,-0.000,2.800,-,-"
"'[10:51:44.744]',0.165,-,0.555,0.725,-0.000,2.792,-,-"
"'[10:51:44.752]',0.105,-,0.610,0.740,-0.000,2.785,-,-"
"'[10:51:44.760]',0.024,-,0.690,0.775,-0.000,2.779,-,-"
"'[10:51:44.768]',-0.025,-,0.740,0.785,-0.000,2.773,-,-"
"'[10:51:44.776]',-0.041,-,0.765,0.785,-0.000,2.767,-,-"
"'[10:51:44.784]',-0.065,-,0.790,0.800,-0.000,2.761,-,-"
"'[10:51:44.792]',-0.095,-,0.810,0.815,-0.000,2.756,-,-"
"'[10:51:44.800]',-0.115,-,0.825,0.810,-0.000,2.748,-,-"
"'[10:51:44.808]',-0.070,-,0.805,0.795,-0.000,2.741,-,-"
"'[10:51:44.816]',-0.061,-,0.805,0.785,-0.000,2.736,-,-"
"'[10:51:44.824]',-0.050,-,0.810,0.795,-0.000,2.730,-,-"
"'[10:51:44.832]',-0.055,-,0.795,0.790,-0.000,2.724,-,-"
"'[10:51:44.840]',-0.041,-,0.790,0.795,-0.000,2.718,-,-"
"'[10:51:44.848]',-0.041,-,0.800,0.800,-0.000,2.713,-,-"
"'[10:51:44.856]',-0.030,-,0.780,0.790,-0.000,2.708,-,-"
"'[10:51:44.864]',-0.015,-,0.770,0.770,-0.000,2.704,-,-"
"'[10:51:44.872]',-0.015,-,0.775,0.790,-0.000,2.699,-,-"
"'[10:51:44.880]',-0.000,-,0.765,0.805,-0.000,2.693,-,-"
"'[10:51:44.888]',0.004,-,0.770,0.815,-0.000,2.686,-,-"
"'[10:51:44.896]',-0.000,-,0.755,0.825,-0.000,2.680,-,-"
"'[10:51:44.904]',0.050,-,0.725,0.825,-0.000,2.674,-,-"
"'[10:51:44.912]',0.044,-,0.715,0.810,-0.000,2.668,-,-"
"'[10:51:44.920]',0.085,-,0.695,0.795,-0.000,2.662,-,-"
"'[10:51:44.928]',0.105,-,0.680,0.785,-0.000,2.656,-,-"
"'[10:51:44.936]',0.070,-,0.690,0.755,-0.000,2.649,-,-"
"'[10:51:44.944]',0.060,-,0.695,0.730,-0.000,2.642,-,-"
"'[10:51:44.952]',0.075,-,0.700,0.715,-0.000,2.637,-,-"
"'[10:51:44.960]',0.024,-,0.740,0.745,-0.000,2.633,-,-"
"'[10:51:44.968]',0.004,-,0.765,0.735,-0.000,2.630,-,-"
"'[10:51:44.976]',-0.025,-,0.775,0.750,-0.000,2.627,-,-"
"'[10:51:44.984]',-0.050,-,0.800,0.755,-0.000,2.625,-,-"
"'[10:51:44.992]',-0.041,-,0.800,0.745,-0.000,2.627,-,-"
"'[10:51:45.000]',-0.065,-,0.810,0.760,-0.000,2.634,-,-"
"'[10:51:45.008]',-0.065,-,0.810,0.745,-0.000,2.649,-,-"
"'[10:51:45.016]',-0.055,-,0.805,0.735,-0.000,2.672,-,-"
"'[10:51:45.024]',-0.146,-,0.891,0.855,-0.000,2.701,-,-"
"'[10:51:45.032]',-0.166,-,0.925,0.880,-0.000,2.736,-,-"
"'[10:51:45.040]',-0.021,-,0.670,0.730,-0.000,2.775,-,-"
"'[10:51:45.048]',0.240,-,0.230,0.450,-0.000,2.819,-,-"
"'[10:51:45.056]',0.440,-,-0.065,0.245,-0.000,2.855,-,-"
"'[10:51:45.064]',0.465,-,0.285,0.420,-0.000,2.882,-,-"
"'[10:51:45.072]',0.340,-,0.855,0.780,-0.000,2.911,-,-"
"'[10:51:45.080]',0.385,-,0.915,0.835,-0.000,2.943,-,-"
"'[10:51:45.088]',-0.005,-,1.021,0.880,-0.000,2.970,-,-"
"'[10:51:45.096]',-0.090,-,0.960,0.885,-0.000,2.986,-,-"
"'[10:51:45.104]',-0.120,-,0.900,0.845,-0.000,3.000,-,-"
"'[10:51:45.112]',-0.146,-,0.875,0.815,-0.000,3.010,-,-"
"'[10:51:45.120]',-0.160,-,0.860,0.800,-0.000,3.016,-,-"
"'[10:51:45.128]',-0.180,-,0.865,0.805,-0.000,3.018,-,-"
"'[10:51:45.136]',-0.196,-,0.860,0.795,-0.000,3.015,-,-"
"'[10:51:45.144]',-0.180,-,0.855,0.800,-0.000,3.012,-,-"
"'[10:51:45.152]',-0.216,-,0.865,0.815,-0.000,3.007,-,-"
"'[10:51:45.160]',-0.225,-,0.865,0.820,-0.000,2.996,-,-"
"'[10:51:45.168]',-0.236,-,0.865,0.810,-0.000,2.979,-,-"
"'[10:51:45.176]',-0.225,-,0.845,0.805,-0.000,2.963,-,-"
"'[10:51:45.184]',-0.200,-,0.825,0.800,-0.000,2.944,-,-"
"'[10:51:45.192]',-0.171,-,0.795,0.785,-0.000,2.924,-,-"
"'[10:51:45.200]',-0.140,-,0.760,0.765,0.027,2.908,-,-"
"'[10:51:45.208]',-0.095,-,0.725,0.760,0.054,2.890,-,-"
"'[10:51:45.216]',-0.050,-,0.675,0.740,0.090,2.864,-,-"
"'[10:51:45.224]',-0.005,-,0.625,0.720,0.126,2.842,-,-"
"'[10:51:45.232]',0.044,-,0.575,0.700,0.160,2.821,-,-"
"'[10:51:45.240]',0.109,-,0.510,0.680,0.194,2.803,-,-"
"'[10:51:45.248]',0.165,-,0.470,0.670,0.226,2.787,-,-"
"'[10:51:45.256]',0.195,-,0.450,0.670,0.259,2.774,-,-"
"'[10:51:45.264]',0.210,-,0.455,0.670,0.295,2.761,-,-"
"'[10:51:45.272]',0.215,-,0.470,0.685,0.331,2.750,-,-"
"'[10:51:45.280]',0.200,-,0.505,0.700,0.368,2.739,-,-"
"'[10:51:45.288]',0.175,-,0.545,0.725,0.407,2.729,-,-"
"'[10:51:45.296]',0.145,-,0.590,0.740,0.442,2.720,-,-"
"'[10:51:45.304]',0.120,-,0.640,0.760,0.477,2.713,-,-"
"'[10:51:45.312]',0.100,-,0.665,0.775,0.511,2.706,-,-"
"'[10:51:45.320]',0.090,-,0.685,0.785,0.544,2.699,-,-"
"'[10:51:45.328]',0.085,-,0.695,0.785,0.580,2.692,-,-"
"'[10:51:45.336]',0.080,-,0.700,0.785,0.615,2.686,-,-"
"'[10:51:45.344]',0.100,-,0.690,0.790,0.652,2.680,-,-"
"'[10:51:45.352]',0.100,-,0.690,0.790,0.688,2.675,-,-"
"'[10:51:45.360]',0.109,-,0.685,0.795,0.725,2.672,-,-"
"'[10:51:45.368]',0.120,-,0.685,0.800,0.761,2.666,-,-"
"'[10:51:45.376]',0.125,-,0.675,0.805,0.796,2.660,-,-"
"'[10:51:45.384]',0.130,-,0.670,0.795,0.831,2.654,-,-"
"'[10:51:45.392]',0.130,-,0.665,0.790,0.861,2.648,-,-"
"'[10:51:45.400]',0.130,-,0.670,0.785,0.891,2.642,-,-"
"'[10:51:45.408]',0.130,-,0.660,0.785,0.916,2.637,-,-"
"'[10:51:45.416]',0.130,-,0.660,0.780,0.941,2.631,-,-"
"'[10:51:45.424]',0.135,-,0.655,0.780,0.963,2.626,-,-"
"'[10:51:45.432]',0.135,-,0.645,0.785,0.984,2.620,-,-"
"'[10:51:45.440]',0.150,-,0.645,0.800,0.992,2.614,-,-"
"'[10:51:45.448]',0.150,-,0.640,0.810,1.000,2.609,-,-"
"'[10:51:45.456]',0.165,-,0.625,0.810,1.000,2.605,-,-"
"'[10:51:45.464]',0.180,-,0.605,0.815,1.000,2.600,-,-"
"'[10:51:45.472]',0.210,-,0.580,0.790,1.000,2.594,-,-"
"'[10:51:45.480]',0.195,-,0.580,0.755,1.000,2.588,-,-"
"'[10:51:45.488]',0.190,-,0.585,0.725,1.000,2.583,-,-"
"'[10:51:45.496]',0.180,-,0.585,0.710,1.000,2.577,-,-"
"'[10:51:45.504]',0.170,-,0.600,0.705,1.000,2.571,-,-"
"'[10:51:45.512]',0.145,-,0.620,0.715,1.000,2.567,-,-"
"'[10:51:45.520]',0.100,-,0.660,0.730,1.000,2.566,-,-"
"'[10:51:45.528]',0.050,-,0.695,0.740,1.000,2.569,-,-"
"'[10:51:45.536]',0.040,-,0.705,0.740,0.998,2.578,-,-"
"'[10:51:45.544]',0.030,-,0.700,0.735,0.996,2.594,-,-"
"'[10:51:45.552]',0.020,-,0.715,0.740,0.977,2.615,-,-"
"'[10:51:45.560]',0.024,-,0.710,0.745,0.958,2.640,-,-"
"'[10:51:45.568]',-0.000,-,0.750,0.795,0.937,2.674,-,-"
"'[10:51:45.576]',-0.015,-,0.780,0.840,0.916,2.712,-,-"
"'[10:51:45.584]',0.020,-,0.680,0.810,0.890,2.753,-,-"
"'[10:51:45.592]',0.250,-,0.335,0.615,0.863,2.794,-,-"
"'[10:51:45.600]',0.495,-,-0.100,0.295,0.832,2.832,-,-"
"'[10:51:45.608]',0.630,-,-0.200,0.205,0.801,2.866,-,-"
"'[10:51:45.616]',0.500,-,0.515,0.575,0.772,2.894,-,-"
"'[10:51:45.624]',0.405,-,0.800,0.785,0.743,2.918,-,-"
"'[10:51:45.632]',0.160,-,0.910,0.820,0.716,2.936,-,-"
"'[10:51:45.640]',0.044,-,0.885,0.850,0.688,2.950,-,-"
"'[10:51:45.648]',0.015,-,0.810,0.850,0.659,2.958,-,-"
"'[10:51:45.656]',-0.000,-,0.770,0.830,0.630,2.962,-,-"
"'[10:51:45.664]',-0.010,-,0.755,0.815,0.600,2.963,-,-"
"'[10:51:45.672]',-0.021,-,0.745,0.810,0.570,2.962,-,-"
"'[10:51:45.680]',-0.015,-,0.740,0.815,0.541,2.957,-,-"
"'[10:51:45.688]',-0.025,-,0.730,0.820,0.512,2.949,-,-"
"'[10:51:45.696]',-0.005,-,0.715,0.815,0.484,2.938,-,-"
"'[10:51:45.704]',0.004,-,0.705,0.810,0.456,2.926,-,-"
"'[10:51:45.712]',0.015,-,0.695,0.815,0.433,2.911,-,-"
"'[10:51:45.720]',0.030,-,0.685,0.810,0.409,2.894,-,-"
"'[10:51:45.728]',0.020,-,0.675,0.810,0.390,2.876,-,-"
"'[10:51:45.736]',0.030,-,0.665,0.805,0.370,2.856,-,-"
"'[10:51:45.744]',0.035,-,0.645,0.795,0.354,2.837,-,-"
"'[10:51:45.752]',0.035,-,0.625,0.785,0.337,2.820,-,-"
"'[10:51:45.760]',0.055,-,0.600,0.775,0.323,2.804,-,-"
"'[10:51:45.768]',0.075,-,0.570,0.765,0.309,2.789,-,-"
"'[10:51:45.776]',0.120,-,0.520,0.745,0.298,2.774,-,-"
"'[10:51:45.784]',0.150,-,0.480,0.735,0.287,2.761,-,-"
"'[10:51:45.792]',0.170,-,0.455,0.725,0.279,2.748,-,-"
"'[10:51:45.800]',0.205,-,0.435,0.720,0.271,2.737,-,-"
"'[10:51:45.808]',0.210,-,0.445,0.725,0.266,2.727,-,-"
"'[10:51:45.816]',0.185,-,0.475,0.735,0.260,2.719,-,-"
"'[10:51:45.824]',0.165,-,0.510,0.745,0.258,2.713,-,-"
"'[10:51:45.832]',0.120,-,0.565,0.760,0.255,2.706,-,-"
"'[10:51:45.840]',0.095,-,0.610,0.775,0.255,2.700,-,-"
"'[10:51:45.848]',0.060,-,0.650,0.780,0.255,2.696,-,-"
"'[10:51:45.856]',0.030,-,0.680,0.795,0.256,2.692,-,-"
"'[10:51:45.864]',-0.000,-,0.715,0.790,0.257,2.687,-,-"
"'[10:51:45.872]',-0.010,-,0.735,0.800,0.258,2.682,-,-"
"'[10:51:45.880]',-0.015,-,0.740,0.800,0.260,2.677,-,-"
"'[10:51:45.888]',-0.021,-,0.735,0.800,0.262,2.673,-,-"
"'[10:51:45.896]',0.004,-,0.725,0.795,0.264,2.668,-,-"
"'[10:51:45.904]',0.015,-,0.720,0.790,0.266,2.663,-,-"
"'[10:51:45.912]',0.024,-,0.715,0.785,0.268,2.659,-,-"
"'[10:51:45.920]',0.030,-,0.715,0.790,0.269,2.654,-,-"
"'[10:51:45.928]',0.024,-,0.715,0.790,0.271,2.649,-,-"
"'[10:51:45.936]',0.020,-,0.715,0.785,0.272,2.644,-,-"
"'[10:51:45.944]',0.030,-,0.710,0.785,0.273,2.640,-,-"
"'[10:51:45.952]',0.020,-,0.710,0.785,0.273,2.637,-,-"
"'[10:51:45.960]',0.024,-,0.715,0.800,0.273,2.633,-,-"
"'[10:51:45.968]',0.024,-,0.710,0.810,0.272,2.629,-,-"
"'[10:51:45.976]',0.035,-,0.705,0.830,0.271,2.624,-,-"
"'[10:51:45.984]',0.055,-,0.695,0.835,0.269,2.619,-,-"
"'[10:51:45.992]',0.060,-,0.685,0.840,0.268,2.614,-,-"
"'[10:51:46.000]',0.095,-,0.655,0.820,0.265,2.610,-,-"
"'[10:51:46.008]',0.105,-,0.645,0.800,0.262,2.605,-,-"
"'[10:51:46.016]',0.095,-,0.650,0.770,0.259,2.601,-,-"
"'[10:51:46.024]',0.085,-,0.660,0.745,0.256,2.596,-,-"
"'[10:51:46.032]',0.070,-,0.670,0.740,0.253,2.591,-,-"
"'[10:51:46.040]',0.065,-,0.680,0.755,0.250,2.587,-,-"
"'[10:51:46.048]',0.070,-,0.700,0.760,0.247,2.584,-,-"
"'[10:51:46.056]',0.010,-,0.735,0.765,0.245,2.582,-,-"
"'[10:51:46.064]',-0.021,-,0.760,0.775,0.243,2.581,-,-"
"'[10:51:46.072]',-0.041,-,0.765,0.785,0.241,2.584,-,-"
"'[10:51:46.080]',-0.035,-,0.770,0.785,0.239,2.592,-,-"
"'[10:51:46.088]',-0.041,-,0.760,0.780,0.238,2.608,-,-"
"'[10:51:46.096]',-0.045,-,0.770,0.790,0.237,2.631,-,-"
"'[10:51:46.104]',-0.095,-,0.845,0.865,0.236,2.663,-,-"
"'[10:51:46.112]',-0.100,-,0.870,0.900,0.235,2.700,-,-"
"'[10:51:46.120]',-0.015,-,0.665,0.800,0.234,2.741,-,-"
"'[10:51:46.128]',0.300,-,0.185,0.485,0.234,2.783,-,-"
"'[10:51:46.136]',0.515,-,-0.160,0.220,0.233,2.824,-,-"
"'[10:51:46.144]',0.540,-,0.175,0.360,0.233,2.858,-,-"
"'[10:51:46.152]',0.250,-,0.820,0.685,0.233,2.887,-,-"
"'[10:51:46.160]',0.100,-,0.970,0.755,0.233,2.914,-,-"
"'[10:51:46.168]',-0.021,-,0.996,0.830,0.234,2.938,-,-"
"'[10:51:46.176]',-0.015,-,0.870,0.860,0.235,2.959,-,-"
"'[10:51:46.184]',-0.030,-,0.810,0.850,0.236,2.976,-,-"
"'[10:51:46.192]',-0.030,-,0.780,0.830,0.236,2.987,-,-"
"'[10:51:46.200]',-0.035,-,0.765,0.820,0.237,2.994,-,-"
"'[10:51:46.208]',-0.030,-,0.755,0.820,0.238,2.998,-,-"
"'[10:51:46.216]',-0.015,-,0.740,0.810,0.238,2.998,-,-"
"'[10:51:46.224]',0.004,-,0.725,0.805,0.239,2.994,-,-"
"'[10:51:46.232]',0.010,-,0.715,0.815,0.240,2.987,-,-"
"'[10:51:46.240]',0.020,-,0.695,0.805,0.241,2.978,-,-"
"'[10:51:46.248]',0.030,-,0.685,0.805,0.243,2.968,-,-"
"'[10:51:46.256]',0.035,-,0.675,0.805,0.245,2.955,-,-"
"'[10:51:46.264]',0.044,-,0.660,0.795,0.247,2.940,-,-"
"'[10:51:46.272]',0.055,-,0.645,0.790,0.250,2.924,-,-"
"'[10:51:46.280]',0.070,-,0.620,0.785,0.253,2.905,-,-"
"'[10:51:46.288]',0.060,-,0.615,0.780,0.258,2.887,-,-"
"'[10:51:46.296]',0.095,-,0.575,0.765,0.263,2.703,-,-"
"'[10:51:46.304]',0.125,-,0.540,0.755,0.270,2.425,-,-"
"'[10:51:46.312]',0.165,-,0.495,0.735,0.277,2.252,-,-"
"'[10:51:46.320]',0.180,-,0.465,0.735,0.285,2.136,-,-"
"'[10:51:46.328]',0.205,-,0.450,0.730,0.294,2.051,-,-"
"'[10:51:46.336]',0.210,-,0.445,0.735,0.304,1.984,-,-"
"'[10:51:46.344]',0.205,-,0.465,0.735,0.313,1.935,-,-"
"'[10:51:46.352]',0.180,-,0.500,0.745,0.323,1.894,-,-"
"'[10:51:46.360]',0.170,-,0.525,0.755,0.332,1.857,-,-"
"'[10:51:46.368]',0.135,-,0.580,0.770,0.341,1.823,-,-"
"'[10:51:46.376]',0.100,-,0.620,0.780,0.350,1.792,-,-"
"'[10:51:46.384]',0.070,-,0.660,0.785,0.359,1.762,-,-"
"'[10:51:46.392]',0.044,-,0.690,0.790,0.368,1.736,-,-"
"'[10:51:46.400]',0.020,-,0.715,0.800,0.377,1.712,-,-"
"'[10:51:46.408]',0.015,-,0.730,0.805,0.386,1.688,-,-"
"'[10:51:46.416]',-0.000,-,0.740,0.805,0.393,1.666,-,-"
"'[10:51:46.424]',0.015,-,0.730,0.795,0.400,1.644,-,-"
"'[10:51:46.432]',0.010,-,0.735,0.800,0.407,1.624,-,-"
"'[10:51:46.440]',0.030,-,0.730,0.795,0.413,1.603,-,-"
"'[10:51:46.448]',0.024,-,0.725,0.790,0.418,1.585,-,-"
"'[10:51:46.456]',0.035,-,0.720,0.785,0.422,1.568,-,-"
"'[10:51:46.464]',0.030,-,0.725,0.790,0.425,1.548,-,-"
"'[10:51:46.472]',0.024,-,0.730,0.790,0.429,1.527,-,-"
"'[10:51:46.480]',0.030,-,0.720,0.790,0.430,1.504,-,-"
"'[10:51:46.488]',0.024,-,0.725,0.800,0.432,1.481,-,-"
"'[10:51:46.496]',0.020,-,0.725,0.805,0.431,1.457,-,-"
"'[10:51:46.504]',0.060,-,0.710,0.795,0.431,1.434,-,-"
"'[10:51:46.512]',0.070,-,0.705,0.810,0.430,1.412,-,-"
"'[10:51:46.520]',0.080,-,0.690,0.830,0.429,1.389,-,-"
"'[10:51:46.528]',0.109,-,0.670,0.830,0.426,1.367,-,-"
"'[10:51:46.536]',0.135,-,0.650,0.830,0.424,1.344,-,-"
"'[10:51:46.544]',0.160,-,0.620,0.820,0.420,1.326,-,-"
"'[10:51:46.552]',0.170,-,0.615,0.790,0.417,1.310,-,-"
"'[10:51:46.560]',0.150,-,0.620,0.750,0.412,1.290,-,-"
"'[10:51:46.568]',0.140,-,0.625,0.735,0.408,1.270,-,-"
"'[10:51:46.576]',0.125,-,0.645,0.720,0.403,1.248,-,-"
"'[10:51:46.584]',0.135,-,0.650,0.710,0.398,1.228,-,-"
"'[10:51:46.592]',0.120,-,0.670,0.730,0.393,1.213,-,-"
"'[10:51:46.600]',0.070,-,0.710,0.735,0.389,1.210,-,-"
"'[10:51:46.608]',0.035,-,0.740,0.735,0.385,1.226,-,-"
"'[10:51:46.616]',0.004,-,0.745,0.750,0.381,1.267,-,-"
"'[10:51:46.624]',-0.021,-,0.765,0.745,0.378,1.338,-,-"
"'[10:51:46.632]',-0.025,-,0.765,0.750,0.375,1.440,-,-"
"'[10:51:46.640]',-0.055,-,0.795,0.775,0.372,1.568,-,-"
"'[10:51:46.648]',-0.110,-,0.865,0.855,0.369,1.695,-,-"
